CAN Message, 0x98:00007cdccd7c5654,Timestamp,Amplitude
,,1739209817.8361084,-45.120503652039325
,,1739209817.8361118,-45.120503652039325
,,1739209817.8361151,-45.120503652039325
,,1739209817.8361187,-45.120503652039325
,,1739209817.836122,-35.57807855764607
,,1739209817.8361254,-45.120503652039325
,,1739209817.836129,-45.120503652039325
,,1739209817.8361323,-32.816014438256545
,,1739209817.8361356,-38.13080360867914
,,1739209817.8361392,-45.120503652039325
,,1739209817.8361423,-38.13080360867914
,,1739209817.836146,-33.981070128970906
,,1739209817.8361497,-38.13080360867914
,,1739209817.8361528,-45.120503652039325
,,1739209817.836156,-38.13080360867914
,,1739209817.8361597,-38.13080360867914
,,1739209817.836163,-38.13080360867914
,,1739209817.8361664,-45.120503652039325
,,1739209817.8361695,-38.13080360867914
,,1739209817.8361733,-38.13080360867914
,,1739209817.8361766,-45.120503652039325
,,1739209817.83618,-45.120503652039325
,,1739209817.8361835,-45.120503652039325
,,1739209817.836187,-45.120503652039325
,,1739209817.8361902,-45.120503652039325
,,1739209817.8361938,-45.120503652039325
,,1739209817.8361971,-45.120503652039325
,,1739209817.8362005,-31.141103565318915
,,1739209817.836204,-38.13080360867914
,,1739209817.8362074,-38.13080360867914
,,1739209817.8362107,-38.13080360867914
,,1739209817.836214,-30.49652367304973
,,1739209817.8362176,-38.13080360867914
,,1739209817.836221,-38.13080360867914
,,1739209817.8362243,-38.13080360867914
,,1739209817.836228,-33.981070128970906
,,1739209817.8362312,-38.13080360867914
,,1739209817.8362346,-38.13080360867914
,,1739209817.836238,-38.13080360867914
,,1739209817.8362415,-45.120503652039325
,,1739209817.8362448,-38.13080360867914
,,1739209817.8362484,-38.13080360867914
,,1739209817.8362515,-38.13080360867914
,,1739209817.836255,-38.13080360867914
,,1739209817.8362586,-45.120503652039325
,,1739209817.836262,-45.120503652039325
,,1739209817.836265,-35.57807855764607
,,1739209817.836269,-32.816014438256545
,,1739209817.8362722,-38.13080360867914
,,1739209817.8362756,-27.267205301931607
,,1739209817.836279,-11.097889827492487
,,1739209817.8362825,-25.82631439489636
,,1739209817.8362858,-33.981070128970906
,,1739209817.8362892,-33.981070128970906
,,1739209817.8362927,-38.13080360867914
,,1739209817.836296,-33.981070128970906
,,1739209817.8362994,-38.13080360867914
