CAN Message, 0x77:2fbef35f90c2d339,Timestamp,Amplitude
,,1739209815.1617937,-45.120503652039325
,,1739209815.161803,-38.13080360867914
,,1739209815.1618123,-38.13080360867914
,,1739209815.1618218,-35.57807855764607
,,1739209815.1618314,-45.120503652039325
,,1739209815.161841,-45.120503652039325
,,1739209815.1618502,-45.120503652039325
,,1739209815.1618595,-38.13080360867914
,,1739209815.1618688,-38.13080360867914
,,1739209815.1618783,-35.57807855764607
,,1739209815.1618876,-45.120503652039325
,,1739209815.1618972,-45.120503652039325
,,1739209815.1619065,-35.57807855764607
,,1739209815.161916,-45.120503652039325
,,1739209815.1619253,-38.13080360867914
,,1739209815.1619349,-45.120503652039325
,,1739209815.1619442,-38.13080360867914
,,1739209815.1619537,-45.120503652039325
,,1739209815.161963,-33.981070128970906
,,1739209815.1619723,-24.29264994887477
,,1739209815.1619818,-38.13080360867914
,,1739209815.1619911,-45.120503652039325
,,1739209815.162001,-38.13080360867914
,,1739209815.16201,-35.57807855764607
,,1739209815.1620195,-45.120503652039325
,,1739209815.1620288,-45.120503652039325
,,1739209815.1620383,-45.120503652039325
,,1739209815.1620476,-45.120503652039325
,,1739209815.162057,-45.120503652039325
,,1739209815.1620665,-32.816014438256545
,,1739209815.1620758,-45.120503652039325
,,1739209815.1620853,-45.120503652039325
,,1739209815.1620946,-38.13080360867914
,,1739209815.162104,-38.13080360867914
,,1739209815.1621134,-45.120503652039325
,,1739209815.162123,-45.120503652039325
,,1739209815.1621325,-38.13080360867914
,,1739209815.1621416,-32.816014438256545
,,1739209815.162151,-38.13080360867914
,,1739209815.1621604,-45.120503652039325
,,1739209815.16217,-35.57807855764607
,,1739209815.1621792,-35.57807855764607
,,1739209815.1621888,-45.120503652039325
,,1739209815.162198,-30.49652367304973
,,1739209815.1622076,-35.57807855764607
,,1739209815.162217,-45.120503652039325
,,1739209815.1622262,-38.13080360867914
,,1739209815.1622355,-31.141103565318915
,,1739209815.162245,-38.13080360867914
,,1739209815.1622546,-26.487275050834725
,,1739209815.162264,-7.966320426088727
,,1739209815.1622734,-28.218542851754187
,,1739209815.1622827,-38.13080360867914
,,1739209815.1622922,-38.13080360867914
,,1739209815.1623015,-45.120503652039325
,,1739209815.1623108,-38.13080360867914
,,1739209815.1623204,-35.57807855764607
,,1739209815.1623297,-45.120503652039325
,,1739209815.1623392,-38.13080360867914
,,1739209815.1623485,-38.13080360867914
,,1739209815.162358,-45.120503652039325
,,1739209815.162367,-45.120503652039325
,,1739209815.1623769,-38.13080360867914
,,1739209815.1623862,-45.120503652039325
,,1739209815.1623957,-45.120503652039325
,,1739209815.162405,-38.13080360867914
,,1739209815.1624143,-45.120503652039325
,,1739209815.1624238,-30.49652367304973
,,1739209815.1624331,-35.57807855764607
,,1739209815.1624427,-38.13080360867914
,,1739209815.162452,-33.981070128970906
,,1739209815.1624615,-38.13080360867914
,,1739209815.1624708,-38.13080360867914
,,1739209815.16248,-30.49652367304973
,,1739209815.1624897,-22.74004262075133
,,1739209815.162499,-31.141103565318915
,,1739209815.1625085,-33.981070128970906
,,1739209815.1625178,-45.120503652039325
,,1739209815.162527,-26.487275050834715
,,1739209815.1625366,-15.293269775353837
,,1739209815.1625462,-32.816014438256545
,,1739209815.1625557,-32.816014438256545
,,1739209815.162565,-38.13080360867914
,,1739209815.1625743,-45.120503652039325
,,1739209815.1625836,-33.981070128970906
,,1739209815.1625931,-35.57807855764607
,,1739209815.1626024,-45.120503652039325
,,1739209815.162612,-33.981070128970906
,,1739209815.1626213,-28.992665084841946
,,1739209815.1626308,-33.981070128970906
,,1739209815.16264,-38.13080360867914
,,1739209815.1626496,-45.120503652039325
,,1739209815.162659,-38.13080360867914
,,1739209815.1626682,-45.120503652039325
,,1739209815.1626778,-45.120503652039325
,,1739209815.162687,-35.57807855764607
,,1739209815.1626966,-38.13080360867914
,,1739209815.162706,-38.13080360867914
,,1739209815.1627154,-33.981070128970906
,,1739209815.1627247,-35.57807855764607
,,1739209815.1627345,-23.273589343863318
,,1739209815.1627436,-45.120503652039325
,,1739209815.1627529,-20.6957059613948
,,1739209815.1627624,-19.221007638782208
,,1739209815.1627717,-45.120503652039325
,,1739209815.1627812,-28.58837851428586
,,1739209815.1627903,-26.99137008561072
,,1739209815.1628,-12.980016857919878
,,1739209815.1628094,-11.273386222656468
,,1739209815.162819,-28.58837851428589
,,1739209815.1628282,-28.992665084841946
,,1739209815.1628375,-45.120503652039325
,,1739209815.162847,-28.58837851428586
,,1739209815.1628563,-33.981070128970906
,,1739209815.162866,-38.13080360867914
,,1739209815.1628752,-45.120503652039325
,,1739209815.1628847,-24.15140352195873
,,1739209815.162894,-16.814616965187845
,,1739209815.1629035,-38.13080360867914
,,1739209815.1629128,-45.120503652039325
,,1739209815.162922,-31.141103565318915
,,1739209815.1629317,-38.13080360867914
,,1739209815.162941,-38.13080360867914
,,1739209815.1629505,-38.13080360867914
,,1739209815.1629598,-33.981070128970906
,,1739209815.1629694,-28.58837851428586
,,1739209815.1629786,-26.487275050834725
,,1739209815.1629882,-15.554017859987264
,,1739209815.1629975,-30.49652367304973
,,1739209815.1630068,-38.13080360867914
,,1739209815.1630163,-45.120503652039325
,,1739209815.1630256,-45.120503652039325
,,1739209815.1630352,-33.981070128970906
,,1739209815.1630445,-45.120503652039325
,,1739209815.163054,-38.13080360867914
,,1739209815.1630633,-38.13080360867914
,,1739209815.1630728,-35.57807855764607
,,1739209815.163082,-38.13080360867914
,,1739209815.1630917,-45.120503652039325
,,1739209815.163101,-38.13080360867914
,,1739209815.1631105,-38.13080360867914
,,1739209815.1631198,-38.13080360867914
,,1739209815.163129,-38.13080360867914
,,1739209815.1631386,-38.13080360867914
,,1739209815.163148,-45.120503652039325
,,1739209815.1631577,-45.120503652039325
,,1739209815.1631668,-38.13080360867914
,,1739209815.1631763,-35.57807855764607
,,1739209815.1631856,-38.13080360867914
,,1739209815.163195,-45.120503652039325
,,1739209815.1632044,-26.99137008561072
,,1739209815.1632135,-25.25278630937684
,,1739209815.1632233,-38.13080360867914
,,1739209815.1632326,-38.13080360867914
,,1739209815.163242,-38.13080360867914
,,1739209815.1632514,-32.816014438256545
,,1739209815.163261,-25.25278630937684
,,1739209815.1632702,-25.25278630937684
,,1739209815.1632795,-38.13080360867914
,,1739209815.163289,-45.120503652039325
,,1739209815.1632984,-38.13080360867914
,,1739209815.163308,-35.57807855764607
,,1739209815.1633172,-38.13080360867914
,,1739209815.1633267,-38.13080360867914
,,1739209815.163336,-26.487275050834715
,,1739209815.1633456,-25.62660358559016
,,1739209815.1633549,-45.120503652039325
,,1739209815.1633642,-38.13080360867914
,,1739209815.1633737,-31.141103565318915
,,1739209815.163383,-33.981070128970906
,,1739209815.1633923,-45.120503652039325
,,1739209815.1634018,-38.13080360867914
,,1739209815.1634114,-45.120503652039325
,,1739209815.163421,-45.120503652039325
,,1739209815.1634302,-38.13080360867914
,,1739209815.1634395,-45.120503652039325
,,1739209815.1634488,-33.981070128970906
,,1739209815.1634583,-29.438486411369333
,,1739209815.1634676,-45.120503652039325
,,1739209815.1634772,-20.10991102986178
,,1739209815.1634865,-23.38864096791655
,,1739209815.163496,-45.120503652039325
,,1739209815.1635053,-33.981070128970906
,,1739209815.1635149,-26.99137008561072
,,1739209815.1635242,-14.593564232789614
,,1739209815.1635334,-18.299052888300974
,,1739209815.163543,-27.267205301931607
,,1739209815.1635523,-38.13080360867914
,,1739209815.1635618,-45.120503652039325
,,1739209815.1635711,-21.300333226290604
,,1739209815.163581,-35.57807855764607
,,1739209815.16359,-45.120503652039325
,,1739209815.1635995,-33.981070128970906
,,1739209815.1636088,-26.991370085610736
,,1739209815.163618,-45.120503652039325
,,1739209815.1636276,-45.120503652039325
,,1739209815.163637,-45.120503652039325
,,1739209815.1636465,-35.57807855764607
,,1739209815.1636558,-38.13080360867914
,,1739209815.1636653,-45.120503652039325
,,1739209815.1636746,-45.120503652039325
,,1739209815.163684,-45.120503652039325
,,1739209815.1636934,-25.82631439489636
,,1739209815.163703,-16.971371839288555
,,1739209815.1637125,-13.898344869311025
,,1739209815.1637216,-33.98107012897096
,,1739209815.163731,-38.13080360867914
,,1739209815.1637404,-35.57807855764607
,,1739209815.16375,-18.598040242006057
,,1739209815.1637592,-31.141103565318943
,,1739209815.1637688,-33.981070128970906
,,1739209815.163778,-38.13080360867914
,,1739209815.1637876,-38.13080360867914
,,1739209815.163797,-30.49652367304973
,,1739209815.1638062,-38.13080360867914
,,1739209815.1638155,-45.120503652039325
,,1739209815.163825,-45.120503652039325
,,1739209815.1638346,-38.13080360867914
,,1739209815.163844,-38.13080360867914
,,1739209815.1638534,-32.816014438256545
,,1739209815.1638627,-45.120503652039325
,,1739209815.1638722,-25.826314394896357
,,1739209815.1638815,-45.120503652039325
,,1739209815.1638908,-17.133997197586602
,,1739209815.1639004,-45.120503652039325
,,1739209815.1639097,-30.49652367304973
,,1739209815.1639192,-45.120503652039325
,,1739209815.1639285,-45.120503652039325
,,1739209815.163938,-35.57807855764607
,,1739209815.163947,-33.98107012897096
,,1739209815.1639569,-38.13080360867914
,,1739209815.1639662,-45.120503652039325
,,1739209815.1639757,-38.13080360867914
,,1739209815.163985,-30.49652367304973
,,1739209815.1639943,-31.141103565318915
,,1739209815.1640038,-38.13080360867914
,,1739209815.1640131,-45.120503652039325
,,1739209815.1640227,-23.75329798047523
,,1739209815.164032,-45.120503652039325
,,1739209815.1640415,-38.13080360867914
,,1739209815.1640508,-38.13080360867914
,,1739209815.16406,-35.57807855764607
,,1739209815.1640697,-13.022673503554142
,,1739209815.164079,-31.141103565318915
,,1739209815.1640885,-38.13080360867914
,,1739209815.1640978,-35.57807855764607
,,1739209815.164107,-38.13080360867914
,,1739209815.1641166,-45.120503652039325
,,1739209815.1641262,-38.13080360867914
,,1739209815.1641357,-38.13080360867914
,,1739209815.1641448,-45.120503652039325
,,1739209815.1641543,-38.13080360867914
,,1739209815.1641636,-38.13080360867914
,,1739209815.1641731,-35.57807855764607
,,1739209815.1641824,-31.141103565318915
,,1739209815.164192,-38.13080360867914
,,1739209815.1642013,-38.13080360867914
,,1739209815.1642108,-38.13080360867914
,,1739209815.16422,-32.816014438256545
,,1739209815.1642296,-38.13080360867914
,,1739209815.164239,-45.120503652039325
,,1739209815.1642482,-38.13080360867914
,,1739209815.1642578,-45.120503652039325
,,1739209815.164267,-45.120503652039325
,,1739209815.1642766,-45.120503652039325
,,1739209815.164286,-38.13080360867914
,,1739209815.1642954,-31.141103565318915
,,1739209815.1643047,-45.120503652039325
