CAN Message, 0x39:06e1c3ed0ce95bd4,Timestamp,Amplitude
,,1739209606.3629808,-38.13080360867914
,,1739209606.3629825,-38.13080360867914
,,1739209606.3629842,-38.13080360867914
,,1739209606.3629858,-38.13080360867914
,,1739209606.3629873,-45.120503652039325
,,1739209606.362989,-38.13080360867914
,,1739209606.3629906,-38.13080360867914
,,1739209606.362992,-35.57807855764607
,,1739209606.3629937,-35.57807855764607
,,1739209606.3629954,-45.120503652039325
,,1739209606.3629968,-35.57807855764607
,,1739209606.3629985,-45.120503652039325
,,1739209606.3630002,-45.120503652039325
,,1739209606.3630018,-38.13080360867914
,,1739209606.3630033,-35.57807855764607
,,1739209606.363005,-45.120503652039325
,,1739209606.3630066,-38.13080360867914
,,1739209606.363008,-35.57807855764607
,,1739209606.3630097,-38.13080360867914
,,1739209606.3630114,-45.120503652039325
,,1739209606.363013,-45.120503652039325
,,1739209606.3630145,-35.57807855764607
,,1739209606.363016,-35.57807855764607
,,1739209606.3630178,-45.120503652039325
,,1739209606.3630192,-45.120503652039325
,,1739209606.363021,-38.13080360867914
,,1739209606.3630226,-35.57807855764607
,,1739209606.3630242,-38.13080360867914
,,1739209606.3630257,-45.120503652039325
,,1739209606.363027,-33.981070128970906
,,1739209606.363029,-38.13080360867914
,,1739209606.3630304,-38.13080360867914
,,1739209606.363032,-38.13080360867914
,,1739209606.3630338,-35.57807855764607
,,1739209606.3630354,-45.120503652039325
,,1739209606.3630369,-38.13080360867914
,,1739209606.3630383,-38.13080360867914
,,1739209606.3630402,-45.120503652039325
,,1739209606.3630416,-45.120503652039325
,,1739209606.3630433,-45.120503652039325
,,1739209606.363045,-38.13080360867914
,,1739209606.3630466,-45.120503652039325
,,1739209606.363048,-45.120503652039325
,,1739209606.3630495,-45.120503652039325
,,1739209606.3630514,-35.57807855764607
,,1739209606.3630528,-45.120503652039325
,,1739209606.3630545,-38.13080360867914
,,1739209606.3630562,-31.141103565318915
,,1739209606.363058,-45.120503652039325
,,1739209606.3630593,-22.84163660590255
,,1739209606.363061,-15.914053637971415
,,1739209606.3630626,-45.120503652039325
,,1739209606.363064,-45.120503652039325
,,1739209606.3630655,-38.13080360867914
,,1739209606.3630674,-38.13080360867914
,,1739209606.363069,-31.14110356531892
,,1739209606.3630705,-38.13080360867914
,,1739209606.3630722,-38.13080360867914
,,1739209606.3630738,-45.120503652039325
,,1739209606.3630753,-38.13080360867914
,,1739209606.363077,-38.13080360867914
,,1739209606.3630786,-45.120503652039325
,,1739209606.3630805,-38.13080360867914
,,1739209606.3630817,-28.992665084841946
,,1739209606.3630834,-35.57807855764607
,,1739209606.363085,-45.120503652039325
,,1739209606.3630865,-45.120503652039325
,,1739209606.363088,-45.120503652039325
,,1739209606.3630898,-38.13080360867914
,,1739209606.3630917,-45.120503652039325
,,1739209606.363093,-33.981070128970906
,,1739209606.3630946,-24.438645034577675
,,1739209606.3630962,-29.438486411369333
,,1739209606.3630977,-22.448786368009163
,,1739209606.363099,-24.15140352195873
,,1739209606.363101,-28.58837851428586
,,1739209606.3631024,-35.57807855764607
,,1739209606.363104,-24.15140352195873
,,1739209606.3631058,-12.772800700430126
,,1739209606.3631074,-11.670689512766712
,,1739209606.3631089,-27.87774495603141
,,1739209606.3631103,-32.816014438256545
,,1739209606.3631122,-45.120503652039325
,,1739209606.3631136,-28.992665084841946
,,1739209606.3631153,-45.120503652039325
,,1739209606.363117,-38.13080360867914
,,1739209606.3631186,-45.120503652039325
,,1739209606.36312,-35.57807855764607
,,1739209606.3631215,-38.13080360867914
,,1739209606.3631234,-33.981070128970906
,,1739209606.3631248,-38.13080360867914
,,1739209606.3631265,-30.49652367304973
,,1739209606.3631282,-33.981070128970906
,,1739209606.36313,-45.120503652039325
