CAN Message, 0x98:0000f7527e09010c,Timestamp,Amplitude
,,1739209797.7609887,-38.13080360867914
,,1739209797.7609897,-45.120503652039325
,,1739209797.7609904,-45.120503652039325
,,1739209797.760991,-45.120503652039325
,,1739209797.760992,-45.120503652039325
,,1739209797.7609928,-45.120503652039325
,,1739209797.7609937,-45.120503652039325
,,1739209797.7609944,-45.120503652039325
,,1739209797.7609951,-45.120503652039325
,,1739209797.760996,-38.13080360867914
,,1739209797.7609968,-35.57807855764607
,,1739209797.7609978,-26.991370085610736
,,1739209797.7609985,-45.120503652039325
,,1739209797.7609992,-45.120503652039325
,,1739209797.7610002,-38.13080360867914
,,1739209797.7610009,-32.816014438256545
,,1739209797.7610016,-45.120503652039325
,,1739209797.7610023,-38.13080360867914
,,1739209797.7610033,-45.120503652039325
,,1739209797.7610042,-45.120503652039325
,,1739209797.761005,-38.13080360867914
,,1739209797.7610056,-24.438645034577675
,,1739209797.7610066,-22.448786368009163
,,1739209797.7610073,-45.120503652039325
,,1739209797.7610085,-35.57807855764607
,,1739209797.761009,-38.13080360867914
,,1739209797.7610097,-45.120503652039325
,,1739209797.7610106,-30.49652367304976
,,1739209797.7610114,-45.120503652039325
,,1739209797.761012,-38.13080360867914
,,1739209797.761013,-45.120503652039325
,,1739209797.7610135,-45.120503652039325
,,1739209797.7610147,-38.13080360867914
,,1739209797.7610154,-45.120503652039325
,,1739209797.761016,-38.13080360867914
,,1739209797.761017,-32.816014438256545
,,1739209797.7610178,-38.13080360867914
,,1739209797.7610185,-45.120503652039325
,,1739209797.7610197,-45.120503652039325
,,1739209797.7610202,-45.120503652039325
,,1739209797.7610211,-45.120503652039325
,,1739209797.761022,-45.120503652039325
,,1739209797.7610226,-33.981070128970906
,,1739209797.7610235,-28.21854285175415
,,1739209797.7610242,-38.13080360867914
,,1739209797.761025,-23.506823629689546
,,1739209797.761026,-45.120503652039325
,,1739209797.7610266,-45.120503652039325
,,1739209797.7610276,-33.981070128970906
,,1739209797.7610283,-45.120503652039325
,,1739209797.761029,-15.064409198436486
,,1739209797.76103,-21.4469444417791
,,1739209797.761031,-45.120503652039325
,,1739209797.7610314,-33.981070128970906
,,1739209797.7610323,-45.120503652039325
,,1739209797.761033,-35.57807855764607
,,1739209797.761034,-33.981070128970906
,,1739209797.7610347,-45.120503652039325
,,1739209797.7610354,-45.120503652039325
,,1739209797.7610364,-38.13080360867914
,,1739209797.761037,-38.13080360867914
,,1739209797.7610378,-45.120503652039325
,,1739209797.7610388,-45.120503652039325
,,1739209797.7610395,-28.58837851428586
,,1739209797.7610404,-38.13080360867914
,,1739209797.7610412,-45.120503652039325
,,1739209797.761042,-33.981070128970906
,,1739209797.7610428,-23.506823629689546
,,1739209797.7610435,-27.267205301931607
,,1739209797.7610445,-45.120503652039325
,,1739209797.7610452,-38.13080360867914
,,1739209797.761046,-30.49652367304973
,,1739209797.761047,-33.981070128970906
,,1739209797.7610476,-33.981070128970906
,,1739209797.7610483,-24.15140352195873
,,1739209797.7610493,-38.13080360867914
,,1739209797.76105,-32.816014438256545
,,1739209797.761051,-45.120503652039325
,,1739209797.7610517,-28.21854285175415
,,1739209797.7610524,-12.906361273615904
,,1739209797.761053,-31.141103565318915
,,1739209797.761054,-38.13080360867914
,,1739209797.7610548,-33.981070128970906
,,1739209797.7610557,-30.49652367304976
,,1739209797.7610564,-32.816014438256545
,,1739209797.7610574,-38.13080360867914
,,1739209797.761058,-45.120503652039325
,,1739209797.7610588,-31.141103565318915
,,1739209797.7610598,-28.218542851754165
,,1739209797.7610605,-45.120503652039325
,,1739209797.7610612,-38.13080360867914
,,1739209797.761062,-38.13080360867914
,,1739209797.7610629,-38.13080360867914
,,1739209797.7610638,-45.120503652039325
,,1739209797.7610643,-38.13080360867914
,,1739209797.7610652,-32.816014438256545
,,1739209797.7610662,-28.58837851428586
,,1739209797.761067,-45.120503652039325
,,1739209797.7610676,-8.405998109914343
,,1739209797.7610686,-19.35709014998136
,,1739209797.7610693,-28.992665084841967
,,1739209797.7610705,-33.981070128970906
,,1739209797.761071,-45.120503652039325
,,1739209797.7610717,-45.120503652039325
,,1739209797.7610726,-45.120503652039325
,,1739209797.7610734,-32.816014438256545
,,1739209797.761074,-38.13080360867914
,,1739209797.761075,-45.120503652039325
,,1739209797.7610755,-38.13080360867914
,,1739209797.7610767,-45.120503652039325
,,1739209797.7610774,-45.120503652039325
,,1739209797.761078,-38.13080360867914
,,1739209797.761079,-33.981070128970906
,,1739209797.7610798,-35.57807855764607
,,1739209797.7610807,-38.13080360867914
,,1739209797.7610817,-38.13080360867914
,,1739209797.7610822,-22.84163660590256
,,1739209797.7610831,-45.120503652039325
,,1739209797.7610838,-45.120503652039325
,,1739209797.7610846,-38.13080360867914
,,1739209797.7610855,-38.13080360867914
,,1739209797.7610862,-38.13080360867914
,,1739209797.7610872,-25.07728991421287
,,1739209797.761088,-33.981070128970906
,,1739209797.7610886,-30.49652367304973
,,1739209797.7610896,-45.120503652039325
,,1739209797.7610905,-45.120503652039325
,,1739209797.761091,-19.22100763878221
,,1739209797.761092,-31.14110356531892
,,1739209797.761093,-45.120503652039325
,,1739209797.7610936,-38.13080360867914
,,1739209797.7610943,-35.57807855764607
,,1739209797.761095,-38.13080360867914
,,1739209797.761096,-38.13080360867914
,,1739209797.7610967,-45.120503652039325
,,1739209797.7610974,-45.120503652039325
,,1739209797.7610984,-33.981070128970906
,,1739209797.761099,-45.120503652039325
,,1739209797.7611,-35.57807855764607
,,1739209797.7611008,-45.120503652039325
,,1739209797.7611015,-38.13080360867914
,,1739209797.7611024,-38.13080360867914
,,1739209797.7611032,-38.13080360867914
,,1739209797.761104,-45.120503652039325
,,1739209797.7611048,-25.82631439489636
,,1739209797.7611055,-38.13080360867914
,,1739209797.7611065,-45.120503652039325
,,1739209797.7611072,-38.13080360867914
,,1739209797.761108,-38.13080360867914
,,1739209797.7611089,-30.49652367304973
,,1739209797.7611096,-35.57807855764607
,,1739209797.7611103,-25.25278630937684
,,1739209797.7611113,-25.62660358559016
,,1739209797.761112,-31.141103565318915
,,1739209797.761113,-38.13080360867914
,,1739209797.7611136,-38.13080360867914
,,1739209797.7611144,-32.816014438256545
,,1739209797.7611153,-38.13080360867914
,,1739209797.761116,-45.120503652039325
,,1739209797.761117,-32.816014438256545
,,1739209797.7611177,-31.141103565318943
,,1739209797.7611184,-23.50682362968953
,,1739209797.7611194,-33.981070128970906
,,1739209797.76112,-45.120503652039325
,,1739209797.7611208,-38.13080360867914
,,1739209797.7611215,-38.13080360867914
,,1739209797.7611225,-45.120503652039325
,,1739209797.7611234,-45.120503652039325
,,1739209797.761124,-31.141103565318915
