CAN Message, 0x39:0828d7647f2c31fd,Timestamp,Amplitude
,,1739209706.6317017,-45.120503652039325
,,1739209706.631703,-45.120503652039325
,,1739209706.631704,-45.120503652039325
,,1739209706.6317053,-45.120503652039325
,,1739209706.6317062,-38.13080360867914
,,1739209706.6317074,-38.13080360867914
,,1739209706.6317086,-38.13080360867914
,,1739209706.6317098,-38.13080360867914
,,1739209706.631711,-38.13080360867914
,,1739209706.6317122,-38.13080360867914
,,1739209706.6317134,-38.13080360867914
,,1739209706.6317146,-45.120503652039325
,,1739209706.6317155,-38.13080360867914
,,1739209706.6317167,-45.120503652039325
,,1739209706.631718,-45.120503652039325
,,1739209706.631719,-38.13080360867914
,,1739209706.6317203,-45.120503652039325
,,1739209706.6317215,-33.981070128970906
,,1739209706.6317227,-33.981070128970906
,,1739209706.631724,-45.120503652039325
,,1739209706.6317248,-38.13080360867914
,,1739209706.631726,-33.981070128970906
,,1739209706.6317272,-28.992665084841946
,,1739209706.6317284,-45.120503652039325
,,1739209706.6317296,-38.13080360867914
,,1739209706.6317308,-31.141103565318915
,,1739209706.631732,-45.120503652039325
,,1739209706.6317332,-45.120503652039325
,,1739209706.6317344,-45.120503652039325
,,1739209706.631735,-45.120503652039325
,,1739209706.6317365,-38.13080360867914
,,1739209706.6317377,-45.120503652039325
,,1739209706.631739,-38.13080360867914
,,1739209706.63174,-38.13080360867914
,,1739209706.6317413,-45.120503652039325
,,1739209706.6317425,-35.57807855764607
,,1739209706.6317437,-38.13080360867914
,,1739209706.6317446,-33.981070128970906
,,1739209706.6317458,-30.49652367304973
,,1739209706.631747,-35.57807855764607
,,1739209706.6317482,-38.13080360867914
,,1739209706.6317494,-32.816014438256545
,,1739209706.6317506,-33.981070128970906
,,1739209706.6317518,-45.120503652039325
,,1739209706.631753,-38.13080360867914
,,1739209706.631754,-24.29264994887477
,,1739209706.631755,-35.57807855764607
,,1739209706.6317563,-45.120503652039325
,,1739209706.6317575,-38.13080360867914
,,1739209706.6317587,-38.13080360867914
,,1739209706.63176,-12.24920744484818
,,1739209706.631761,-20.27750525857144
,,1739209706.6317625,-28.992665084841946
,,1739209706.6317632,-32.81601443825658
,,1739209706.6317644,-38.13080360867914
,,1739209706.6317656,-31.141103565318893
,,1739209706.6317668,-45.120503652039325
,,1739209706.631768,-45.120503652039325
,,1739209706.6317692,-38.13080360867914
,,1739209706.6317704,-38.13080360867914
,,1739209706.6317716,-33.981070128970906
,,1739209706.6317728,-45.120503652039325
,,1739209706.6317737,-45.120503652039325
,,1739209706.631775,-38.13080360867914
,,1739209706.631776,-38.13080360867914
,,1739209706.6317773,-45.120503652039325
,,1739209706.6317785,-38.13080360867914
,,1739209706.6317797,-38.13080360867914
,,1739209706.6317809,-45.120503652039325
,,1739209706.631782,-27.8777449560314
,,1739209706.631783,-27.267205301931607
,,1739209706.6317842,-45.120503652039325
,,1739209706.6317854,-33.981070128970906
,,1739209706.6317866,-45.120503652039325
,,1739209706.6317878,-26.991370085610757
,,1739209706.631789,-31.141103565318893
,,1739209706.6317902,-45.120503652039325
,,1739209706.6317914,-31.141103565318893
,,1739209706.6317923,-32.816014438256545
,,1739209706.6317935,-28.58837851428589
,,1739209706.6317947,-33.981070128970906
,,1739209706.631796,-35.57807855764607
,,1739209706.631797,-33.981070128970906
,,1739209706.6317985,-45.120503652039325
,,1739209706.6317997,-38.13080360867914
,,1739209706.631801,-35.57807855764607
,,1739209706.6318016,-35.57807855764607
,,1739209706.6318028,-38.13080360867914
,,1739209706.631804,-25.82631439489636
,,1739209706.6318052,-25.62660358559016
,,1739209706.6318064,-28.992665084841946
,,1739209706.6318076,-33.981070128970906
,,1739209706.6318088,-33.981070128970906
,,1739209706.63181,-45.120503652039325
,,1739209706.6318111,-28.992665084841946
,,1739209706.631812,-38.13080360867914
,,1739209706.6318133,-45.120503652039325
,,1739209706.6318145,-27.267205301931607
,,1739209706.6318157,-10.122258693643492
