CAN Message, 0x1d3:0000b1acddb69478,Timestamp,Amplitude
,,1739209884.873881,-35.57807855764607
,,1739209884.87389,-38.13080360867914
,,1739209884.8738985,-45.120503652039325
,,1739209884.873907,-38.13080360867914
,,1739209884.873916,-38.13080360867914
,,1739209884.8739245,-35.57807855764607
,,1739209884.873933,-45.120503652039325
,,1739209884.8739417,-35.57807855764607
,,1739209884.8739505,-35.57807855764607
,,1739209884.873959,-38.13080360867914
,,1739209884.8739676,-45.120503652039325
,,1739209884.8739762,-45.120503652039325
,,1739209884.8739848,-45.120503652039325
,,1739209884.8739936,-45.120503652039325
,,1739209884.8740022,-45.120503652039325
,,1739209884.8740108,-45.120503652039325
,,1739209884.8740194,-45.120503652039325
,,1739209884.8740282,-31.141103565318915
,,1739209884.8740368,-38.13080360867914
,,1739209884.8740454,-45.120503652039325
,,1739209884.874054,-38.13080360867914
,,1739209884.8740628,-45.120503652039325
,,1739209884.8740714,-45.120503652039325
,,1739209884.87408,-38.13080360867914
,,1739209884.8740883,-45.120503652039325
,,1739209884.874097,-38.13080360867914
,,1739209884.874106,-38.13080360867914
,,1739209884.8741145,-45.120503652039325
,,1739209884.874123,-45.120503652039325
,,1739209884.874132,-45.120503652039325
,,1739209884.8741405,-45.120503652039325
,,1739209884.874149,-38.13080360867914
,,1739209884.8741577,-45.120503652039325
,,1739209884.8741665,-38.13080360867914
,,1739209884.874175,-38.13080360867914
,,1739209884.8741837,-38.13080360867914
,,1739209884.8741922,-45.120503652039325
,,1739209884.8742008,-45.120503652039325
,,1739209884.8742096,-33.981070128970906
,,1739209884.8742182,-38.13080360867914
,,1739209884.8742268,-38.13080360867914
,,1739209884.8742354,-28.992665084841946
,,1739209884.8742442,-38.13080360867914
,,1739209884.8742528,-45.120503652039325
,,1739209884.8742614,-38.13080360867914
,,1739209884.87427,-32.816014438256545
,,1739209884.8742788,-35.57807855764607
,,1739209884.8742874,-33.981070128970906
,,1739209884.874296,-45.120503652039325
,,1739209884.8743043,-28.992665084841946
,,1739209884.874313,-11.36021183475749
,,1739209884.874322,-31.141103565318915
,,1739209884.8743303,-45.120503652039325
,,1739209884.874339,-38.13080360867914
,,1739209884.8743477,-45.120503652039325
,,1739209884.8743565,-45.120503652039325
,,1739209884.874365,-45.120503652039325
,,1739209884.8743737,-26.99137008561072
,,1739209884.8743825,-29.438486411369333
,,1739209884.874391,-45.120503652039325
,,1739209884.8743997,-45.120503652039325
,,1739209884.8744082,-31.141103565318915
,,1739209884.8744168,-35.57807855764607
,,1739209884.8744256,-45.120503652039325
,,1739209884.8744342,-45.120503652039325
,,1739209884.8744428,-30.49652367304973
,,1739209884.8744514,-32.816014438256545
,,1739209884.8744602,-38.13080360867914
,,1739209884.8744688,-45.120503652039325
,,1739209884.8744774,-31.141103565318915
,,1739209884.874486,-33.981070128970906
,,1739209884.8744946,-45.120503652039325
,,1739209884.8745034,-31.141103565318893
,,1739209884.874512,-22.74004262075133
,,1739209884.8745203,-19.497575007474552
,,1739209884.8745291,-29.438486411369333
,,1739209884.874538,-32.81601443825658
,,1739209884.8745463,-27.267205301931607
,,1739209884.874555,-16.663323472372706
,,1739209884.8745637,-9.91828929321969
,,1739209884.8745725,-27.267205301931607
,,1739209884.874581,-38.13080360867914
,,1739209884.8745897,-45.120503652039325
,,1739209884.8745985,-38.13080360867914
,,1739209884.874607,-45.120503652039325
,,1739209884.8746157,-45.120503652039325
,,1739209884.8746245,-31.141103565318915
,,1739209884.8746328,-35.57807855764607
,,1739209884.8746417,-45.120503652039325
,,1739209884.8746502,-38.13080360867914
,,1739209884.8746588,-35.57807855764607
,,1739209884.8746674,-45.120503652039325
,,1739209884.874676,-38.13080360867914
,,1739209884.8746848,-45.120503652039325
,,1739209884.8746934,-45.120503652039325
,,1739209884.874702,-38.13080360867914
,,1739209884.8747106,-45.120503652039325
,,1739209884.8747194,-35.57807855764607
,,1739209884.874728,-38.13080360867914
,,1739209884.8747363,-45.120503652039325
,,1739209884.8747451,-38.13080360867914
,,1739209884.874754,-38.13080360867914
,,1739209884.8747623,-29.438486411369357
,,1739209884.874771,-38.13080360867914
,,1739209884.8747797,-33.981070128970906
,,1739209884.8747883,-32.816014438256545
,,1739209884.874797,-31.141103565318915
,,1739209884.8748057,-16.738311432963037
,,1739209884.8748145,-17.051923356851116
,,1739209884.8748229,-38.13080360867914
,,1739209884.8748317,-28.21854285175415
