CAN Message, 0x1a7:0000119be0711ff8,Timestamp,Amplitude
,,1739209769.861981,-33.981070128970906
,,1739209769.8619845,-45.120503652039325
,,1739209769.8619878,-35.57807855764607
,,1739209769.8619914,-38.13080360867914
,,1739209769.861995,-38.13080360867914
,,1739209769.8619983,-38.13080360867914
,,1739209769.862002,-38.13080360867914
,,1739209769.8620052,-45.120503652039325
,,1739209769.8620088,-33.98107012897096
,,1739209769.862012,-45.120503652039325
,,1739209769.8620155,-38.13080360867914
,,1739209769.8620193,-38.13080360867914
,,1739209769.8620226,-45.120503652039325
,,1739209769.8620262,-45.120503652039325
,,1739209769.8620296,-38.13080360867914
,,1739209769.8620331,-32.816014438256545
,,1739209769.8620365,-28.992665084841946
,,1739209769.86204,-38.13080360867914
,,1739209769.8620434,-35.57807855764607
,,1739209769.862047,-33.981070128970906
,,1739209769.8620503,-38.13080360867914
,,1739209769.862054,-45.120503652039325
,,1739209769.8620574,-33.981070128970906
,,1739209769.8620608,-45.120503652039325
,,1739209769.8620644,-33.98107012897096
,,1739209769.8620677,-45.120503652039325
,,1739209769.8620713,-32.816014438256545
,,1739209769.8620749,-33.981070128970906
,,1739209769.8620782,-45.120503652039325
,,1739209769.8620818,-38.13080360867914
,,1739209769.862085,-33.981070128970906
,,1739209769.862089,-33.981070128970906
,,1739209769.862092,-35.57807855764607
,,1739209769.8620956,-38.13080360867914
,,1739209769.8620992,-38.13080360867914
,,1739209769.8621025,-38.13080360867914
,,1739209769.862106,-35.57807855764607
,,1739209769.8621094,-38.13080360867914
,,1739209769.862113,-38.13080360867914
,,1739209769.8621163,-38.13080360867914
,,1739209769.86212,-45.120503652039325
,,1739209769.8621235,-45.120503652039325
,,1739209769.8621268,-38.13080360867914
,,1739209769.8621304,-38.13080360867914
,,1739209769.8621335,-45.120503652039325
,,1739209769.8621373,-45.120503652039325
,,1739209769.862141,-35.57807855764607
,,1739209769.8621442,-38.13080360867914
,,1739209769.8621476,-45.120503652039325
,,1739209769.8621511,-35.57807855764607
,,1739209769.8621547,-18.087589870852675
,,1739209769.862158,-33.98107012897096
,,1739209769.8621616,-45.120503652039325
,,1739209769.862165,-45.120503652039325
,,1739209769.8621686,-35.57807855764607
,,1739209769.862172,-45.120503652039325
,,1739209769.8621757,-26.991370085610736
,,1739209769.862179,-29.438486411369333
,,1739209769.8621824,-38.13080360867914
,,1739209769.862186,-45.120503652039325
,,1739209769.8621893,-35.57807855764607
,,1739209769.8621929,-35.57807855764607
,,1739209769.8621962,-45.120503652039325
,,1739209769.8621998,-38.13080360867914
,,1739209769.8622034,-45.120503652039325
,,1739209769.8622067,-38.13080360867914
,,1739209769.8622105,-38.13080360867914
,,1739209769.8622136,-45.120503652039325
,,1739209769.8622172,-31.141103565318893
,,1739209769.8622203,-31.141103565318893
,,1739209769.862224,-45.120503652039325
,,1739209769.8622277,-33.981070128970906
,,1739209769.862231,-38.13080360867914
,,1739209769.8622346,-38.13080360867914
,,1739209769.862238,-17.56938098808858
,,1739209769.8622415,-45.120503652039325
,,1739209769.8622448,-33.981070128970906
,,1739209769.8622484,-45.120503652039325
,,1739209769.862252,-23.75329798047522
,,1739209769.862255,-8.143852025562547
,,1739209769.862259,-29.438486411369347
,,1739209769.8622622,-33.981070128970906
,,1739209769.8622658,-33.981070128970906
,,1739209769.8622692,-32.816014438256545
,,1739209769.8622727,-45.120503652039325
,,1739209769.862276,-45.120503652039325
,,1739209769.8622797,-38.13080360867914
,,1739209769.8622832,-38.13080360867914
,,1739209769.8622866,-38.13080360867914
,,1739209769.86229,-38.13080360867914
,,1739209769.8622935,-45.120503652039325
,,1739209769.862297,-38.13080360867914
,,1739209769.8623004,-45.120503652039325
,,1739209769.862304,-38.13080360867914
,,1739209769.8623075,-38.13080360867914
,,1739209769.862311,-38.13080360867914
,,1739209769.8623145,-45.120503652039325
,,1739209769.8623178,-30.49652367304976
,,1739209769.8623214,-38.13080360867914
,,1739209769.8623247,-45.120503652039325
,,1739209769.8623283,-45.120503652039325
,,1739209769.862332,-45.120503652039325
,,1739209769.8623352,-28.992665084841946
,,1739209769.8623388,-25.25278630937684
,,1739209769.862342,-45.120503652039325
,,1739209769.8623457,-27.267205301931607
,,1739209769.862349,-31.141103565318915
,,1739209769.8623526,-21.300333226290604
,,1739209769.8623562,-12.613864457406851
,,1739209769.8623595,-28.218542851754165
,,1739209769.862363,-38.13080360867914
,,1739209769.8623664,-45.120503652039325
,,1739209769.86237,-33.981070128970906
,,1739209769.8623734,-23.506823629689546
,,1739209769.862377,-38.13080360867914
,,1739209769.8623805,-38.13080360867914
,,1739209769.8623838,-45.120503652039325
,,1739209769.8623874,-38.13080360867914
,,1739209769.8623908,-38.13080360867914
,,1739209769.8623943,-45.120503652039325
,,1739209769.8623977,-38.13080360867914
,,1739209769.8624012,-28.58837851428586
,,1739209769.8624046,-38.13080360867914
,,1739209769.8624082,-38.13080360867914
,,1739209769.8624115,-45.120503652039325
,,1739209769.862415,-38.13080360867914
,,1739209769.862419,-33.981070128970906
,,1739209769.862422,-22.264930561961563
,,1739209769.8624256,-33.981070128970906
,,1739209769.862429,-38.13080360867914
,,1739209769.8624325,-35.57807855764607
,,1739209769.862436,-38.13080360867914
,,1739209769.8624394,-45.120503652039325
,,1739209769.862443,-31.141103565318915
,,1739209769.8624463,-32.816014438256545
,,1739209769.86245,-38.13080360867914
,,1739209769.8624532,-45.120503652039325
,,1739209769.8624568,-45.120503652039325
,,1739209769.8624604,-38.13080360867914
,,1739209769.8624637,-38.13080360867914
,,1739209769.8624673,-38.13080360867914
,,1739209769.8624706,-31.141103565318915
