CAN Message, 0x1a7:000093808e853116,Timestamp,Amplitude
,,1739209587.2749455,-38.13080360867914
,,1739209587.2749507,-38.13080360867914
,,1739209587.2749555,-45.120503652039325
,,1739209587.2749608,-38.13080360867914
,,1739209587.2749658,-38.13080360867914
,,1739209587.2749708,-38.13080360867914
,,1739209587.2749758,-45.120503652039325
,,1739209587.2749808,-38.13080360867914
,,1739209587.2749858,-45.120503652039325
,,1739209587.2749908,-45.120503652039325
,,1739209587.2749958,-45.120503652039325
,,1739209587.2750008,-45.120503652039325
,,1739209587.2750058,-45.120503652039325
,,1739209587.2750108,-38.13080360867914
,,1739209587.2750158,-38.13080360867914
,,1739209587.2750208,-45.120503652039325
,,1739209587.2750256,-33.981070128970906
,,1739209587.2750306,-38.13080360867914
,,1739209587.2750356,-45.120503652039325
,,1739209587.2750406,-45.120503652039325
,,1739209587.2750456,-38.13080360867914
,,1739209587.2750506,-38.13080360867914
,,1739209587.2750556,-45.120503652039325
,,1739209587.275061,-38.13080360867914
,,1739209587.2750657,-38.13080360867914
,,1739209587.275071,-45.120503652039325
,,1739209587.2750757,-45.120503652039325
,,1739209587.2750807,-45.120503652039325
,,1739209587.2750857,-45.120503652039325
,,1739209587.2750907,-38.13080360867914
,,1739209587.2750957,-35.57807855764607
,,1739209587.2751007,-45.120503652039325
,,1739209587.2751057,-33.981070128970906
,,1739209587.2751107,-33.981070128970906
,,1739209587.2751155,-38.13080360867914
,,1739209587.2751207,-38.13080360867914
,,1739209587.2751255,-45.120503652039325
,,1739209587.2751307,-38.13080360867914
,,1739209587.2751358,-45.120503652039325
,,1739209587.2751408,-38.13080360867914
,,1739209587.2751458,-33.981070128970906
,,1739209587.2751508,-38.13080360867914
,,1739209587.2751558,-45.120503652039325
,,1739209587.2751608,-45.120503652039325
,,1739209587.2751658,-45.120503652039325
,,1739209587.2751708,-45.120503652039325
,,1739209587.2751758,-38.13080360867914
,,1739209587.2751808,-38.13080360867914
,,1739209587.2751858,-45.120503652039325
,,1739209587.2751908,-22.44878636800916
,,1739209587.2751958,-11.063625785311515
,,1739209587.2752008,-16.105920438078172
,,1739209587.275206,-24.589719217205094
,,1739209587.2752109,-45.120503652039325
,,1739209587.275216,-38.13080360867914
,,1739209587.2752206,-38.13080360867914
,,1739209587.2752256,-38.13080360867914
,,1739209587.2752306,-28.58837851428586
,,1739209587.2752357,-45.120503652039325
,,1739209587.275241,-38.13080360867914
,,1739209587.2752457,-38.13080360867914
,,1739209587.275251,-38.13080360867914
,,1739209587.2752557,-45.120503652039325
,,1739209587.2752607,-45.120503652039325
,,1739209587.2752657,-33.981070128970906
,,1739209587.2752707,-29.438486411369347
,,1739209587.2752757,-45.120503652039325
,,1739209587.2752807,-45.120503652039325
,,1739209587.2752855,-45.120503652039325
,,1739209587.2752907,-33.981070128970906
,,1739209587.2752955,-38.13080360867914
,,1739209587.2753007,-38.13080360867914
,,1739209587.2753055,-45.120503652039325
,,1739209587.2753108,-38.13080360867914
,,1739209587.2753158,-21.67658091518819
,,1739209587.2753208,-32.816014438256545
,,1739209587.2753258,-45.120503652039325
,,1739209587.2753308,-31.14110356531892
,,1739209587.2753358,-38.13080360867914
,,1739209587.2753408,-21.44694444177911
,,1739209587.2753458,-33.98107012897096
,,1739209587.2753508,-27.267205301931607
,,1739209587.2753558,-45.120503652039325
,,1739209587.2753608,-45.120503652039325
,,1739209587.2753658,-45.120503652039325
,,1739209587.2753708,-33.981070128970906
,,1739209587.2753758,-45.120503652039325
,,1739209587.2753808,-38.13080360867914
,,1739209587.275386,-35.57807855764607
,,1739209587.2753909,-29.438486411369347
,,1739209587.275396,-45.120503652039325
,,1739209587.2754009,-38.13080360867914
,,1739209587.275406,-33.981070128970906
,,1739209587.275411,-26.99137008561072
,,1739209587.275416,-30.49652367304973
,,1739209587.275421,-38.13080360867914
,,1739209587.2754257,-45.120503652039325
,,1739209587.275431,-33.981070128970906
,,1739209587.2754357,-35.57807855764607
,,1739209587.2754407,-38.13080360867914
,,1739209587.2754457,-33.981070128970906
,,1739209587.2754507,-32.816014438256545
,,1739209587.2754557,-31.141103565318915
,,1739209587.2754607,-17.44894499121748
,,1739209587.2754655,-38.13080360867914
,,1739209587.2754707,-38.13080360867914
,,1739209587.2754755,-33.981070128970906
,,1739209587.2754807,-29.43848641136937
,,1739209587.2754858,-10.34205888865171
,,1739209587.2754908,-45.120503652039325
,,1739209587.2754958,-45.120503652039325
,,1739209587.2755008,-45.120503652039325
,,1739209587.2755058,-31.141103565318893
,,1739209587.2755108,-31.141103565318943
,,1739209587.2755158,-33.98107012897096
,,1739209587.2755208,-45.120503652039325
,,1739209587.2755258,-33.981070128970906
,,1739209587.2755308,-18.836614351536173
,,1739209587.2755358,-25.82631439489636
,,1739209587.2755408,-31.141103565318915
,,1739209587.2755458,-45.120503652039325
,,1739209587.2755508,-29.438486411369333
,,1739209587.2755558,-29.438486411369333
,,1739209587.2755609,-45.120503652039325
,,1739209587.275566,-38.13080360867914
,,1739209587.2755709,-38.13080360867914
,,1739209587.275576,-45.120503652039325
,,1739209587.275581,-15.573255742248662
,,1739209587.275586,-31.141103565318915
,,1739209587.275591,-35.57807855764607
,,1739209587.275596,-28.992665084841946
,,1739209587.275601,-45.120503652039325
,,1739209587.275606,-38.13080360867914
,,1739209587.275611,-35.57807855764607
,,1739209587.2756157,-30.49652367304973
,,1739209587.2756207,-45.120503652039325
,,1739209587.2756257,-32.816014438256545
,,1739209587.2756307,-38.13080360867914
,,1739209587.2756355,-26.991370085610768
,,1739209587.2756407,-38.13080360867914
,,1739209587.2756455,-45.120503652039325
,,1739209587.2756507,-35.57807855764607
,,1739209587.2756555,-29.438486411369333
,,1739209587.2756608,-45.120503652039325
,,1739209587.2756658,-45.120503652039325
,,1739209587.2756708,-45.120503652039325
,,1739209587.2756758,-45.120503652039325
,,1739209587.2756808,-38.13080360867914
