CAN Message, 0x77:bfc83fc8dcc8e520,Timestamp,Amplitude
,,1739209728.2534015,-45.120503652039325
,,1739209728.253407,-45.120503652039325
,,1739209728.2534125,-38.13080360867914
,,1739209728.253418,-35.57807855764607
,,1739209728.2534237,-45.120503652039325
,,1739209728.253429,-38.13080360867914
,,1739209728.2534342,-33.981070128970906
,,1739209728.2534397,-45.120503652039325
,,1739209728.2534451,-33.981070128970906
,,1739209728.2534506,-45.120503652039325
,,1739209728.253456,-45.120503652039325
,,1739209728.2534616,-35.57807855764607
,,1739209728.2534668,-35.57807855764607
,,1739209728.2534723,-38.13080360867914
,,1739209728.2534778,-38.13080360867914
,,1739209728.2534833,-32.816014438256545
,,1739209728.2534888,-38.13080360867914
,,1739209728.253494,-45.120503652039325
,,1739209728.2534995,-38.13080360867914
,,1739209728.253505,-35.57807855764607
,,1739209728.2535105,-38.13080360867914
,,1739209728.253516,-45.120503652039325
,,1739209728.2535214,-38.13080360867914
,,1739209728.2535267,-35.57807855764607
,,1739209728.2535322,-45.120503652039325
,,1739209728.2535377,-45.120503652039325
,,1739209728.2535431,-38.13080360867914
,,1739209728.2535486,-35.57807855764607
,,1739209728.253554,-38.13080360867914
,,1739209728.2535594,-45.120503652039325
,,1739209728.2535648,-38.13080360867914
,,1739209728.2535703,-45.120503652039325
,,1739209728.2535758,-28.58837851428586
,,1739209728.2535813,-30.49652367304973
,,1739209728.2535868,-45.120503652039325
,,1739209728.253592,-45.120503652039325
,,1739209728.2535975,-33.981070128970906
,,1739209728.253603,-38.13080360867914
,,1739209728.2536085,-45.120503652039325
,,1739209728.253614,-38.13080360867914
,,1739209728.2536194,-45.120503652039325
,,1739209728.253625,-38.13080360867914
,,1739209728.2536302,-45.120503652039325
,,1739209728.2536356,-38.13080360867914
,,1739209728.2536411,-38.13080360867914
,,1739209728.2536466,-45.120503652039325
,,1739209728.253652,-45.120503652039325
,,1739209728.253657,-45.120503652039325
,,1739209728.2536628,-35.57807855764607
,,1739209728.2536683,-23.273589343863318
,,1739209728.2536738,-13.521825181113629
,,1739209728.2536793,-45.120503652039325
,,1739209728.2536843,-45.120503652039325
,,1739209728.25369,-45.120503652039325
,,1739209728.2536955,-38.13080360867914
,,1739209728.253701,-45.120503652039325
,,1739209728.2537065,-29.438486411369333
,,1739209728.253712,-26.0356534632528
,,1739209728.2537172,-45.120503652039325
,,1739209728.253723,-38.13080360867914
,,1739209728.2537282,-32.816014438256545
,,1739209728.2537336,-38.13080360867914
,,1739209728.253739,-45.120503652039325
,,1739209728.2537446,-33.981070128970906
,,1739209728.2537498,-45.120503652039325
,,1739209728.253755,-38.13080360867914
,,1739209728.2537608,-38.13080360867914
,,1739209728.2537663,-35.57807855764607
,,1739209728.2537718,-35.57807855764607
,,1739209728.253777,-31.141103565318893
,,1739209728.2537825,-45.120503652039325
,,1739209728.253788,-38.13080360867914
,,1739209728.2537937,-45.120503652039325
,,1739209728.253799,-45.120503652039325
,,1739209728.2538044,-33.981070128970906
,,1739209728.2538097,-38.13080360867914
,,1739209728.2538152,-45.120503652039325
,,1739209728.253821,-32.816014438256545
,,1739209728.253826,-24.589719217205094
,,1739209728.2538316,-27.267205301931607
,,1739209728.253837,-30.49652367304973
,,1739209728.2538424,-45.120503652039325
,,1739209728.2538478,-45.120503652039325
,,1739209728.253853,-45.120503652039325
,,1739209728.2538588,-45.120503652039325
,,1739209728.2538643,-45.120503652039325
,,1739209728.2538698,-38.13080360867914
,,1739209728.253875,-38.13080360867914
,,1739209728.2538805,-35.57807855764607
,,1739209728.253886,-38.13080360867914
,,1739209728.2538917,-45.120503652039325
,,1739209728.253897,-45.120503652039325
