CAN Message, 0x150:0200e0e349da93dc,Timestamp,Amplitude
,,1739209793.6414802,-45.120503652039325
,,1739209793.6414845,-45.120503652039325
,,1739209793.6414883,-45.120503652039325
,,1739209793.6414924,-45.120503652039325
,,1739209793.6414964,-45.120503652039325
,,1739209793.6415005,-38.13080360867914
,,1739209793.6415043,-38.13080360867914
,,1739209793.6415086,-35.57807855764607
,,1739209793.6415126,-38.13080360867914
,,1739209793.6415167,-45.120503652039325
,,1739209793.6415207,-45.120503652039325
,,1739209793.6415248,-38.13080360867914
,,1739209793.6415288,-33.981070128970906
,,1739209793.641533,-38.13080360867914
,,1739209793.641537,-45.120503652039325
,,1739209793.641541,-45.120503652039325
,,1739209793.641545,-38.13080360867914
,,1739209793.641549,-45.120503652039325
,,1739209793.6415532,-38.13080360867914
,,1739209793.6415572,-38.13080360867914
,,1739209793.6415613,-38.13080360867914
,,1739209793.641565,-25.62660358559016
,,1739209793.6415694,-21.598678470925663
,,1739209793.6415734,-45.120503652039325
,,1739209793.6415775,-33.981070128970906
,,1739209793.6415815,-45.120503652039325
,,1739209793.6415856,-33.981070128970906
,,1739209793.6415896,-45.120503652039325
,,1739209793.6415937,-45.120503652039325
,,1739209793.6415975,-35.57807855764607
,,1739209793.6416018,-38.13080360867914
,,1739209793.641606,-30.49652367304973
,,1739209793.64161,-30.49652367304973
,,1739209793.641614,-35.57807855764607
,,1739209793.641618,-35.57807855764607
,,1739209793.641622,-38.13080360867914
,,1739209793.641626,-27.267205301931607
,,1739209793.6416302,-45.120503652039325
,,1739209793.6416342,-45.120503652039325
,,1739209793.6416385,-45.120503652039325
,,1739209793.6416423,-38.13080360867914
,,1739209793.6416464,-38.13080360867914
,,1739209793.6416504,-33.981070128970906
,,1739209793.6416545,-45.120503652039325
,,1739209793.6416583,-30.49652367304973
,,1739209793.6416624,-28.992665084841967
,,1739209793.6416664,-28.58837851428589
,,1739209793.6416705,-32.816014438256545
,,1739209793.6416745,-33.981070128970906
,,1739209793.6416786,-27.877744956031417
,,1739209793.6416826,-13.781922400005946
,,1739209793.641687,-12.507874964114354
,,1739209793.6416907,-29.43848641136937
,,1739209793.6416948,-28.992665084841946
,,1739209793.6416988,-38.13080360867914
,,1739209793.641703,-45.120503652039325
,,1739209793.641707,-45.120503652039325
,,1739209793.641711,-35.57807855764607
,,1739209793.641715,-38.13080360867914
,,1739209793.641719,-45.120503652039325
,,1739209793.6417232,-45.120503652039325
,,1739209793.6417272,-45.120503652039325
,,1739209793.6417313,-45.120503652039325
,,1739209793.6417353,-38.13080360867914
,,1739209793.6417394,-45.120503652039325
,,1739209793.6417434,-38.13080360867914
,,1739209793.6417477,-38.13080360867914
,,1739209793.6417515,-35.57807855764607
,,1739209793.6417556,-33.981070128970906
,,1739209793.6417596,-45.120503652039325
,,1739209793.6417637,-33.981070128970906
,,1739209793.6417675,-38.13080360867914
,,1739209793.6417718,-27.87774495603141
,,1739209793.6417758,-38.13080360867914
,,1739209793.64178,-33.981070128970906
,,1739209793.641784,-45.120503652039325
,,1739209793.641788,-35.57807855764607
,,1739209793.641792,-33.981070128970906
,,1739209793.641796,-38.13080360867914
,,1739209793.6418002,-18.0533258286717
,,1739209793.6418042,-22.74004262075133
,,1739209793.6418085,-45.120503652039325
,,1739209793.6418123,-31.141103565318915
,,1739209793.6418164,-45.120503652039325
,,1739209793.6418204,-38.13080360867914
,,1739209793.6418245,-38.13080360867914
,,1739209793.6418283,-45.120503652039325
,,1739209793.6418326,-33.981070128970906
,,1739209793.6418366,-28.58837851428586
,,1739209793.6418407,-38.13080360867914
,,1739209793.6418447,-45.120503652039325
,,1739209793.6418488,-38.13080360867914
,,1739209793.6418529,-26.03565346325281
,,1739209793.641857,-31.14110356531892
,,1739209793.6418607,-38.13080360867914
,,1739209793.6418648,-38.13080360867914
,,1739209793.6418688,-35.57807855764607
,,1739209793.641873,-26.991370085610757
,,1739209793.641877,-15.670744567918817
,,1739209793.641881,-12.142898541047952
,,1739209793.641885,-25.826314394896357
,,1739209793.641889,-38.13080360867914
,,1739209793.6418931,-35.57807855764607
,,1739209793.6418972,-45.120503652039325
,,1739209793.6419013,-38.13080360867914
,,1739209793.6419053,-33.981070128970906
,,1739209793.6419094,-38.13080360867914
,,1739209793.6419134,-45.120503652039325
,,1739209793.6419177,-33.981070128970906
,,1739209793.6419215,-28.992665084841946
,,1739209793.6419256,-45.120503652039325
,,1739209793.6419296,-45.120503652039325
,,1739209793.6419337,-38.13080360867914
,,1739209793.6419375,-35.57807855764607
,,1739209793.6419418,-38.13080360867914
,,1739209793.6419458,-38.13080360867914
,,1739209793.64195,-28.992665084841946
,,1739209793.641954,-32.816014438256545
,,1739209793.641958,-45.120503652039325
,,1739209793.641962,-35.57807855764607
,,1739209793.641966,-33.981070128970906
,,1739209793.6419702,-33.98107012897096
,,1739209793.6419742,-20.277505258571438
,,1739209793.6419785,-24.15140352195873
,,1739209793.6419823,-38.13080360867914
,,1739209793.6419864,-25.077289914212862
,,1739209793.6419904,-29.43848641136937
,,1739209793.6419945,-10.040596403842375
,,1739209793.6419983,-13.17536023321462
,,1739209793.6420026,-28.58837851428589
,,1739209793.6420066,-28.58837851428586
,,1739209793.6420107,-45.120503652039325
,,1739209793.6420147,-38.13080360867914
,,1739209793.6420188,-29.438486411369333
,,1739209793.6420228,-35.57807855764607
,,1739209793.642027,-45.120503652039325
,,1739209793.642031,-32.816014438256545
,,1739209793.642035,-26.99137008561072
,,1739209793.642039,-45.120503652039325
,,1739209793.642043,-45.120503652039325
,,1739209793.6420472,-38.13080360867914
,,1739209793.6420512,-25.826314394896357
,,1739209793.6420553,-32.816014438256545
,,1739209793.642059,-45.120503652039325
,,1739209793.6420634,-38.13080360867914
,,1739209793.6420672,-31.141103565318915
,,1739209793.6420712,-18.83661435153617
,,1739209793.6420753,-23.75329798047523
,,1739209793.6420794,-38.13080360867914
,,1739209793.6420834,-38.13080360867914
,,1739209793.6420877,-28.58837851428589
,,1739209793.6420915,-11.75790813189736
,,1739209793.6420956,-14.487170062521797
,,1739209793.6420996,-38.13080360867914
,,1739209793.6421037,-27.8777449560314
,,1739209793.6421075,-45.120503652039325
,,1739209793.6421118,-24.151403521958727
,,1739209793.6421158,-32.81601443825658
,,1739209793.64212,-38.13080360867914
,,1739209793.642124,-38.13080360867914
,,1739209793.642128,-45.120503652039325
,,1739209793.642132,-19.00327057196587
,,1739209793.642136,-27.8777449560314
,,1739209793.6421402,-45.120503652039325
,,1739209793.6421442,-38.13080360867914
,,1739209793.6421485,-27.8777449560314
,,1739209793.6421523,-31.141103565318893
,,1739209793.6421564,-45.120503652039325
,,1739209793.6421604,-38.13080360867914
,,1739209793.6421645,-38.13080360867914
,,1739209793.6421683,-23.16150712794695
,,1739209793.6421726,-22.002965041481755
,,1739209793.6421766,-33.981070128970906
,,1739209793.6421807,-27.8777449560314
,,1739209793.6421847,-35.57807855764607
,,1739209793.6421888,-45.120503652039325
,,1739209793.6421928,-38.13080360867914
,,1739209793.642197,-45.120503652039325
,,1739209793.642201,-45.120503652039325
,,1739209793.642205,-29.438486411369333
,,1739209793.642209,-35.57807855764607
,,1739209793.642213,-38.13080360867914
,,1739209793.6422172,-38.13080360867914
,,1739209793.6422212,-45.120503652039325
,,1739209793.6422253,-38.13080360867914
,,1739209793.6422293,-45.120503652039325
,,1739209793.6422334,-38.13080360867914
,,1739209793.6422374,-45.120503652039325
,,1739209793.6422417,-38.13080360867914
,,1739209793.6422455,-45.120503652039325
,,1739209793.6422496,-32.81601443825658
,,1739209793.6422536,-35.57807855764607
,,1739209793.6422577,-45.120503652039325
,,1739209793.6422615,-45.120503652039325
,,1739209793.6422658,-24.74623867263306
,,1739209793.6422698,-27.267205301931607
,,1739209793.6422737,-45.120503652039325
,,1739209793.6422777,-29.438486411369333
,,1739209793.6422818,-33.981070128970906
,,1739209793.6422858,-21.67658091518819
,,1739209793.64229,-19.35709014998136
,,1739209793.642294,-45.120503652039325
,,1739209793.642298,-45.120503652039325
,,1739209793.642302,-38.13080360867914
,,1739209793.642306,-38.13080360867914
,,1739209793.64231,-28.58837851428586
,,1739209793.6423142,-22.54371790334745
,,1739209793.6423182,-45.120503652039325
,,1739209793.6423223,-26.99137008561072
,,1739209793.6423264,-19.35709014998136
,,1739209793.6423304,-38.13080360867914
,,1739209793.6423345,-35.57807855764607
,,1739209793.6423385,-45.120503652039325
,,1739209793.6423426,-25.82631439489636
,,1739209793.6423466,-13.462127405138007
,,1739209793.642351,-45.120503652039325
,,1739209793.6423547,-45.120503652039325
,,1739209793.6423588,-31.141103565318915
,,1739209793.6423628,-29.438486411369333
,,1739209793.642367,-33.981070128970906
,,1739209793.642371,-38.13080360867914
,,1739209793.642375,-45.120503652039325
,,1739209793.642379,-45.120503652039325
,,1739209793.642383,-38.13080360867914
,,1739209793.6423872,-45.120503652039325
,,1739209793.6423912,-31.141103565318893
,,1739209793.6423953,-27.267205301931607
,,1739209793.6423993,-38.13080360867914
,,1739209793.6424034,-38.13080360867914
,,1739209793.6424074,-38.13080360867914
,,1739209793.6424117,-45.120503652039325
,,1739209793.6424155,-38.13080360867914
,,1739209793.6424196,-45.120503652039325
,,1739209793.6424236,-45.120503652039325
,,1739209793.6424277,-45.120503652039325
,,1739209793.6424315,-33.981070128970906
,,1739209793.6424358,-38.13080360867914
,,1739209793.6424398,-22.26493056196156
,,1739209793.642444,-20.95409857865648
,,1739209793.642448,-35.57807855764607
,,1739209793.642452,-31.14110356531892
,,1739209793.642456,-23.506823629689546
,,1739209793.64246,-15.811013340364068
,,1739209793.6424642,-10.394401676078845
,,1739209793.6424682,-25.82631439489636
,,1739209793.6424725,-35.57807855764607
,,1739209793.6424763,-24.74623867263306
,,1739209793.6424804,-33.981070128970906
,,1739209793.6424842,-45.120503652039325
,,1739209793.6424882,-33.981070128970906
,,1739209793.6424923,-33.981070128970906
,,1739209793.6424963,-38.13080360867914
,,1739209793.6425004,-33.981070128970906
,,1739209793.6425045,-45.120503652039325
,,1739209793.6425085,-45.120503652039325
,,1739209793.6425126,-38.13080360867914
,,1739209793.6425166,-38.13080360867914
,,1739209793.642521,-38.13080360867914
,,1739209793.6425247,-31.141103565318915
