CAN Message, 0x77:90c9d373f8605cff,Timestamp,Amplitude
,,1739209669.0921466,-45.120503652039325
,,1739209669.0921502,-33.981070128970906
,,1739209669.0921535,-45.120503652039325
,,1739209669.092157,-45.120503652039325
,,1739209669.0921602,-38.13080360867914
,,1739209669.0921638,-45.120503652039325
,,1739209669.0921671,-45.120503652039325
,,1739209669.0921705,-45.120503652039325
,,1739209669.092174,-32.816014438256545
,,1739209669.0921774,-45.120503652039325
,,1739209669.0921807,-38.13080360867914
,,1739209669.092184,-38.13080360867914
,,1739209669.0921876,-45.120503652039325
,,1739209669.092191,-38.13080360867914
,,1739209669.0921943,-35.57807855764607
,,1739209669.0921977,-38.13080360867914
,,1739209669.0922012,-45.120503652039325
,,1739209669.0922046,-38.13080360867914
,,1739209669.092208,-45.120503652039325
,,1739209669.0922115,-45.120503652039325
,,1739209669.0922148,-35.57807855764607
,,1739209669.0922182,-38.13080360867914
,,1739209669.0922215,-45.120503652039325
,,1739209669.092225,-45.120503652039325
,,1739209669.0922284,-32.816014438256545
,,1739209669.0922318,-38.13080360867914
,,1739209669.092235,-45.120503652039325
,,1739209669.092239,-38.13080360867914
,,1739209669.092242,-35.57807855764607
,,1739209669.092245,-38.13080360867914
,,1739209669.092249,-45.120503652039325
,,1739209669.0922525,-38.13080360867914
,,1739209669.0922556,-38.13080360867914
,,1739209669.092259,-45.120503652039325
,,1739209669.0922625,-45.120503652039325
,,1739209669.0922658,-38.13080360867914
,,1739209669.0922692,-38.13080360867914
,,1739209669.0922728,-38.13080360867914
,,1739209669.092276,-38.13080360867914
,,1739209669.0922794,-35.57807855764607
,,1739209669.0922828,-45.120503652039325
,,1739209669.0922863,-45.120503652039325
,,1739209669.0922897,-45.120503652039325
,,1739209669.092293,-38.13080360867914
,,1739209669.0922966,-38.13080360867914
,,1739209669.0923,-38.13080360867914
,,1739209669.0923033,-45.120503652039325
,,1739209669.0923066,-45.120503652039325
,,1739209669.0923102,-45.120503652039325
,,1739209669.0923135,-26.99137008561072
,,1739209669.0923169,-16.840353009799525
,,1739209669.0923204,-19.497575007474538
,,1739209669.0923238,-27.8777449560314
,,1739209669.092327,-45.120503652039325
,,1739209669.0923305,-45.120503652039325
,,1739209669.092334,-38.13080360867914
,,1739209669.0923374,-33.981070128970906
,,1739209669.0923407,-45.120503652039325
,,1739209669.092344,-45.120503652039325
,,1739209669.0923476,-38.13080360867914
,,1739209669.092351,-38.13080360867914
,,1739209669.0923543,-38.13080360867914
,,1739209669.092358,-38.13080360867914
,,1739209669.0923612,-45.120503652039325
,,1739209669.0923643,-38.13080360867914
,,1739209669.092368,-45.120503652039325
,,1739209669.0923717,-45.120503652039325
,,1739209669.0923748,-38.13080360867914
,,1739209669.092378,-45.120503652039325
,,1739209669.0923817,-38.13080360867914
,,1739209669.092385,-45.120503652039325
,,1739209669.0923884,-28.58837851428586
,,1739209669.0923915,-38.13080360867914
,,1739209669.0923953,-38.13080360867914
,,1739209669.0923986,-31.141103565318893
,,1739209669.092402,-28.992665084841946
,,1739209669.092405,-33.981070128970906
,,1739209669.092409,-45.120503652039325
,,1739209669.0924122,-38.13080360867914
,,1739209669.0924156,-18.192034459266992
,,1739209669.0924191,-31.14110356531892
,,1739209669.0924225,-45.120503652039325
,,1739209669.0924258,-45.120503652039325
,,1739209669.0924292,-29.438486411369347
,,1739209669.0924327,-35.57807855764607
,,1739209669.092436,-35.57807855764607
,,1739209669.0924394,-45.120503652039325
,,1739209669.092443,-38.13080360867914
,,1739209669.0924463,-38.13080360867914
,,1739209669.0924497,-45.120503652039325
,,1739209669.092453,-38.13080360867914
,,1739209669.0924566,-29.438486411369357
,,1739209669.09246,-31.14110356531892
,,1739209669.0924633,-33.981070128970906
,,1739209669.0924666,-45.120503652039325
,,1739209669.0924702,-45.120503652039325
,,1739209669.0924735,-45.120503652039325
,,1739209669.0924768,-45.120503652039325
,,1739209669.0924804,-45.120503652039325
,,1739209669.0924838,-38.13080360867914
,,1739209669.092487,-32.816014438256545
,,1739209669.0924904,-38.13080360867914
,,1739209669.092494,-32.816014438256545
,,1739209669.092497,-18.83661435153617
,,1739209669.0925007,-32.816014438256545
,,1739209669.0925045,-28.58837851428586
,,1739209669.0925076,-45.120503652039325
,,1739209669.092511,-22.26493056196156
,,1739209669.0925145,-7.909820634067701
,,1739209669.092518,-27.267205301931607
,,1739209669.0925212,-45.120503652039325
,,1739209669.0925243,-35.57807855764607
,,1739209669.092528,-45.120503652039325
,,1739209669.0925314,-38.13080360867914
,,1739209669.0925348,-45.120503652039325
,,1739209669.092538,-38.13080360867914
,,1739209669.0925417,-45.120503652039325
,,1739209669.092545,-25.62660358559016
,,1739209669.0925484,-33.981070128970906
,,1739209669.0925517,-32.816014438256545
,,1739209669.0925553,-31.141103565318915
,,1739209669.0925586,-45.120503652039325
,,1739209669.092562,-38.13080360867914
,,1739209669.0925655,-38.13080360867914
,,1739209669.0925689,-25.826314394896357
,,1739209669.0925722,-32.816014438256545
,,1739209669.0925756,-38.13080360867914
,,1739209669.0925791,-18.087589870852675
,,1739209669.0925825,-20.822980852015213
,,1739209669.0925858,-33.981070128970906
,,1739209669.0925891,-33.981070128970906
,,1739209669.0925927,-38.13080360867914
,,1739209669.092596,-28.21854285175415
,,1739209669.0925994,-35.57807855764607
,,1739209669.092603,-38.13080360867914
,,1739209669.0926063,-45.120503652039325
,,1739209669.0926096,-45.120503652039325
,,1739209669.092613,-45.120503652039325
,,1739209669.0926166,-38.13080360867914
,,1739209669.09262,-45.120503652039325
,,1739209669.0926232,-26.991370085610768
,,1739209669.0926268,-45.120503652039325
,,1739209669.09263,-35.57807855764607
,,1739209669.0926335,-38.13080360867914
,,1739209669.0926368,-45.120503652039325
,,1739209669.0926404,-38.13080360867914
,,1739209669.0926435,-38.13080360867914
,,1739209669.092647,-38.13080360867914
,,1739209669.0926504,-45.120503652039325
,,1739209669.092654,-33.981070128970906
,,1739209669.092657,-45.120503652039325
,,1739209669.092661,-25.077289914212862
,,1739209669.0926642,-45.120503652039325
,,1739209669.0926676,-38.13080360867914
,,1739209669.092671,-45.120503652039325
,,1739209669.0926745,-28.58837851428586
,,1739209669.0926778,-10.67225165694181
,,1739209669.0926812,-27.8777449560314
,,1739209669.0926845,-45.120503652039325
,,1739209669.092688,-35.57807855764607
,,1739209669.0926914,-45.120503652039325
,,1739209669.0926948,-45.120503652039325
,,1739209669.092698,-33.981070128970906
,,1739209669.0927017,-38.13080360867914
,,1739209669.092705,-32.816014438256545
,,1739209669.0927083,-38.13080360867914
,,1739209669.092712,-35.57807855764607
,,1739209669.0927153,-38.13080360867914
,,1739209669.0927186,-31.141103565318893
,,1739209669.092722,-33.981070128970906
,,1739209669.0927255,-45.120503652039325
,,1739209669.0927289,-38.13080360867914
,,1739209669.0927322,-45.120503652039325
,,1739209669.0927355,-45.120503652039325
,,1739209669.092739,-35.57807855764607
,,1739209669.0927424,-45.120503652039325
,,1739209669.0927458,-28.58837851428586
,,1739209669.0927494,-28.992665084841946
,,1739209669.0927527,-33.981070128970906
,,1739209669.092756,-31.141103565318943
,,1739209669.0927594,-21.67658091518819
,,1739209669.092763,-32.816014438256545
,,1739209669.0927663,-45.120503652039325
,,1739209669.0927696,-27.267205301931607
,,1739209669.0927732,-19.497575007474538
,,1739209669.0927763,-12.022073604878589
,,1739209669.09278,-27.8777449560314
,,1739209669.0927832,-45.120503652039325
,,1739209669.0927868,-31.141103565318915
,,1739209669.09279,-27.877744956031417
,,1739209669.0927937,-31.14110356531892
,,1739209669.0927968,-33.981070128970906
,,1739209669.0928004,-38.13080360867914
,,1739209669.0928037,-38.13080360867914
,,1739209669.092807,-45.120503652039325
,,1739209669.0928106,-45.120503652039325
,,1739209669.092814,-45.120503652039325
,,1739209669.0928173,-45.120503652039325
,,1739209669.0928206,-45.120503652039325
,,1739209669.0928242,-45.120503652039325
,,1739209669.0928276,-33.981070128970906
,,1739209669.092831,-32.816014438256545
,,1739209669.0928345,-45.120503652039325
,,1739209669.0928378,-33.981070128970906
,,1739209669.0928411,-27.8777449560314
,,1739209669.0928445,-26.99137008561072
,,1739209669.092848,-35.57807855764607
,,1739209669.0928514,-33.981070128970906
,,1739209669.0928547,-45.120503652039325
,,1739209669.092858,-38.13080360867914
,,1739209669.0928617,-45.120503652039325
,,1739209669.092865,-45.120503652039325
,,1739209669.0928683,-45.120503652039325
,,1739209669.092872,-28.218542851754165
,,1739209669.0928752,-38.13080360867914
,,1739209669.0928786,-45.120503652039325
,,1739209669.092882,-38.13080360867914
,,1739209669.0928855,-38.13080360867914
,,1739209669.0928888,-38.13080360867914
,,1739209669.0928922,-38.13080360867914
,,1739209669.0928955,-45.120503652039325
,,1739209669.092899,-38.13080360867914
,,1739209669.0929024,-45.120503652039325
,,1739209669.0929058,-12.854504599965717
,,1739209669.092909,-26.99137008561072
,,1739209669.092913,-45.120503652039325
,,1739209669.092916,-45.120503652039325
,,1739209669.092919,-45.120503652039325
,,1739209669.092923,-32.816014438256545
,,1739209669.0929265,-23.273589343863318
,,1739209669.0929296,-38.13080360867914
,,1739209669.0929332,-38.13080360867914
,,1739209669.0929365,-38.13080360867914
,,1739209669.09294,-38.13080360867914
,,1739209669.0929432,-45.120503652039325
,,1739209669.0929468,-45.120503652039325
,,1739209669.09295,-31.141103565318915
,,1739209669.0929534,-20.001670042250552
,,1739209669.092957,-28.218542851754165
,,1739209669.0929604,-31.141103565318915
,,1739209669.0929637,-45.120503652039325
,,1739209669.092967,-23.506823629689546
,,1739209669.0929706,-10.65357898832402
,,1739209669.092974,-16.61404130020863
,,1739209669.0929773,-24.746238672633048
,,1739209669.0929806,-32.81601443825658
,,1739209669.0929842,-45.120503652039325
,,1739209669.0929875,-45.120503652039325
,,1739209669.0929909,-31.141103565318893
,,1739209669.0929945,-38.13080360867914
,,1739209669.0929978,-38.13080360867914
,,1739209669.0930011,-45.120503652039325
,,1739209669.0930045,-45.120503652039325
,,1739209669.093008,-45.120503652039325
,,1739209669.0930114,-38.13080360867914
,,1739209669.0930147,-45.120503652039325
,,1739209669.0930183,-23.16150712794695
,,1739209669.0930216,-23.50682362968953
,,1739209669.093025,-35.57807855764607
,,1739209669.0930283,-30.49652367304973
,,1739209669.093032,-27.267205301931607
,,1739209669.0930352,-17.302949905514602
,,1739209669.0930386,-17.161703478598543
,,1739209669.093042,-28.992665084841946
,,1739209669.0930457,-45.120503652039325
,,1739209669.0930488,-33.981070128970906
,,1739209669.093052,-32.816014438256545
,,1739209669.0930555,-38.13080360867914
,,1739209669.093059,-38.13080360867914
,,1739209669.0930624,-45.120503652039325
,,1739209669.0930655,-28.992665084841946
,,1739209669.0930693,-17.95212641904405
,,1739209669.093073,-38.13080360867914
,,1739209669.093076,-31.141103565318943
,,1739209669.0930796,-31.141103565318893
,,1739209669.093083,-23.38864096791655
,,1739209669.0930862,-8.962054823292272
,,1739209669.0930896,-45.120503652039325
,,1739209669.0930932,-26.99137008561072
,,1739209669.0930965,-45.120503652039325
,,1739209669.0930998,-45.120503652039325
,,1739209669.0931034,-38.13080360867914
,,1739209669.0931067,-45.120503652039325
,,1739209669.09311,-33.981070128970906
,,1739209669.0931134,-38.13080360867914
,,1739209669.093117,-38.13080360867914
,,1739209669.0931203,-32.816014438256545
,,1739209669.0931237,-38.13080360867914
,,1739209669.093127,-45.120503652039325
,,1739209669.0931306,-38.13080360867914
,,1739209669.093134,-45.120503652039325
,,1739209669.0931373,-38.13080360867914
,,1739209669.0931408,-45.120503652039325
,,1739209669.0931442,-31.141103565318915
