CAN Message, 0x77:a9beaae6a2e380c7,Timestamp,Amplitude
,,1739209860.7076795,-38.13080360867914
,,1739209860.707682,-24.589719217205094
,,1739209860.7076845,-38.13080360867914
,,1739209860.707687,-45.120503652039325
,,1739209860.7076895,-45.120503652039325
,,1739209860.707692,-32.816014438256545
,,1739209860.7076943,-45.120503652039325
,,1739209860.707697,-38.13080360867914
,,1739209860.707699,-45.120503652039325
,,1739209860.7077014,-28.992665084841967
,,1739209860.7077038,-45.120503652039325
,,1739209860.7077062,-38.13080360867914
,,1739209860.7077086,-38.13080360867914
,,1739209860.707711,-35.57807855764607
,,1739209860.7077134,-38.13080360867914
,,1739209860.7077155,-45.120503652039325
,,1739209860.707718,-38.13080360867914
,,1739209860.7077205,-28.992665084841967
,,1739209860.707723,-38.13080360867914
,,1739209860.7077253,-38.13080360867914
,,1739209860.7077277,-45.120503652039325
,,1739209860.70773,-45.120503652039325
,,1739209860.707733,-38.13080360867914
,,1739209860.707735,-45.120503652039325
,,1739209860.7077374,-38.13080360867914
,,1739209860.7077398,-28.58837851428586
,,1739209860.7077422,-35.57807855764607
,,1739209860.7077446,-33.981070128970906
,,1739209860.707747,-32.816014438256545
,,1739209860.7077494,-33.98107012897096
,,1739209860.7077518,-45.120503652039325
,,1739209860.707754,-45.120503652039325
,,1739209860.7077563,-45.120503652039325
,,1739209860.707759,-26.487275050834715
,,1739209860.7077613,-35.57807855764607
,,1739209860.7077637,-45.120503652039325
,,1739209860.707766,-45.120503652039325
,,1739209860.7077684,-45.120503652039325
,,1739209860.7077708,-45.120503652039325
,,1739209860.7077734,-38.13080360867914
,,1739209860.7077758,-45.120503652039325
,,1739209860.7077782,-38.13080360867914
,,1739209860.7077806,-38.13080360867914
,,1739209860.707783,-45.120503652039325
,,1739209860.7077854,-35.57807855764607
,,1739209860.7077878,-25.826314394896364
,,1739209860.70779,-35.57807855764607
,,1739209860.7077923,-32.816014438256545
,,1739209860.707795,-33.981070128970906
,,1739209860.7077973,-25.25278630937684
,,1739209860.7077997,-11.31658205146902
,,1739209860.707802,-14.398004675904142
,,1739209860.7078044,-26.487275050834725
,,1739209860.7078068,-27.267205301931607
,,1739209860.7078092,-26.99137008561072
,,1739209860.7078116,-38.13080360867914
,,1739209860.7078142,-38.13080360867914
,,1739209860.7078166,-35.57807855764607
,,1739209860.707819,-30.49652367304973
,,1739209860.7078214,-45.120503652039325
,,1739209860.7078238,-45.120503652039325
,,1739209860.707826,-45.120503652039325
,,1739209860.7078283,-38.13080360867914
,,1739209860.707831,-45.120503652039325
,,1739209860.7078333,-45.120503652039325
,,1739209860.7078357,-45.120503652039325
,,1739209860.707838,-28.992665084841967
,,1739209860.7078404,-45.120503652039325
,,1739209860.7078428,-26.991370085610736
,,1739209860.7078452,-16.91848905718289
,,1739209860.7078476,-13.594562872764596
,,1739209860.70785,-26.991370085610736
,,1739209860.7078524,-45.120503652039325
,,1739209860.7078547,-33.981070128970906
,,1739209860.7078574,-45.120503652039325
,,1739209860.7078598,-45.120503652039325
,,1739209860.707862,-35.57807855764607
,,1739209860.7078643,-38.13080360867914
,,1739209860.707867,-33.98107012897096
,,1739209860.7078693,-35.57807855764607
,,1739209860.7078717,-38.13080360867914
,,1739209860.707874,-33.981070128970906
,,1739209860.7078764,-23.38864096791655
,,1739209860.7078788,-45.120503652039325
,,1739209860.7078812,-45.120503652039325
,,1739209860.7078836,-38.13080360867914
,,1739209860.707886,-45.120503652039325
,,1739209860.7078884,-45.120503652039325
,,1739209860.7078907,-38.13080360867914
,,1739209860.7078931,-32.816014438256545
,,1739209860.7078955,-28.58837851428586
,,1739209860.707898,-38.13080360867914
,,1739209860.7079003,-45.120503652039325
,,1739209860.707903,-32.816014438256545
,,1739209860.7079053,-27.8777449560314
,,1739209860.7079077,-38.13080360867914
,,1739209860.70791,-33.981070128970906
,,1739209860.7079124,-45.120503652039325
,,1739209860.7079148,-33.98107012897096
,,1739209860.7079172,-35.57807855764607
,,1739209860.7079196,-38.13080360867914
,,1739209860.707922,-35.57807855764607
,,1739209860.7079244,-27.267205301931607
,,1739209860.7079268,-38.13080360867914
,,1739209860.7079291,-45.120503652039325
,,1739209860.7079315,-33.981070128970906
,,1739209860.707934,-38.13080360867914
,,1739209860.7079363,-33.981070128970906
,,1739209860.707939,-38.13080360867914
,,1739209860.7079413,-45.120503652039325
,,1739209860.7079437,-27.267205301931607
,,1739209860.707946,-33.981070128970906
,,1739209860.7079484,-45.120503652039325
,,1739209860.7079508,-38.13080360867914
,,1739209860.7079532,-28.58837851428586
,,1739209860.7079556,-30.49652367304973
,,1739209860.707958,-38.13080360867914
,,1739209860.7079604,-38.13080360867914
,,1739209860.7079628,-28.992665084841946
,,1739209860.7079651,-33.981070128970906
,,1739209860.7079675,-38.13080360867914
,,1739209860.70797,-35.57807855764607
,,1739209860.7079723,-22.54371790334745
,,1739209860.707975,-35.57807855764607
,,1739209860.707977,-38.13080360867914
,,1739209860.7079794,-38.13080360867914
,,1739209860.707982,-28.992665084841946
,,1739209860.7079844,-13.287805215211248
,,1739209860.7079868,-31.141103565318943
,,1739209860.7079892,-26.991370085610736
,,1739209860.7079916,-28.218542851754165
,,1739209860.707994,-24.746238672633048
,,1739209860.7079964,-19.642756598161068
,,1739209860.7079988,-38.13080360867914
,,1739209860.7080011,-31.141103565318915
,,1739209860.7080035,-30.49652367304973
,,1739209860.708006,-33.981070128970906
,,1739209860.7080083,-45.120503652039325
,,1739209860.708011,-33.981070128970906
,,1739209860.708013,-38.13080360867914
,,1739209860.7080154,-45.120503652039325
,,1739209860.7080178,-45.120503652039325
,,1739209860.7080202,-38.13080360867914
,,1739209860.7080228,-45.120503652039325
,,1739209860.7080252,-31.141103565318915
,,1739209860.7080276,-26.991370085610747
,,1739209860.70803,-9.222124220564693
,,1739209860.7080324,-15.534864819819614
,,1739209860.7080348,-26.487275050834725
,,1739209860.7080371,-28.58837851428586
,,1739209860.7080395,-27.267205301931607
,,1739209860.708042,-15.851936562542368
,,1739209860.7080443,-45.120503652039325
,,1739209860.708047,-38.13080360867914
,,1739209860.708049,-45.120503652039325
,,1739209860.7080514,-35.57807855764607
,,1739209860.7080538,-45.120503652039325
,,1739209860.7080562,-45.120503652039325
