CAN Message, 0x77:e8b6757a8166cfa9,Timestamp,Amplitude
,,1739209740.0581946,-38.13080360867914
,,1739209740.0582042,-45.120503652039325
,,1739209740.058214,-38.13080360867914
,,1739209740.0582235,-38.13080360867914
,,1739209740.058233,-45.120503652039325
,,1739209740.0582426,-38.13080360867914
,,1739209740.058252,-35.57807855764607
,,1739209740.058262,-38.13080360867914
,,1739209740.0582714,-45.120503652039325
,,1739209740.058281,-38.13080360867914
,,1739209740.0582905,-38.13080360867914
,,1739209740.0583005,-45.120503652039325
,,1739209740.0583098,-45.120503652039325
,,1739209740.058319,-45.120503652039325
,,1739209740.0583289,-38.13080360867914
,,1739209740.0583384,-38.13080360867914
,,1739209740.0583482,-45.120503652039325
,,1739209740.0583577,-45.120503652039325
,,1739209740.0583673,-38.13080360867914
,,1739209740.0583768,-45.120503652039325
,,1739209740.0583866,-33.981070128970906
,,1739209740.058396,-38.13080360867914
,,1739209740.0584056,-28.58837851428589
,,1739209740.0584152,-32.816014438256545
,,1739209740.058425,-38.13080360867914
,,1739209740.0584345,-38.13080360867914
,,1739209740.058444,-33.981070128970906
,,1739209740.0584536,-38.13080360867914
,,1739209740.058463,-38.13080360867914
,,1739209740.0584729,-38.13080360867914
,,1739209740.0584824,-31.141103565318915
,,1739209740.058492,-25.82631439489636
,,1739209740.0585015,-38.13080360867914
,,1739209740.0585113,-38.13080360867914
,,1739209740.0585208,-35.57807855764607
,,1739209740.0585303,-33.981070128970906
,,1739209740.05854,-45.120503652039325
,,1739209740.0585494,-33.981070128970906
,,1739209740.0585592,-31.141103565318915
,,1739209740.0585687,-28.58837851428589
,,1739209740.0585785,-45.120503652039325
,,1739209740.0585878,-38.13080360867914
,,1739209740.0585976,-38.13080360867914
,,1739209740.058607,-32.816014438256545
,,1739209740.0586166,-35.57807855764607
,,1739209740.0586262,-45.120503652039325
,,1739209740.058636,-38.13080360867914
,,1739209740.0586455,-45.120503652039325
,,1739209740.058655,-38.13080360867914
,,1739209740.0586646,-33.981070128970906
,,1739209740.058674,-17.331758932011894
,,1739209740.058684,-31.14110356531892
,,1739209740.0586934,-28.992665084841946
,,1739209740.058703,-45.120503652039325
,,1739209740.0587125,-38.13080360867914
,,1739209740.0587225,-27.267205301931607
,,1739209740.0587318,-45.120503652039325
,,1739209740.058741,-45.120503652039325
,,1739209740.0587509,-38.13080360867914
,,1739209740.0587604,-45.120503652039325
,,1739209740.0587702,-45.120503652039325
,,1739209740.0587797,-45.120503652039325
,,1739209740.0587893,-38.13080360867914
,,1739209740.0587988,-38.13080360867914
,,1739209740.0588086,-45.120503652039325
,,1739209740.058818,-38.13080360867914
,,1739209740.0588276,-38.13080360867914
,,1739209740.0588372,-27.8777449560314
,,1739209740.058847,-33.981070128970906
,,1739209740.0588565,-38.13080360867914
,,1739209740.058866,-38.13080360867914
,,1739209740.0588756,-38.13080360867914
,,1739209740.058885,-35.57807855764607
,,1739209740.0588949,-45.120503652039325
,,1739209740.0589044,-25.82631439489636
,,1739209740.058914,-29.438486411369333
,,1739209740.0589235,-32.816014438256545
,,1739209740.0589333,-45.120503652039325
,,1739209740.0589428,-32.816014438256545
,,1739209740.0589523,-29.43848641136937
,,1739209740.058962,-45.120503652039325
,,1739209740.0589714,-35.57807855764607
,,1739209740.0589812,-45.120503652039325
,,1739209740.0589907,-45.120503652039325
,,1739209740.0590005,-38.13080360867914
,,1739209740.0590098,-38.13080360867914
,,1739209740.0590196,-35.57807855764607
,,1739209740.059029,-31.141103565318943
,,1739209740.0590386,-24.438645034577675
,,1739209740.0590482,-26.03565346325281
,,1739209740.0590577,-33.981070128970906
,,1739209740.0590675,-45.120503652039325
,,1739209740.059077,-38.13080360867914
,,1739209740.0590866,-38.13080360867914
,,1739209740.059096,-45.120503652039325
,,1739209740.059106,-38.13080360867914
,,1739209740.0591154,-33.981070128970906
,,1739209740.059125,-28.992665084841946
,,1739209740.0591345,-9.372091701405443
,,1739209740.0591445,-15.275230518601363
,,1739209740.0591538,-26.03565346325281
,,1739209740.059163,-31.141103565318915
,,1739209740.0591729,-45.120503652039325
,,1739209740.0591824,-26.0356534632528
,,1739209740.0591922,-25.25278630937684
,,1739209740.0592017,-45.120503652039325
,,1739209740.0592113,-32.816014438256545
,,1739209740.0592208,-38.13080360867914
,,1739209740.0592306,-45.120503652039325
,,1739209740.05924,-45.120503652039325
,,1739209740.0592496,-45.120503652039325
,,1739209740.0592592,-32.816014438256545
,,1739209740.0592687,-29.438486411369333
,,1739209740.0592785,-45.120503652039325
,,1739209740.059288,-38.13080360867914
,,1739209740.0592976,-32.816014438256545
,,1739209740.059307,-33.981070128970906
,,1739209740.0593169,-38.13080360867914
,,1739209740.0593264,-45.120503652039325
,,1739209740.059336,-45.120503652039325
,,1739209740.0593455,-35.57807855764607
,,1739209740.0593553,-45.120503652039325
,,1739209740.0593648,-25.25278630937684
,,1739209740.0593743,-32.816014438256545
,,1739209740.059384,-24.746238672633048
,,1739209740.0593934,-45.120503652039325
,,1739209740.0594032,-45.120503652039325
,,1739209740.0594127,-11.125497038893188
,,1739209740.0594225,-24.151403521958727
,,1739209740.0594318,-45.120503652039325
,,1739209740.0594416,-35.57807855764607
,,1739209740.059451,-33.981070128970906
,,1739209740.0594606,-28.992665084841946
,,1739209740.0594702,-35.57807855764607
,,1739209740.0594797,-35.57807855764607
,,1739209740.0594895,-35.57807855764607
,,1739209740.059499,-28.992665084841946
,,1739209740.0595086,-35.57807855764607
