CAN Message, 0x1bb:0000ad654245af3a,Timestamp,Amplitude
,,1739209850.5204132,-45.120503652039325
,,1739209850.5204167,-38.13080360867914
,,1739209850.5204203,-32.816014438256545
,,1739209850.520424,-45.120503652039325
,,1739209850.5204272,-33.981070128970906
,,1739209850.5204308,-33.981070128970906
,,1739209850.5204344,-45.120503652039325
,,1739209850.520438,-45.120503652039325
,,1739209850.5204415,-38.13080360867914
,,1739209850.5204449,-35.57807855764607
,,1739209850.5204484,-33.981070128970906
,,1739209850.520452,-45.120503652039325
,,1739209850.5204556,-45.120503652039325
,,1739209850.5204592,-38.13080360867914
,,1739209850.5204628,-45.120503652039325
,,1739209850.520466,-38.13080360867914
,,1739209850.5204697,-38.13080360867914
,,1739209850.5204732,-45.120503652039325
,,1739209850.5204768,-38.13080360867914
,,1739209850.5204804,-45.120503652039325
,,1739209850.5204835,-45.120503652039325
,,1739209850.5204873,-31.141103565318915
,,1739209850.520491,-38.13080360867914
,,1739209850.5204945,-45.120503652039325
,,1739209850.520498,-45.120503652039325
,,1739209850.5205014,-45.120503652039325
,,1739209850.520505,-38.13080360867914
,,1739209850.5205083,-38.13080360867914
,,1739209850.520512,-38.13080360867914
,,1739209850.5205157,-31.141103565318915
,,1739209850.520519,-45.120503652039325
,,1739209850.5205226,-33.981070128970906
,,1739209850.5205262,-38.13080360867914
,,1739209850.5205295,-38.13080360867914
,,1739209850.520533,-38.13080360867914
,,1739209850.520537,-45.120503652039325
,,1739209850.5205402,-38.13080360867914
,,1739209850.5205438,-33.981070128970906
,,1739209850.5205474,-33.981070128970906
,,1739209850.520551,-45.120503652039325
,,1739209850.5205543,-38.13080360867914
,,1739209850.520558,-33.981070128970906
,,1739209850.5205617,-35.57807855764607
,,1739209850.520565,-38.13080360867914
,,1739209850.5205686,-45.120503652039325
,,1739209850.5205722,-45.120503652039325
,,1739209850.5205755,-45.120503652039325
,,1739209850.520579,-45.120503652039325
,,1739209850.520583,-38.13080360867914
,,1739209850.5205865,-45.120503652039325
,,1739209850.5205898,-8.978916556947539
,,1739209850.5205932,-25.82631439489636
,,1739209850.5205967,-31.141103565318915
,,1739209850.5206003,-45.120503652039325
,,1739209850.520604,-38.13080360867914
,,1739209850.5206077,-38.13080360867914
,,1739209850.5206108,-38.13080360867914
,,1739209850.5206144,-38.13080360867914
,,1739209850.520618,-38.13080360867914
,,1739209850.5206215,-45.120503652039325
