CAN Message, 0x98:00000dd3817d9d31,Timestamp,Amplitude
,,1739209799.818347,-38.13080360867914
,,1739209799.8183508,-35.57807855764607
,,1739209799.8183544,-45.120503652039325
,,1739209799.8183582,-38.13080360867914
,,1739209799.818362,-38.13080360867914
,,1739209799.8183656,-38.13080360867914
,,1739209799.8183694,-38.13080360867914
,,1739209799.8183732,-38.13080360867914
,,1739209799.8183768,-38.13080360867914
,,1739209799.8183806,-33.981070128970906
,,1739209799.8183842,-45.120503652039325
,,1739209799.818388,-45.120503652039325
,,1739209799.8183918,-30.49652367304973
,,1739209799.8183954,-33.981070128970906
,,1739209799.8183992,-45.120503652039325
,,1739209799.818403,-45.120503652039325
,,1739209799.8184066,-35.57807855764607
,,1739209799.8184104,-33.981070128970906
,,1739209799.818414,-45.120503652039325
,,1739209799.8184178,-38.13080360867914
,,1739209799.8184216,-33.981070128970906
,,1739209799.8184252,-31.14110356531892
,,1739209799.818429,-24.151403521958727
,,1739209799.8184326,-33.981070128970906
,,1739209799.8184364,-38.13080360867914
,,1739209799.8184402,-38.13080360867914
,,1739209799.8184438,-32.816014438256545
,,1739209799.8184476,-35.57807855764607
,,1739209799.8184514,-35.57807855764607
,,1739209799.818455,-35.57807855764607
,,1739209799.8184588,-38.13080360867914
,,1739209799.8184624,-38.13080360867914
,,1739209799.8184662,-38.13080360867914
,,1739209799.81847,-45.120503652039325
,,1739209799.8184736,-33.981070128970906
,,1739209799.8184774,-38.13080360867914
,,1739209799.8184812,-35.57807855764607
,,1739209799.8184848,-33.981070128970906
,,1739209799.8184886,-33.981070128970906
,,1739209799.8184922,-33.981070128970906
,,1739209799.818496,-38.13080360867914
,,1739209799.8184998,-33.981070128970906
,,1739209799.8185034,-31.141103565318915
,,1739209799.8185072,-35.57807855764607
,,1739209799.8185108,-45.120503652039325
,,1739209799.8185146,-31.141103565318915
,,1739209799.8185184,-26.99137008561072
,,1739209799.818522,-45.120503652039325
,,1739209799.8185258,-31.141103565318893
,,1739209799.8185296,-33.98107012897096
,,1739209799.8185332,-15.459086324648968
,,1739209799.818537,-12.86482651764458
,,1739209799.8185406,-33.98107012897096
,,1739209799.8185444,-25.82631439489636
,,1739209799.8185482,-33.981070128970906
,,1739209799.8185518,-38.13080360867914
,,1739209799.8185556,-38.13080360867914
,,1739209799.8185594,-38.13080360867914
,,1739209799.818563,-35.57807855764607
,,1739209799.8185668,-38.13080360867914
,,1739209799.8185704,-45.120503652039325
,,1739209799.8185742,-28.218542851754165
,,1739209799.818578,-31.141103565318915
,,1739209799.8185816,-45.120503652039325
,,1739209799.8185854,-45.120503652039325
,,1739209799.818589,-45.120503652039325
,,1739209799.8185928,-38.13080360867914
,,1739209799.8185966,-38.13080360867914
,,1739209799.8186002,-33.981070128970906
,,1739209799.818604,-28.218542851754165
,,1739209799.8186078,-33.981070128970906
,,1739209799.8186114,-38.13080360867914
,,1739209799.8186152,-38.13080360867914
,,1739209799.8186188,-33.981070128970906
,,1739209799.8186226,-45.120503652039325
,,1739209799.8186264,-45.120503652039325
,,1739209799.81863,-35.57807855764607
,,1739209799.8186338,-38.13080360867914
,,1739209799.8186376,-38.13080360867914
,,1739209799.8186412,-25.82631439489636
,,1739209799.818645,-31.141103565318915
,,1739209799.8186486,-31.141103565318915
,,1739209799.8186524,-38.13080360867914
,,1739209799.8186562,-38.13080360867914
,,1739209799.8186598,-38.13080360867914
,,1739209799.8186636,-33.981070128970906
,,1739209799.8186672,-33.981070128970906
,,1739209799.818671,-32.816014438256545
,,1739209799.8186748,-45.120503652039325
,,1739209799.8186784,-24.589719217205094
,,1739209799.8186822,-27.267205301931607
,,1739209799.818686,-38.13080360867914
,,1739209799.8186896,-45.120503652039325
,,1739209799.8186934,-38.13080360867914
,,1739209799.818697,-38.13080360867914
,,1739209799.8187008,-45.120503652039325
,,1739209799.8187046,-29.438486411369333
,,1739209799.8187082,-30.49652367304976
,,1739209799.818712,-14.502210579092305
,,1739209799.8187158,-10.256198863494951
,,1739209799.8187194,-31.141103565318943
,,1739209799.8187232,-29.438486411369333
,,1739209799.8187268,-38.13080360867914
,,1739209799.8187306,-45.120503652039325
,,1739209799.8187344,-38.13080360867914
,,1739209799.818738,-45.120503652039325
,,1739209799.8187418,-32.81601443825658
,,1739209799.8187454,-45.120503652039325
,,1739209799.8187492,-38.13080360867914
,,1739209799.818753,-45.120503652039325
,,1739209799.8187566,-45.120503652039325
,,1739209799.8187604,-38.13080360867914
,,1739209799.8187642,-38.13080360867914
,,1739209799.8187678,-38.13080360867914
,,1739209799.8187716,-28.992665084841946
,,1739209799.8187752,-35.57807855764607
,,1739209799.818779,-38.13080360867914
,,1739209799.8187828,-33.981070128970906
,,1739209799.8187864,-21.598678470925663
,,1739209799.8187902,-31.141103565318893
,,1739209799.818794,-38.13080360867914
,,1739209799.8187976,-45.120503652039325
,,1739209799.8188014,-21.67658091518819
,,1739209799.818805,-29.438486411369333
,,1739209799.8188088,-45.120503652039325
,,1739209799.8188126,-31.141103565318915
,,1739209799.8188162,-35.57807855764607
,,1739209799.81882,-14.608978427565477
,,1739209799.8188236,-16.81461696518784
,,1739209799.8188274,-31.141103565318915
,,1739209799.8188312,-31.141103565318893
,,1739209799.8188348,-38.13080360867914
,,1739209799.8188386,-45.120503652039325
,,1739209799.8188424,-45.120503652039325
,,1739209799.818846,-25.82631439489636
,,1739209799.8188498,-45.120503652039325
,,1739209799.8188534,-38.13080360867914
,,1739209799.8188572,-38.13080360867914
,,1739209799.818861,-26.487275050834715
,,1739209799.8188646,-32.816014438256545
,,1739209799.8188684,-45.120503652039325
,,1739209799.8188722,-45.120503652039325
,,1739209799.8188758,-45.120503652039325
,,1739209799.8188796,-38.13080360867914
,,1739209799.8188832,-38.13080360867914
,,1739209799.818887,-38.13080360867914
,,1739209799.8188908,-31.141103565318893
,,1739209799.8188944,-29.438486411369333
,,1739209799.8188982,-45.120503652039325
,,1739209799.8189018,-38.13080360867914
,,1739209799.8189056,-38.13080360867914
,,1739209799.8189094,-33.981070128970906
,,1739209799.818913,-38.13080360867914
,,1739209799.8189168,-38.13080360867914
,,1739209799.8189206,-38.13080360867914
,,1739209799.8189242,-35.57807855764607
,,1739209799.818928,-38.13080360867914
,,1739209799.8189316,-38.13080360867914
,,1739209799.8189354,-45.120503652039325
,,1739209799.8189392,-45.120503652039325
,,1739209799.8189428,-38.13080360867914
,,1739209799.8189466,-11.28055575762196
,,1739209799.8189504,-24.29264994887477
,,1739209799.818954,-45.120503652039325
,,1739209799.8189578,-38.13080360867914
,,1739209799.8189614,-38.13080360867914
,,1739209799.8189652,-38.13080360867914
,,1739209799.818969,-32.81601443825658
,,1739209799.8189726,-33.981070128970906
,,1739209799.8189764,-45.120503652039325
,,1739209799.8189802,-20.88804491267121
,,1739209799.8189838,-23.50682362968953
,,1739209799.8189876,-45.120503652039325
,,1739209799.8189912,-35.57807855764607
,,1739209799.818995,-38.13080360867914
,,1739209799.8189988,-32.816014438256545
,,1739209799.8190024,-38.13080360867914
,,1739209799.8190062,-38.13080360867914
,,1739209799.8190098,-45.120503652039325
,,1739209799.8190136,-33.981070128970906
,,1739209799.8190174,-17.788531000973595
