CAN Message, 0x1a7:000092a663ab734b,Timestamp,Amplitude
,,1739209771.616546,-38.13080360867914
,,1739209771.6165483,-38.13080360867914
,,1739209771.6165504,-45.120503652039325
,,1739209771.6165528,-38.13080360867914
,,1739209771.6165552,-38.13080360867914
,,1739209771.6165574,-45.120503652039325
,,1739209771.6165595,-32.816014438256545
,,1739209771.616562,-38.13080360867914
,,1739209771.6165645,-38.13080360867914
,,1739209771.616567,-38.13080360867914
,,1739209771.616569,-33.981070128970906
,,1739209771.6165714,-38.13080360867914
,,1739209771.6165736,-45.120503652039325
,,1739209771.616576,-38.13080360867914
,,1739209771.6165783,-38.13080360867914
,,1739209771.6165805,-38.13080360867914
,,1739209771.6165829,-38.13080360867914
,,1739209771.6165853,-45.120503652039325
,,1739209771.6165874,-45.120503652039325
,,1739209771.6165898,-45.120503652039325
,,1739209771.6165922,-45.120503652039325
,,1739209771.6165943,-38.13080360867914
,,1739209771.6165967,-38.13080360867914
,,1739209771.616599,-45.120503652039325
,,1739209771.6166017,-45.120503652039325
,,1739209771.6166036,-35.57807855764607
,,1739209771.616606,-32.816014438256545
,,1739209771.6166084,-45.120503652039325
,,1739209771.6166103,-45.120503652039325
,,1739209771.616613,-45.120503652039325
,,1739209771.6166153,-27.267205301931607
,,1739209771.6166174,-38.13080360867914
,,1739209771.6166198,-45.120503652039325
,,1739209771.6166222,-32.816014438256545
,,1739209771.6166244,-33.981070128970906
,,1739209771.6166267,-38.13080360867914
,,1739209771.6166291,-38.13080360867914
,,1739209771.6166315,-38.13080360867914
,,1739209771.6166337,-35.57807855764607
,,1739209771.616636,-45.120503652039325
,,1739209771.6166384,-38.13080360867914
,,1739209771.6166406,-45.120503652039325
,,1739209771.616643,-45.120503652039325
,,1739209771.616645,-45.120503652039325
,,1739209771.6166475,-45.120503652039325
,,1739209771.61665,-35.57807855764607
,,1739209771.6166525,-35.57807855764607
,,1739209771.6166544,-45.120503652039325
,,1739209771.6166568,-35.57807855764607
,,1739209771.6166592,-33.98107012897096
,,1739209771.6166613,-13.570181364129592
,,1739209771.6166637,-45.120503652039325
,,1739209771.616666,-45.120503652039325
,,1739209771.6166685,-38.13080360867914
,,1739209771.6166706,-25.82631439489636
,,1739209771.616673,-31.141103565318915
,,1739209771.6166754,-35.57807855764607
,,1739209771.6166775,-45.120503652039325
,,1739209771.61668,-33.981070128970906
,,1739209771.6166823,-38.13080360867914
,,1739209771.6166844,-45.120503652039325
,,1739209771.6166868,-38.13080360867914
,,1739209771.6166892,-33.981070128970906
,,1739209771.6166914,-33.981070128970906
,,1739209771.6166935,-45.120503652039325
,,1739209771.616696,-38.13080360867914
,,1739209771.6166985,-33.981070128970906
,,1739209771.6167006,-38.13080360867914
,,1739209771.616703,-45.120503652039325
,,1739209771.6167054,-38.13080360867914
,,1739209771.6167076,-35.57807855764607
,,1739209771.61671,-38.13080360867914
,,1739209771.6167123,-45.120503652039325
,,1739209771.6167145,-23.273589343863303
,,1739209771.6167169,-19.00327057196587
,,1739209771.6167192,-45.120503652039325
,,1739209771.6167214,-33.981070128970906
,,1739209771.6167238,-25.62660358559016
,,1739209771.6167262,-16.171807084586764
,,1739209771.6167283,-9.494006929920126
,,1739209771.6167307,-30.49652367304973
,,1739209771.616733,-32.816014438256545
,,1739209771.6167357,-38.13080360867914
,,1739209771.6167376,-31.141103565318915
,,1739209771.61674,-33.981070128970906
,,1739209771.6167424,-45.120503652039325
,,1739209771.6167445,-38.13080360867914
,,1739209771.616747,-32.816014438256545
,,1739209771.6167493,-45.120503652039325
,,1739209771.6167514,-45.120503652039325
,,1739209771.6167538,-38.13080360867914
,,1739209771.6167562,-35.57807855764607
,,1739209771.6167583,-38.13080360867914
,,1739209771.6167607,-38.13080360867914
,,1739209771.616763,-38.13080360867914
,,1739209771.6167655,-38.13080360867914
,,1739209771.6167676,-38.13080360867914
,,1739209771.61677,-38.13080360867914
,,1739209771.6167724,-33.981070128970906
,,1739209771.6167746,-32.816014438256545
,,1739209771.616777,-45.120503652039325
,,1739209771.616779,-38.13080360867914
,,1739209771.6167817,-25.62660358559016
,,1739209771.616784,-22.17584139042336
,,1739209771.6167862,-38.13080360867914
,,1739209771.6167884,-45.120503652039325
,,1739209771.6167908,-26.991370085610736
,,1739209771.6167932,-16.28388930050312
,,1739209771.6167953,-16.171807084586764
,,1739209771.6167977,-28.21854285175415
,,1739209771.6168,-45.120503652039325
,,1739209771.6168025,-38.13080360867914
,,1739209771.6168046,-38.13080360867914
,,1739209771.616807,-45.120503652039325
,,1739209771.6168094,-45.120503652039325
,,1739209771.6168115,-38.13080360867914
,,1739209771.616814,-45.120503652039325
,,1739209771.6168163,-45.120503652039325
,,1739209771.6168184,-38.13080360867914
,,1739209771.6168208,-27.267205301931607
,,1739209771.6168232,-45.120503652039325
,,1739209771.616825,-45.120503652039325
,,1739209771.6168275,-38.13080360867914
,,1739209771.61683,-45.120503652039325
,,1739209771.6168325,-33.981070128970906
,,1739209771.6168346,-32.816014438256545
,,1739209771.616837,-29.438486411369347
,,1739209771.6168394,-18.087589870852675
,,1739209771.6168416,-38.13080360867914
,,1739209771.616844,-38.13080360867914
,,1739209771.6168463,-45.120503652039325
,,1739209771.6168485,-45.120503652039325
,,1739209771.6168509,-45.120503652039325
,,1739209771.6168532,-32.816014438256545
,,1739209771.6168554,-35.57807855764607
,,1739209771.6168578,-38.13080360867914
,,1739209771.6168602,-45.120503652039325
