CAN Message, 0x1b8:0300ec7bc23dfa41,Timestamp,Amplitude
,,1739209839.9382813,-38.13080360867914
,,1739209839.9382873,-45.120503652039325
,,1739209839.938293,-38.13080360867914
,,1739209839.938299,-32.816014438256545
,,1739209839.938305,-45.120503652039325
,,1739209839.9383109,-35.57807855764607
,,1739209839.9383168,-45.120503652039325
,,1739209839.9383223,-35.57807855764607
,,1739209839.9383285,-38.13080360867914
,,1739209839.9383345,-33.981070128970906
,,1739209839.9383404,-38.13080360867914
,,1739209839.9383464,-38.13080360867914
,,1739209839.938352,-45.120503652039325
,,1739209839.938358,-45.120503652039325
,,1739209839.938364,-45.120503652039325
,,1739209839.93837,-31.141103565318943
,,1739209839.938376,-45.120503652039325
,,1739209839.9383817,-38.13080360867914
,,1739209839.9383876,-35.57807855764607
,,1739209839.9383936,-45.120503652039325
,,1739209839.9383996,-45.120503652039325
,,1739209839.9384055,-23.273589343863303
,,1739209839.9384112,-31.141103565318893
,,1739209839.9384172,-28.21854285175415
,,1739209839.9384232,-31.141103565318915
,,1739209839.938429,-45.120503652039325
,,1739209839.938435,-38.13080360867914
,,1739209839.9384408,-35.57807855764607
,,1739209839.9384468,-38.13080360867914
,,1739209839.9384527,-38.13080360867914
,,1739209839.9384587,-45.120503652039325
,,1739209839.9384646,-24.29264994887477
,,1739209839.9384704,-31.141103565318893
,,1739209839.9384763,-38.13080360867914
,,1739209839.9384823,-38.13080360867914
,,1739209839.9384882,-35.57807855764607
,,1739209839.9384942,-45.120503652039325
,,1739209839.9385,-45.120503652039325
,,1739209839.938506,-45.120503652039325
,,1739209839.9385118,-45.120503652039325
,,1739209839.9385178,-38.13080360867914
,,1739209839.9385238,-38.13080360867914
,,1739209839.9385295,-45.120503652039325
,,1739209839.9385357,-26.991370085610736
,,1739209839.9385414,-28.992665084841946
,,1739209839.9385474,-21.598678470925663
,,1739209839.938553,-45.120503652039325
,,1739209839.938559,-45.120503652039325
,,1739209839.938565,-45.120503652039325
,,1739209839.938571,-33.981070128970906
,,1739209839.938577,-13.83328080865502
,,1739209839.938583,-23.38864096791655
,,1739209839.9385886,-28.58837851428586
,,1739209839.9385946,-38.13080360867914
,,1739209839.9386003,-45.120503652039325
,,1739209839.9386065,-38.13080360867914
,,1739209839.9386125,-45.120503652039325
,,1739209839.9386182,-45.120503652039325
,,1739209839.938624,-26.99137008561072
,,1739209839.93863,-20.888044912671223
,,1739209839.938636,-20.888044912671223
,,1739209839.938642,-27.8777449560314
,,1739209839.9386475,-45.120503652039325
,,1739209839.9386537,-45.120503652039325
,,1739209839.9386597,-32.816014438256545
,,1739209839.9386656,-38.13080360867914
,,1739209839.9386716,-33.981070128970906
,,1739209839.9386773,-35.57807855764607
,,1739209839.9386833,-25.82631439489636
,,1739209839.9386892,-11.773955983206877
,,1739209839.9386952,-15.97707208084488
,,1739209839.9387012,-27.267205301931607
,,1739209839.9387069,-28.58837851428586
,,1739209839.9387128,-45.120503652039325
,,1739209839.9387188,-45.120503652039325
,,1739209839.9387248,-33.981070128970906
,,1739209839.9387307,-45.120503652039325
,,1739209839.9387364,-38.13080360867914
,,1739209839.9387424,-38.13080360867914
,,1739209839.9387484,-35.57807855764607
,,1739209839.9387543,-33.981070128970906
,,1739209839.9387605,-45.120503652039325
,,1739209839.938766,-33.981070128970906
,,1739209839.938772,-45.120503652039325
,,1739209839.938778,-35.57807855764607
,,1739209839.938784,-38.13080360867914
,,1739209839.9387898,-45.120503652039325
,,1739209839.9387956,-33.981070128970906
,,1739209839.9388015,-24.589719217205094
,,1739209839.9388075,-45.120503652039325
,,1739209839.9388134,-45.120503652039325
,,1739209839.9388194,-38.13080360867914
,,1739209839.9388251,-29.438486411369347
,,1739209839.938831,-32.81601443825658
,,1739209839.938837,-45.120503652039325
,,1739209839.938843,-30.49652367304973
,,1739209839.938849,-28.992665084841946
,,1739209839.9388547,-38.13080360867914
,,1739209839.938861,-30.49652367304973
,,1739209839.9388666,-30.49652367304973
,,1739209839.9388726,-31.141103565318915
,,1739209839.9388783,-33.981070128970906
,,1739209839.9388845,-45.120503652039325
,,1739209839.9388902,-45.120503652039325
,,1739209839.9388962,-38.13080360867914
,,1739209839.938902,-38.13080360867914
,,1739209839.938908,-45.120503652039325
,,1739209839.9389138,-38.13080360867914
,,1739209839.9389198,-31.141103565318915
,,1739209839.9389255,-33.981070128970906
,,1739209839.9389317,-45.120503652039325
,,1739209839.9389377,-45.120503652039325
,,1739209839.9389434,-38.13080360867914
,,1739209839.938949,-38.13080360867914
,,1739209839.9389553,-38.13080360867914
,,1739209839.9389613,-38.13080360867914
,,1739209839.9389672,-26.487275050834725
,,1739209839.938973,-38.13080360867914
,,1739209839.938979,-45.120503652039325
,,1739209839.9389849,-35.57807855764607
,,1739209839.9389908,-45.120503652039325
,,1739209839.9389968,-45.120503652039325
,,1739209839.9390025,-38.13080360867914
,,1739209839.9390085,-38.13080360867914
,,1739209839.9390144,-45.120503652039325
,,1739209839.9390204,-45.120503652039325
,,1739209839.9390264,-31.141103565318915
,,1739209839.939032,-12.413715290592226
,,1739209839.939038,-25.826314394896357
,,1739209839.939044,-31.141103565318915
,,1739209839.93905,-31.141103565318915
,,1739209839.939056,-33.98107012897096
,,1739209839.9390616,-28.58837851428589
,,1739209839.9390676,-38.13080360867914
,,1739209839.9390736,-38.13080360867914
,,1739209839.9390795,-45.120503652039325
,,1739209839.9390855,-28.992665084841946
,,1739209839.9390912,-31.141103565318915
,,1739209839.9390972,-38.13080360867914
,,1739209839.9391031,-38.13080360867914
,,1739209839.939109,-32.816014438256545
,,1739209839.939115,-31.141103565318915
,,1739209839.9391208,-45.120503652039325
,,1739209839.9391267,-45.120503652039325
,,1739209839.9391327,-32.816014438256545
,,1739209839.939139,-45.120503652039325
,,1739209839.9391446,-13.743798279671744
,,1739209839.9391503,-24.151403521958727
,,1739209839.9391563,-31.141103565318915
,,1739209839.9391625,-38.13080360867914
,,1739209839.9391682,-38.13080360867914
,,1739209839.9391742,-32.816014438256545
,,1739209839.93918,-38.13080360867914
,,1739209839.939186,-35.57807855764607
,,1739209839.9391918,-33.981070128970906
,,1739209839.9391978,-32.816014438256545
,,1739209839.9392035,-35.57807855764607
,,1739209839.9392097,-38.13080360867914
,,1739209839.9392154,-33.981070128970906
,,1739209839.9392214,-45.120503652039325
,,1739209839.939227,-38.13080360867914
