CAN Message, 0x77:61eaff40e9e67af8,Timestamp,Amplitude
,,1739209849.5988736,-45.120503652039325
,,1739209849.598881,-38.13080360867914
,,1739209849.5988884,-38.13080360867914
,,1739209849.5988958,-35.57807855764607
,,1739209849.5989032,-45.120503652039325
,,1739209849.5989106,-45.120503652039325
,,1739209849.598918,-38.13080360867914
,,1739209849.5989254,-38.13080360867914
,,1739209849.5989327,-38.13080360867914
,,1739209849.59894,-45.120503652039325
,,1739209849.5989475,-38.13080360867914
,,1739209849.598955,-45.120503652039325
,,1739209849.5989623,-38.13080360867914
,,1739209849.5989697,-45.120503652039325
,,1739209849.598977,-38.13080360867914
,,1739209849.5989845,-38.13080360867914
,,1739209849.598992,-38.13080360867914
,,1739209849.5989993,-38.13080360867914
,,1739209849.599007,-38.13080360867914
,,1739209849.599014,-32.816014438256545
,,1739209849.5990214,-38.13080360867914
,,1739209849.5990288,-35.57807855764607
,,1739209849.5990362,-30.49652367304973
,,1739209849.5990434,-38.13080360867914
,,1739209849.5990508,-45.120503652039325
,,1739209849.5990582,-38.13080360867914
,,1739209849.5990655,-38.13080360867914
,,1739209849.599073,-45.120503652039325
,,1739209849.5990803,-45.120503652039325
,,1739209849.5990877,-45.120503652039325
,,1739209849.599095,-38.13080360867914
,,1739209849.5991025,-45.120503652039325
,,1739209849.59911,-38.13080360867914
,,1739209849.5991173,-38.13080360867914
,,1739209849.599125,-38.13080360867914
,,1739209849.599132,-33.981070128970906
,,1739209849.5991397,-45.120503652039325
,,1739209849.5991468,-45.120503652039325
,,1739209849.5991542,-45.120503652039325
,,1739209849.5991616,-31.141103565318893
,,1739209849.599169,-38.13080360867914
,,1739209849.5991764,-38.13080360867914
,,1739209849.5991838,-35.57807855764607
,,1739209849.5991912,-28.992665084841946
,,1739209849.5991986,-29.438486411369333
,,1739209849.599206,-38.13080360867914
,,1739209849.5992134,-38.13080360867914
,,1739209849.5992208,-32.816014438256545
,,1739209849.599228,-38.13080360867914
,,1739209849.5992355,-26.487275050834715
,,1739209849.599243,-17.75653862927286
,,1739209849.5992503,-14.863349813025888
,,1739209849.5992577,-29.438486411369347
,,1739209849.599265,-38.13080360867914
,,1739209849.5992725,-38.13080360867914
,,1739209849.59928,-27.267205301931607
,,1739209849.5992873,-45.120503652039325
,,1739209849.599295,-35.57807855764607
,,1739209849.599302,-38.13080360867914
,,1739209849.5993092,-45.120503652039325
,,1739209849.5993166,-45.120503652039325
,,1739209849.599324,-45.120503652039325
,,1739209849.5993314,-45.120503652039325
,,1739209849.5993388,-45.120503652039325
,,1739209849.5993462,-45.120503652039325
,,1739209849.5993536,-38.13080360867914
,,1739209849.599361,-33.981070128970906
,,1739209849.5993683,-38.13080360867914
