CAN Message, 0x39:08a3db456c62342a,Timestamp,Amplitude
,,1739209820.4065337,-45.120503652039325
,,1739209820.406536,-35.57807855764607
,,1739209820.4065382,-33.981070128970906
,,1739209820.4065406,-38.13080360867914
,,1739209820.406543,-45.120503652039325
,,1739209820.4065454,-38.13080360867914
,,1739209820.406548,-28.992665084841946
,,1739209820.4065504,-45.120503652039325
,,1739209820.4065528,-45.120503652039325
,,1739209820.4065552,-45.120503652039325
,,1739209820.4065576,-38.13080360867914
,,1739209820.40656,-45.120503652039325
,,1739209820.4065623,-38.13080360867914
,,1739209820.4065647,-38.13080360867914
,,1739209820.406567,-35.57807855764607
,,1739209820.4065695,-45.120503652039325
,,1739209820.406572,-45.120503652039325
,,1739209820.4065742,-45.120503652039325
,,1739209820.4065766,-45.120503652039325
,,1739209820.406579,-38.13080360867914
,,1739209820.4065814,-35.57807855764607
,,1739209820.4065838,-28.58837851428589
,,1739209820.4065862,-31.141103565318915
,,1739209820.4065888,-35.57807855764607
,,1739209820.4065912,-45.120503652039325
,,1739209820.4065936,-38.13080360867914
,,1739209820.406596,-33.981070128970906
,,1739209820.4065983,-45.120503652039325
,,1739209820.4066007,-45.120503652039325
,,1739209820.406603,-45.120503652039325
,,1739209820.4066055,-32.81601443825658
,,1739209820.406608,-38.13080360867914
,,1739209820.4066105,-45.120503652039325
,,1739209820.4066126,-38.13080360867914
,,1739209820.406615,-38.13080360867914
,,1739209820.4066174,-45.120503652039325
,,1739209820.4066198,-45.120503652039325
,,1739209820.4066222,-45.120503652039325
,,1739209820.4066246,-32.816014438256545
,,1739209820.406627,-38.13080360867914
,,1739209820.4066296,-45.120503652039325
,,1739209820.406632,-38.13080360867914
,,1739209820.4066343,-32.816014438256545
,,1739209820.4066367,-33.981070128970906
,,1739209820.406639,-32.816014438256545
,,1739209820.4066415,-32.81601443825658
,,1739209820.406644,-27.267205301931607
,,1739209820.4066465,-45.120503652039325
,,1739209820.4066486,-27.8777449560314
,,1739209820.406651,-20.51152522447382
,,1739209820.4066534,-14.593564232789614
,,1739209820.4066558,-26.0356534632528
,,1739209820.4066582,-45.120503652039325
,,1739209820.4066606,-38.13080360867914
,,1739209820.406663,-38.13080360867914
,,1739209820.406665,-38.13080360867914
,,1739209820.4066677,-38.13080360867914
,,1739209820.4066703,-33.981070128970906
,,1739209820.4066727,-31.141103565318915
,,1739209820.406675,-38.13080360867914
,,1739209820.4066775,-38.13080360867914
,,1739209820.40668,-38.13080360867914
,,1739209820.4066825,-33.981070128970906
,,1739209820.4066846,-38.13080360867914
,,1739209820.406687,-45.120503652039325
,,1739209820.4066894,-38.13080360867914
,,1739209820.4066918,-38.13080360867914
,,1739209820.4066942,-32.81601443825658
,,1739209820.4066966,-38.13080360867914
,,1739209820.406699,-45.120503652039325
,,1739209820.406701,-38.13080360867914
,,1739209820.4067037,-45.120503652039325
,,1739209820.406706,-45.120503652039325
,,1739209820.4067085,-38.13080360867914
,,1739209820.406711,-31.141103565318915
,,1739209820.4067135,-33.981070128970906
,,1739209820.406716,-38.13080360867914
,,1739209820.4067185,-35.57807855764607
,,1739209820.4067206,-27.267205301931607
,,1739209820.406723,-28.992665084841946
,,1739209820.4067254,-45.120503652039325
,,1739209820.4067278,-38.13080360867914
,,1739209820.4067302,-31.141103565318915
,,1739209820.4067326,-33.981070128970906
,,1739209820.406735,-38.13080360867914
,,1739209820.406737,-45.120503652039325
,,1739209820.4067397,-31.141103565318915
,,1739209820.406742,-23.38864096791655
,,1739209820.4067445,-24.589719217205094
,,1739209820.4067469,-45.120503652039325
,,1739209820.4067492,-33.981070128970906
,,1739209820.406752,-31.141103565318915
,,1739209820.4067545,-45.120503652039325
,,1739209820.4067566,-45.120503652039325
,,1739209820.406759,-38.13080360867914
,,1739209820.4067614,-38.13080360867914
,,1739209820.4067638,-26.99137008561072
,,1739209820.4067662,-18.636903542229973
,,1739209820.4067686,-10.17200343523835
,,1739209820.406771,-25.077289914212862
,,1739209820.406773,-45.120503652039325
,,1739209820.4067757,-33.981070128970906
,,1739209820.406778,-33.981070128970906
,,1739209820.4067805,-27.267205301931607
,,1739209820.4067829,-45.120503652039325
,,1739209820.4067852,-45.120503652039325
,,1739209820.4067876,-38.13080360867914
,,1739209820.40679,-26.99137008561072
,,1739209820.4067926,-38.13080360867914
,,1739209820.406795,-38.13080360867914
,,1739209820.4067974,-45.120503652039325
,,1739209820.4067998,-38.13080360867914
,,1739209820.4068022,-35.57807855764607
,,1739209820.4068046,-38.13080360867914
,,1739209820.406807,-38.13080360867914
,,1739209820.406809,-29.438486411369333
,,1739209820.4068117,-38.13080360867914
,,1739209820.406814,-45.120503652039325
,,1739209820.4068165,-45.120503652039325
,,1739209820.4068189,-38.13080360867914
,,1739209820.4068213,-27.8777449560314
,,1739209820.4068236,-25.07728991421287
,,1739209820.406826,-26.991370085610768
,,1739209820.4068284,-27.8777449560314
,,1739209820.4068308,-31.141103565318915
,,1739209820.4068334,-27.877744956031417
,,1739209820.4068358,-13.89834486931102
,,1739209820.4068382,-13.120210986501588
,,1739209820.4068406,-28.218542851754165
,,1739209820.406843,-28.992665084841946
,,1739209820.406845,-45.120503652039325
,,1739209820.4068477,-38.13080360867914
,,1739209820.40685,-45.120503652039325
,,1739209820.4068525,-45.120503652039325
,,1739209820.4068549,-33.981070128970906
,,1739209820.4068573,-25.826314394896364
,,1739209820.4068596,-33.98107012897096
,,1739209820.406862,-45.120503652039325
,,1739209820.4068644,-45.120503652039325
,,1739209820.4068668,-45.120503652039325
,,1739209820.4068692,-45.120503652039325
,,1739209820.4068716,-45.120503652039325
,,1739209820.4068742,-32.816014438256545
,,1739209820.4068766,-38.13080360867914
,,1739209820.406879,-45.120503652039325
,,1739209820.406881,-38.13080360867914
,,1739209820.4068837,-45.120503652039325
,,1739209820.406886,-45.120503652039325
,,1739209820.4068885,-45.120503652039325
,,1739209820.4068909,-38.13080360867914
,,1739209820.4068933,-45.120503652039325
,,1739209820.4068956,-28.21854285175415
,,1739209820.406898,-29.438486411369333
,,1739209820.4069004,-38.13080360867914
,,1739209820.4069028,-45.120503652039325
,,1739209820.4069052,-20.001670042250552
,,1739209820.4069076,-26.487275050834715
,,1739209820.40691,-45.120503652039325
,,1739209820.4069123,-38.13080360867914
,,1739209820.406915,-29.438486411369333
,,1739209820.406917,-30.49652367304973
,,1739209820.4069197,-38.13080360867914
,,1739209820.406922,-38.13080360867914
,,1739209820.4069245,-31.141103565318893
,,1739209820.4069269,-38.13080360867914
,,1739209820.4069293,-45.120503652039325
,,1739209820.4069316,-35.57807855764607
,,1739209820.406934,-45.120503652039325
,,1739209820.4069364,-45.120503652039325
,,1739209820.4069388,-38.13080360867914
,,1739209820.4069412,-45.120503652039325
,,1739209820.4069436,-38.13080360867914
,,1739209820.406946,-28.58837851428586
,,1739209820.4069483,-45.120503652039325
,,1739209820.4069507,-45.120503652039325
,,1739209820.406953,-45.120503652039325
,,1739209820.4069557,-38.13080360867914
,,1739209820.406958,-28.21854285175415
