CAN Message, 0x1b8:00008100f188885b,Timestamp,Amplitude
,,1739209602.4261212,-45.120503652039325
,,1739209602.4261236,-35.57807855764607
,,1739209602.4261258,-35.57807855764607
,,1739209602.426128,-38.13080360867914
,,1739209602.42613,-38.13080360867914
,,1739209602.4261324,-38.13080360867914
,,1739209602.4261346,-35.57807855764607
,,1739209602.4261367,-38.13080360867914
,,1739209602.4261389,-33.981070128970906
,,1739209602.4261413,-45.120503652039325
,,1739209602.4261434,-45.120503652039325
,,1739209602.4261456,-38.13080360867914
,,1739209602.4261477,-38.13080360867914
,,1739209602.42615,-38.13080360867914
,,1739209602.4261522,-45.120503652039325
,,1739209602.4261544,-38.13080360867914
,,1739209602.4261563,-38.13080360867914
,,1739209602.426159,-38.13080360867914
,,1739209602.426161,-45.120503652039325
,,1739209602.4261632,-45.120503652039325
,,1739209602.426165,-38.13080360867914
,,1739209602.4261675,-38.13080360867914
,,1739209602.42617,-38.13080360867914
,,1739209602.426172,-45.120503652039325
,,1739209602.4261742,-35.57807855764607
,,1739209602.4261763,-45.120503652039325
,,1739209602.4261787,-30.49652367304973
,,1739209602.4261808,-38.13080360867914
,,1739209602.426183,-45.120503652039325
,,1739209602.4261851,-45.120503652039325
,,1739209602.4261873,-45.120503652039325
,,1739209602.4261897,-45.120503652039325
,,1739209602.4261918,-45.120503652039325
,,1739209602.426194,-38.13080360867914
,,1739209602.426196,-33.98107012897096
,,1739209602.4261985,-38.13080360867914
,,1739209602.4262006,-38.13080360867914
,,1739209602.4275184,-38.13080360867914
,,1739209602.4275222,-45.120503652039325
,,1739209602.427526,-38.13080360867914
,,1739209602.4275298,-38.13080360867914
,,1739209602.4275336,-45.120503652039325
,,1739209602.4275374,-45.120503652039325
,,1739209602.4275413,-31.141103565318915
,,1739209602.427545,-35.57807855764607
,,1739209602.427549,-33.98107012897096
,,1739209602.427553,-45.120503652039325
,,1739209602.4275568,-33.981070128970906
,,1739209602.4275606,-38.13080360867914
,,1739209602.4275644,-45.120503652039325
,,1739209602.4275682,-14.67118819054769
,,1739209602.427572,-26.991370085610736
,,1739209602.4275758,-31.14110356531892
,,1739209602.4275796,-33.981070128970906
,,1739209602.4275837,-38.13080360867914
,,1739209602.4275873,-33.981070128970906
,,1739209602.427591,-33.981070128970906
,,1739209602.427595,-38.13080360867914
,,1739209602.4275987,-38.13080360867914
,,1739209602.4276023,-30.49652367304973
,,1739209602.4276063,-26.99137008561072
,,1739209602.4276102,-45.120503652039325
,,1739209602.427614,-45.120503652039325
,,1739209602.4276178,-38.13080360867914
,,1739209602.4276216,-32.81601443825658
,,1739209602.4276257,-45.120503652039325
,,1739209602.4276297,-45.120503652039325
,,1739209602.4276333,-38.13080360867914
,,1739209602.427637,-33.981070128970906
,,1739209602.427641,-45.120503652039325
,,1739209602.4276447,-33.981070128970906
,,1739209602.4276483,-38.13080360867914
,,1739209602.4276524,-45.120503652039325
,,1739209602.4276562,-33.981070128970906
,,1739209602.42766,-28.58837851428589
,,1739209602.4276638,-38.13080360867914
,,1739209602.4276676,-33.981070128970906
,,1739209602.4276714,-35.57807855764607
,,1739209602.4276752,-38.13080360867914
,,1739209602.427679,-26.487275050834715
,,1739209602.4276829,-25.82631439489636
,,1739209602.4276867,-33.981070128970906
,,1739209602.4276905,-38.13080360867914
,,1739209602.4276943,-33.981070128970906
,,1739209602.427698,-33.981070128970906
,,1739209602.4277022,-38.13080360867914
,,1739209602.427706,-38.13080360867914
,,1739209602.4277098,-35.57807855764607
,,1739209602.4277136,-31.141103565318943
,,1739209602.4277174,-35.57807855764607
,,1739209602.4277213,-38.13080360867914
,,1739209602.427725,-45.120503652039325
,,1739209602.427729,-38.13080360867914
,,1739209602.4277327,-38.13080360867914
,,1739209602.4277363,-45.120503652039325
,,1739209602.4277403,-38.13080360867914
,,1739209602.4277442,-33.981070128970906
,,1739209602.427748,-45.120503652039325
,,1739209602.4277518,-8.292737188894952
,,1739209602.4277556,-19.13259858440814
,,1739209602.4277594,-23.506823629689546
,,1739209602.4277632,-38.13080360867914
,,1739209602.427767,-38.13080360867914
,,1739209602.4277709,-45.120503652039325
,,1739209602.427775,-38.13080360867914
,,1739209602.4277787,-45.120503652039325
,,1739209602.4277823,-38.13080360867914
,,1739209602.4277864,-38.13080360867914
,,1739209602.4277902,-28.58837851428586
,,1739209602.427794,-32.816014438256545
,,1739209602.4277978,-38.13080360867914
,,1739209602.4278016,-38.13080360867914
,,1739209602.4278054,-45.120503652039325
,,1739209602.4278092,-45.120503652039325
,,1739209602.427813,-33.981070128970906
,,1739209602.4278169,-45.120503652039325
,,1739209602.4278207,-23.75329798047522
,,1739209602.4278245,-30.49652367304973
,,1739209602.4278283,-45.120503652039325
,,1739209602.427832,-33.981070128970906
,,1739209602.427836,-45.120503652039325
,,1739209602.4278398,-38.13080360867914
,,1739209602.4278436,-27.267205301931607
,,1739209602.4278476,-35.57807855764607
,,1739209602.4278514,-38.13080360867914
,,1739209602.4278553,-38.13080360867914
,,1739209602.427859,-26.487275050834715
,,1739209602.427863,-14.457244398418911
,,1739209602.4278667,-29.438486411369333
,,1739209602.4278705,-32.816014438256545
,,1739209602.4278743,-45.120503652039325
,,1739209602.427878,-38.13080360867914
,,1739209602.427882,-45.120503652039325
,,1739209602.4278858,-45.120503652039325
,,1739209602.4278896,-35.57807855764607
,,1739209602.4278934,-45.120503652039325
,,1739209602.4278972,-29.438486411369333
,,1739209602.427901,-29.438486411369333
,,1739209602.4279048,-45.120503652039325
,,1739209602.427909,-32.816014438256545
,,1739209602.4279125,-38.13080360867914
,,1739209602.4279163,-33.981070128970906
,,1739209602.42792,-45.120503652039325
,,1739209602.4279242,-45.120503652039325
,,1739209602.427928,-31.141103565318893
,,1739209602.4279318,-25.826314394896357
,,1739209602.4279356,-21.598678470925663
,,1739209602.4279394,-38.13080360867914
,,1739209602.4279432,-45.120503652039325
,,1739209602.427947,-45.120503652039325
,,1739209602.4279509,-38.13080360867914
,,1739209602.427955,-35.57807855764607
,,1739209602.4279585,-45.120503652039325
,,1739209602.4279623,-45.120503652039325
,,1739209602.427966,-38.13080360867914
,,1739209602.42797,-33.981070128970906
,,1739209602.4279735,-38.13080360867914
,,1739209602.4279776,-27.267205301931607
,,1739209602.4279814,-45.120503652039325
,,1739209602.4279852,-45.120503652039325
,,1739209602.427989,-26.99137008561072
,,1739209602.4279928,-38.13080360867914
,,1739209602.4279969,-38.13080360867914
,,1739209602.4280007,-45.120503652039325
,,1739209602.4280045,-35.57807855764607
,,1739209602.4280083,-28.58837851428586
,,1739209602.428012,-38.13080360867914
,,1739209602.428016,-38.13080360867914
,,1739209602.4280198,-38.13080360867914
,,1739209602.4280236,-45.120503652039325
,,1739209602.4280274,-38.13080360867914
,,1739209602.4280312,-38.13080360867914
,,1739209602.428035,-31.141103565318915
,,1739209602.4280388,-33.981070128970906
,,1739209602.428043,-25.826314394896357
,,1739209602.4280465,-8.010027613368951
,,1739209602.4280505,-25.62660358559016
,,1739209602.428054,-32.816014438256545
,,1739209602.428058,-35.57807855764607
,,1739209602.4280615,-32.816014438256545
,,1739209602.4280655,-45.120503652039325
,,1739209602.4280696,-26.99137008561072
,,1739209602.4280734,-38.13080360867914
,,1739209602.4280772,-33.981070128970906
