CAN Message, 0x1a7:0000734b8f42d3a9,Timestamp,Amplitude
,,1739209685.0426545,-33.981070128970906
,,1739209685.0426602,-45.120503652039325
,,1739209685.042666,-45.120503652039325
,,1739209685.0426717,-45.120503652039325
,,1739209685.0426774,-45.120503652039325
,,1739209685.0426831,-45.120503652039325
,,1739209685.0426888,-45.120503652039325
,,1739209685.0426946,-38.13080360867914
,,1739209685.0427003,-45.120503652039325
,,1739209685.042706,-38.13080360867914
,,1739209685.0427115,-45.120503652039325
,,1739209685.0427177,-35.57807855764607
,,1739209685.0427232,-35.57807855764607
,,1739209685.042729,-45.120503652039325
,,1739209685.0427346,-45.120503652039325
,,1739209685.0427403,-38.13080360867914
,,1739209685.042746,-38.13080360867914
,,1739209685.0427518,-45.120503652039325
,,1739209685.0427575,-45.120503652039325
,,1739209685.0427632,-45.120503652039325
,,1739209685.042769,-33.981070128970906
,,1739209685.042775,-33.98107012897096
,,1739209685.0427802,-21.67658091518819
,,1739209685.042786,-38.13080360867914
,,1739209685.0427916,-45.120503652039325
,,1739209685.042797,-45.120503652039325
,,1739209685.042803,-45.120503652039325
,,1739209685.0428088,-45.120503652039325
,,1739209685.0428145,-45.120503652039325
,,1739209685.0428202,-38.13080360867914
,,1739209685.042826,-45.120503652039325
,,1739209685.0428317,-35.57807855764607
,,1739209685.0428374,-45.120503652039325
,,1739209685.042843,-45.120503652039325
,,1739209685.0428488,-45.120503652039325
,,1739209685.0428543,-38.13080360867914
,,1739209685.0428605,-24.589719217205094
,,1739209685.042866,-45.120503652039325
,,1739209685.0428717,-38.13080360867914
,,1739209685.0428774,-35.57807855764607
,,1739209685.0428832,-31.141103565318915
,,1739209685.0428889,-35.57807855764607
,,1739209685.0428946,-35.57807855764607
,,1739209685.0429003,-45.120503652039325
,,1739209685.042906,-38.13080360867914
,,1739209685.0429118,-45.120503652039325
,,1739209685.0429175,-45.120503652039325
,,1739209685.0429232,-45.120503652039325
,,1739209685.042929,-38.13080360867914
,,1739209685.042935,-33.981070128970906
,,1739209685.0429404,-18.192034459266992
,,1739209685.042946,-20.4518274484982
,,1739209685.0429518,-31.141103565318943
,,1739209685.0429575,-33.981070128970906
,,1739209685.0429633,-38.13080360867914
,,1739209685.042969,-45.120503652039325
,,1739209685.0429747,-45.120503652039325
,,1739209685.0429804,-38.13080360867914
,,1739209685.0429862,-45.120503652039325
,,1739209685.042992,-38.13080360867914
,,1739209685.0429976,-27.267205301931607
,,1739209685.043003,-33.981070128970906
,,1739209685.043009,-35.57807855764607
,,1739209685.0430148,-38.13080360867914
,,1739209685.0430205,-35.57807855764607
,,1739209685.0430262,-38.13080360867914
,,1739209685.043032,-38.13080360867914
,,1739209685.0430377,-35.57807855764607
,,1739209685.0430434,-25.82631439489636
,,1739209685.043049,-38.13080360867914
,,1739209685.0430548,-38.13080360867914
,,1739209685.0430603,-38.13080360867914
,,1739209685.0430665,-30.49652367304973
,,1739209685.043072,-33.981070128970906
,,1739209685.0430777,-32.816014438256545
,,1739209685.0430834,-33.981070128970906
,,1739209685.0430892,-38.13080360867914
,,1739209685.0430949,-38.13080360867914
,,1739209685.0431006,-38.13080360867914
,,1739209685.0431063,-31.141103565318915
,,1739209685.043112,-33.981070128970906
