CAN Message, 0x1bb:0000d6526b6a80c6,Timestamp,Amplitude
,,1739209810.5816865,-45.120503652039325
,,1739209810.581687,-38.13080360867914
,,1739209810.5816877,-45.120503652039325
,,1739209810.5816884,-45.120503652039325
,,1739209810.5816891,-38.13080360867914
,,1739209810.5816898,-38.13080360867914
,,1739209810.5816903,-45.120503652039325
,,1739209810.5816913,-45.120503652039325
,,1739209810.581692,-32.816014438256545
,,1739209810.5816927,-38.13080360867914
,,1739209810.5816934,-45.120503652039325
,,1739209810.581694,-38.13080360867914
,,1739209810.5816946,-38.13080360867914
,,1739209810.5816953,-45.120503652039325
,,1739209810.581696,-35.57807855764607
,,1739209810.5816967,-35.57807855764607
,,1739209810.5816977,-38.13080360867914
,,1739209810.5816982,-45.120503652039325
,,1739209810.581699,-32.816014438256545
,,1739209810.5816996,-38.13080360867914
,,1739209810.5817003,-38.13080360867914
,,1739209810.581701,-45.120503652039325
,,1739209810.5817018,-38.13080360867914
,,1739209810.5817025,-38.13080360867914
,,1739209810.5817032,-38.13080360867914
,,1739209810.581704,-38.13080360867914
,,1739209810.5817046,-38.13080360867914
,,1739209810.581705,-38.13080360867914
,,1739209810.581706,-45.120503652039325
,,1739209810.5817068,-31.141103565318915
,,1739209810.5817077,-33.981070128970906
,,1739209810.5817082,-33.981070128970906
,,1739209810.581709,-45.120503652039325
,,1739209810.5817096,-38.13080360867914
,,1739209810.5817103,-38.13080360867914
,,1739209810.581711,-38.13080360867914
,,1739209810.5817118,-45.120503652039325
,,1739209810.5817125,-45.120503652039325
,,1739209810.5817132,-35.57807855764607
,,1739209810.581714,-33.981070128970906
,,1739209810.5817146,-45.120503652039325
,,1739209810.581715,-38.13080360867914
,,1739209810.581716,-32.816014438256545
,,1739209810.5817168,-38.13080360867914
,,1739209810.5817175,-38.13080360867914
,,1739209810.5817182,-38.13080360867914
,,1739209810.581719,-32.816014438256545
,,1739209810.5817196,-35.57807855764607
,,1739209810.5817204,-35.57807855764607
,,1739209810.581721,-24.438645034577675
,,1739209810.5817218,-17.661951700302005
,,1739209810.5817225,-38.13080360867914
,,1739209810.5817232,-38.13080360867914
,,1739209810.581724,-45.120503652039325
,,1739209810.5817246,-45.120503652039325
,,1739209810.5817254,-45.120503652039325
,,1739209810.581726,-45.120503652039325
,,1739209810.5817268,-45.120503652039325
,,1739209810.5817275,-38.13080360867914
,,1739209810.5817282,-45.120503652039325
,,1739209810.581729,-45.120503652039325
,,1739209810.5817297,-45.120503652039325
,,1739209810.5817304,-38.13080360867914
,,1739209810.581731,-38.13080360867914
,,1739209810.5817318,-32.816014438256545
,,1739209810.5817325,-45.120503652039325
,,1739209810.5817332,-45.120503652039325
,,1739209810.581734,-45.120503652039325
,,1739209810.581735,-25.826314394896357
,,1739209810.5817354,-27.8777449560314
,,1739209810.581736,-45.120503652039325
,,1739209810.5817368,-45.120503652039325
,,1739209810.5817375,-32.816014438256545
,,1739209810.5817382,-26.991370085610747
,,1739209810.581739,-31.14110356531892
,,1739209810.5817397,-33.981070128970906
,,1739209810.5817404,-45.120503652039325
,,1739209810.581741,-32.816014438256545
,,1739209810.5817418,-20.001670042250552
,,1739209810.5817423,-19.45023999044868
,,1739209810.5817432,-26.487275050834715
,,1739209810.581744,-45.120503652039325
,,1739209810.581745,-38.13080360867914
,,1739209810.5817454,-30.49652367304973
,,1739209810.581746,-31.141103565318943
,,1739209810.5817468,-28.992665084841967
,,1739209810.5817475,-31.141103565318893
,,1739209810.5817482,-45.120503652039325
,,1739209810.581749,-45.120503652039325
,,1739209810.5817497,-31.141103565318915
,,1739209810.5817504,-45.120503652039325
,,1739209810.581751,-45.120503652039325
,,1739209810.5817518,-38.13080360867914
,,1739209810.5817523,-45.120503652039325
,,1739209810.5817533,-45.120503652039325
,,1739209810.581754,-45.120503652039325
,,1739209810.5817547,-45.120503652039325
,,1739209810.5817554,-33.981070128970906
,,1739209810.581756,-32.816014438256545
,,1739209810.5817568,-45.120503652039325
,,1739209810.5817575,-45.120503652039325
,,1739209810.5817585,-38.13080360867914
,,1739209810.581759,-24.74623867263306
,,1739209810.5817597,-38.13080360867914
,,1739209810.5817604,-33.981070128970906
,,1739209810.5817611,-45.120503652039325
,,1739209810.5817618,-31.141103565318915
,,1739209810.5817626,-12.441749458850316
,,1739209810.5817633,-22.448786368009163
,,1739209810.581764,-45.120503652039325
,,1739209810.5817647,-38.13080360867914
,,1739209810.5817654,-38.13080360867914
,,1739209810.581766,-45.120503652039325
,,1739209810.5817666,-32.81601443825658
,,1739209810.581767,-35.57807855764607
,,1739209810.581768,-33.981070128970906
,,1739209810.5817688,-45.120503652039325
,,1739209810.5817697,-26.03565346325281
,,1739209810.5817702,-38.13080360867914
,,1739209810.581771,-45.120503652039325
,,1739209810.5817716,-45.120503652039325
,,1739209810.5817723,-45.120503652039325
,,1739209810.581773,-45.120503652039325
,,1739209810.5817738,-38.13080360867914
,,1739209810.5817745,-45.120503652039325
,,1739209810.5817752,-26.991370085610736
,,1739209810.581776,-11.345619818277966
,,1739209810.5817766,-14.608978427565477
,,1739209810.581777,-25.826314394896357
,,1739209810.581778,-38.13080360867914
,,1739209810.5817788,-35.57807855764607
,,1739209810.5817797,-45.120503652039325
,,1739209810.5817802,-45.120503652039325
,,1739209810.581781,-45.120503652039325
,,1739209810.5817816,-45.120503652039325
,,1739209810.5817823,-33.981070128970906
,,1739209810.581783,-45.120503652039325
,,1739209810.5817838,-31.14110356531892
,,1739209810.5817845,-45.120503652039325
,,1739209810.5817852,-45.120503652039325
,,1739209810.581786,-38.13080360867914
,,1739209810.5817866,-38.13080360867914
,,1739209810.581787,-38.13080360867914
,,1739209810.581788,-45.120503652039325
,,1739209810.5817888,-45.120503652039325
,,1739209810.5817895,-27.87774495603141
,,1739209810.5817902,-45.120503652039325
,,1739209810.581791,-38.13080360867914
,,1739209810.5817916,-45.120503652039325
,,1739209810.5817924,-35.57807855764607
,,1739209810.581793,-25.25278630937684
,,1739209810.5817938,-35.57807855764607
,,1739209810.5817945,-45.120503652039325
,,1739209810.5817952,-31.141103565318915
,,1739209810.581796,-31.141103565318915
,,1739209810.5817966,-28.218542851754165
,,1739209810.5817974,-35.57807855764607
,,1739209810.581798,-31.141103565318915
,,1739209810.5817988,-31.141103565318915
,,1739209810.5817995,-45.120503652039325
,,1739209810.5818002,-45.120503652039325
,,1739209810.581801,-45.120503652039325
,,1739209810.5818017,-33.981070128970906
,,1739209810.5818024,-38.13080360867914
,,1739209810.581803,-38.13080360867914
,,1739209810.5818038,-31.14110356531892
,,1739209810.5818045,-29.438486411369357
,,1739209810.5818052,-35.57807855764607
,,1739209810.581806,-45.120503652039325
,,1739209810.581807,-38.13080360867914
,,1739209810.5818074,-38.13080360867914
,,1739209810.581808,-38.13080360867914
,,1739209810.5818088,-32.816014438256545
,,1739209810.5818095,-32.81601443825658
,,1739209810.5818102,-23.75329798047522
,,1739209810.581811,-30.49652367304973
,,1739209810.5818117,-45.120503652039325
,,1739209810.5818124,-38.13080360867914
,,1739209810.581813,-38.13080360867914
,,1739209810.5818138,-35.57807855764607
,,1739209810.5818143,-45.120503652039325
,,1739209810.5818152,-33.981070128970906
,,1739209810.581816,-23.506823629689546
,,1739209810.581817,-25.82631439489636
,,1739209810.5818174,-9.18210704122658
,,1739209810.581818,-32.81601443825658
,,1739209810.5818188,-33.981070128970906
,,1739209810.5818195,-38.13080360867914
,,1739209810.5818202,-20.277505258571438
,,1739209810.581821,-19.69224938244749
,,1739209810.5818217,-30.49652367304973
,,1739209810.5818224,-33.981070128970906
,,1739209810.581823,-45.120503652039325
,,1739209810.5818238,-33.981070128970906
,,1739209810.5818243,-38.13080360867914
,,1739209810.5818253,-45.120503652039325
,,1739209810.581826,-45.120503652039325
,,1739209810.5818267,-45.120503652039325
,,1739209810.5818274,-32.816014438256545
,,1739209810.581828,-35.57807855764607
,,1739209810.5818288,-45.120503652039325
,,1739209810.5818295,-38.13080360867914
,,1739209810.5818305,-27.267205301931607
,,1739209810.581831,-10.67225165694181
,,1739209810.5818317,-21.021172418726344
,,1739209810.5818324,-31.141103565318915
,,1739209810.5818331,-28.58837851428586
,,1739209810.5818338,-25.62660358559016
,,1739209810.5818346,-20.88804491267121
,,1739209810.5818353,-45.120503652039325
,,1739209810.581836,-32.816014438256545
,,1739209810.5818367,-33.981070128970906
,,1739209810.5818374,-45.120503652039325
,,1739209810.581838,-38.13080360867914
,,1739209810.5818388,-45.120503652039325
,,1739209810.5818396,-38.13080360867914
,,1739209810.58184,-25.82631439489636
,,1739209810.5818408,-14.53244878528022
,,1739209810.5818417,-12.854504599965717
,,1739209810.5818422,-27.267205301931607
,,1739209810.581843,-38.13080360867914
,,1739209810.5818436,-38.13080360867914
,,1739209810.5818443,-31.141103565318943
,,1739209810.581845,-45.120503652039325
,,1739209810.5818458,-38.13080360867914
,,1739209810.5818465,-45.120503652039325
