CAN Message, 0x62:00cd2b39dad0bb3c,Timestamp,Amplitude
,,1739209910.7370362,-38.13080360867914
,,1739209910.7370455,-33.981070128970906
,,1739209910.7370546,-38.13080360867914
,,1739209910.7370636,-38.13080360867914
,,1739209910.7370727,-38.13080360867914
,,1739209910.7370818,-38.13080360867914
,,1739209910.7370908,-45.120503652039325
,,1739209910.7371,-45.120503652039325
,,1739209910.7371092,-45.120503652039325
,,1739209910.7371182,-45.120503652039325
,,1739209910.7371273,-45.120503652039325
,,1739209910.7371364,-38.13080360867914
,,1739209910.7371454,-38.13080360867914
,,1739209910.7371545,-45.120503652039325
,,1739209910.7371638,-45.120503652039325
,,1739209910.7371728,-45.120503652039325
,,1739209910.737182,-38.13080360867914
,,1739209910.737191,-38.13080360867914
,,1739209910.7372,-45.120503652039325
,,1739209910.737209,-45.120503652039325
,,1739209910.737218,-35.57807855764607
,,1739209910.7372274,-38.13080360867914
,,1739209910.7372365,-38.13080360867914
,,1739209910.7372456,-38.13080360867914
,,1739209910.7372546,-45.120503652039325
,,1739209910.7372637,-38.13080360867914
,,1739209910.7372727,-35.57807855764607
,,1739209910.7372818,-45.120503652039325
,,1739209910.737291,-38.13080360867914
,,1739209910.7373002,-38.13080360867914
,,1739209910.7373092,-45.120503652039325
,,1739209910.7373185,-38.13080360867914
,,1739209910.737327,-35.57807855764607
,,1739209910.7373364,-32.816014438256545
,,1739209910.7373457,-28.992665084841946
,,1739209910.7373548,-31.141103565318943
,,1739209910.7373638,-31.141103565318943
,,1739209910.7373729,-27.87774495603141
,,1739209910.737382,-23.50682362968953
,,1739209910.737391,-29.438486411369333
,,1739209910.7374,-45.120503652039325
,,1739209910.7374094,-32.816014438256545
,,1739209910.7374184,-38.13080360867914
,,1739209910.7374277,-38.13080360867914
,,1739209910.7374363,-35.57807855764607
,,1739209910.7374456,-45.120503652039325
,,1739209910.737455,-27.267205301931607
,,1739209910.737464,-23.16150712794695
,,1739209910.737473,-32.81601443825658
,,1739209910.737482,-25.25278630937684
,,1739209910.7374911,-19.49757500747454
,,1739209910.7375002,-28.992665084841946
,,1739209910.7375093,-45.120503652039325
,,1739209910.7375183,-31.141103565318893
,,1739209910.7375276,-45.120503652039325
,,1739209910.737537,-38.13080360867914
,,1739209910.7375455,-45.120503652039325
,,1739209910.7375548,-38.13080360867914
,,1739209910.7375638,-45.120503652039325
,,1739209910.737573,-25.826314394896364
,,1739209910.737582,-22.17584139042336
,,1739209910.7375913,-30.49652367304973
,,1739209910.7376003,-23.50682362968953
,,1739209910.7376094,-35.57807855764607
,,1739209910.7376184,-45.120503652039325
,,1739209910.7376275,-38.13080360867914
,,1739209910.7376366,-45.120503652039325
,,1739209910.737646,-45.120503652039325
,,1739209910.737655,-45.120503652039325
,,1739209910.737664,-45.120503652039325
,,1739209910.737673,-38.13080360867914
,,1739209910.737682,-28.992665084841967
,,1739209910.7376912,-29.438486411369357
,,1739209910.7377002,-27.267205301931607
,,1739209910.7377095,-26.487275050834725
,,1739209910.7377186,-21.522148828640407
,,1739209910.7377276,-32.816014438256545
,,1739209910.7377367,-35.57807855764607
,,1739209910.7377458,-38.13080360867914
,,1739209910.7377548,-38.13080360867914
,,1739209910.737764,-35.57807855764607
,,1739209910.7377732,-38.13080360867914
,,1739209910.7377822,-45.120503652039325
,,1739209910.7377913,-26.99137008561072
,,1739209910.7378004,-26.991370085610757
,,1739209910.7378094,-38.13080360867914
,,1739209910.7378185,-24.74623867263306
,,1739209910.7378278,-21.021172418726344
,,1739209910.7378368,-28.21854285175415
,,1739209910.737846,-32.816014438256545
,,1739209910.737855,-38.13080360867914
,,1739209910.737864,-38.13080360867914
,,1739209910.737873,-35.57807855764607
,,1739209910.737882,-38.13080360867914
,,1739209910.7378914,-45.120503652039325
,,1739209910.7379005,-38.13080360867914
,,1739209910.7379096,-22.84163660590255
,,1739209910.7379186,-25.826314394896364
,,1739209910.7379277,-38.13080360867914
,,1739209910.7379367,-45.120503652039325
,,1739209910.737946,-38.13080360867914
,,1739209910.737955,-32.816014438256545
,,1739209910.7379642,-45.120503652039325
,,1739209910.7379732,-45.120503652039325
,,1739209910.7379825,-32.816014438256545
,,1739209910.737991,-38.13080360867914
,,1739209910.7380004,-45.120503652039325
,,1739209910.7380097,-45.120503652039325
,,1739209910.7380188,-27.877744956031417
,,1739209910.7380278,-25.62660358559016
,,1739209910.7380369,-25.826314394896357
,,1739209910.738046,-21.522148828640407
,,1739209910.738055,-24.15140352195873
,,1739209910.7380643,-33.981070128970906
,,1739209910.738073,-38.13080360867914
,,1739209910.7380824,-35.57807855764607
,,1739209910.7380917,-38.13080360867914
,,1739209910.7381003,-35.57807855764607
,,1739209910.7381096,-45.120503652039325
,,1739209910.7381186,-45.120503652039325
,,1739209910.738128,-27.267205301931607
,,1739209910.738137,-23.16150712794695
,,1739209910.738146,-28.58837851428589
,,1739209910.7381551,-26.487275050834725
,,1739209910.7381642,-23.75329798047522
,,1739209910.7381732,-38.13080360867914
,,1739209910.7381823,-33.981070128970906
,,1739209910.7381916,-33.981070128970906
,,1739209910.738201,-45.120503652039325
,,1739209910.7382095,-45.120503652039325
,,1739209910.7382188,-28.58837851428586
,,1739209910.7382278,-33.981070128970906
,,1739209910.738237,-35.57807855764607
,,1739209910.7382462,-26.487275050834725
,,1739209910.7382553,-22.84163660590255
,,1739209910.7382643,-33.981070128970906
,,1739209910.7382734,-33.98107012897096
,,1739209910.7382824,-38.13080360867914
,,1739209910.7382915,-38.13080360867914
,,1739209910.7383006,-45.120503652039325
,,1739209910.73831,-38.13080360867914
,,1739209910.738319,-38.13080360867914
,,1739209910.738328,-45.120503652039325
,,1739209910.738337,-45.120503652039325
,,1739209910.738346,-38.13080360867914
