CAN Message, 0x1bb:000052ac26544f1f,Timestamp,Amplitude
,,1739209755.6739967,-45.120503652039325
,,1739209755.6739998,-45.120503652039325
,,1739209755.674003,-45.120503652039325
,,1739209755.674006,-45.120503652039325
,,1739209755.6740088,-38.13080360867914
,,1739209755.674012,-45.120503652039325
,,1739209755.674015,-45.120503652039325
,,1739209755.674018,-45.120503652039325
,,1739209755.674021,-38.13080360867914
,,1739209755.674024,-32.816014438256545
,,1739209755.6740272,-33.981070128970906
,,1739209755.67403,-45.120503652039325
,,1739209755.6740332,-38.13080360867914
,,1739209755.6740365,-38.13080360867914
,,1739209755.6740391,-45.120503652039325
,,1739209755.6740422,-45.120503652039325
,,1739209755.674045,-45.120503652039325
,,1739209755.6740484,-35.57807855764607
,,1739209755.6740513,-35.57807855764607
,,1739209755.6740544,-38.13080360867914
,,1739209755.6740634,-33.981070128970906
,,1739209755.6740725,-22.26493056196156
,,1739209755.6740816,-30.49652367304973
,,1739209755.6740906,-45.120503652039325
,,1739209755.6740997,-38.13080360867914
,,1739209755.6741087,-45.120503652039325
,,1739209755.6741178,-33.981070128970906
,,1739209755.6741269,-45.120503652039325
,,1739209755.674136,-45.120503652039325
,,1739209755.674145,-32.816014438256545
,,1739209755.674154,-38.13080360867914
,,1739209755.674163,-45.120503652039325
,,1739209755.6741722,-38.13080360867914
,,1739209755.6741817,-28.992665084841946
,,1739209755.6741903,-33.981070128970906
,,1739209755.6741996,-45.120503652039325
,,1739209755.6742086,-45.120503652039325
,,1739209755.6742177,-35.57807855764607
,,1739209755.6742268,-38.13080360867914
,,1739209755.6742358,-45.120503652039325
,,1739209755.6742449,-45.120503652039325
,,1739209755.674254,-35.57807855764607
,,1739209755.674263,-38.13080360867914
,,1739209755.674272,-38.13080360867914
,,1739209755.6742811,-29.438486411369347
,,1739209755.6742902,-23.16150712794695
,,1739209755.6742992,-35.57807855764607
,,1739209755.6743083,-45.120503652039325
,,1739209755.6743174,-31.141103565318893
,,1739209755.6743264,-25.25278630937684
,,1739209755.6743357,-19.45023999044868
,,1739209755.6743443,-32.816014438256545
,,1739209755.6743536,-45.120503652039325
,,1739209755.674363,-24.746238672633048
,,1739209755.6743715,-32.816014438256545
,,1739209755.6743808,-33.981070128970906
,,1739209755.6743898,-38.13080360867914
,,1739209755.674399,-38.13080360867914
,,1739209755.674408,-38.13080360867914
,,1739209755.674417,-38.13080360867914
,,1739209755.674426,-38.13080360867914
,,1739209755.6744354,-27.8777449560314
,,1739209755.6744444,-38.13080360867914
,,1739209755.6744535,-45.120503652039325
,,1739209755.6744626,-38.13080360867914
,,1739209755.6744716,-31.141103565318893
,,1739209755.674481,-35.57807855764607
,,1739209755.6744895,-45.120503652039325
,,1739209755.6744988,-35.57807855764607
,,1739209755.674508,-38.13080360867914
,,1739209755.674517,-45.120503652039325
,,1739209755.674526,-35.57807855764607
,,1739209755.674535,-38.13080360867914
,,1739209755.674544,-45.120503652039325
,,1739209755.6745532,-45.120503652039325
,,1739209755.6745622,-45.120503652039325
,,1739209755.6745713,-33.981070128970906
,,1739209755.6745803,-29.438486411369357
,,1739209755.6745894,-13.743798279671744
,,1739209755.6745985,-17.389956718396665
,,1739209755.6746075,-28.58837851428586
,,1739209755.6746166,-45.120503652039325
,,1739209755.6746256,-32.816014438256545
,,1739209755.6746347,-45.120503652039325
,,1739209755.6746438,-38.13080360867914
,,1739209755.6746528,-45.120503652039325
,,1739209755.674662,-45.120503652039325
,,1739209755.674671,-38.13080360867914
,,1739209755.67468,-27.267205301931607
,,1739209755.6746893,-45.120503652039325
,,1739209755.6746984,-45.120503652039325
,,1739209755.6747074,-38.13080360867914
,,1739209755.6747165,-38.13080360867914
,,1739209755.6747255,-45.120503652039325
,,1739209755.6747346,-38.13080360867914
,,1739209755.6747437,-38.13080360867914
,,1739209755.6747527,-22.44878636800916
,,1739209755.6747618,-12.303353951766336
,,1739209755.6747708,-10.735080164178186
,,1739209755.67478,-23.50682362968953
,,1739209755.674789,-45.120503652039325
,,1739209755.674798,-45.120503652039325
,,1739209755.674807,-31.141103565318943
,,1739209755.674816,-45.120503652039325
,,1739209755.6748252,-45.120503652039325
,,1739209755.6748345,-45.120503652039325
,,1739209755.6748433,-45.120503652039325
,,1739209755.6748524,-30.49652367304973
,,1739209755.6748614,-38.13080360867914
,,1739209755.6748705,-45.120503652039325
,,1739209755.6748796,-33.981070128970906
,,1739209755.6748886,-45.120503652039325
,,1739209755.6748977,-45.120503652039325
,,1739209755.6749067,-38.13080360867914
,,1739209755.6749158,-38.13080360867914
,,1739209755.6749249,-38.13080360867914
,,1739209755.674934,-45.120503652039325
,,1739209755.6749432,-31.141103565318893
,,1739209755.6749525,-22.54371790334745
,,1739209755.674961,-38.13080360867914
,,1739209755.6749704,-45.120503652039325
,,1739209755.6749794,-28.21854285175415
,,1739209755.6749885,-31.141103565318915
,,1739209755.6749976,-45.120503652039325
,,1739209755.6750066,-45.120503652039325
,,1739209755.6750157,-38.13080360867914
,,1739209755.6750247,-25.62660358559016
,,1739209755.6750338,-32.81601443825658
,,1739209755.6750429,-38.13080360867914
,,1739209755.675052,-38.13080360867914
,,1739209755.675061,-31.14110356531892
,,1739209755.67507,-38.13080360867914
,,1739209755.675079,-38.13080360867914
,,1739209755.6750882,-38.13080360867914
,,1739209755.6750972,-32.816014438256545
,,1739209755.6751063,-45.120503652039325
,,1739209755.675115,-38.13080360867914
,,1739209755.6751244,-38.13080360867914
,,1739209755.6751337,-33.981070128970906
,,1739209755.6751423,-38.13080360867914
,,1739209755.6751516,-45.120503652039325
,,1739209755.6751606,-45.120503652039325
,,1739209755.6751697,-38.13080360867914
,,1739209755.6751788,-35.57807855764607
,,1739209755.675188,-38.13080360867914
,,1739209755.6751971,-22.84163660590255
,,1739209755.6752062,-25.826314394896357
,,1739209755.6752152,-38.13080360867914
,,1739209755.6752243,-33.981070128970906
,,1739209755.6752334,-38.13080360867914
,,1739209755.6752424,-25.62660358559016
,,1739209755.6752515,-31.141103565318915
,,1739209755.6752603,-45.120503652039325
,,1739209755.6752696,-45.120503652039325
,,1739209755.675279,-28.992665084841946
,,1739209755.6752875,-9.3674703178153
,,1739209755.6752968,-22.74004262075133
,,1739209755.6753058,-28.21854285175415
,,1739209755.675315,-28.58837851428589
,,1739209755.675324,-22.54371790334745
,,1739209755.675333,-19.403415333952413
,,1739209755.675342,-45.120503652039325
,,1739209755.6753511,-28.992665084841946
,,1739209755.6753602,-33.981070128970906
,,1739209755.6753693,-33.981070128970906
,,1739209755.6753783,-45.120503652039325
,,1739209755.6753874,-30.49652367304973
,,1739209755.6753964,-33.981070128970906
,,1739209755.6754055,-45.120503652039325
,,1739209755.6754146,-33.981070128970906
,,1739209755.6754236,-38.13080360867914
,,1739209755.6754327,-38.13080360867914
,,1739209755.675442,-38.13080360867914
,,1739209755.675451,-30.49652367304973
,,1739209755.67546,-14.113352786308475
,,1739209755.6754692,-18.19203445926699
,,1739209755.6754782,-27.87774495603141
,,1739209755.6754873,-33.981070128970906
,,1739209755.6754963,-33.981070128970906
,,1739209755.6755054,-23.506823629689546
,,1739209755.6755145,-45.120503652039325
,,1739209755.6755235,-38.13080360867914
,,1739209755.6755326,-33.981070128970906
,,1739209755.6755416,-32.816014438256545
,,1739209755.6755507,-38.13080360867914
,,1739209755.6755598,-45.120503652039325
,,1739209755.6755688,-38.13080360867914
,,1739209755.675578,-22.54371790334745
,,1739209755.675587,-16.738311432963037
,,1739209755.675596,-10.194296431607372
,,1739209755.675605,-28.58837851428586
,,1739209755.675614,-33.981070128970906
,,1739209755.6756232,-45.120503652039325
,,1739209755.6756322,-45.120503652039325
,,1739209755.6756413,-45.120503652039325
,,1739209755.6756504,-38.13080360867914
,,1739209755.6756594,-38.13080360867914
,,1739209755.6756685,-38.13080360867914
,,1739209755.6756775,-38.13080360867914
,,1739209755.6756868,-45.120503652039325
,,1739209755.675696,-45.120503652039325
,,1739209755.675705,-45.120503652039325
,,1739209755.675714,-38.13080360867914
,,1739209755.675723,-23.38864096791655
,,1739209755.675732,-45.120503652039325
,,1739209755.6757412,-38.13080360867914
,,1739209755.6757505,-45.120503652039325
,,1739209755.6757593,-27.267205301931607
,,1739209755.6757684,-11.84691430817599
,,1739209755.6757774,-33.981070128970906
,,1739209755.6757865,-38.13080360867914
,,1739209755.6757956,-38.13080360867914
,,1739209755.6758046,-35.57807855764607
,,1739209755.6758137,-35.57807855764607
,,1739209755.6758227,-38.13080360867914
,,1739209755.6758318,-23.75329798047522
,,1739209755.6758409,-29.438486411369333
,,1739209755.67585,-45.120503652039325
,,1739209755.675859,-45.120503652039325
,,1739209755.675868,-33.981070128970906
,,1739209755.675877,-45.120503652039325
,,1739209755.6758862,-35.57807855764607
,,1739209755.6758952,-32.816014438256545
,,1739209755.6759045,-28.58837851428586
,,1739209755.675913,-38.13080360867914
,,1739209755.6759224,-35.57807855764607
,,1739209755.6759317,-35.57807855764607
,,1739209755.6759408,-27.8777449560314
,,1739209755.6759498,-38.13080360867914
,,1739209755.6759589,-45.120503652039325
,,1739209755.675968,-45.120503652039325
,,1739209755.675977,-32.816014438256545
,,1739209755.675986,-28.58837851428586
,,1739209755.675995,-38.13080360867914
,,1739209755.6760042,-45.120503652039325
,,1739209755.6760132,-25.62660358559016
,,1739209755.6760223,-21.021172418726344
,,1739209755.6760314,-15.18614134706317
,,1739209755.6760404,-31.141103565318915
,,1739209755.6760497,-33.98107012897096
,,1739209755.6760583,-38.13080360867914
,,1739209755.6760676,-38.13080360867914
,,1739209755.676077,-38.13080360867914
