CAN Message, 0x1bb:000031496b999104,Timestamp,Amplitude
,,1739209594.878651,-45.120503652039325
,,1739209594.8786545,-38.13080360867914
,,1739209594.878658,-35.57807855764607
,,1739209594.8786616,-45.120503652039325
,,1739209594.8786652,-45.120503652039325
,,1739209594.8786688,-45.120503652039325
,,1739209594.8786724,-45.120503652039325
,,1739209594.8786757,-38.13080360867914
,,1739209594.8786793,-35.57807855764607
,,1739209594.8786829,-38.13080360867914
,,1739209594.8786864,-45.120503652039325
,,1739209594.87869,-38.13080360867914
,,1739209594.8786936,-38.13080360867914
,,1739209594.8786972,-45.120503652039325
,,1739209594.8787007,-45.120503652039325
,,1739209594.8787043,-33.981070128970906
,,1739209594.8787076,-29.438486411369333
,,1739209594.8787112,-35.57807855764607
,,1739209594.8787148,-38.13080360867914
,,1739209594.8787184,-38.13080360867914
,,1739209594.878722,-35.57807855764607
,,1739209594.8787255,-38.13080360867914
,,1739209594.878729,-45.120503652039325
,,1739209594.8787327,-38.13080360867914
,,1739209594.8787365,-38.13080360867914
,,1739209594.8787396,-38.13080360867914
,,1739209594.8787432,-35.57807855764607
,,1739209594.8787467,-38.13080360867914
,,1739209594.8787503,-45.120503652039325
,,1739209594.878754,-38.13080360867914
,,1739209594.8787577,-38.13080360867914
,,1739209594.878761,-38.13080360867914
,,1739209594.8787646,-26.99137008561072
,,1739209594.8787682,-28.992665084841946
,,1739209594.8787715,-45.120503652039325
,,1739209594.8787751,-38.13080360867914
,,1739209594.8787787,-35.57807855764607
,,1739209594.8787825,-35.57807855764607
,,1739209594.8787858,-45.120503652039325
,,1739209594.8787894,-45.120503652039325
,,1739209594.878793,-38.13080360867914
,,1739209594.8787966,-38.13080360867914
,,1739209594.8788,-38.13080360867914
,,1739209594.8788035,-45.120503652039325
,,1739209594.878807,-45.120503652039325
,,1739209594.8788106,-45.120503652039325
,,1739209594.8788142,-38.13080360867914
,,1739209594.8788178,-38.13080360867914
,,1739209594.8788214,-35.57807855764607
,,1739209594.878825,-23.38864096791655
,,1739209594.8788283,-18.19203445926699
,,1739209594.878832,-8.987372037484695
,,1739209594.8788354,-26.99137008561072
,,1739209594.878839,-45.120503652039325
,,1739209594.8788426,-45.120503652039325
,,1739209594.8788462,-38.13080360867914
,,1739209594.8788495,-45.120503652039325
,,1739209594.878853,-38.13080360867914
,,1739209594.878857,-38.13080360867914
,,1739209594.8788605,-38.13080360867914
,,1739209594.8788638,-38.13080360867914
,,1739209594.8788674,-33.981070128970906
,,1739209594.878871,-45.120503652039325
,,1739209594.8788743,-38.13080360867914
,,1739209594.878878,-35.57807855764607
,,1739209594.8788817,-45.120503652039325
,,1739209594.8788853,-45.120503652039325
,,1739209594.8788888,-38.13080360867914
,,1739209594.8788924,-45.120503652039325
,,1739209594.8788958,-38.13080360867914
,,1739209594.878899,-38.13080360867914
,,1739209594.878903,-45.120503652039325
,,1739209594.8789065,-45.120503652039325
,,1739209594.87891,-45.120503652039325
,,1739209594.8789136,-22.54371790334745
,,1739209594.8789172,-20.822980852015213
,,1739209594.8789208,-38.13080360867914
,,1739209594.8789244,-45.120503652039325
,,1739209594.8789277,-25.25278630937684
,,1739209594.8789313,-17.661951700302005
,,1739209594.8789349,-13.898344869311025
,,1739209594.8789384,-26.487275050834715
,,1739209594.878942,-45.120503652039325
,,1739209594.8789456,-38.13080360867914
,,1739209594.8789492,-38.13080360867914
,,1739209594.8789527,-32.816014438256545
,,1739209594.8789563,-32.816014438256545
,,1739209594.8789597,-33.981070128970906
,,1739209594.8789632,-38.13080360867914
,,1739209594.8789668,-45.120503652039325
,,1739209594.8789704,-45.120503652039325
,,1739209594.878974,-33.981070128970906
,,1739209594.8789775,-35.57807855764607
,,1739209594.878981,-26.991370085610747
,,1739209594.8789847,-45.120503652039325
,,1739209594.878988,-38.13080360867914
,,1739209594.8789916,-38.13080360867914
,,1739209594.8789952,-32.81601443825658
,,1739209594.8789988,-38.13080360867914
,,1739209594.8790023,-38.13080360867914
,,1739209594.879006,-45.120503652039325
,,1739209594.8790095,-38.13080360867914
,,1739209594.879013,-30.49652367304973
,,1739209594.8790166,-21.598678470925677
,,1739209594.87902,-25.82631439489636
,,1739209594.8790236,-23.506823629689546
,,1739209594.8790271,-32.816014438256545
,,1739209594.8790307,-24.589719217205094
,,1739209594.8790345,-10.863531518413383
,,1739209594.879038,-14.593564232789614
,,1739209594.8790414,-23.506823629689546
,,1739209594.879045,-32.816014438256545
,,1739209594.8790486,-38.13080360867914
,,1739209594.879052,-23.506823629689546
,,1739209594.8790555,-28.992665084841946
,,1739209594.879059,-45.120503652039325
,,1739209594.879063,-38.13080360867914
,,1739209594.8790662,-38.13080360867914
,,1739209594.8790698,-23.273589343863318
,,1739209594.8790734,-33.981070128970906
,,1739209594.879077,-38.13080360867914
,,1739209594.8790803,-45.120503652039325
,,1739209594.879084,-45.120503652039325
,,1739209594.8790874,-38.13080360867914
,,1739209594.879091,-45.120503652039325
,,1739209594.8790946,-28.992665084841946
,,1739209594.8790982,-33.981070128970906
,,1739209594.8791018,-38.13080360867914
,,1739209594.879105,-33.981070128970906
,,1739209594.879109,-38.13080360867914
,,1739209594.8791125,-45.120503652039325
,,1739209594.8791158,-38.13080360867914
,,1739209594.8791194,-38.13080360867914
,,1739209594.879123,-31.141103565318893
,,1739209594.8791263,-30.49652367304973
,,1739209594.87913,-38.13080360867914
,,1739209594.8791337,-35.57807855764607
,,1739209594.8791373,-45.120503652039325
,,1739209594.8791409,-33.981070128970906
,,1739209594.8791444,-38.13080360867914
,,1739209594.8791478,-45.120503652039325
,,1739209594.879151,-38.13080360867914
,,1739209594.879155,-33.981070128970906
,,1739209594.8791585,-38.13080360867914
,,1739209594.879162,-35.57807855764607
,,1739209594.8791656,-45.120503652039325
,,1739209594.8791692,-45.120503652039325
,,1739209594.8791728,-33.981070128970906
,,1739209594.879176,-35.57807855764607
,,1739209594.8791797,-38.13080360867914
,,1739209594.8791833,-45.120503652039325
,,1739209594.8791869,-22.54371790334745
,,1739209594.8791904,-27.267205301931607
,,1739209594.879194,-38.13080360867914
,,1739209594.8791976,-26.991370085610768
,,1739209594.8792012,-27.267205301931607
,,1739209594.8792048,-15.047294122811843
,,1739209594.879208,-16.398940924556367
,,1739209594.8792117,-28.992665084841946
,,1739209594.8792152,-38.13080360867914
,,1739209594.8792188,-38.13080360867914
,,1739209594.8792224,-45.120503652039325
,,1739209594.879226,-45.120503652039325
,,1739209594.8792295,-38.13080360867914
,,1739209594.8792331,-38.13080360867914
,,1739209594.8792367,-38.13080360867914
,,1739209594.87924,-38.13080360867914
,,1739209594.8792436,-38.13080360867914
,,1739209594.8792472,-38.13080360867914
,,1739209594.8792508,-32.816014438256545
,,1739209594.8792543,-22.74004262075133
,,1739209594.879258,-35.57807855764607
,,1739209594.8792615,-35.57807855764607
,,1739209594.879265,-45.120503652039325
,,1739209594.8792686,-33.981070128970906
,,1739209594.879272,-25.82631439489636
,,1739209594.8792756,-30.49652367304976
,,1739209594.8792791,-35.57807855764607
,,1739209594.8792827,-32.81601443825658
,,1739209594.8792863,-33.981070128970906
,,1739209594.87929,-45.120503652039325
