CAN Message, 0x150:03009128293be3f3,Timestamp,Amplitude
,,1739209880.020645,-30.49652367304976
,,1739209880.0206482,-33.981070128970906
,,1739209880.0206516,-38.13080360867914
,,1739209880.020655,-45.120503652039325
,,1739209880.020658,-38.13080360867914
,,1739209880.0206614,-38.13080360867914
,,1739209880.0206647,-45.120503652039325
,,1739209880.020668,-45.120503652039325
,,1739209880.0206711,-45.120503652039325
,,1739209880.0206745,-38.13080360867914
,,1739209880.0206778,-38.13080360867914
,,1739209880.020681,-45.120503652039325
,,1739209880.0206842,-45.120503652039325
,,1739209880.0206876,-38.13080360867914
,,1739209880.020691,-45.120503652039325
,,1739209880.020694,-31.141103565318915
,,1739209880.0206974,-25.82631439489636
,,1739209880.0207007,-45.120503652039325
,,1739209880.020704,-35.57807855764607
,,1739209880.0207071,-38.13080360867914
,,1739209880.0207105,-38.13080360867914
,,1739209880.0207138,-22.54371790334745
,,1739209880.020717,-35.57807855764607
,,1739209880.0207202,-31.141103565318893
,,1739209880.0207236,-38.13080360867914
,,1739209880.020727,-38.13080360867914
,,1739209880.02073,-32.816014438256545
,,1739209880.0207334,-38.13080360867914
,,1739209880.0207367,-38.13080360867914
,,1739209880.02074,-45.120503652039325
,,1739209880.0207431,-45.120503652039325
,,1739209880.0207465,-45.120503652039325
,,1739209880.0207498,-45.120503652039325
,,1739209880.020753,-38.13080360867914
,,1739209880.0207562,-45.120503652039325
,,1739209880.0207596,-35.57807855764607
,,1739209880.020763,-26.99137008561072
,,1739209880.020766,-45.120503652039325
,,1739209880.0207694,-45.120503652039325
,,1739209880.0207727,-45.120503652039325
,,1739209880.020776,-33.981070128970906
,,1739209880.0207791,-35.57807855764607
,,1739209880.0207825,-45.120503652039325
,,1739209880.0207858,-35.57807855764607
,,1739209880.020789,-27.267205301931607
,,1739209880.0207922,-22.84163660590256
,,1739209880.0207956,-35.57807855764607
,,1739209880.020799,-35.57807855764607
,,1739209880.020802,-45.120503652039325
,,1739209880.0208054,-28.58837851428586
,,1739209880.0208087,-15.97707208084488
,,1739209880.020812,-32.816014438256545
,,1739209880.0208151,-45.120503652039325
,,1739209880.0208185,-32.816014438256545
,,1739209880.0208218,-45.120503652039325
,,1739209880.0208251,-38.13080360867914
,,1739209880.0208282,-28.218542851754187
,,1739209880.0208316,-33.98107012897096
,,1739209880.020835,-38.13080360867914
,,1739209880.020838,-20.51152522447381
,,1739209880.0208414,-35.57807855764607
,,1739209880.0208447,-38.13080360867914
,,1739209880.020848,-45.120503652039325
,,1739209880.0208511,-38.13080360867914
,,1739209880.0208545,-35.57807855764607
,,1739209880.0208578,-45.120503652039325
,,1739209880.0208611,-38.13080360867914
,,1739209880.0208642,-45.120503652039325
,,1739209880.0208676,-33.981070128970906
,,1739209880.020871,-9.000086205586596
,,1739209880.020874,-27.87774495603141
,,1739209880.0208774,-33.981070128970906
,,1739209880.0208807,-38.13080360867914
,,1739209880.020884,-45.120503652039325
,,1739209880.0208871,-35.57807855764607
,,1739209880.0208905,-35.57807855764607
,,1739209880.0208938,-45.120503652039325
,,1739209880.0208972,-38.13080360867914
,,1739209880.0209002,-45.120503652039325
,,1739209880.0209036,-45.120503652039325
,,1739209880.020907,-32.816014438256545
,,1739209880.02091,-33.981070128970906
,,1739209880.0209134,-45.120503652039325
,,1739209880.0209167,-38.13080360867914
,,1739209880.02092,-45.120503652039325
,,1739209880.0209231,-38.13080360867914
,,1739209880.0209265,-35.57807855764607
,,1739209880.0209298,-38.13080360867914
,,1739209880.0209332,-38.13080360867914
,,1739209880.0209365,-38.13080360867914
,,1739209880.0209396,-45.120503652039325
,,1739209880.020943,-38.13080360867914
,,1739209880.0209465,-45.120503652039325
,,1739209880.0209494,-31.141103565318943
,,1739209880.0209527,-38.13080360867914
,,1739209880.020956,-45.120503652039325
,,1739209880.0209591,-33.981070128970906
,,1739209880.0209625,-32.81601443825658
,,1739209880.0209658,-21.67658091518819
,,1739209880.0209692,-33.981070128970906
,,1739209880.0209725,-45.120503652039325
,,1739209880.0209756,-45.120503652039325
,,1739209880.020979,-45.120503652039325
,,1739209880.0209825,-45.120503652039325
,,1739209880.0209854,-45.120503652039325
,,1739209880.0209887,-33.981070128970906
,,1739209880.020992,-45.120503652039325
,,1739209880.0209951,-45.120503652039325
,,1739209880.0209985,-38.13080360867914
,,1739209880.0210018,-35.57807855764607
,,1739209880.0210052,-45.120503652039325
,,1739209880.0210085,-38.13080360867914
,,1739209880.0210116,-38.13080360867914
,,1739209880.021015,-22.44878636800916
,,1739209880.0210185,-38.13080360867914
,,1739209880.0210214,-38.13080360867914
,,1739209880.0210247,-27.8777449560314
,,1739209880.021028,-26.487275050834715
,,1739209880.0210311,-38.13080360867914
,,1739209880.0210345,-45.120503652039325
,,1739209880.0210378,-30.49652367304973
,,1739209880.0210412,-24.151403521958727
,,1739209880.0210445,-12.702549339087303
,,1739209880.0210476,-38.13080360867914
,,1739209880.021051,-38.13080360867914
,,1739209880.0210545,-38.13080360867914
,,1739209880.0210574,-18.836614351536177
,,1739209880.0210607,-20.88804491267121
,,1739209880.021064,-38.13080360867914
,,1739209880.0210674,-30.49652367304973
,,1739209880.0210705,-25.82631439489636
,,1739209880.0210738,-11.554509294789588
,,1739209880.0210772,-12.24920744484818
,,1739209880.0210805,-26.99137008561072
,,1739209880.0210836,-30.49652367304973
,,1739209880.021087,-45.120503652039325
,,1739209880.0210905,-19.13259858440814
,,1739209880.0210934,-33.981070128970906
,,1739209880.0210967,-35.57807855764607
,,1739209880.0211,-38.13080360867914
,,1739209880.0211034,-33.981070128970906
,,1739209880.0211065,-13.17536023321462
,,1739209880.0211098,-23.50682362968953
,,1739209880.0211132,-33.981070128970906
,,1739209880.0211165,-33.981070128970906
,,1739209880.0211196,-45.120503652039325
,,1739209880.021123,-45.120503652039325
,,1739209880.0211265,-38.13080360867914
,,1739209880.0211294,-38.13080360867914
,,1739209880.0211327,-32.816014438256545
