CAN Message, 0x77:6f31c10391158389,Timestamp,Amplitude
,,1739209660.6835265,-35.57807855764607
,,1739209660.6835313,-38.13080360867914
,,1739209660.683536,-45.120503652039325
,,1739209660.6835408,-45.120503652039325
,,1739209660.6835456,-45.120503652039325
,,1739209660.6835504,-38.13080360867914
,,1739209660.683555,-38.13080360867914
,,1739209660.6835597,-38.13080360867914
,,1739209660.6835644,-38.13080360867914
,,1739209660.6835692,-45.120503652039325
,,1739209660.683574,-45.120503652039325
,,1739209660.6835785,-45.120503652039325
,,1739209660.6835833,-45.120503652039325
,,1739209660.683588,-38.13080360867914
,,1739209660.6835928,-38.13080360867914
,,1739209660.6835976,-38.13080360867914
,,1739209660.683602,-45.120503652039325
,,1739209660.6836069,-38.13080360867914
,,1739209660.6836116,-32.816014438256545
,,1739209660.6836164,-45.120503652039325
,,1739209660.6836212,-38.13080360867914
,,1739209660.6836257,-33.981070128970906
,,1739209660.6836305,-45.120503652039325
,,1739209660.6836352,-33.981070128970906
,,1739209660.68364,-45.120503652039325
,,1739209660.6836448,-33.981070128970906
,,1739209660.6836493,-45.120503652039325
,,1739209660.683654,-33.981070128970906
,,1739209660.6836588,-45.120503652039325
,,1739209660.6836636,-45.120503652039325
,,1739209660.6836684,-38.13080360867914
,,1739209660.6836731,-38.13080360867914
,,1739209660.6836777,-45.120503652039325
,,1739209660.6836824,-33.981070128970906
,,1739209660.6836872,-32.816014438256545
,,1739209660.683692,-45.120503652039325
,,1739209660.6836967,-45.120503652039325
,,1739209660.6837013,-38.13080360867914
,,1739209660.683706,-38.13080360867914
,,1739209660.6837108,-38.13080360867914
,,1739209660.6837156,-45.120503652039325
,,1739209660.6837204,-38.13080360867914
,,1739209660.6837249,-45.120503652039325
,,1739209660.6837296,-38.13080360867914
,,1739209660.6837344,-38.13080360867914
,,1739209660.6837392,-38.13080360867914
,,1739209660.683744,-45.120503652039325
,,1739209660.6837485,-33.981070128970906
,,1739209660.6837533,-45.120503652039325
,,1739209660.683758,-22.54371790334745
,,1739209660.6837628,-19.221007638782208
,,1739209660.6837676,-38.13080360867914
,,1739209660.683772,-33.981070128970906
,,1739209660.6837769,-38.13080360867914
,,1739209660.6837816,-38.13080360867914
,,1739209660.6837864,-38.13080360867914
,,1739209660.6837912,-38.13080360867914
,,1739209660.6837957,-38.13080360867914
,,1739209660.6838005,-38.13080360867914
,,1739209660.6838052,-38.13080360867914
,,1739209660.68381,-38.13080360867914
,,1739209660.6838148,-38.13080360867914
,,1739209660.6838195,-45.120503652039325
,,1739209660.683824,-38.13080360867914
,,1739209660.6838288,-38.13080360867914
