CAN Message, 0x77:24a9fc654949fd20,Timestamp,Amplitude
,,1739209615.4573607,-45.120503652039325
,,1739209615.4573643,-38.13080360867914
,,1739209615.457368,-35.57807855764607
,,1739209615.4573717,-38.13080360867914
,,1739209615.457375,-35.57807855764607
,,1739209615.4573789,-38.13080360867914
,,1739209615.4573824,-45.120503652039325
,,1739209615.457386,-38.13080360867914
,,1739209615.4573896,-38.13080360867914
,,1739209615.4573932,-45.120503652039325
,,1739209615.4573967,-35.57807855764607
,,1739209615.4574003,-32.816014438256545
,,1739209615.457404,-38.13080360867914
,,1739209615.4574077,-35.57807855764607
,,1739209615.4574113,-38.13080360867914
,,1739209615.4574149,-35.57807855764607
,,1739209615.4574184,-38.13080360867914
,,1739209615.457422,-35.57807855764607
,,1739209615.4574256,-33.981070128970906
,,1739209615.4574294,-45.120503652039325
,,1739209615.457433,-45.120503652039325
,,1739209615.4574366,-38.13080360867914
,,1739209615.45744,-38.13080360867914
,,1739209615.4574437,-45.120503652039325
,,1739209615.4574473,-45.120503652039325
,,1739209615.4574509,-45.120503652039325
,,1739209615.4574544,-38.13080360867914
,,1739209615.4574585,-45.120503652039325
,,1739209615.4574618,-38.13080360867914
,,1739209615.4574654,-38.13080360867914
,,1739209615.457469,-45.120503652039325
,,1739209615.4574726,-45.120503652039325
,,1739209615.457476,-38.13080360867914
,,1739209615.4574797,-38.13080360867914
,,1739209615.4574835,-38.13080360867914
,,1739209615.457487,-38.13080360867914
,,1739209615.4574907,-38.13080360867914
,,1739209615.4574945,-45.120503652039325
,,1739209615.4574978,-38.13080360867914
,,1739209615.4575014,-38.13080360867914
,,1739209615.457505,-45.120503652039325
,,1739209615.4575088,-45.120503652039325
,,1739209615.4575124,-38.13080360867914
,,1739209615.457516,-38.13080360867914
,,1739209615.4575195,-45.120503652039325
,,1739209615.457523,-38.13080360867914
,,1739209615.4575267,-38.13080360867914
,,1739209615.4575305,-35.57807855764607
,,1739209615.457534,-38.13080360867914
,,1739209615.4575377,-45.120503652039325
,,1739209615.4575412,-10.863531518413382
,,1739209615.4575448,-22.44878636800916
,,1739209615.4575484,-38.13080360867914
,,1739209615.457552,-33.981070128970906
,,1739209615.4575555,-33.981070128970906
,,1739209615.457559,-45.120503652039325
,,1739209615.457563,-38.13080360867914
,,1739209615.4575665,-35.57807855764607
,,1739209615.45757,-38.13080360867914
,,1739209615.4575737,-45.120503652039325
,,1739209615.4575772,-45.120503652039325
,,1739209615.4575808,-45.120503652039325
,,1739209615.4575846,-45.120503652039325
,,1739209615.4575882,-45.120503652039325
,,1739209615.4575918,-33.981070128970906
,,1739209615.457595,-33.981070128970906
,,1739209615.457599,-33.981070128970906
,,1739209615.4576025,-45.120503652039325
,,1739209615.457606,-45.120503652039325
,,1739209615.45761,-33.981070128970906
,,1739209615.4576137,-32.816014438256545
,,1739209615.457617,-45.120503652039325
,,1739209615.4576206,-33.981070128970906
,,1739209615.4576242,-32.816014438256545
