CAN Message, 0x1bb:0000f97ac0c2cd9e,Timestamp,Amplitude
,,1739209617.306511,-45.120503652039325
,,1739209617.306514,-45.120503652039325
,,1739209617.306517,-38.13080360867914
,,1739209617.30652,-45.120503652039325
,,1739209617.306523,-45.120503652039325
,,1739209617.3065262,-45.120503652039325
,,1739209617.3065293,-38.13080360867914
,,1739209617.3065324,-33.981070128970906
,,1739209617.3065352,-33.981070128970906
,,1739209617.3065383,-45.120503652039325
,,1739209617.3065414,-38.13080360867914
,,1739209617.3065443,-33.981070128970906
,,1739209617.3065476,-35.57807855764607
,,1739209617.3065507,-45.120503652039325
,,1739209617.3065536,-45.120503652039325
,,1739209617.3065567,-45.120503652039325
,,1739209617.3065598,-45.120503652039325
,,1739209617.306563,-45.120503652039325
,,1739209617.306566,-38.13080360867914
,,1739209617.306569,-38.13080360867914
,,1739209617.306572,-45.120503652039325
,,1739209617.306575,-45.120503652039325
,,1739209617.3065782,-33.981070128970906
,,1739209617.3065813,-38.13080360867914
,,1739209617.3065844,-38.13080360867914
,,1739209617.3065877,-38.13080360867914
,,1739209617.3065903,-38.13080360867914
,,1739209617.3065934,-38.13080360867914
,,1739209617.3065965,-32.816014438256545
,,1739209617.3065996,-38.13080360867914
,,1739209617.3066027,-45.120503652039325
,,1739209617.3066058,-38.13080360867914
,,1739209617.306609,-38.13080360867914
,,1739209617.3066118,-45.120503652039325
,,1739209617.3066149,-45.120503652039325
,,1739209617.306618,-45.120503652039325
,,1739209617.306621,-38.13080360867914
,,1739209617.3066242,-38.13080360867914
,,1739209617.306627,-38.13080360867914
,,1739209617.30663,-45.120503652039325
,,1739209617.3066332,-45.120503652039325
,,1739209617.3066363,-38.13080360867914
,,1739209617.3066394,-45.120503652039325
,,1739209617.3066423,-45.120503652039325
,,1739209617.3066454,-38.13080360867914
,,1739209617.3066485,-45.120503652039325
,,1739209617.3066516,-45.120503652039325
,,1739209617.3066547,-38.13080360867914
,,1739209617.3066578,-38.13080360867914
,,1739209617.306661,-33.981070128970906
,,1739209617.3066638,-13.570181364129589
,,1739209617.3066669,-27.8777449560314
,,1739209617.30667,-38.13080360867914
,,1739209617.306673,-33.981070128970906
,,1739209617.306676,-45.120503652039325
,,1739209617.306679,-31.141103565318893
,,1739209617.306682,-45.120503652039325
,,1739209617.3066852,-45.120503652039325
,,1739209617.3066883,-38.13080360867914
,,1739209617.3066914,-45.120503652039325
,,1739209617.3066945,-33.981070128970906
,,1739209617.3066974,-45.120503652039325
,,1739209617.3067005,-32.816014438256545
,,1739209617.3067036,-35.57807855764607
,,1739209617.306707,-35.57807855764607
,,1739209617.3067098,-32.816014438256545
,,1739209617.3067129,-38.13080360867914
,,1739209617.3067155,-33.981070128970906
,,1739209617.3067188,-32.816014438256545
,,1739209617.306722,-33.981070128970906
,,1739209617.306725,-38.13080360867914
,,1739209617.306728,-35.57807855764607
,,1739209617.3067312,-45.120503652039325
,,1739209617.306734,-45.120503652039325
,,1739209617.3067372,-38.13080360867914
,,1739209617.3067403,-35.57807855764607
,,1739209617.3067434,-38.13080360867914
,,1739209617.3067465,-38.13080360867914
,,1739209617.3067496,-25.077289914212862
,,1739209617.3067524,-20.001670042250552
,,1739209617.3067555,-28.992665084841967
,,1739209617.3067586,-32.81601443825658
,,1739209617.3067615,-33.981070128970906
,,1739209617.3067648,-33.981070128970906
,,1739209617.306768,-45.120503652039325
,,1739209617.3067708,-45.120503652039325
,,1739209617.306774,-35.57807855764607
,,1739209617.306777,-38.13080360867914
,,1739209617.30678,-35.57807855764607
,,1739209617.3067832,-32.816014438256545
,,1739209617.3067863,-45.120503652039325
,,1739209617.3067892,-35.57807855764607
,,1739209617.3067925,-45.120503652039325
,,1739209617.3067954,-45.120503652039325
,,1739209617.3067985,-38.13080360867914
,,1739209617.3068016,-45.120503652039325
,,1739209617.306805,-26.991370085610736
,,1739209617.3068075,-25.826314394896357
,,1739209617.3068106,-45.120503652039325
,,1739209617.3068137,-30.49652367304973
,,1739209617.3068168,-33.981070128970906
,,1739209617.30682,-31.141103565318915
,,1739209617.306823,-35.57807855764607
,,1739209617.306826,-33.98107012897096
,,1739209617.306829,-45.120503652039325
,,1739209617.306832,-32.81601443825658
,,1739209617.3068352,-33.981070128970906
,,1739209617.3068385,-33.981070128970906
,,1739209617.3068414,-23.38864096791655
,,1739209617.3068442,-25.826314394896357
,,1739209617.306847,-45.120503652039325
,,1739209617.3068504,-32.816014438256545
,,1739209617.3068535,-45.120503652039325
,,1739209617.3068566,-38.13080360867914
,,1739209617.3068595,-33.981070128970906
,,1739209617.3068626,-45.120503652039325
,,1739209617.3068657,-45.120503652039325
,,1739209617.3068688,-26.487275050834725
,,1739209617.306872,-38.13080360867914
