CAN Message, 0x77:849fa0212bb8f6b5,Timestamp,Amplitude
,,1739209799.4966283,-33.981070128970906
,,1739209799.4966311,-38.13080360867914
,,1739209799.4966338,-45.120503652039325
,,1739209799.4966364,-45.120503652039325
,,1739209799.4966393,-35.57807855764607
,,1739209799.496642,-38.13080360867914
,,1739209799.4966445,-45.120503652039325
,,1739209799.4966474,-45.120503652039325
,,1739209799.49665,-38.13080360867914
,,1739209799.4966526,-38.13080360867914
,,1739209799.4966557,-45.120503652039325
,,1739209799.496658,-33.981070128970906
,,1739209799.4966607,-30.49652367304973
,,1739209799.4966636,-33.981070128970906
,,1739209799.4966662,-45.120503652039325
,,1739209799.496669,-35.57807855764607
,,1739209799.4966717,-35.57807855764607
,,1739209799.4966743,-45.120503652039325
,,1739209799.4966772,-45.120503652039325
,,1739209799.4966798,-38.13080360867914
,,1739209799.4966824,-35.57807855764607
,,1739209799.4966853,-45.120503652039325
,,1739209799.496688,-38.13080360867914
,,1739209799.4966905,-45.120503652039325
,,1739209799.4966934,-38.13080360867914
,,1739209799.496696,-38.13080360867914
,,1739209799.4966986,-45.120503652039325
,,1739209799.4967017,-45.120503652039325
,,1739209799.496704,-45.120503652039325
,,1739209799.4967067,-33.981070128970906
,,1739209799.4967096,-38.13080360867914
,,1739209799.4967122,-38.13080360867914
,,1739209799.496715,-45.120503652039325
,,1739209799.4967177,-38.13080360867914
,,1739209799.4967203,-38.13080360867914
,,1739209799.4967232,-45.120503652039325
,,1739209799.4967258,-38.13080360867914
,,1739209799.4967284,-38.13080360867914
,,1739209799.4967313,-38.13080360867914
,,1739209799.496734,-45.120503652039325
,,1739209799.4967363,-32.816014438256545
,,1739209799.4967394,-38.13080360867914
,,1739209799.496742,-45.120503652039325
,,1739209799.4967446,-38.13080360867914
,,1739209799.4967475,-35.57807855764607
,,1739209799.49675,-45.120503652039325
,,1739209799.4967527,-45.120503652039325
,,1739209799.4967556,-33.981070128970906
,,1739209799.4967582,-29.438486411369333
,,1739209799.4967608,-27.87774495603143
,,1739209799.4967637,-18.0533258286717
,,1739209799.4967663,-29.438486411369333
,,1739209799.4967692,-45.120503652039325
,,1739209799.4967718,-38.13080360867914
,,1739209799.4967744,-38.13080360867914
,,1739209799.4967773,-38.13080360867914
,,1739209799.49678,-38.13080360867914
,,1739209799.4967823,-45.120503652039325
,,1739209799.4967854,-45.120503652039325
,,1739209799.496788,-45.120503652039325
,,1739209799.4967906,-38.13080360867914
,,1739209799.4967935,-35.57807855764607
,,1739209799.496796,-45.120503652039325
,,1739209799.4967988,-45.120503652039325
,,1739209799.4968016,-38.13080360867914
,,1739209799.4968042,-38.13080360867914
,,1739209799.4968069,-45.120503652039325
,,1739209799.4968095,-28.992665084841946
,,1739209799.4968123,-38.13080360867914
,,1739209799.4968152,-45.120503652039325
,,1739209799.4968178,-38.13080360867914
,,1739209799.4968204,-33.981070128970906
,,1739209799.4968233,-38.13080360867914
,,1739209799.496826,-19.13259858440814
,,1739209799.4968286,-20.4518274484982
,,1739209799.4968314,-45.120503652039325
,,1739209799.496834,-33.981070128970906
,,1739209799.496837,-24.74623867263306
,,1739209799.4968395,-14.05859467940514
,,1739209799.496842,-13.011969998890358
,,1739209799.4968448,-26.991370085610757
,,1739209799.4968476,-28.58837851428586
,,1739209799.4968505,-31.141103565318893
,,1739209799.4968529,-45.120503652039325
,,1739209799.4968555,-45.120503652039325
,,1739209799.4968584,-31.141103565318893
,,1739209799.496861,-28.21854285175415
,,1739209799.4968638,-45.120503652039325
,,1739209799.4968665,-38.13080360867914
,,1739209799.496869,-38.13080360867914
,,1739209799.496872,-32.81601443825658
,,1739209799.4968746,-32.816014438256545
,,1739209799.4968774,-45.120503652039325
,,1739209799.49688,-35.57807855764607
,,1739209799.496883,-29.438486411369333
,,1739209799.4968855,-45.120503652039325
,,1739209799.4968882,-38.13080360867914
,,1739209799.4968908,-45.120503652039325
,,1739209799.4968936,-45.120503652039325
,,1739209799.4968965,-38.13080360867914
,,1739209799.496899,-35.57807855764607
,,1739209799.4969018,-38.13080360867914
,,1739209799.4969044,-45.120503652039325
,,1739209799.496907,-33.981070128970906
,,1739209799.49691,-45.120503652039325
,,1739209799.4969125,-32.816014438256545
,,1739209799.496915,-33.981070128970906
