CAN Message, 0x39:00a4365b7c0a3a05,Timestamp,Amplitude
,,1739209628.4142787,-45.120503652039325
,,1739209628.4142835,-35.57807855764607
,,1739209628.4142883,-35.57807855764607
,,1739209628.4142928,-45.120503652039325
,,1739209628.4142976,-38.13080360867914
,,1739209628.4143023,-38.13080360867914
,,1739209628.414307,-45.120503652039325
,,1739209628.414312,-38.13080360867914
,,1739209628.414317,-45.120503652039325
,,1739209628.4143214,-38.13080360867914
,,1739209628.414326,-38.13080360867914
,,1739209628.4143307,-45.120503652039325
,,1739209628.4143355,-38.13080360867914
,,1739209628.4143405,-35.57807855764607
,,1739209628.414345,-38.13080360867914
,,1739209628.4143498,-38.13080360867914
,,1739209628.4143546,-38.13080360867914
,,1739209628.414359,-32.816014438256545
,,1739209628.414364,-27.267205301931607
,,1739209628.4143686,-38.13080360867914
,,1739209628.4143734,-35.57807855764607
,,1739209628.4143782,-45.120503652039325
,,1739209628.414383,-38.13080360867914
,,1739209628.4143877,-35.57807855764607
,,1739209628.4143922,-38.13080360867914
,,1739209628.414397,-38.13080360867914
,,1739209628.4144018,-25.82631439489636
,,1739209628.4144063,-33.981070128970906
,,1739209628.4144113,-38.13080360867914
,,1739209628.414416,-45.120503652039325
,,1739209628.4144208,-38.13080360867914
,,1739209628.4144254,-32.816014438256545
,,1739209628.41443,-35.57807855764607
,,1739209628.414435,-45.120503652039325
,,1739209628.4144397,-29.438486411369357
,,1739209628.4144444,-38.13080360867914
,,1739209628.4144492,-45.120503652039325
,,1739209628.414454,-33.981070128970906
,,1739209628.4144585,-45.120503652039325
,,1739209628.4144633,-45.120503652039325
,,1739209628.414468,-45.120503652039325
,,1739209628.4144728,-38.13080360867914
,,1739209628.4144776,-29.438486411369357
,,1739209628.4144824,-45.120503652039325
,,1739209628.4144871,-32.816014438256545
,,1739209628.4144917,-24.29264994887477
,,1739209628.4144964,-28.58837851428589
,,1739209628.4145012,-32.816014438256545
,,1739209628.414506,-38.13080360867914
,,1739209628.4145107,-30.49652367304973
,,1739209628.4145155,-13.521825181113629
,,1739209628.4145205,-17.448944991217488
,,1739209628.4145248,-28.58837851428586
,,1739209628.4145296,-33.981070128970906
,,1739209628.4145343,-30.49652367304973
,,1739209628.414539,-38.13080360867914
,,1739209628.414544,-38.13080360867914
,,1739209628.4145486,-45.120503652039325
,,1739209628.4145534,-33.981070128970906
,,1739209628.414558,-45.120503652039325
,,1739209628.4145627,-45.120503652039325
,,1739209628.4145677,-33.981070128970906
