CAN Message, 0x77:3de986755cb7f123,Timestamp,Amplitude
,,1739209820.759807,-38.13080360867914
,,1739209820.759811,-33.98107012897096
,,1739209820.759815,-16.51712358632935
,,1739209820.7598188,-18.192034459266992
,,1739209820.7598228,-38.13080360867914
,,1739209820.759827,-32.816014438256545
,,1739209820.7598307,-32.81601443825658
,,1739209820.7598343,-45.120503652039325
,,1739209820.7598386,-38.13080360867914
,,1739209820.7598424,-38.13080360867914
,,1739209820.7598464,-33.98107012897096
,,1739209820.7598505,-45.120503652039325
,,1739209820.7598543,-31.141103565318893
,,1739209820.759858,-38.13080360867914
,,1739209820.7598622,-45.120503652039325
,,1739209820.759866,-45.120503652039325
,,1739209820.75987,-38.13080360867914
,,1739209820.759874,-45.120503652039325
,,1739209820.759878,-24.15140352195872
,,1739209820.759882,-27.8777449560314
,,1739209820.7598858,-45.120503652039325
,,1739209820.7598898,-45.120503652039325
,,1739209820.7598937,-31.141103565318893
,,1739209820.7598977,-35.57807855764607
,,1739209820.7599015,-45.120503652039325
,,1739209820.7599056,-38.13080360867914
,,1739209820.7599094,-32.816014438256545
,,1739209820.7599134,-35.57807855764607
,,1739209820.7599173,-45.120503652039325
,,1739209820.7599213,-45.120503652039325
,,1739209820.7599251,-29.438486411369333
,,1739209820.7599292,-26.99137008561072
,,1739209820.759933,-45.120503652039325
,,1739209820.759937,-35.57807855764607
,,1739209820.7599409,-45.120503652039325
,,1739209820.759945,-35.57807855764607
,,1739209820.7599487,-30.49652367304973
,,1739209820.7599528,-38.13080360867914
,,1739209820.7599566,-31.141103565318915
,,1739209820.759961,-26.99137008561072
,,1739209820.7599645,-30.49652367304976
,,1739209820.7599683,-27.877744956031417
,,1739209820.7599726,-38.13080360867914
,,1739209820.7599764,-45.120503652039325
,,1739209820.7599804,-38.13080360867914
,,1739209820.7599845,-45.120503652039325
,,1739209820.7599883,-32.816014438256545
,,1739209820.759992,-31.141103565318915
,,1739209820.7599962,-28.992665084841946
,,1739209820.76,-28.992665084841967
,,1739209820.760004,-11.838747037656066
,,1739209820.760008,-11.871508681516158
,,1739209820.760012,-31.141103565318943
,,1739209820.7600155,-28.58837851428586
,,1739209820.7600198,-45.120503652039325
,,1739209820.7600236,-33.981070128970906
,,1739209820.7600276,-31.141103565318893
,,1739209820.7600317,-45.120503652039325
,,1739209820.7600355,-45.120503652039325
,,1739209820.760039,-45.120503652039325
,,1739209820.7600434,-45.120503652039325
,,1739209820.7600472,-45.120503652039325
,,1739209820.7600513,-38.13080360867914
,,1739209820.760055,-45.120503652039325
,,1739209820.760059,-45.120503652039325
,,1739209820.760063,-38.13080360867914
,,1739209820.760067,-45.120503652039325
,,1739209820.760071,-25.826314394896364
,,1739209820.7600749,-31.141103565318915
,,1739209820.760079,-45.120503652039325
,,1739209820.7600827,-45.120503652039325
,,1739209820.7600868,-38.13080360867914
,,1739209820.7600906,-33.981070128970906
,,1739209820.7600946,-45.120503652039325
,,1739209820.7600985,-22.17584139042336
,,1739209820.7601025,-26.99137008561072
,,1739209820.7601063,-45.120503652039325
,,1739209820.7601104,-38.13080360867914
,,1739209820.7601142,-28.992665084841946
,,1739209820.7601182,-11.309352844940786
,,1739209820.760122,-17.600019173844906
,,1739209820.760126,-25.82631439489636
,,1739209820.76013,-33.981070128970906
,,1739209820.760134,-38.13080360867914
,,1739209820.7601378,-45.120503652039325
,,1739209820.7601418,-38.13080360867914
,,1739209820.7601457,-45.120503652039325
,,1739209820.7601497,-32.816014438256545
,,1739209820.7601535,-35.57807855764607
