CAN Message, 0x1d3:0000fb20bff56d9a,Timestamp,Amplitude
,,1739209768.070137,-38.13080360867914
,,1739209768.0701416,-38.13080360867914
,,1739209768.070146,-38.13080360867914
,,1739209768.0701506,-38.13080360867914
,,1739209768.0701551,-38.13080360867914
,,1739209768.0701597,-45.120503652039325
,,1739209768.0701642,-45.120503652039325
,,1739209768.0701687,-38.13080360867914
,,1739209768.0701733,-32.816014438256545
,,1739209768.0701778,-45.120503652039325
,,1739209768.0701823,-45.120503652039325
,,1739209768.0701869,-38.13080360867914
,,1739209768.0701914,-38.13080360867914
,,1739209768.070196,-38.13080360867914
,,1739209768.0702004,-38.13080360867914
,,1739209768.070205,-38.13080360867914
,,1739209768.0702095,-38.13080360867914
,,1739209768.070214,-45.120503652039325
,,1739209768.0702186,-38.13080360867914
,,1739209768.070223,-38.13080360867914
,,1739209768.0702276,-32.816014438256545
,,1739209768.0702322,-38.13080360867914
,,1739209768.0702367,-38.13080360867914
,,1739209768.0702412,-38.13080360867914
,,1739209768.0702455,-35.57807855764607
,,1739209768.0702505,-38.13080360867914
,,1739209768.0702548,-45.120503652039325
,,1739209768.070259,-45.120503652039325
,,1739209768.070264,-45.120503652039325
,,1739209768.0702684,-38.13080360867914
,,1739209768.070273,-45.120503652039325
,,1739209768.0702777,-38.13080360867914
,,1739209768.070282,-45.120503652039325
,,1739209768.0702865,-45.120503652039325
,,1739209768.070291,-38.13080360867914
,,1739209768.0702956,-38.13080360867914
,,1739209768.0703,-38.13080360867914
,,1739209768.0703046,-33.981070128970906
,,1739209768.0703092,-45.120503652039325
,,1739209768.0703137,-45.120503652039325
,,1739209768.0703182,-45.120503652039325
,,1739209768.0703228,-38.13080360867914
,,1739209768.0703273,-45.120503652039325
,,1739209768.0703318,-45.120503652039325
,,1739209768.0703363,-45.120503652039325
,,1739209768.0703409,-45.120503652039325
,,1739209768.0703454,-38.13080360867914
,,1739209768.0703502,-38.13080360867914
,,1739209768.0703547,-45.120503652039325
,,1739209768.0703592,-27.267205301931607
,,1739209768.0703638,-17.389956718396665
,,1739209768.0703683,-20.27750525857144
,,1739209768.0703728,-31.141103565318915
,,1739209768.070377,-45.120503652039325
,,1739209768.070382,-45.120503652039325
,,1739209768.0703864,-38.13080360867914
,,1739209768.070391,-38.13080360867914
,,1739209768.0703957,-38.13080360867914
,,1739209768.0704,-38.13080360867914
,,1739209768.0704043,-45.120503652039325
,,1739209768.070409,-38.13080360867914
,,1739209768.0704136,-27.267205301931607
,,1739209768.070418,-38.13080360867914
,,1739209768.0704226,-45.120503652039325
,,1739209768.0704272,-45.120503652039325
,,1739209768.0704317,-38.13080360867914
,,1739209768.0704362,-45.120503652039325
,,1739209768.0704408,-38.13080360867914
,,1739209768.0704453,-35.57807855764607
,,1739209768.0704498,-35.57807855764607
,,1739209768.0704544,-45.120503652039325
,,1739209768.070459,-33.981070128970906
,,1739209768.0704634,-38.13080360867914
,,1739209768.070468,-38.13080360867914
,,1739209768.0704725,-19.45023999044868
,,1739209768.070477,-30.49652367304973
,,1739209768.0704815,-45.120503652039325
,,1739209768.070486,-26.487275050834715
,,1739209768.0704906,-30.49652367304973
,,1739209768.0704951,-9.54182403635907
,,1739209768.0704997,-18.75562468850564
,,1739209768.0705042,-29.438486411369333
,,1739209768.0705087,-45.120503652039325
,,1739209768.0705132,-38.13080360867914
,,1739209768.0705178,-38.13080360867914
,,1739209768.0705223,-31.141103565318915
,,1739209768.0705268,-38.13080360867914
,,1739209768.0705314,-45.120503652039325
,,1739209768.070536,-45.120503652039325
,,1739209768.0705404,-32.81601443825658
,,1739209768.070545,-38.13080360867914
,,1739209768.0705495,-38.13080360867914
,,1739209768.070554,-45.120503652039325
,,1739209768.0705583,-31.141103565318915
,,1739209768.070563,-45.120503652039325
,,1739209768.0705676,-45.120503652039325
,,1739209768.070572,-32.816014438256545
,,1739209768.070577,-38.13080360867914
,,1739209768.0705812,-45.120503652039325
,,1739209768.0705855,-45.120503652039325
,,1739209768.0705905,-45.120503652039325
,,1739209768.0705948,-33.981070128970906
,,1739209768.0705993,-45.120503652039325
,,1739209768.0706038,-45.120503652039325
,,1739209768.0706084,-45.120503652039325
,,1739209768.070613,-38.13080360867914
,,1739209768.0706174,-38.13080360867914
,,1739209768.070622,-38.13080360867914
,,1739209768.0706265,-14.896219940184425
,,1739209768.070631,-45.120503652039325
,,1739209768.0706358,-35.57807855764607
,,1739209768.0706403,-38.13080360867914
,,1739209768.0706449,-38.13080360867914
,,1739209768.0706494,-27.8777449560314
,,1739209768.070654,-30.49652367304973
,,1739209768.0706584,-45.120503652039325
,,1739209768.070663,-45.120503652039325
,,1739209768.0706675,-29.438486411369333
,,1739209768.070672,-25.826314394896357
,,1739209768.0706766,-45.120503652039325
,,1739209768.070681,-45.120503652039325
,,1739209768.0706856,-32.816014438256545
,,1739209768.0706902,-28.21854285175415
,,1739209768.0706947,-38.13080360867914
,,1739209768.0706992,-38.13080360867914
,,1739209768.0707035,-45.120503652039325
,,1739209768.0707085,-38.13080360867914
,,1739209768.0707128,-14.67118819054769
,,1739209768.070717,-21.228842808393978
,,1739209768.070722,-28.58837851428586
,,1739209768.0707264,-38.13080360867914
,,1739209768.070731,-45.120503652039325
,,1739209768.0707357,-35.57807855764607
,,1739209768.07074,-38.13080360867914
,,1739209768.0707445,-27.87774495603143
,,1739209768.070749,-38.13080360867914
,,1739209768.0707536,-38.13080360867914
,,1739209768.070758,-45.120503652039325
,,1739209768.0707626,-38.13080360867914
,,1739209768.0707672,-38.13080360867914
,,1739209768.0707717,-45.120503652039325
,,1739209768.0707762,-38.13080360867914
,,1739209768.0707808,-38.13080360867914
,,1739209768.0707853,-35.57807855764607
,,1739209768.0707898,-35.57807855764607
,,1739209768.0707943,-45.120503652039325
,,1739209768.0707989,-38.13080360867914
,,1739209768.0708034,-38.13080360867914
,,1739209768.070808,-45.120503652039325
,,1739209768.0708125,-35.57807855764607
,,1739209768.070817,-32.816014438256545
,,1739209768.0708215,-18.087589870852675
,,1739209768.070826,-33.981070128970906
,,1739209768.0708306,-45.120503652039325
,,1739209768.070835,-33.98107012897096
,,1739209768.0708396,-45.120503652039325
,,1739209768.0708442,-8.862236519182176
,,1739209768.0708487,-25.826314394896357
,,1739209768.0708532,-32.816014438256545
,,1739209768.0708578,-38.13080360867914
