CAN Message, 0x1b8:03006ff692066267,Timestamp,Amplitude
,,1739209608.1142812,-38.13080360867914
,,1739209608.114292,-38.13080360867914
,,1739209608.1143024,-38.13080360867914
,,1739209608.1143131,-38.13080360867914
,,1739209608.114324,-31.141103565318915
,,1739209608.1143343,-38.13080360867914
,,1739209608.114345,-45.120503652039325
,,1739209608.1143558,-45.120503652039325
,,1739209608.1143663,-38.13080360867914
,,1739209608.114377,-38.13080360867914
,,1739209608.1143878,-45.120503652039325
,,1739209608.1143985,-38.13080360867914
,,1739209608.1144092,-33.981070128970906
,,1739209608.1144197,-33.981070128970906
,,1739209608.1144304,-38.13080360867914
,,1739209608.1144412,-45.120503652039325
,,1739209608.114452,-38.13080360867914
,,1739209608.1144624,-32.816014438256545
,,1739209608.114473,-38.13080360867914
,,1739209608.1144838,-45.120503652039325
,,1739209608.1144946,-31.141103565318915
,,1739209608.114505,-38.13080360867914
,,1739209608.1145158,-45.120503652039325
,,1739209608.1145265,-35.57807855764607
,,1739209608.114537,-38.13080360867914
,,1739209608.1145475,-38.13080360867914
,,1739209608.1145585,-45.120503652039325
,,1739209608.1145692,-45.120503652039325
,,1739209608.1145797,-30.49652367304973
,,1739209608.1145904,-38.13080360867914
,,1739209608.1146011,-45.120503652039325
,,1739209608.114612,-38.13080360867914
,,1739209608.1146224,-38.13080360867914
,,1739209608.114633,-35.57807855764607
,,1739209608.1146438,-38.13080360867914
,,1739209608.1146543,-45.120503652039325
,,1739209608.114665,-38.13080360867914
,,1739209608.1146758,-38.13080360867914
,,1739209608.1146865,-38.13080360867914
,,1739209608.1146972,-45.120503652039325
,,1739209608.1147077,-38.13080360867914
,,1739209608.1147184,-38.13080360867914
,,1739209608.1147292,-38.13080360867914
,,1739209608.1147397,-45.120503652039325
,,1739209608.1147504,-38.13080360867914
,,1739209608.114761,-38.13080360867914
,,1739209608.1147718,-45.120503652039325
,,1739209608.1147823,-45.120503652039325
,,1739209608.114793,-30.49652367304973
,,1739209608.1148038,-23.16150712794695
,,1739209608.1148143,-10.056806481084257
,,1739209608.114825,-32.816014438256545
,,1739209608.1148355,-45.120503652039325
,,1739209608.1148465,-38.13080360867914
,,1739209608.1148572,-38.13080360867914
,,1739209608.1148677,-45.120503652039325
,,1739209608.1148784,-38.13080360867914
,,1739209608.1148891,-31.141103565318893
,,1739209608.1149,-38.13080360867914
,,1739209608.1149104,-38.13080360867914
,,1739209608.114921,-33.981070128970906
,,1739209608.1149318,-35.57807855764607
