CAN Message, 0x1bb:00004813832e5bf6,Timestamp,Amplitude
,,1739209751.8565238,-38.13080360867914
,,1739209751.8565276,-45.120503652039325
,,1739209751.8565316,-45.120503652039325
,,1739209751.8565354,-24.15140352195873
,,1739209751.8565392,-31.141103565318915
,,1739209751.8565433,-38.13080360867914
,,1739209751.856547,-45.120503652039325
,,1739209751.8565512,-45.120503652039325
,,1739209751.856555,-38.13080360867914
,,1739209751.856559,-38.13080360867914
,,1739209751.8565629,-38.13080360867914
,,1739209751.856567,-38.13080360867914
,,1739209751.8565707,-45.120503652039325
,,1739209751.8565748,-45.120503652039325
,,1739209751.8565786,-38.13080360867914
,,1739209751.8565826,-33.981070128970906
,,1739209751.8565865,-26.0356534632528
,,1739209751.8565905,-35.57807855764607
,,1739209751.8565943,-45.120503652039325
,,1739209751.856598,-31.141103565318915
,,1739209751.8566022,-38.13080360867914
,,1739209751.856606,-22.74004262075133
,,1739209751.85661,-35.57807855764607
,,1739209751.856614,-31.141103565318915
,,1739209751.856618,-33.981070128970906
,,1739209751.8566215,-38.13080360867914
,,1739209751.8566258,-38.13080360867914
,,1739209751.8566296,-33.981070128970906
,,1739209751.8566334,-38.13080360867914
,,1739209751.8566377,-38.13080360867914
,,1739209751.8566413,-45.120503652039325
,,1739209751.856645,-33.981070128970906
,,1739209751.8566492,-35.57807855764607
,,1739209751.8566532,-45.120503652039325
,,1739209751.856657,-45.120503652039325
,,1739209751.856661,-45.120503652039325
,,1739209751.856665,-45.120503652039325
,,1739209751.856669,-38.13080360867914
,,1739209751.8566728,-38.13080360867914
,,1739209751.8566766,-35.57807855764607
,,1739209751.8566806,-38.13080360867914
,,1739209751.8566844,-38.13080360867914
,,1739209751.8566885,-38.13080360867914
,,1739209751.8566923,-45.120503652039325
,,1739209751.8566964,-28.58837851428586
,,1739209751.8567002,-20.88804491267121
,,1739209751.8567042,-45.120503652039325
,,1739209751.856708,-45.120503652039325
,,1739209751.856712,-28.992665084841946
,,1739209751.856716,-21.67658091518819
,,1739209751.85672,-11.838747037656066
,,1739209751.8567238,-23.506823629689546
,,1739209751.8567276,-26.99137008561072
,,1739209751.8567317,-45.120503652039325
,,1739209751.8567357,-35.57807855764607
,,1739209751.8567395,-45.120503652039325
,,1739209751.856743,-45.120503652039325
,,1739209751.8567474,-38.13080360867914
,,1739209751.8567512,-45.120503652039325
,,1739209751.8567553,-28.992665084841946
,,1739209751.856759,-25.82631439489636
,,1739209751.8567631,-45.120503652039325
,,1739209751.856767,-32.816014438256545
,,1739209751.8567708,-32.816014438256545
,,1739209751.8567748,-38.13080360867914
,,1739209751.8567786,-45.120503652039325
,,1739209751.856783,-35.57807855764607
,,1739209751.8567865,-45.120503652039325
,,1739209751.8567903,-26.03565346325281
,,1739209751.8567944,-8.665298502980551
,,1739209751.8567984,-26.99137008561072
,,1739209751.8568022,-33.981070128970906
,,1739209751.8568065,-28.21854285175415
,,1739209751.85681,-45.120503652039325
,,1739209751.856814,-45.120503652039325
,,1739209751.856818,-45.120503652039325
,,1739209751.8568218,-38.13080360867914
,,1739209751.8568258,-38.13080360867914
,,1739209751.8568296,-38.13080360867914
,,1739209751.8568337,-45.120503652039325
,,1739209751.8568375,-38.13080360867914
,,1739209751.8568416,-35.57807855764607
,,1739209751.8568454,-35.57807855764607
,,1739209751.8568494,-45.120503652039325
,,1739209751.8568532,-38.13080360867914
,,1739209751.8568573,-35.57807855764607
,,1739209751.856861,-35.57807855764607
,,1739209751.856865,-38.13080360867914
,,1739209751.856869,-33.98107012897096
,,1739209751.8568728,-38.13080360867914
,,1739209751.8568769,-45.120503652039325
,,1739209751.856881,-45.120503652039325
,,1739209751.8568847,-38.13080360867914
,,1739209751.8568883,-30.49652367304976
,,1739209751.8568926,-38.13080360867914
,,1739209751.8568964,-38.13080360867914
,,1739209751.8569005,-38.13080360867914
,,1739209751.8569045,-45.120503652039325
,,1739209751.856908,-23.273589343863303
,,1739209751.856912,-38.13080360867914
,,1739209751.856916,-33.98107012897096
,,1739209751.85692,-45.120503652039325
,,1739209751.8569238,-45.120503652039325
,,1739209751.856928,-38.13080360867914
,,1739209751.8569317,-45.120503652039325
,,1739209751.8569355,-35.57807855764607
,,1739209751.8569396,-38.13080360867914
,,1739209751.8569436,-38.13080360867914
,,1739209751.8569474,-38.13080360867914
,,1739209751.8569512,-38.13080360867914
,,1739209751.8569553,-45.120503652039325
,,1739209751.856959,-38.13080360867914
,,1739209751.8569632,-45.120503652039325
,,1739209751.856967,-45.120503652039325
,,1739209751.856971,-45.120503652039325
,,1739209751.8569748,-38.13080360867914
,,1739209751.856979,-28.21854285175415
,,1739209751.8569827,-26.03565346325281
,,1739209751.8569868,-45.120503652039325
,,1739209751.8569906,-38.13080360867914
,,1739209751.8569946,-38.13080360867914
,,1739209751.8569984,-45.120503652039325
,,1739209751.8570025,-45.120503652039325
,,1739209751.8570063,-32.816014438256545
,,1739209751.85701,-26.487275050834715
,,1739209751.8570142,-28.992665084841967
,,1739209751.857018,-13.087454490654462
,,1739209751.857022,-12.134155820794936
,,1739209751.857026,-28.992665084841967
,,1739209751.85703,-32.816014438256545
,,1739209751.8570335,-45.120503652039325
,,1739209751.8570378,-17.448944991217488
,,1739209751.8570416,-33.981070128970906
,,1739209751.8570454,-33.981070128970906
,,1739209751.8570497,-33.981070128970906
,,1739209751.8570533,-45.120503652039325
,,1739209751.857057,-28.58837851428586
,,1739209751.8570611,-28.58837851428586
,,1739209751.8570652,-45.120503652039325
,,1739209751.857069,-45.120503652039325
,,1739209751.857073,-35.57807855764607
,,1739209751.857077,-31.141103565318915
,,1739209751.857081,-45.120503652039325
,,1739209751.8570848,-31.141103565318915
,,1739209751.8570886,-38.13080360867914
,,1739209751.8570926,-18.087589870852675
,,1739209751.8570964,-10.239228689564705
,,1739209751.8571005,-35.57807855764607
,,1739209751.8571043,-33.981070128970906
,,1739209751.8571084,-32.816014438256545
,,1739209751.8571122,-24.15140352195873
,,1739209751.8571162,-33.98107012897096
,,1739209751.85712,-32.816014438256545
,,1739209751.857124,-35.57807855764607
,,1739209751.857128,-45.120503652039325
,,1739209751.857132,-45.120503652039325
,,1739209751.8571358,-45.120503652039325
,,1739209751.8571396,-38.13080360867914
,,1739209751.8571436,-35.57807855764607
,,1739209751.8571477,-45.120503652039325
,,1739209751.8571515,-10.798830957613408
,,1739209751.857155,-23.273589343863303
,,1739209751.8571594,-45.120503652039325
,,1739209751.8571632,-35.57807855764607
,,1739209751.8571672,-38.13080360867914
,,1739209751.857171,-25.62660358559016
,,1739209751.857175,-38.13080360867914
,,1739209751.857179,-38.13080360867914
,,1739209751.8571827,-35.57807855764607
,,1739209751.8571868,-33.981070128970906
,,1739209751.8571906,-45.120503652039325
,,1739209751.857195,-45.120503652039325
,,1739209751.8571985,-45.120503652039325
,,1739209751.8572023,-28.58837851428586
,,1739209751.8572063,-20.001670042250552
,,1739209751.8572104,-29.43848641136937
