CAN Message, 0x98:0000a6f5f2d5db99,Timestamp,Amplitude
,,1739209650.817349,-33.981070128970906
,,1739209650.8173535,-38.13080360867914
,,1739209650.8173585,-38.13080360867914
,,1739209650.8173633,-45.120503652039325
,,1739209650.817368,-38.13080360867914
,,1739209650.8173728,-33.981070128970906
,,1739209650.817377,-38.13080360867914
,,1739209650.817382,-45.120503652039325
,,1739209650.8173869,-38.13080360867914
,,1739209650.8173916,-35.57807855764607
,,1739209650.8173964,-38.13080360867914
,,1739209650.8174012,-45.120503652039325
,,1739209650.817406,-38.13080360867914
,,1739209650.8174107,-38.13080360867914
,,1739209650.8174157,-38.13080360867914
,,1739209650.8174202,-38.13080360867914
,,1739209650.817425,-38.13080360867914
,,1739209650.8174298,-35.57807855764607
,,1739209650.8174343,-38.13080360867914
,,1739209650.8174393,-45.120503652039325
,,1739209650.817444,-33.981070128970906
,,1739209650.8174489,-28.21854285175415
,,1739209650.8174536,-38.13080360867914
,,1739209650.8174584,-45.120503652039325
,,1739209650.8174632,-38.13080360867914
,,1739209650.817468,-32.816014438256545
,,1739209650.8174725,-38.13080360867914
,,1739209650.8174772,-38.13080360867914
,,1739209650.817482,-38.13080360867914
,,1739209650.8174868,-45.120503652039325
,,1739209650.8174915,-45.120503652039325
,,1739209650.8174963,-45.120503652039325
,,1739209650.817501,-33.981070128970906
,,1739209650.8175058,-35.57807855764607
,,1739209650.8175106,-38.13080360867914
,,1739209650.8175154,-45.120503652039325
,,1739209650.81752,-35.57807855764607
,,1739209650.817525,-31.141103565318893
,,1739209650.8175297,-38.13080360867914
,,1739209650.8175344,-38.13080360867914
,,1739209650.8175392,-45.120503652039325
,,1739209650.817544,-32.816014438256545
,,1739209650.8175488,-38.13080360867914
,,1739209650.8175535,-45.120503652039325
,,1739209650.8175583,-45.120503652039325
,,1739209650.817563,-45.120503652039325
,,1739209650.8175676,-45.120503652039325
,,1739209650.8175724,-45.120503652039325
,,1739209650.8175771,-38.13080360867914
,,1739209650.817582,-28.992665084841946
,,1739209650.817587,-9.69847582769901
,,1739209650.8175914,-31.141103565318943
,,1739209650.8175962,-33.981070128970906
,,1739209650.817601,-45.120503652039325
,,1739209650.8176055,-38.13080360867914
,,1739209650.8176105,-45.120503652039325
,,1739209650.8176153,-35.57807855764607
,,1739209650.81762,-33.981070128970906
,,1739209650.8176248,-45.120503652039325
,,1739209650.8176296,-45.120503652039325
,,1739209650.8176343,-35.57807855764607
,,1739209650.817639,-26.991370085610736
,,1739209650.817644,-38.13080360867914
,,1739209650.8176486,-38.13080360867914
,,1739209650.8176534,-45.120503652039325
,,1739209650.817658,-38.13080360867914
,,1739209650.8176627,-38.13080360867914
,,1739209650.8176675,-35.57807855764607
,,1739209650.8176725,-45.120503652039325
,,1739209650.817677,-28.218542851754187
,,1739209650.8176818,-38.13080360867914
,,1739209650.8176866,-45.120503652039325
,,1739209650.817691,-38.13080360867914
,,1739209650.817696,-32.81601443825658
,,1739209650.8177009,-24.29264994887477
,,1739209650.8177056,-33.981070128970906
,,1739209650.8177104,-45.120503652039325
,,1739209650.8177152,-38.13080360867914
,,1739209650.81772,-30.49652367304973
,,1739209650.8177247,-19.49757500747454
,,1739209650.8177297,-33.981070128970906
,,1739209650.8177342,-38.13080360867914
,,1739209650.817739,-35.57807855764607
,,1739209650.8177438,-38.13080360867914
,,1739209650.8177483,-45.120503652039325
,,1739209650.817753,-22.44878636800916
,,1739209650.8177578,-33.981070128970906
