CAN Message, 0x39:087a16228a70f406,Timestamp,Amplitude
,,1739209713.5704775,-45.120503652039325
,,1739209713.5704844,-38.13080360867914
,,1739209713.570491,-38.13080360867914
,,1739209713.570498,-45.120503652039325
,,1739209713.570505,-38.13080360867914
,,1739209713.570511,-38.13080360867914
,,1739209713.5705185,-45.120503652039325
,,1739209713.570525,-33.981070128970906
,,1739209713.5705316,-45.120503652039325
,,1739209713.5705383,-45.120503652039325
,,1739209713.5705452,-35.57807855764607
,,1739209713.570552,-45.120503652039325
,,1739209713.5705588,-38.13080360867914
,,1739209713.5705657,-45.120503652039325
,,1739209713.5705724,-38.13080360867914
,,1739209713.570579,-38.13080360867914
,,1739209713.570586,-45.120503652039325
,,1739209713.5705926,-45.120503652039325
,,1739209713.5705993,-45.120503652039325
,,1739209713.5706062,-33.981070128970906
,,1739209713.570613,-38.13080360867914
,,1739209713.5706196,-33.981070128970906
,,1739209713.5706265,-30.49652367304973
,,1739209713.5706332,-45.120503652039325
,,1739209713.57064,-45.120503652039325
,,1739209713.5706468,-45.120503652039325
,,1739209713.5742912,-45.120503652039325
,,1739209713.574297,-38.13080360867914
,,1739209713.5743024,-35.57807855764607
,,1739209713.5743082,-38.13080360867914
,,1739209713.574314,-45.120503652039325
,,1739209713.5743196,-38.13080360867914
,,1739209713.574325,-38.13080360867914
,,1739209713.5743308,-33.981070128970906
,,1739209713.5743363,-45.120503652039325
,,1739209713.5743425,-38.13080360867914
,,1739209713.5743475,-32.816014438256545
,,1739209713.5743537,-38.13080360867914
,,1739209713.5743592,-45.120503652039325
,,1739209713.574365,-45.120503652039325
,,1739209713.5743706,-45.120503652039325
,,1739209713.574376,-38.13080360867914
,,1739209713.5743818,-38.13080360867914
,,1739209713.5743876,-38.13080360867914
,,1739209713.5743933,-38.13080360867914
,,1739209713.5743988,-38.13080360867914
,,1739209713.5744045,-32.816014438256545
,,1739209713.5744102,-45.120503652039325
,,1739209713.574416,-28.21854285175415
,,1739209713.5744214,-25.07728991421287
,,1739209713.5744271,-8.314429362121414
,,1739209713.5744328,-33.981070128970906
,,1739209713.5744386,-45.120503652039325
,,1739209713.574444,-45.120503652039325
,,1739209713.5744498,-45.120503652039325
,,1739209713.5744555,-45.120503652039325
,,1739209713.5744612,-45.120503652039325
,,1739209713.574467,-45.120503652039325
,,1739209713.5744724,-45.120503652039325
,,1739209713.574478,-45.120503652039325
,,1739209713.574484,-45.120503652039325
,,1739209713.5744896,-33.981070128970906
,,1739209713.574495,-38.13080360867914
,,1739209713.5745008,-38.13080360867914
,,1739209713.5745063,-45.120503652039325
,,1739209713.5745122,-38.13080360867914
,,1739209713.5745175,-29.438486411369333
,,1739209713.5745234,-38.13080360867914
,,1739209713.5745292,-45.120503652039325
,,1739209713.574535,-35.57807855764607
,,1739209713.5745406,-32.816014438256545
,,1739209713.574546,-45.120503652039325
,,1739209713.5745518,-45.120503652039325
,,1739209713.5745575,-26.487275050834715
,,1739209713.5745633,-22.74004262075133
,,1739209713.5745687,-38.13080360867914
,,1739209713.5745745,-45.120503652039325
,,1739209713.5745802,-45.120503652039325
,,1739209713.574586,-22.84163660590256
,,1739209713.5745914,-16.12777177886325
,,1739209713.5745971,-45.120503652039325
,,1739209713.5746028,-45.120503652039325
,,1739209713.5746086,-32.81601443825658
,,1739209713.5746143,-38.13080360867914
