CAN Message, 0x1d3:00000f73197507c0,Timestamp,Amplitude
,,1739209859.6254137,-38.13080360867914
,,1739209859.6254168,-38.13080360867914
,,1739209859.6254196,-33.981070128970906
,,1739209859.6254227,-45.120503652039325
,,1739209859.6254258,-45.120503652039325
,,1739209859.625429,-45.120503652039325
,,1739209859.625432,-45.120503652039325
,,1739209859.625435,-45.120503652039325
,,1739209859.6254382,-45.120503652039325
,,1739209859.6254413,-35.57807855764607
,,1739209859.6254444,-33.981070128970906
,,1739209859.6254475,-45.120503652039325
,,1739209859.6254506,-38.13080360867914
,,1739209859.6254537,-38.13080360867914
,,1739209859.6254568,-45.120503652039325
,,1739209859.62546,-35.57807855764607
,,1739209859.625463,-35.57807855764607
,,1739209859.625466,-45.120503652039325
,,1739209859.6254692,-45.120503652039325
,,1739209859.6254723,-38.13080360867914
,,1739209859.6254754,-45.120503652039325
,,1739209859.6254785,-25.077289914212862
,,1739209859.6254816,-26.487275050834715
,,1739209859.6254845,-45.120503652039325
,,1739209859.6254876,-38.13080360867914
,,1739209859.625491,-38.13080360867914
,,1739209859.6254938,-32.816014438256545
,,1739209859.6254969,-28.992665084841946
,,1739209859.6255,-33.981070128970906
,,1739209859.625503,-45.120503652039325
,,1739209859.6255062,-38.13080360867914
,,1739209859.6255093,-38.13080360867914
,,1739209859.6255124,-33.981070128970906
,,1739209859.6255157,-38.13080360867914
,,1739209859.6255186,-45.120503652039325
,,1739209859.6255217,-38.13080360867914
,,1739209859.6255248,-45.120503652039325
,,1739209859.625528,-38.13080360867914
,,1739209859.625531,-45.120503652039325
,,1739209859.625534,-45.120503652039325
,,1739209859.6255372,-45.120503652039325
,,1739209859.6255405,-38.13080360867914
,,1739209859.6255434,-38.13080360867914
,,1739209859.6255465,-38.13080360867914
,,1739209859.6255496,-32.816014438256545
,,1739209859.6255524,-31.141103565318943
,,1739209859.6255555,-28.58837851428589
,,1739209859.6255586,-38.13080360867914
,,1739209859.6255617,-38.13080360867914
,,1739209859.6255648,-33.981070128970906
,,1739209859.625568,-13.60680514956469
,,1739209859.625571,-22.17584139042336
,,1739209859.625574,-28.992665084841946
,,1739209859.6255772,-38.13080360867914
,,1739209859.6255803,-31.141103565318915
,,1739209859.6255834,-33.981070128970906
,,1739209859.6255865,-38.13080360867914
,,1739209859.6255896,-38.13080360867914
,,1739209859.6255927,-38.13080360867914
,,1739209859.6255958,-38.13080360867914
,,1739209859.625599,-38.13080360867914
,,1739209859.625602,-38.13080360867914
,,1739209859.625605,-24.438645034577675
,,1739209859.6256082,-31.141103565318915
,,1739209859.6256113,-45.120503652039325
,,1739209859.6256144,-35.57807855764607
,,1739209859.6256175,-45.120503652039325
,,1739209859.6256204,-32.816014438256545
,,1739209859.6256237,-35.57807855764607
,,1739209859.6256266,-38.13080360867914
,,1739209859.6256297,-45.120503652039325
,,1739209859.6256328,-30.49652367304973
,,1739209859.625636,-38.13080360867914
,,1739209859.625639,-45.120503652039325
,,1739209859.625642,-22.44878636800916
