CAN Message, 0x1b8:0300347eae17aa98,Timestamp,Amplitude
,,1739209726.6151514,-45.120503652039325
,,1739209726.615154,-38.13080360867914
,,1739209726.6151564,-45.120503652039325
,,1739209726.615159,-33.981070128970906
,,1739209726.6151617,-38.13080360867914
,,1739209726.6151645,-45.120503652039325
,,1739209726.615167,-45.120503652039325
,,1739209726.6151693,-38.13080360867914
,,1739209726.615172,-38.13080360867914
,,1739209726.6151743,-33.981070128970906
,,1739209726.615177,-38.13080360867914
,,1739209726.6151795,-45.120503652039325
,,1739209726.6151822,-38.13080360867914
,,1739209726.6151843,-35.57807855764607
,,1739209726.6151872,-38.13080360867914
,,1739209726.6151898,-33.981070128970906
,,1739209726.6151922,-38.13080360867914
,,1739209726.6151948,-38.13080360867914
,,1739209726.6151974,-32.816014438256545
,,1739209726.6151998,-38.13080360867914
,,1739209726.6152024,-45.120503652039325
,,1739209726.615205,-24.15140352195873
,,1739209726.6152077,-38.13080360867914
,,1739209726.61521,-38.13080360867914
,,1739209726.615213,-45.120503652039325
,,1739209726.6152153,-45.120503652039325
,,1739209726.6152177,-38.13080360867914
,,1739209726.6152203,-31.141103565318915
,,1739209726.615223,-38.13080360867914
,,1739209726.6152256,-38.13080360867914
,,1739209726.615228,-38.13080360867914
,,1739209726.6152306,-38.13080360867914
,,1739209726.6152332,-33.981070128970906
,,1739209726.6152356,-38.13080360867914
,,1739209726.6152382,-38.13080360867914
,,1739209726.6152408,-45.120503652039325
,,1739209726.6152434,-45.120503652039325
,,1739209726.6152458,-45.120503652039325
,,1739209726.6152484,-45.120503652039325
,,1739209726.615251,-33.981070128970906
,,1739209726.6152534,-35.57807855764607
,,1739209726.615256,-38.13080360867914
,,1739209726.6152587,-45.120503652039325
,,1739209726.6152613,-35.57807855764607
,,1739209726.6152637,-38.13080360867914
,,1739209726.6152663,-24.438645034577675
,,1739209726.615269,-45.120503652039325
,,1739209726.615271,-31.141103565318915
,,1739209726.615274,-45.120503652039325
,,1739209726.6152766,-26.487275050834715
,,1739209726.615279,-10.382715305572043
,,1739209726.6152816,-32.816014438256545
,,1739209726.6152842,-32.816014438256545
,,1739209726.6152868,-32.816014438256545
,,1739209726.6152892,-38.13080360867914
,,1739209726.6152918,-32.816014438256545
,,1739209726.6152945,-31.141103565318915
,,1739209726.6152968,-45.120503652039325
,,1739209726.6152997,-38.13080360867914
,,1739209726.615302,-35.57807855764607
,,1739209726.6153047,-25.826314394896357
,,1739209726.615307,-38.13080360867914
,,1739209726.6153097,-38.13080360867914
,,1739209726.6153123,-38.13080360867914
,,1739209726.6153147,-38.13080360867914
,,1739209726.615317,-38.13080360867914
,,1739209726.61532,-45.120503652039325
,,1739209726.6153226,-38.13080360867914
,,1739209726.615325,-45.120503652039325
,,1739209726.6153276,-38.13080360867914
,,1739209726.6153302,-45.120503652039325
,,1739209726.6153326,-38.13080360867914
,,1739209726.6153352,-30.49652367304973
,,1739209726.6153378,-38.13080360867914
,,1739209726.6153402,-33.981070128970906
,,1739209726.6153429,-45.120503652039325
,,1739209726.6153457,-28.992665084841967
,,1739209726.615348,-45.120503652039325
,,1739209726.6153505,-24.589719217205094
,,1739209726.615353,-17.756538629272868
,,1739209726.6153555,-28.58837851428586
,,1739209726.615358,-35.57807855764607
,,1739209726.6153607,-38.13080360867914
,,1739209726.6153634,-45.120503652039325
,,1739209726.615366,-33.98107012897096
,,1739209726.6153684,-38.13080360867914
,,1739209726.615371,-38.13080360867914
,,1739209726.6153736,-38.13080360867914
,,1739209726.615376,-32.816014438256545
,,1739209726.6153786,-35.57807855764607
,,1739209726.6153812,-38.13080360867914
,,1739209726.615384,-45.120503652039325
,,1739209726.6153862,-45.120503652039325
,,1739209726.6153889,-45.120503652039325
,,1739209726.6153915,-35.57807855764607
,,1739209726.615394,-35.57807855764607
,,1739209726.6153965,-38.13080360867914
,,1739209726.6153991,-31.141103565318893
,,1739209726.6154015,-14.058594679405136
,,1739209726.615404,-24.746238672633048
,,1739209726.6154068,-45.120503652039325
,,1739209726.6154094,-38.13080360867914
,,1739209726.6154118,-45.120503652039325
,,1739209726.6154144,-45.120503652039325
,,1739209726.615417,-45.120503652039325
,,1739209726.6154194,-45.120503652039325
,,1739209726.615422,-33.981070128970906
,,1739209726.6154246,-33.981070128970906
,,1739209726.6154273,-30.49652367304976
,,1739209726.6154296,-27.267205301931607
,,1739209726.6154325,-31.141103565318893
,,1739209726.615435,-28.992665084841946
,,1739209726.6154373,-45.120503652039325
,,1739209726.61544,-45.120503652039325
,,1739209726.6154425,-31.141103565318893
,,1739209726.6154451,-32.816014438256545
,,1739209726.6154475,-38.13080360867914
,,1739209726.61545,-45.120503652039325
,,1739209726.6154528,-38.13080360867914
,,1739209726.6154552,-33.981070128970906
,,1739209726.6154578,-45.120503652039325
,,1739209726.6154604,-27.267205301931607
,,1739209726.615463,-17.161703478598543
,,1739209726.6154654,-45.120503652039325
,,1739209726.615468,-26.99137008561072
,,1739209726.6154706,-38.13080360867914
,,1739209726.615473,-20.10991102986178
,,1739209726.6154757,-8.886976836659368
,,1739209726.6154785,-32.81601443825658
,,1739209726.615481,-38.13080360867914
,,1739209726.6154833,-31.141103565318915
,,1739209726.615486,-45.120503652039325
,,1739209726.6154883,-31.141103565318915
,,1739209726.615491,-31.141103565318893
,,1739209726.6154935,-38.13080360867914
,,1739209726.6154962,-32.816014438256545
,,1739209726.6154983,-45.120503652039325
,,1739209726.6155012,-31.14110356531892
,,1739209726.6155038,-45.120503652039325
,,1739209726.6155064,-45.120503652039325
,,1739209726.6155088,-38.13080360867914
,,1739209726.6155114,-35.57807855764607
,,1739209726.615514,-38.13080360867914
,,1739209726.6155164,-38.13080360867914
,,1739209726.615519,-33.981070128970906
,,1739209726.6155217,-25.826314394896357
,,1739209726.6155243,-20.88804491267121
,,1739209726.615527,-45.120503652039325
