CAN Message, 0x77:7b10f22c5ec5624f,Timestamp,Amplitude
,,1739209606.0770032,-33.981070128970906
,,1739209606.077007,-32.816014438256545
,,1739209606.0770109,-38.13080360867914
,,1739209606.0770147,-38.13080360867914
,,1739209606.0770185,-45.120503652039325
,,1739209606.077022,-32.816014438256545
,,1739209606.077026,-45.120503652039325
,,1739209606.0770297,-38.13080360867914
,,1739209606.0770335,-38.13080360867914
,,1739209606.077037,-32.816014438256545
,,1739209606.077041,-45.120503652039325
,,1739209606.0770447,-45.120503652039325
,,1739209606.0770483,-38.13080360867914
,,1739209606.0770524,-35.57807855764607
,,1739209606.0770562,-45.120503652039325
,,1739209606.07706,-38.13080360867914
,,1739209606.0770636,-45.120503652039325
,,1739209606.0770674,-45.120503652039325
,,1739209606.0770712,-45.120503652039325
,,1739209606.077075,-45.120503652039325
,,1739209606.0770788,-38.13080360867914
,,1739209606.0770824,-26.991370085610736
,,1739209606.0770862,-33.981070128970906
,,1739209606.07709,-45.120503652039325
,,1739209606.0770938,-38.13080360867914
,,1739209606.0770977,-35.57807855764607
,,1739209606.0771017,-45.120503652039325
,,1739209606.077105,-45.120503652039325
,,1739209606.0771089,-38.13080360867914
,,1739209606.077113,-33.98107012897096
,,1739209606.0771165,-38.13080360867914
,,1739209606.0771203,-38.13080360867914
,,1739209606.077124,-38.13080360867914
,,1739209606.0771277,-38.13080360867914
,,1739209606.0771315,-38.13080360867914
,,1739209606.077135,-45.120503652039325
,,1739209606.0771391,-45.120503652039325
,,1739209606.077143,-27.8777449560314
,,1739209606.0771463,-31.141103565318915
,,1739209606.0771503,-45.120503652039325
,,1739209606.0771542,-38.13080360867914
,,1739209606.077158,-45.120503652039325
,,1739209606.0771618,-38.13080360867914
,,1739209606.0771656,-45.120503652039325
,,1739209606.0771692,-35.57807855764607
,,1739209606.077173,-45.120503652039325
,,1739209606.0771768,-45.120503652039325
,,1739209606.0771806,-45.120503652039325
,,1739209606.0771844,-31.141103565318915
,,1739209606.077188,-28.58837851428589
,,1739209606.0771918,-10.029823201867677
,,1739209606.0771956,-15.064409198436486
,,1739209606.0771997,-30.49652367304976
,,1739209606.0772033,-29.438486411369333
,,1739209606.077207,-31.141103565318915
,,1739209606.077211,-45.120503652039325
,,1739209606.0772145,-38.13080360867914
,,1739209606.0772183,-45.120503652039325
,,1739209606.077222,-38.13080360867914
,,1739209606.077226,-35.57807855764607
,,1739209606.0772295,-38.13080360867914
,,1739209606.0772333,-38.13080360867914
,,1739209606.0772371,-35.57807855764607
,,1739209606.077241,-35.57807855764607
,,1739209606.0772448,-38.13080360867914
,,1739209606.0772486,-33.981070128970906
,,1739209606.077252,-32.816014438256545
,,1739209606.077256,-38.13080360867914
,,1739209606.0772598,-38.13080360867914
,,1739209606.0772636,-45.120503652039325
,,1739209606.0772674,-45.120503652039325
,,1739209606.0772712,-33.981070128970906
,,1739209606.0772748,-45.120503652039325
,,1739209606.0772786,-33.981070128970906
,,1739209606.0772824,-19.35709014998136
,,1739209606.0772862,-33.981070128970906
,,1739209606.07729,-38.13080360867914
,,1739209606.0772936,-45.120503652039325
,,1739209606.0772974,-35.57807855764607
,,1739209606.0773013,-17.600019173844906
,,1739209606.077305,-31.141103565318943
,,1739209606.077309,-35.57807855764607
,,1739209606.0773127,-38.13080360867914
,,1739209606.0773163,-38.13080360867914
,,1739209606.07732,-38.13080360867914
,,1739209606.077324,-38.13080360867914
,,1739209606.0773275,-33.981070128970906
,,1739209606.0773315,-45.120503652039325
,,1739209606.0773354,-45.120503652039325
,,1739209606.077339,-45.120503652039325
,,1739209606.0773427,-31.14110356531892
,,1739209606.0773466,-45.120503652039325
,,1739209606.0773504,-45.120503652039325
,,1739209606.0773542,-45.120503652039325
,,1739209606.0773578,-33.981070128970906
,,1739209606.0773616,-45.120503652039325
,,1739209606.0773654,-45.120503652039325
,,1739209606.0773692,-45.120503652039325
,,1739209606.077373,-38.13080360867914
,,1739209606.0773768,-45.120503652039325
,,1739209606.0773804,-45.120503652039325
,,1739209606.0773842,-29.438486411369333
,,1739209606.077388,-26.487275050834715
,,1739209606.077392,-18.087589870852675
,,1739209606.0773957,-31.141103565318893
,,1739209606.0773993,-38.13080360867914
,,1739209606.077403,-31.141103565318915
,,1739209606.077407,-23.273589343863303
,,1739209606.0774107,-8.911858899388083
,,1739209606.0774145,-32.816014438256545
,,1739209606.0774183,-26.03565346325281
,,1739209606.077422,-38.13080360867914
,,1739209606.0774257,-45.120503652039325
,,1739209606.0774295,-38.13080360867914
,,1739209606.077433,-38.13080360867914
,,1739209606.0774372,-38.13080360867914
,,1739209606.0774407,-33.981070128970906
,,1739209606.0774446,-20.277505258571445
,,1739209606.0774484,-26.99137008561072
,,1739209606.0774522,-35.57807855764607
,,1739209606.077456,-45.120503652039325
,,1739209606.0774598,-35.57807855764607
,,1739209606.0774634,-31.14110356531892
,,1739209606.0774672,-38.13080360867914
,,1739209606.077471,-33.981070128970906
,,1739209606.0774748,-35.57807855764607
,,1739209606.0774786,-31.141103565318915
,,1739209606.0774825,-14.979500436843086
,,1739209606.077486,-27.8777449560314
,,1739209606.07749,-38.13080360867914
,,1739209606.0774937,-38.13080360867914
,,1739209606.0774975,-38.13080360867914
,,1739209606.0775013,-38.13080360867914
,,1739209606.0775049,-38.13080360867914
,,1739209606.0775087,-38.13080360867914
,,1739209606.0775125,-45.120503652039325
,,1739209606.0775163,-38.13080360867914
,,1739209606.07752,-35.57807855764607
,,1739209606.077524,-38.13080360867914
,,1739209606.0775275,-45.120503652039325
,,1739209606.077531,-32.816014438256545
,,1739209606.0775352,-38.13080360867914
,,1739209606.077539,-33.981070128970906
,,1739209606.0775428,-35.57807855764607
,,1739209606.0775464,-38.13080360867914
,,1739209606.0775502,-45.120503652039325
,,1739209606.077554,-28.992665084841946
,,1739209606.0775578,-30.49652367304973
,,1739209606.0775616,-38.13080360867914
,,1739209606.0775654,-45.120503652039325
,,1739209606.077569,-28.992665084841946
,,1739209606.0775728,-31.141103565318915
,,1739209606.0775766,-45.120503652039325
,,1739209606.0775805,-38.13080360867914
,,1739209606.0775845,-32.816014438256545
,,1739209606.077588,-32.816014438256545
,,1739209606.0775917,-28.992665084841946
,,1739209606.0775957,-32.816014438256545
,,1739209606.0775993,-38.13080360867914
,,1739209606.077603,-33.981070128970906
,,1739209606.077607,-45.120503652039325
,,1739209606.0776105,-45.120503652039325
,,1739209606.0776143,-35.57807855764607
,,1739209606.077618,-31.141103565318915
