CAN Message, 0x150:020012632750098d,Timestamp,Amplitude
,,1739209677.6790717,-33.981070128970906
,,1739209677.679077,-38.13080360867914
,,1739209677.6790814,-32.816014438256545
,,1739209677.6790864,-38.13080360867914
,,1739209677.6790912,-38.13080360867914
,,1739209677.6790962,-45.120503652039325
,,1739209677.679101,-38.13080360867914
,,1739209677.679106,-38.13080360867914
,,1739209677.6791108,-38.13080360867914
,,1739209677.6791158,-38.13080360867914
,,1739209677.6791208,-45.120503652039325
,,1739209677.6791255,-38.13080360867914
,,1739209677.6791306,-38.13080360867914
,,1739209677.679135,-45.120503652039325
,,1739209677.6791403,-45.120503652039325
,,1739209677.679145,-38.13080360867914
,,1739209677.67915,-45.120503652039325
,,1739209677.679155,-45.120503652039325
,,1739209677.67916,-33.981070128970906
,,1739209677.679165,-35.57807855764607
,,1739209677.6791697,-35.57807855764607
,,1739209677.679175,-45.120503652039325
,,1739209677.6791794,-38.13080360867914
,,1739209677.6791844,-38.13080360867914
,,1739209677.6791892,-45.120503652039325
,,1739209677.6791942,-45.120503652039325
,,1739209677.6791992,-45.120503652039325
,,1739209677.679204,-45.120503652039325
,,1739209677.679209,-38.13080360867914
,,1739209677.6792138,-38.13080360867914
,,1739209677.6792188,-38.13080360867914
,,1739209677.6792235,-38.13080360867914
,,1739209677.6792283,-45.120503652039325
,,1739209677.6792336,-45.120503652039325
,,1739209677.6792383,-38.13080360867914
,,1739209677.679243,-45.120503652039325
,,1739209677.679248,-45.120503652039325
,,1739209677.679253,-45.120503652039325
,,1739209677.679258,-45.120503652039325
,,1739209677.6792629,-38.13080360867914
,,1739209677.6792676,-38.13080360867914
,,1739209677.679273,-33.981070128970906
,,1739209677.6792777,-33.981070128970906
,,1739209677.6792824,-38.13080360867914
,,1739209677.6792874,-45.120503652039325
,,1739209677.6792922,-45.120503652039325
,,1739209677.6792972,-45.120503652039325
,,1739209677.679302,-33.981070128970906
,,1739209677.679307,-45.120503652039325
,,1739209677.679312,-24.589719217205094
,,1739209677.6793168,-7.497470019161605
,,1739209677.6793218,-28.218542851754165
,,1739209677.6793263,-38.13080360867914
,,1739209677.6793315,-33.981070128970906
,,1739209677.6793363,-38.13080360867914
,,1739209677.6793413,-45.120503652039325
,,1739209677.679346,-45.120503652039325
,,1739209677.679351,-38.13080360867914
,,1739209677.679356,-38.13080360867914
,,1739209677.6793609,-35.57807855764607
,,1739209677.679366,-45.120503652039325
,,1739209677.6793706,-35.57807855764607
,,1739209677.6793756,-33.981070128970906
,,1739209677.6793804,-33.981070128970906
,,1739209677.6793854,-38.13080360867914
,,1739209677.6793904,-35.57807855764607
,,1739209677.6793952,-35.57807855764607
,,1739209677.6794002,-38.13080360867914
,,1739209677.679405,-45.120503652039325
,,1739209677.67941,-35.57807855764607
,,1739209677.6794147,-35.57807855764607
,,1739209677.6794198,-45.120503652039325
,,1739209677.6794248,-35.57807855764607
,,1739209677.6794295,-28.992665084841967
,,1739209677.6794343,-23.506823629689546
,,1739209677.6794393,-26.487275050834715
,,1739209677.6794443,-32.816014438256545
,,1739209677.679449,-29.438486411369357
,,1739209677.679454,-16.39894092455636
,,1739209677.6794589,-10.024446605923728
,,1739209677.679464,-29.438486411369347
,,1739209677.6794689,-31.141103565318915
,,1739209677.6794736,-35.57807855764607
,,1739209677.6794786,-31.141103565318915
,,1739209677.6794834,-38.13080360867914
,,1739209677.6794884,-45.120503652039325
,,1739209677.6794932,-45.120503652039325
,,1739209677.6794982,-38.13080360867914
,,1739209677.6795032,-38.13080360867914
,,1739209677.679508,-38.13080360867914
,,1739209677.679513,-45.120503652039325
,,1739209677.6795175,-25.82631439489636
,,1739209677.6795228,-45.120503652039325
,,1739209677.6795275,-45.120503652039325
,,1739209677.6795323,-45.120503652039325
,,1739209677.6795373,-45.120503652039325
,,1739209677.6795423,-45.120503652039325
,,1739209677.6795473,-45.120503652039325
,,1739209677.679552,-38.13080360867914
,,1739209677.679557,-32.816014438256545
,,1739209677.679562,-33.981070128970906
,,1739209677.6795669,-33.981070128970906
,,1739209677.6795716,-24.74623867263306
,,1739209677.6795766,-24.746238672633048
,,1739209677.6795816,-33.981070128970906
,,1739209677.6795864,-45.120503652039325
,,1739209677.6795914,-26.991370085610736
,,1739209677.6795962,-21.228842808393978
,,1739209677.6796012,-16.398940924556367
,,1739209677.679606,-26.0356534632528
,,1739209677.679611,-38.13080360867914
,,1739209677.6796155,-30.49652367304973
,,1739209677.6796207,-38.13080360867914
,,1739209677.6796255,-38.13080360867914
,,1739209677.6796305,-45.120503652039325
,,1739209677.6796355,-45.120503652039325
,,1739209677.6796403,-31.141103565318943
,,1739209677.6796453,-18.836614351536173
,,1739209677.67965,-45.120503652039325
,,1739209677.679655,-29.438486411369333
,,1739209677.67966,-29.438486411369333
,,1739209677.6796649,-38.13080360867914
,,1739209677.67967,-38.13080360867914
,,1739209677.6796746,-45.120503652039325
,,1739209677.6796796,-38.13080360867914
,,1739209677.6796844,-38.13080360867914
,,1739209677.6796894,-28.992665084841946
,,1739209677.6796944,-35.57807855764607
,,1739209677.6796992,-45.120503652039325
,,1739209677.6797042,-38.13080360867914
,,1739209677.679709,-38.13080360867914
,,1739209677.679714,-32.816014438256545
,,1739209677.6797187,-38.13080360867914
,,1739209677.6797235,-38.13080360867914
,,1739209677.6797285,-35.57807855764607
,,1739209677.6797335,-45.120503652039325
,,1739209677.6797383,-45.120503652039325
,,1739209677.6797433,-45.120503652039325
,,1739209677.6797483,-38.13080360867914
,,1739209677.679753,-28.992665084841946
,,1739209677.679758,-38.13080360867914
,,1739209677.6797628,-45.120503652039325
,,1739209677.6797678,-33.981070128970906
,,1739209677.6797729,-38.13080360867914
,,1739209677.6797776,-45.120503652039325
