CAN Message, 0x98:00007a85f7d01277,Timestamp,Amplitude
,,1739209884.4929905,-33.981070128970906
,,1739209884.4930017,-38.13080360867914
,,1739209884.493013,-45.120503652039325
,,1739209884.493024,-38.13080360867914
,,1739209884.493035,-45.120503652039325
,,1739209884.4930463,-35.57807855764607
,,1739209884.4930575,-27.8777449560314
,,1739209884.4930687,-45.120503652039325
,,1739209884.4930797,-45.120503652039325
,,1739209884.4930909,-45.120503652039325
,,1739209884.493102,-33.981070128970906
,,1739209884.4931133,-33.981070128970906
,,1739209884.4931245,-45.120503652039325
,,1739209884.4931357,-45.120503652039325
,,1739209884.493147,-31.141103565318893
,,1739209884.493158,-31.141103565318893
,,1739209884.493169,-20.277505258571445
,,1739209884.4931805,-28.992665084841967
,,1739209884.4931917,-30.49652367304973
,,1739209884.4932027,-38.13080360867914
,,1739209884.493214,-38.13080360867914
,,1739209884.4932249,-45.120503652039325
,,1739209884.493236,-45.120503652039325
,,1739209884.4932473,-45.120503652039325
,,1739209884.4932585,-45.120503652039325
,,1739209884.4932697,-33.981070128970906
,,1739209884.493281,-29.43848641136937
,,1739209884.493292,-45.120503652039325
,,1739209884.493303,-45.120503652039325
,,1739209884.4933145,-45.120503652039325
,,1739209884.4933257,-45.120503652039325
,,1739209884.493337,-38.13080360867914
,,1739209884.493348,-45.120503652039325
,,1739209884.493359,-38.13080360867914
,,1739209884.49337,-30.49652367304976
,,1739209884.4933813,-45.120503652039325
,,1739209884.4933925,-45.120503652039325
,,1739209884.4934037,-38.13080360867914
,,1739209884.4934149,-45.120503652039325
,,1739209884.493426,-45.120503652039325
,,1739209884.493437,-22.74004262075133
,,1739209884.4934485,-31.141103565318893
,,1739209884.4934597,-26.991370085610736
,,1739209884.493471,-28.58837851428586
,,1739209884.493482,-45.120503652039325
,,1739209884.493493,-33.981070128970906
,,1739209884.493504,-38.13080360867914
,,1739209884.4935153,-38.13080360867914
,,1739209884.4935265,-31.141103565318893
,,1739209884.4935377,-33.98107012897096
,,1739209884.4935489,-9.814665055588115
,,1739209884.49356,-32.81601443825658
,,1739209884.4935713,-38.13080360867914
,,1739209884.4935822,-45.120503652039325
,,1739209884.4935937,-38.13080360867914
,,1739209884.493605,-35.57807855764607
,,1739209884.493616,-35.57807855764607
,,1739209884.493627,-38.13080360867914
,,1739209884.4936385,-33.981070128970906
,,1739209884.4936492,-23.273589343863303
,,1739209884.4936604,-27.87774495603141
,,1739209884.4936717,-33.981070128970906
,,1739209884.4936829,-30.49652367304973
,,1739209884.493694,-32.816014438256545
,,1739209884.4937053,-45.120503652039325
,,1739209884.4937162,-38.13080360867914
,,1739209884.4937274,-38.13080360867914
,,1739209884.493739,-31.141103565318915
,,1739209884.49375,-35.57807855764607
,,1739209884.4937544,-23.273589343863318
,,1739209884.493759,-35.57807855764607
,,1739209884.4937634,-28.992665084841946
,,1739209884.4937675,-33.981070128970906
,,1739209884.4937725,-45.120503652039325
,,1739209884.4937768,-45.120503652039325
,,1739209884.493781,-33.981070128970906
,,1739209884.493786,-45.120503652039325
,,1739209884.4937904,-38.13080360867914
,,1739209884.493795,-45.120503652039325
,,1739209884.4937992,-45.120503652039325
,,1739209884.4938035,-38.13080360867914
,,1739209884.4938085,-38.13080360867914
,,1739209884.4938128,-38.13080360867914
,,1739209884.493817,-26.03565346325281
,,1739209884.4938216,-45.120503652039325
,,1739209884.4938262,-45.120503652039325
,,1739209884.4938307,-45.120503652039325
,,1739209884.4938352,-45.120503652039325
,,1739209884.4938395,-45.120503652039325
,,1739209884.4938445,-33.981070128970906
,,1739209884.4938486,-32.816014438256545
,,1739209884.493853,-45.120503652039325
,,1739209884.4938576,-45.120503652039325
,,1739209884.4938622,-21.6765809151882
,,1739209884.4938667,-45.120503652039325
,,1739209884.4938712,-35.57807855764607
,,1739209884.4938755,-38.13080360867914
,,1739209884.49388,-45.120503652039325
,,1739209884.4938846,-16.763597937115037
,,1739209884.493889,-28.218542851754165
,,1739209884.4938936,-33.981070128970906
,,1739209884.4938982,-38.13080360867914
,,1739209884.4939024,-35.57807855764607
,,1739209884.493907,-31.141103565318915
,,1739209884.4939115,-38.13080360867914
,,1739209884.493916,-38.13080360867914
,,1739209884.4939206,-38.13080360867914
,,1739209884.493925,-25.826314394896357
,,1739209884.4939294,-24.589719217205094
,,1739209884.493934,-45.120503652039325
,,1739209884.4939384,-35.57807855764607
,,1739209884.493943,-30.49652367304973
,,1739209884.4939475,-33.981070128970906
,,1739209884.493952,-45.120503652039325
,,1739209884.4939563,-38.13080360867914
,,1739209884.4939609,-38.13080360867914
,,1739209884.4939654,-45.120503652039325
,,1739209884.49397,-45.120503652039325
,,1739209884.4939744,-38.13080360867914
,,1739209884.493979,-28.992665084841946
,,1739209884.4939833,-45.120503652039325
,,1739209884.4939878,-45.120503652039325
,,1739209884.4939923,-33.981070128970906
,,1739209884.4939969,-45.120503652039325
,,1739209884.4940014,-33.98107012897096
,,1739209884.494006,-45.120503652039325
,,1739209884.4940102,-45.120503652039325
,,1739209884.4940147,-31.14110356531892
,,1739209884.4940193,-38.13080360867914
,,1739209884.4940238,-45.120503652039325
,,1739209884.4940283,-38.13080360867914
,,1739209884.4940329,-24.15140352195872
,,1739209884.4940372,-28.218542851754165
,,1739209884.4940417,-33.981070128970906
,,1739209884.4940462,-45.120503652039325
,,1739209884.4940507,-31.141103565318915
,,1739209884.4940553,-26.99137008561072
,,1739209884.4940598,-25.25278630937684
,,1739209884.494064,-33.981070128970906
