CAN Message, 0x1d3:00004faa9ccb4608,Timestamp,Amplitude
,,1739209598.0968428,-45.120503652039325
,,1739209598.0968478,-38.13080360867914
,,1739209598.0968528,-33.981070128970906
,,1739209598.0968578,-38.13080360867914
,,1739209598.0968628,-45.120503652039325
,,1739209598.0968678,-38.13080360867914
,,1739209598.0968728,-30.49652367304973
,,1739209598.0968778,-38.13080360867914
,,1739209598.0968828,-45.120503652039325
,,1739209598.0968878,-45.120503652039325
,,1739209598.0968928,-38.13080360867914
,,1739209598.0968978,-45.120503652039325
,,1739209598.0969028,-45.120503652039325
,,1739209598.096908,-33.981070128970906
,,1739209598.0969129,-45.120503652039325
,,1739209598.096918,-38.13080360867914
,,1739209598.0969229,-35.57807855764607
,,1739209598.096928,-38.13080360867914
,,1739209598.096933,-45.120503652039325
,,1739209598.096938,-38.13080360867914
,,1739209598.096943,-38.13080360867914
,,1739209598.096948,-21.676580915188183
,,1739209598.096953,-31.141103565318915
,,1739209598.096958,-38.13080360867914
,,1739209598.096963,-38.13080360867914
,,1739209598.096968,-45.120503652039325
,,1739209598.096973,-45.120503652039325
,,1739209598.096978,-38.13080360867914
,,1739209598.096983,-38.13080360867914
,,1739209598.096988,-45.120503652039325
,,1739209598.096993,-38.13080360867914
,,1739209598.096998,-33.981070128970906
,,1739209598.097003,-45.120503652039325
,,1739209598.097008,-45.120503652039325
,,1739209598.097013,-38.13080360867914
,,1739209598.097018,-38.13080360867914
,,1739209598.097023,-45.120503652039325
,,1739209598.097028,-30.49652367304973
,,1739209598.097033,-32.816014438256545
,,1739209598.097038,-38.13080360867914
,,1739209598.097043,-38.13080360867914
,,1739209598.097048,-38.13080360867914
,,1739209598.097053,-31.141103565318915
,,1739209598.0970583,-33.981070128970906
,,1739209598.0970633,-45.120503652039325
,,1739209598.0970683,-20.954098578656488
,,1739209598.0970733,-45.120503652039325
,,1739209598.0970783,-45.120503652039325
,,1739209598.097083,-38.13080360867914
,,1739209598.0970883,-45.120503652039325
,,1739209598.097093,-10.278929408385482
,,1739209598.0970984,-31.141103565318943
,,1739209598.0971034,-33.981070128970906
,,1739209598.0971084,-45.120503652039325
,,1739209598.0971134,-33.981070128970906
,,1739209598.0971184,-26.99137008561072
,,1739209598.0971234,-45.120503652039325
,,1739209598.0971284,-45.120503652039325
,,1739209598.0971334,-38.13080360867914
,,1739209598.0971384,-38.13080360867914
,,1739209598.0971434,-45.120503652039325
,,1739209598.0971484,-45.120503652039325
,,1739209598.0971534,-38.13080360867914
,,1739209598.0971584,-33.981070128970906
,,1739209598.0971634,-45.120503652039325
,,1739209598.0971684,-45.120503652039325
,,1739209598.0971737,-38.13080360867914
,,1739209598.0971785,-31.141103565318915
,,1739209598.0971837,-45.120503652039325
,,1739209598.0971885,-33.981070128970906
,,1739209598.0971937,-38.13080360867914
,,1739209598.0971985,-25.077289914212862
,,1739209598.0972035,-35.57807855764607
,,1739209598.0972085,-38.13080360867914
,,1739209598.0972135,-45.120503652039325
,,1739209598.0972185,-28.992665084841946
,,1739209598.0972235,-35.57807855764607
,,1739209598.0972283,-33.981070128970906
,,1739209598.0972335,-31.141103565318915
,,1739209598.0972383,-20.277505258571438
,,1739209598.0972435,-38.13080360867914
,,1739209598.0972486,-33.981070128970906
,,1739209598.0972536,-38.13080360867914
,,1739209598.0972586,-33.981070128970906
,,1739209598.0972636,-38.13080360867914
,,1739209598.0972686,-45.120503652039325
,,1739209598.0972736,-38.13080360867914
,,1739209598.0972786,-28.992665084841946
,,1739209598.0972836,-27.267205301931607
,,1739209598.0972886,-31.141103565318915
,,1739209598.0972936,-35.57807855764607
,,1739209598.0972986,-30.49652367304976
,,1739209598.0973036,-45.120503652039325
,,1739209598.0973086,-38.13080360867914
,,1739209598.0973136,-35.57807855764607
,,1739209598.0973186,-45.120503652039325
,,1739209598.0973237,-45.120503652039325
,,1739209598.097329,-45.120503652039325
,,1739209598.0973337,-10.144297154226416
,,1739209598.097339,-22.17584139042336
,,1739209598.0973437,-31.141103565318915
,,1739209598.0973487,-45.120503652039325
,,1739209598.0973537,-45.120503652039325
,,1739209598.0973587,-35.57807855764607
,,1739209598.0973637,-29.438486411369333
,,1739209598.0973687,-45.120503652039325
,,1739209598.0973735,-38.13080360867914
,,1739209598.0973787,-28.58837851428586
,,1739209598.0973835,-33.981070128970906
,,1739209598.0973887,-38.13080360867914
,,1739209598.0973938,-45.120503652039325
,,1739209598.0973988,-28.58837851428586
,,1739209598.0974038,-30.49652367304973
,,1739209598.0974088,-45.120503652039325
,,1739209598.0974138,-45.120503652039325
,,1739209598.0974188,-38.13080360867914
,,1739209598.097424,-38.13080360867914
,,1739209598.097429,-45.120503652039325
,,1739209598.097434,-31.141103565318893
,,1739209598.097439,-33.98107012897096
,,1739209598.097444,-45.120503652039325
,,1739209598.097449,-38.13080360867914
,,1739209598.097454,-22.448786368009163
,,1739209598.097459,-33.981070128970906
,,1739209598.097464,-33.981070128970906
,,1739209598.097469,-30.49652367304973
,,1739209598.097474,-22.002965041481755
,,1739209598.097479,-9.683547328946844
,,1739209598.097484,-31.141103565318915
,,1739209598.097489,-38.13080360867914
,,1739209598.097494,-38.13080360867914
,,1739209598.0974991,-45.120503652039325
,,1739209598.097504,-45.120503652039325
,,1739209598.0975091,-35.57807855764607
,,1739209598.0975142,-45.120503652039325
,,1739209598.0975192,-31.141103565318893
,,1739209598.0975242,-25.826314394896357
,,1739209598.0975292,-45.120503652039325
,,1739209598.0975342,-38.13080360867914
,,1739209598.0975392,-45.120503652039325
,,1739209598.0975442,-38.13080360867914
,,1739209598.0975492,-38.13080360867914
,,1739209598.0975542,-45.120503652039325
,,1739209598.0975592,-31.141103565318893
,,1739209598.0975642,-26.991370085610736
,,1739209598.0975692,-31.141103565318943
,,1739209598.0975742,-19.40341533395241
,,1739209598.0975792,-30.49652367304973
,,1739209598.0975842,-45.120503652039325
,,1739209598.0975893,-45.120503652039325
,,1739209598.0975945,-32.816014438256545
,,1739209598.0975993,-45.120503652039325
,,1739209598.0976045,-45.120503652039325
,,1739209598.0976093,-32.816014438256545
,,1739209598.0976143,-45.120503652039325
,,1739209598.0976193,-35.57807855764607
,,1739209598.0976243,-31.141103565318893
,,1739209598.0976293,-45.120503652039325
,,1739209598.0976343,-45.120503652039325
,,1739209598.097639,-33.981070128970906
,,1739209598.0976443,-25.25278630937684
,,1739209598.097649,-19.35709014998136
,,1739209598.0976543,-31.141103565318915
,,1739209598.097659,-38.13080360867914
,,1739209598.0976644,-27.8777449560314
,,1739209598.0976694,-45.120503652039325
,,1739209598.0976744,-45.120503652039325
,,1739209598.0976794,-38.13080360867914
,,1739209598.0976844,-33.981070128970906
,,1739209598.0976894,-38.13080360867914
,,1739209598.0976944,-22.002965041481755
,,1739209598.0976994,-38.13080360867914
,,1739209598.0977044,-38.13080360867914
,,1739209598.0977094,-38.13080360867914
,,1739209598.0977144,-45.120503652039325
,,1739209598.0977194,-33.981070128970906
,,1739209598.0977244,-25.82631439489636
,,1739209598.0977294,-38.13080360867914
,,1739209598.0977345,-32.816014438256545
,,1739209598.0977397,-31.141103565318943
,,1739209598.0977445,-30.49652367304976
,,1739209598.0977497,-38.13080360867914
,,1739209598.0977545,-38.13080360867914
,,1739209598.0977595,-35.57807855764607
,,1739209598.0977645,-38.13080360867914
,,1739209598.0977695,-45.120503652039325
,,1739209598.0977745,-38.13080360867914
,,1739209598.0977795,-32.816014438256545
,,1739209598.0977845,-26.991370085610768
,,1739209598.0977898,-10.684744854536715
,,1739209598.0977948,-15.203813578239808
,,1739209598.0977998,-28.992665084841967
,,1739209598.0978048,-26.487275050834715
,,1739209598.0978098,-31.141103565318915
,,1739209598.0978148,-38.13080360867914
,,1739209598.0978198,-35.57807855764607
,,1739209598.0978248,-38.13080360867914
,,1739209598.0978298,-38.13080360867914
,,1739209598.0978348,-38.13080360867914
,,1739209598.0978398,-38.13080360867914
,,1739209598.0978448,-33.981070128970906
,,1739209598.0978498,-35.57807855764607
,,1739209598.0978549,-38.13080360867914
,,1739209598.09786,-38.13080360867914
,,1739209598.0978649,-31.141103565318915
,,1739209598.09787,-33.981070128970906
,,1739209598.0978749,-38.13080360867914
,,1739209598.09788,-45.120503652039325
,,1739209598.097885,-24.15140352195873
,,1739209598.09789,-23.38864096791655
,,1739209598.097895,-33.981070128970906
,,1739209598.0979,-38.13080360867914
,,1739209598.097905,-38.13080360867914
,,1739209598.09791,-33.981070128970906
,,1739209598.097915,-45.120503652039325
,,1739209598.09792,-38.13080360867914
,,1739209598.097925,-45.120503652039325
,,1739209598.09793,-45.120503652039325
,,1739209598.097935,-45.120503652039325
,,1739209598.09794,-38.13080360867914
,,1739209598.097945,-45.120503652039325
,,1739209598.09795,-45.120503652039325
,,1739209598.097955,-33.981070128970906
,,1739209598.09796,-38.13080360867914
,,1739209598.097965,-38.13080360867914
,,1739209598.09797,-33.981070128970906
,,1739209598.0979724,-35.57807855764607
,,1739209598.0979748,-45.120503652039325
,,1739209598.0979772,-33.981070128970906
,,1739209598.0979795,-31.141103565318915
,,1739209598.097982,-45.120503652039325
,,1739209598.0979843,-38.13080360867914
,,1739209598.0979867,-25.077289914212862
,,1739209598.097989,-24.15140352195873
,,1739209598.0979917,-38.13080360867914
,,1739209598.097994,-45.120503652039325
,,1739209598.0979962,-45.120503652039325
,,1739209598.0979986,-25.25278630937684
,,1739209598.098001,-25.077289914212862
,,1739209598.0980034,-45.120503652039325
,,1739209598.0980058,-45.120503652039325
,,1739209598.0980082,-45.120503652039325
,,1739209598.0980103,-45.120503652039325
,,1739209598.098013,-38.13080360867914
,,1739209598.0980153,-38.13080360867914
,,1739209598.0980177,-33.981070128970906
,,1739209598.09802,-38.13080360867914
,,1739209598.0980225,-45.120503652039325
,,1739209598.0980248,-38.13080360867914
,,1739209598.0980272,-25.826314394896357
,,1739209598.0980296,-45.120503652039325
,,1739209598.098032,-45.120503652039325
,,1739209598.0980344,-45.120503652039325
,,1739209598.0980368,-31.141103565318915
,,1739209598.0980392,-35.57807855764607
,,1739209598.0980415,-38.13080360867914
,,1739209598.098044,-45.120503652039325
,,1739209598.0980463,-33.981070128970906
,,1739209598.0980487,-32.816014438256545
,,1739209598.098051,-38.13080360867914
,,1739209598.0980537,-38.13080360867914
,,1739209598.0980558,-20.822980852015213
,,1739209598.0980585,-28.992665084841946
,,1739209598.0980608,-45.120503652039325
,,1739209598.0980632,-38.13080360867914
,,1739209598.0980656,-33.981070128970906
,,1739209598.098068,-14.325073578010231
,,1739209598.0980704,-21.598678470925663
,,1739209598.0980728,-35.57807855764607
,,1739209598.0980752,-29.438486411369347
,,1739209598.0980775,-33.981070128970906
,,1739209598.09808,-38.13080360867914
,,1739209598.0980823,-45.120503652039325
,,1739209598.0980847,-45.120503652039325
,,1739209598.098087,-45.120503652039325
,,1739209598.0980897,-35.57807855764607
,,1739209598.0980918,-38.13080360867914
,,1739209598.0980942,-38.13080360867914
,,1739209598.0980966,-45.120503652039325
,,1739209598.098099,-38.13080360867914
,,1739209598.0981014,-38.13080360867914
,,1739209598.0981038,-45.120503652039325
,,1739209598.098106,-45.120503652039325
,,1739209598.0981083,-45.120503652039325
,,1739209598.098111,-45.120503652039325
,,1739209598.0981133,-33.981070128970906
,,1739209598.0981157,-45.120503652039325
,,1739209598.098118,-38.13080360867914
,,1739209598.0981205,-45.120503652039325
,,1739209598.0981228,-25.077289914212862
,,1739209598.0981252,-15.203813578239808
,,1739209598.0981276,-45.120503652039325
,,1739209598.09813,-45.120503652039325
,,1739209598.0981324,-28.992665084841946
,,1739209598.0981348,-30.49652367304973
,,1739209598.0981371,-8.704771120257535
,,1739209598.0981395,-30.49652367304976
,,1739209598.098142,-25.826314394896357
,,1739209598.0981443,-31.141103565318893
,,1739209598.098147,-45.120503652039325
,,1739209598.098149,-35.57807855764607
,,1739209598.0981514,-35.57807855764607
,,1739209598.0981538,-33.981070128970906
,,1739209598.0981562,-45.120503652039325
,,1739209598.0981586,-45.120503652039325
,,1739209598.098161,-38.13080360867914
,,1739209598.0981634,-45.120503652039325
,,1739209598.0981658,-38.13080360867914
,,1739209598.098168,-45.120503652039325
,,1739209598.0981705,-31.141103565318893
,,1739209598.098173,-29.438486411369333
,,1739209598.0981753,-45.120503652039325
,,1739209598.0981777,-38.13080360867914
,,1739209598.09818,-38.13080360867914
,,1739209598.0981824,-45.120503652039325
,,1739209598.0981848,-32.816014438256545
,,1739209598.0981872,-45.120503652039325
,,1739209598.0981896,-30.49652367304973
,,1739209598.098192,-23.506823629689546
,,1739209598.0981944,-20.4518274484982
,,1739209598.0981967,-33.981070128970906
,,1739209598.0981991,-45.120503652039325
,,1739209598.0982015,-33.981070128970906
,,1739209598.098204,-38.13080360867914
,,1739209598.0982063,-45.120503652039325
,,1739209598.098209,-45.120503652039325
,,1739209598.098211,-45.120503652039325
