CAN Message, 0x39:0614e7e23aa412bf,Timestamp,Amplitude
,,1739209877.4707515,-45.120503652039325
,,1739209877.4707563,-45.120503652039325
,,1739209877.470761,-38.13080360867914
,,1739209877.470766,-35.57807855764607
,,1739209877.4707708,-35.57807855764607
,,1739209877.4707756,-38.13080360867914
,,1739209877.4707804,-32.816014438256545
,,1739209877.4707854,-31.141103565318915
,,1739209877.47079,-45.120503652039325
,,1739209877.470795,-45.120503652039325
,,1739209877.4707997,-45.120503652039325
,,1739209877.4708045,-45.120503652039325
,,1739209877.4708097,-38.13080360867914
,,1739209877.4708142,-45.120503652039325
,,1739209877.470819,-38.13080360867914
,,1739209877.4708238,-38.13080360867914
,,1739209877.4708288,-38.13080360867914
,,1739209877.4708335,-45.120503652039325
,,1739209877.4708383,-45.120503652039325
,,1739209877.470843,-45.120503652039325
,,1739209877.470848,-45.120503652039325
,,1739209877.4708529,-45.120503652039325
,,1739209877.4708576,-38.13080360867914
,,1739209877.4708624,-38.13080360867914
,,1739209877.4708672,-45.120503652039325
,,1739209877.4708722,-38.13080360867914
,,1739209877.470877,-45.120503652039325
,,1739209877.4708817,-45.120503652039325
,,1739209877.4708865,-38.13080360867914
,,1739209877.4708917,-38.13080360867914
,,1739209877.4708962,-33.981070128970906
,,1739209877.470901,-45.120503652039325
,,1739209877.4709058,-35.57807855764607
,,1739209877.4709108,-38.13080360867914
,,1739209877.4709156,-45.120503652039325
,,1739209877.4709203,-38.13080360867914
,,1739209877.470925,-35.57807855764607
,,1739209877.47093,-38.13080360867914
,,1739209877.4709349,-45.120503652039325
,,1739209877.4709396,-38.13080360867914
,,1739209877.4709444,-35.57807855764607
,,1739209877.4709492,-38.13080360867914
,,1739209877.4709542,-45.120503652039325
,,1739209877.470959,-38.13080360867914
,,1739209877.4709637,-35.57807855764607
,,1739209877.4709685,-38.13080360867914
,,1739209877.4709733,-45.120503652039325
,,1739209877.4709785,-30.49652367304973
,,1739209877.470983,-45.120503652039325
,,1739209877.4709878,-27.267205301931607
,,1739209877.4709926,-7.811873731574355
,,1739209877.4709976,-26.487275050834715
,,1739209877.4710023,-45.120503652039325
,,1739209877.471007,-31.141103565318915
,,1739209877.471012,-38.13080360867914
,,1739209877.471017,-45.120503652039325
,,1739209877.4710217,-35.57807855764607
,,1739209877.4710264,-38.13080360867914
,,1739209877.4710312,-45.120503652039325
,,1739209877.471036,-38.13080360867914
,,1739209877.471041,-45.120503652039325
,,1739209877.4710455,-38.13080360867914
,,1739209877.4710505,-35.57807855764607
,,1739209877.4710553,-45.120503652039325
,,1739209877.4710605,-38.13080360867914
,,1739209877.471065,-31.141103565318915
,,1739209877.4710698,-35.57807855764607
,,1739209877.4710746,-38.13080360867914
,,1739209877.4710796,-38.13080360867914
,,1739209877.4710844,-45.120503652039325
,,1739209877.4710891,-35.57807855764607
,,1739209877.471094,-33.981070128970906
,,1739209877.471099,-31.141103565318915
,,1739209877.4711037,-29.43848641136937
,,1739209877.4711084,-21.44694444177911
,,1739209877.4711132,-33.981070128970906
,,1739209877.471118,-45.120503652039325
,,1739209877.471123,-31.141103565318915
,,1739209877.4711275,-23.506823629689546
,,1739209877.4711325,-13.606805149564693
,,1739209877.4711373,-29.438486411369333
,,1739209877.4711423,-38.13080360867914
,,1739209877.471147,-45.120503652039325
,,1739209877.4711518,-45.120503652039325
,,1739209877.4711566,-38.13080360867914
,,1739209877.4711614,-25.62660358559016
,,1739209877.4711664,-38.13080360867914
,,1739209877.4711711,-45.120503652039325
,,1739209877.471176,-38.13080360867914
,,1739209877.471181,-38.13080360867914
,,1739209877.4711857,-38.13080360867914
,,1739209877.4711905,-33.981070128970906
,,1739209877.4711952,-45.120503652039325
,,1739209877.4712,-24.438645034577675
,,1739209877.471205,-33.981070128970906
,,1739209877.4712098,-38.13080360867914
,,1739209877.4712143,-45.120503652039325
,,1739209877.4712193,-33.981070128970906
,,1739209877.471224,-35.57807855764607
,,1739209877.471229,-38.13080360867914
,,1739209877.4712338,-45.120503652039325
,,1739209877.4712386,-29.438486411369333
,,1739209877.4712434,-23.38864096791655
,,1739209877.4712484,-22.002965041481755
,,1739209877.4712532,-29.438486411369333
,,1739209877.471258,-38.13080360867914
,,1739209877.4712627,-24.151403521958727
,,1739209877.4712677,-12.249207444848182
,,1739209877.4712725,-10.684744854536715
,,1739209877.4712772,-32.81601443825658
,,1739209877.471282,-28.992665084841946
,,1739209877.4712868,-38.13080360867914
,,1739209877.4712918,-45.120503652039325
,,1739209877.4712963,-38.13080360867914
,,1739209877.4713013,-33.981070128970906
,,1739209877.471306,-35.57807855764607
,,1739209877.471311,-45.120503652039325
,,1739209877.471316,-18.48349439814281
,,1739209877.4713206,-38.13080360867914
,,1739209877.4713254,-35.57807855764607
,,1739209877.4713302,-38.13080360867914
,,1739209877.4713352,-38.13080360867914
,,1739209877.47134,-45.120503652039325
,,1739209877.4713447,-38.13080360867914
,,1739209877.4713497,-38.13080360867914
,,1739209877.4713545,-32.816014438256545
,,1739209877.4713593,-21.021172418726344
,,1739209877.471364,-16.283889300503116
,,1739209877.4713688,-45.120503652039325
,,1739209877.4713738,-28.992665084841946
,,1739209877.4713786,-28.992665084841946
,,1739209877.471383,-35.57807855764607
,,1739209877.471388,-45.120503652039325
,,1739209877.4713929,-31.141103565318915
,,1739209877.471398,-25.82631439489636
,,1739209877.4714026,-45.120503652039325
,,1739209877.4714074,-45.120503652039325
,,1739209877.4714122,-35.57807855764607
,,1739209877.4714172,-33.981070128970906
,,1739209877.471422,-45.120503652039325
,,1739209877.4714267,-45.120503652039325
,,1739209877.4714315,-38.13080360867914
,,1739209877.4714365,-38.13080360867914
,,1739209877.4714413,-38.13080360867914
,,1739209877.471446,-45.120503652039325
,,1739209877.4714508,-33.981070128970906
,,1739209877.4714556,-27.267205301931607
,,1739209877.4714606,-33.981070128970906
,,1739209877.471465,-45.120503652039325
,,1739209877.47147,-38.13080360867914
,,1739209877.471475,-24.15140352195873
,,1739209877.47148,-31.141103565318943
,,1739209877.471485,-35.57807855764607
,,1739209877.4714894,-35.57807855764607
,,1739209877.4714942,-30.49652367304973
,,1739209877.4714992,-38.13080360867914
,,1739209877.471504,-25.25278630937684
,,1739209877.4715087,-38.13080360867914
,,1739209877.4715135,-35.57807855764607
,,1739209877.4715185,-35.57807855764607
,,1739209877.4715233,-45.120503652039325
,,1739209877.471528,-38.13080360867914
,,1739209877.4715328,-26.991370085610736
,,1739209877.4715376,-35.57807855764607
,,1739209877.4715426,-45.120503652039325
,,1739209877.4715474,-45.120503652039325
,,1739209877.471552,-33.981070128970906
,,1739209877.471557,-32.816014438256545
,,1739209877.4715617,-45.120503652039325
,,1739209877.471567,-45.120503652039325
,,1739209877.4715714,-32.816014438256545
,,1739209877.4715762,-35.57807855764607
,,1739209877.471581,-45.120503652039325
,,1739209877.471586,-38.13080360867914
,,1739209877.4715908,-45.120503652039325
,,1739209877.4715955,-45.120503652039325
,,1739209877.4716003,-38.13080360867914
,,1739209877.4716053,-38.13080360867914
,,1739209877.47161,-32.81601443825658
,,1739209877.4716148,-23.16150712794696
,,1739209877.4716196,-26.487275050834725
,,1739209877.4716244,-38.13080360867914
,,1739209877.4716294,-35.57807855764607
,,1739209877.471634,-29.43848641136937
,,1739209877.471639,-14.113352786308475
,,1739209877.4716437,-16.105920438078165
,,1739209877.4716487,-32.81601443825658
,,1739209877.4716537,-32.816014438256545
,,1739209877.4716582,-45.120503652039325
,,1739209877.471663,-33.981070128970906
,,1739209877.471668,-32.81601443825658
,,1739209877.4716728,-45.120503652039325
,,1739209877.4716775,-38.13080360867914
,,1739209877.4716823,-25.82631439489636
,,1739209877.471687,-18.299052888300974
,,1739209877.471692,-35.57807855764607
,,1739209877.4716969,-35.57807855764607
,,1739209877.4717016,-45.120503652039325
