CAN Message, 0x150:060074f17144f0e4,Timestamp,Amplitude
,,1739209868.4377956,-45.120503652039325
,,1739209868.4378018,-32.816014438256545
,,1739209868.437808,-26.99137008561072
,,1739209868.4378142,-45.120503652039325
,,1739209868.4378202,-38.13080360867914
,,1739209868.4378264,-38.13080360867914
,,1739209868.4378326,-38.13080360867914
,,1739209868.4378388,-45.120503652039325
,,1739209868.4378448,-45.120503652039325
,,1739209868.437851,-45.120503652039325
,,1739209868.4378572,-38.13080360867914
,,1739209868.437863,-38.13080360867914
,,1739209868.4378693,-38.13080360867914
,,1739209868.4378755,-38.13080360867914
,,1739209868.4378817,-30.49652367304973
,,1739209868.437888,-45.120503652039325
,,1739209868.437894,-45.120503652039325
,,1739209868.4379,-45.120503652039325
,,1739209868.4379065,-38.13080360867914
,,1739209868.4379125,-45.120503652039325
,,1739209868.4379184,-45.120503652039325
,,1739209868.4379246,-25.62660358559016
,,1739209868.4379308,-38.13080360867914
,,1739209868.437937,-33.981070128970906
,,1739209868.437943,-45.120503652039325
,,1739209868.4379492,-38.13080360867914
,,1739209868.4379554,-31.141103565318915
,,1739209868.4379616,-33.981070128970906
,,1739209868.4379675,-35.57807855764607
,,1739209868.4379735,-45.120503652039325
,,1739209868.43798,-32.81601443825658
,,1739209868.437986,-38.13080360867914
,,1739209868.437992,-33.981070128970906
,,1739209868.4379983,-45.120503652039325
,,1739209868.4380045,-38.13080360867914
,,1739209868.4380107,-38.13080360867914
,,1739209868.438017,-45.120503652039325
,,1739209868.4380229,-38.13080360867914
,,1739209868.438029,-33.981070128970906
,,1739209868.4380352,-38.13080360867914
,,1739209868.4380412,-45.120503652039325
,,1739209868.4380474,-45.120503652039325
,,1739209868.4380536,-33.981070128970906
,,1739209868.4380598,-45.120503652039325
,,1739209868.4380658,-45.120503652039325
,,1739209868.438072,-45.120503652039325
,,1739209868.4380782,-38.13080360867914
,,1739209868.4380844,-32.816014438256545
,,1739209868.4380903,-38.13080360867914
,,1739209868.4380963,-29.438486411369333
,,1739209868.4381027,-15.45908632464896
,,1739209868.438109,-31.141103565318915
,,1739209868.438115,-33.981070128970906
,,1739209868.438121,-30.49652367304973
,,1739209868.4381273,-22.002965041481744
,,1739209868.4381337,-8.372810511885032
,,1739209868.4381394,-35.57807855764607
,,1739209868.4381456,-35.57807855764607
,,1739209868.4381518,-32.816014438256545
,,1739209868.438158,-33.981070128970906
,,1739209868.438164,-38.13080360867914
,,1739209868.4381702,-45.120503652039325
,,1739209868.4381764,-33.981070128970906
,,1739209868.4381826,-35.57807855764607
,,1739209868.4381886,-23.506823629689546
,,1739209868.4381948,-31.141103565318915
,,1739209868.438201,-33.981070128970906
,,1739209868.4382071,-38.13080360867914
,,1739209868.438213,-45.120503652039325
,,1739209868.4382193,-38.13080360867914
,,1739209868.4382255,-33.981070128970906
,,1739209868.4382317,-31.141103565318915
,,1739209868.4382377,-32.816014438256545
,,1739209868.438244,-45.120503652039325
,,1739209868.43825,-23.38864096791655
,,1739209868.4382565,-31.141103565318915
,,1739209868.4382622,-38.13080360867914
,,1739209868.4382684,-45.120503652039325
,,1739209868.4382746,-38.13080360867914
,,1739209868.4382808,-35.57807855764607
,,1739209868.4382868,-45.120503652039325
,,1739209868.438293,-45.120503652039325
,,1739209868.4382992,-45.120503652039325
,,1739209868.4383054,-38.13080360867914
,,1739209868.438311,-38.13080360867914
,,1739209868.4383175,-38.13080360867914
,,1739209868.4383235,-45.120503652039325
,,1739209868.43833,-38.13080360867914
,,1739209868.438336,-38.13080360867914
,,1739209868.438342,-45.120503652039325
,,1739209868.4383483,-45.120503652039325
,,1739209868.4383545,-45.120503652039325
,,1739209868.4383605,-45.120503652039325
,,1739209868.438367,-38.13080360867914
,,1739209868.4383729,-38.13080360867914
,,1739209868.438379,-45.120503652039325
,,1739209868.438385,-45.120503652039325
,,1739209868.4383912,-28.58837851428586
,,1739209868.4383974,-18.636903542229973
,,1739209868.4384036,-24.589719217205094
,,1739209868.4384096,-33.981070128970906
,,1739209868.4384158,-33.981070128970906
,,1739209868.438422,-24.15140352195872
,,1739209868.438423,-9.513070641492174
,,1739209868.4384236,-38.13080360867914
,,1739209868.4384243,-38.13080360867914
,,1739209868.4384253,-45.120503652039325
,,1739209868.438426,-24.438645034577675
,,1739209868.4384267,-33.981070128970906
,,1739209868.4384277,-38.13080360867914
,,1739209868.4384284,-32.816014438256545
,,1739209868.4384294,-45.120503652039325
,,1739209868.43843,-45.120503652039325
,,1739209868.4384308,-45.120503652039325
,,1739209868.4384315,-45.120503652039325
,,1739209868.4384325,-38.13080360867914
,,1739209868.4384334,-38.13080360867914
,,1739209868.438434,-45.120503652039325
,,1739209868.4384348,-45.120503652039325
,,1739209868.4384358,-28.58837851428586
,,1739209868.4384365,-45.120503652039325
,,1739209868.4384377,-28.58837851428586
,,1739209868.4384382,-19.844204643325902
,,1739209868.438439,-45.120503652039325
,,1739209868.4384398,-31.141103565318915
