CAN Message, 0x77:293b84ffee5bd371,Timestamp,Amplitude
,,1739209593.5588882,-45.120503652039325
,,1739209593.558892,-45.120503652039325
,,1739209593.558896,-45.120503652039325
,,1739209593.5589,-38.13080360867914
,,1739209593.5589037,-38.13080360867914
,,1739209593.5589075,-35.57807855764607
,,1739209593.558911,-35.57807855764607
,,1739209593.5589151,-32.816014438256545
,,1739209593.5589192,-38.13080360867914
,,1739209593.558923,-45.120503652039325
,,1739209593.5589268,-38.13080360867914
,,1739209593.5589306,-45.120503652039325
,,1739209593.5589345,-45.120503652039325
,,1739209593.5589385,-35.57807855764607
,,1739209593.558942,-35.57807855764607
,,1739209593.558946,-45.120503652039325
,,1739209593.55895,-38.13080360867914
,,1739209593.5589538,-33.981070128970906
,,1739209593.5589576,-35.57807855764607
,,1739209593.5589614,-33.981070128970906
,,1739209593.5589652,-45.120503652039325
,,1739209593.558969,-45.120503652039325
,,1739209593.558973,-38.13080360867914
,,1739209593.558977,-38.13080360867914
,,1739209593.5589807,-45.120503652039325
,,1739209593.5589845,-38.13080360867914
,,1739209593.5589883,-45.120503652039325
,,1739209593.558992,-45.120503652039325
,,1739209593.558996,-45.120503652039325
,,1739209593.559,-45.120503652039325
,,1739209593.5590038,-45.120503652039325
,,1739209593.5590076,-45.120503652039325
,,1739209593.5590117,-45.120503652039325
,,1739209593.5590153,-45.120503652039325
,,1739209593.559019,-38.13080360867914
,,1739209593.5590231,-38.13080360867914
,,1739209593.559027,-45.120503652039325
,,1739209593.5590308,-38.13080360867914
,,1739209593.5590346,-35.57807855764607
,,1739209593.5590384,-38.13080360867914
,,1739209593.5590422,-45.120503652039325
,,1739209593.559046,-38.13080360867914
,,1739209593.55905,-38.13080360867914
,,1739209593.559054,-38.13080360867914
,,1739209593.5590577,-45.120503652039325
,,1739209593.5590615,-38.13080360867914
,,1739209593.559065,-35.57807855764607
,,1739209593.5590692,-45.120503652039325
,,1739209593.559073,-27.8777449560314
,,1739209593.559077,-22.264930561961563
,,1739209593.5590808,-8.552815859379125
,,1739209593.559085,-45.120503652039325
,,1739209593.5590885,-45.120503652039325
,,1739209593.5590923,-45.120503652039325
,,1739209593.559096,-45.120503652039325
,,1739209593.5591002,-45.120503652039325
,,1739209593.559104,-45.120503652039325
,,1739209593.5591078,-45.120503652039325
,,1739209593.5591116,-45.120503652039325
,,1739209593.5591154,-30.49652367304973
,,1739209593.5591192,-35.57807855764607
,,1739209593.559123,-45.120503652039325
,,1739209593.559127,-45.120503652039325
,,1739209593.559131,-45.120503652039325
,,1739209593.5591347,-45.120503652039325
,,1739209593.5591383,-32.816014438256545
,,1739209593.5591424,-38.13080360867914
,,1739209593.5591462,-25.826314394896357
,,1739209593.55915,-31.141103565318915
,,1739209593.559154,-45.120503652039325
,,1739209593.5591578,-35.57807855764607
,,1739209593.5591617,-29.438486411369333
,,1739209593.5591657,-45.120503652039325
,,1739209593.5591693,-25.077289914212862
,,1739209593.559173,-19.00327057196587
,,1739209593.559177,-32.81601443825658
,,1739209593.559181,-38.13080360867914
,,1739209593.5591848,-27.267205301931607
,,1739209593.5591886,-20.4518274484982
,,1739209593.5591924,-13.756469170699392
,,1739209593.5591962,-31.141103565318915
,,1739209593.5592,-45.120503652039325
,,1739209593.559204,-38.13080360867914
,,1739209593.559208,-38.13080360867914
,,1739209593.5592115,-45.120503652039325
,,1739209593.5592155,-32.816014438256545
,,1739209593.5592194,-38.13080360867914
,,1739209593.5592232,-45.120503652039325
,,1739209593.559227,-38.13080360867914
,,1739209593.559231,-38.13080360867914
,,1739209593.5592349,-45.120503652039325
,,1739209593.559239,-45.120503652039325
,,1739209593.5592425,-38.13080360867914
,,1739209593.5592463,-45.120503652039325
,,1739209593.55925,-38.13080360867914
,,1739209593.559254,-45.120503652039325
,,1739209593.559258,-45.120503652039325
,,1739209593.5592618,-35.57807855764607
,,1739209593.5592656,-45.120503652039325
,,1739209593.5592694,-38.13080360867914
