CAN Message, 0x150:060063a2d98d0c49,Timestamp,Amplitude
,,1739209792.3393106,-33.981070128970906
,,1739209792.3393133,-45.120503652039325
,,1739209792.339316,-45.120503652039325
,,1739209792.3393185,-32.816014438256545
,,1739209792.339321,-38.13080360867914
,,1739209792.3393235,-45.120503652039325
,,1739209792.339326,-38.13080360867914
,,1739209792.3393283,-32.816014438256545
,,1739209792.3393312,-38.13080360867914
,,1739209792.3393338,-45.120503652039325
,,1739209792.3393364,-38.13080360867914
,,1739209792.3393388,-33.981070128970906
,,1739209792.3393414,-38.13080360867914
,,1739209792.339344,-45.120503652039325
,,1739209792.3393464,-38.13080360867914
,,1739209792.339349,-33.981070128970906
,,1739209792.3393517,-45.120503652039325
,,1739209792.3393545,-45.120503652039325
,,1739209792.339357,-38.13080360867914
,,1739209792.3393593,-38.13080360867914
,,1739209792.339362,-38.13080360867914
,,1739209792.3393643,-45.120503652039325
,,1739209792.339367,-38.13080360867914
,,1739209792.3393695,-38.13080360867914
,,1739209792.3393722,-38.13080360867914
,,1739209792.3393748,-38.13080360867914
,,1739209792.3393772,-38.13080360867914
,,1739209792.3393798,-45.120503652039325
,,1739209792.3393824,-45.120503652039325
,,1739209792.3393848,-45.120503652039325
,,1739209792.3393874,-33.981070128970906
,,1739209792.33939,-38.13080360867914
,,1739209792.339393,-38.13080360867914
,,1739209792.339395,-45.120503652039325
,,1739209792.3393977,-33.981070128970906
,,1739209792.3394003,-45.120503652039325
,,1739209792.339403,-38.13080360867914
,,1739209792.3394053,-35.57807855764607
,,1739209792.339408,-38.13080360867914
,,1739209792.3394103,-38.13080360867914
,,1739209792.339413,-45.120503652039325
,,1739209792.3394156,-38.13080360867914
,,1739209792.3394182,-35.57807855764607
,,1739209792.3394208,-45.120503652039325
,,1739209792.3394232,-33.981070128970906
,,1739209792.3394258,-35.57807855764607
,,1739209792.3394284,-38.13080360867914
,,1739209792.339431,-38.13080360867914
,,1739209792.3394334,-35.57807855764607
,,1739209792.339436,-38.13080360867914
,,1739209792.339439,-16.171807084586764
,,1739209792.3394413,-23.16150712794696
,,1739209792.3394437,-31.141103565318915
,,1739209792.3394463,-45.120503652039325
,,1739209792.339449,-45.120503652039325
,,1739209792.3394513,-33.981070128970906
,,1739209792.339454,-45.120503652039325
,,1739209792.3394566,-45.120503652039325
,,1739209792.3394592,-45.120503652039325
,,1739209792.3394616,-45.120503652039325
,,1739209792.3394642,-45.120503652039325
,,1739209792.3394668,-38.13080360867914
,,1739209792.3394694,-38.13080360867914
,,1739209792.3394718,-45.120503652039325
,,1739209792.3394744,-38.13080360867914
,,1739209792.339477,-45.120503652039325
,,1739209792.3394797,-38.13080360867914
,,1739209792.339482,-38.13080360867914
,,1739209792.3394847,-45.120503652039325
,,1739209792.3394873,-33.981070128970906
,,1739209792.3394897,-38.13080360867914
,,1739209792.3394923,-31.141103565318893
,,1739209792.339495,-45.120503652039325
,,1739209792.3394976,-33.981070128970906
,,1739209792.3395,-20.10991102986178
,,1739209792.3395026,-32.816014438256545
,,1739209792.3395052,-45.120503652039325
,,1739209792.3395078,-45.120503652039325
,,1739209792.3395102,-35.57807855764607
,,1739209792.3395128,-10.144297154226418
,,1739209792.3395154,-30.49652367304976
,,1739209792.3395178,-31.141103565318893
,,1739209792.3395205,-45.120503652039325
,,1739209792.339523,-45.120503652039325
,,1739209792.3395257,-33.981070128970906
,,1739209792.339528,-45.120503652039325
,,1739209792.3395307,-45.120503652039325
,,1739209792.339533,-30.49652367304976
,,1739209792.339536,-45.120503652039325
,,1739209792.3395383,-35.57807855764607
,,1739209792.339541,-38.13080360867914
,,1739209792.3395436,-38.13080360867914
,,1739209792.3395462,-38.13080360867914
,,1739209792.3395486,-38.13080360867914
,,1739209792.3395512,-45.120503652039325
,,1739209792.3395538,-25.077289914212862
,,1739209792.3395562,-31.141103565318893
,,1739209792.3395588,-38.13080360867914
,,1739209792.3395617,-38.13080360867914
,,1739209792.339564,-38.13080360867914
,,1739209792.3395665,-45.120503652039325
,,1739209792.339569,-35.57807855764607
,,1739209792.3395717,-38.13080360867914
,,1739209792.3395743,-24.151403521958727
,,1739209792.3395767,-32.816014438256545
,,1739209792.339579,-45.120503652039325
,,1739209792.339582,-35.57807855764607
,,1739209792.3395844,-31.141103565318915
,,1739209792.339587,-21.44694444177911
,,1739209792.3395896,-33.981070128970906
,,1739209792.3395922,-38.13080360867914
,,1739209792.3395946,-45.120503652039325
,,1739209792.3395972,-45.120503652039325
,,1739209792.3395998,-45.120503652039325
,,1739209792.3396025,-45.120503652039325
,,1739209792.3396049,-25.826314394896357
,,1739209792.3396077,-30.49652367304973
,,1739209792.33961,-32.816014438256545
,,1739209792.3396127,-29.438486411369333
,,1739209792.339615,-35.57807855764607
,,1739209792.3396175,-38.13080360867914
,,1739209792.3396204,-45.120503652039325
,,1739209792.3396227,-45.120503652039325
,,1739209792.3396254,-45.120503652039325
,,1739209792.339628,-38.13080360867914
,,1739209792.3396306,-38.13080360867914
