CAN Message, 0x24:0e8ef068200b7052,Timestamp,Amplitude
,,1739209624.7084367,-33.981070128970906
,,1739209624.7084422,-45.120503652039325
,,1739209624.708448,-45.120503652039325
,,1739209624.7084534,-45.120503652039325
,,1739209624.708459,-45.120503652039325
,,1739209624.7084644,-45.120503652039325
,,1739209624.70847,-35.57807855764607
,,1739209624.7084756,-38.13080360867914
,,1739209624.708481,-38.13080360867914
,,1739209624.7084866,-38.13080360867914
,,1739209624.7084925,-35.57807855764607
,,1739209624.7084978,-35.57807855764607
,,1739209624.7085032,-30.49652367304973
,,1739209624.7085087,-45.120503652039325
,,1739209624.7085145,-38.13080360867914
,,1739209624.70852,-45.120503652039325
,,1739209624.7085254,-33.981070128970906
,,1739209624.708531,-25.82631439489636
,,1739209624.7085366,-38.13080360867914
,,1739209624.708542,-45.120503652039325
,,1739209624.7085476,-35.57807855764607
,,1739209624.7085533,-32.816014438256545
,,1739209624.7085588,-28.992665084841967
,,1739209624.7085643,-45.120503652039325
,,1739209624.7085698,-45.120503652039325
,,1739209624.7085755,-45.120503652039325
,,1739209624.708581,-38.13080360867914
,,1739209624.7085865,-38.13080360867914
,,1739209624.708592,-33.98107012897096
,,1739209624.7085977,-45.120503652039325
,,1739209624.7086031,-38.13080360867914
,,1739209624.7086086,-33.981070128970906
,,1739209624.708614,-45.120503652039325
,,1739209624.7086198,-38.13080360867914
,,1739209624.7086253,-31.141103565318893
,,1739209624.7086308,-38.13080360867914
,,1739209624.7086363,-45.120503652039325
,,1739209624.708642,-45.120503652039325
,,1739209624.7086475,-33.981070128970906
,,1739209624.708653,-45.120503652039325
,,1739209624.7086585,-28.21854285175415
,,1739209624.7086642,-30.49652367304973
,,1739209624.7086697,-45.120503652039325
,,1739209624.7086751,-33.981070128970906
,,1739209624.7086806,-45.120503652039325
,,1739209624.7086864,-26.99137008561072
,,1739209624.7086918,-21.67658091518819
,,1739209624.7086973,-38.13080360867914
,,1739209624.7087028,-31.141103565318893
,,1739209624.7087083,-22.74004262075133
,,1739209624.708714,-17.95212641904405
,,1739209624.7087195,-11.749906388834043
,,1739209624.708725,-25.077289914212862
,,1739209624.7087307,-45.120503652039325
,,1739209624.7087362,-45.120503652039325
,,1739209624.7087393,-45.120503652039325
,,1739209624.708742,-45.120503652039325
,,1739209624.7087452,-38.13080360867914
,,1739209624.708748,-35.57807855764607
,,1739209624.7087512,-45.120503652039325
,,1739209624.708754,-27.8777449560314
,,1739209624.7087572,-25.826314394896357
,,1739209624.70876,-45.120503652039325
,,1739209624.7087631,-38.13080360867914
,,1739209624.708766,-45.120503652039325
,,1739209624.708769,-45.120503652039325
,,1739209624.7087722,-38.13080360867914
,,1739209624.708775,-45.120503652039325
,,1739209624.708778,-28.992665084841946
,,1739209624.708781,-23.50682362968953
,,1739209624.708784,-9.733509856615225
,,1739209624.708787,-45.120503652039325
,,1739209624.70879,-38.13080360867914
,,1739209624.708793,-45.120503652039325
,,1739209624.708796,-38.13080360867914
,,1739209624.7087991,-32.816014438256545
,,1739209624.708802,-45.120503652039325
,,1739209624.708805,-45.120503652039325
,,1739209624.708808,-32.816014438256545
,,1739209624.708811,-38.13080360867914
,,1739209624.708814,-38.13080360867914
,,1739209624.708817,-35.57807855764607
,,1739209624.70882,-38.13080360867914
,,1739209624.708823,-45.120503652039325
,,1739209624.7088258,-45.120503652039325
,,1739209624.708829,-33.98107012897096
,,1739209624.708832,-45.120503652039325
,,1739209624.708835,-45.120503652039325
,,1739209624.708838,-38.13080360867914
,,1739209624.7088408,-32.816014438256545
,,1739209624.708844,-32.816014438256545
,,1739209624.7088468,-31.141103565318915
,,1739209624.70885,-45.120503652039325
,,1739209624.7088528,-38.13080360867914
,,1739209624.708856,-31.141103565318915
,,1739209624.708859,-38.13080360867914
,,1739209624.7088618,-38.13080360867914
,,1739209624.708865,-23.506823629689546
,,1739209624.7088678,-45.120503652039325
,,1739209624.708871,-45.120503652039325
,,1739209624.7088735,-33.981070128970906
,,1739209624.7088768,-38.13080360867914
,,1739209624.7088797,-38.13080360867914
,,1739209624.7088828,-38.13080360867914
,,1739209624.7088857,-38.13080360867914
,,1739209624.7088888,-28.992665084841946
,,1739209624.708892,-38.13080360867914
,,1739209624.7088947,-38.13080360867914
,,1739209624.7088978,-45.120503652039325
,,1739209624.7089007,-28.992665084841946
,,1739209624.7089038,-38.13080360867914
,,1739209624.708907,-35.57807855764607
,,1739209624.7089095,-45.120503652039325
,,1739209624.7089126,-28.218542851754165
,,1739209624.7089157,-33.981070128970906
,,1739209624.7089186,-33.981070128970906
,,1739209624.7089217,-33.981070128970906
,,1739209624.7089248,-32.816014438256545
,,1739209624.7089276,-33.981070128970906
,,1739209624.7089307,-38.13080360867914
,,1739209624.7089336,-33.981070128970906
,,1739209624.7089367,-30.49652367304976
,,1739209624.7089396,-19.089059925837468
,,1739209624.708943,-20.88804491267121
,,1739209624.7089455,-38.13080360867914
,,1739209624.7089486,-33.981070128970906
,,1739209624.7089517,-28.58837851428586
,,1739209624.7089546,-11.4787473243331
,,1739209624.7089577,-12.460539947088504
,,1739209624.7089603,-25.62660358559016
,,1739209624.7089636,-32.816014438256545
,,1739209624.7089665,-45.120503652039325
,,1739209624.7089696,-38.13080360867914
,,1739209624.7089725,-30.49652367304973
,,1739209624.7089756,-38.13080360867914
,,1739209624.7089784,-38.13080360867914
,,1739209624.7089815,-33.981070128970906
,,1739209624.7089846,-24.15140352195872
,,1739209624.7089877,-28.992665084841946
,,1739209624.7089906,-38.13080360867914
,,1739209624.7089934,-38.13080360867914
,,1739209624.7089963,-33.98107012897096
,,1739209624.7089994,-15.872543694060177
,,1739209624.7090025,-38.13080360867914
,,1739209624.7090054,-38.13080360867914
,,1739209624.7090085,-38.13080360867914
,,1739209624.7090113,-31.141103565318915
,,1739209624.7090144,-38.13080360867914
,,1739209624.7090175,-45.120503652039325
,,1739209624.7090204,-38.13080360867914
,,1739209624.7090237,-38.13080360867914
,,1739209624.7090263,-32.816014438256545
,,1739209624.7090294,-28.992665084841946
,,1739209624.7090323,-35.57807855764607
,,1739209624.7090354,-28.58837851428589
,,1739209624.7090385,-38.13080360867914
,,1739209624.7090414,-30.49652367304973
,,1739209624.7090445,-31.141103565318915
,,1739209624.7090473,-38.13080360867914
,,1739209624.7090504,-38.13080360867914
,,1739209624.7090533,-45.120503652039325
,,1739209624.7090564,-45.120503652039325
,,1739209624.7090592,-32.81601443825658
,,1739209624.7090623,-32.816014438256545
,,1739209624.7090652,-38.13080360867914
,,1739209624.7090683,-45.120503652039325
,,1739209624.7090712,-38.13080360867914
,,1739209624.7090745,-35.57807855764607
,,1739209624.7090774,-38.13080360867914
,,1739209624.7090802,-38.13080360867914
,,1739209624.7090833,-30.49652367304973
,,1739209624.7090862,-38.13080360867914
,,1739209624.7090893,-45.120503652039325
,,1739209624.709092,-38.13080360867914
,,1739209624.7090952,-33.98107012897096
,,1739209624.709098,-38.13080360867914
,,1739209624.7091012,-45.120503652039325
,,1739209624.7091043,-33.981070128970906
,,1739209624.7091072,-31.141103565318915
,,1739209624.7091105,-38.13080360867914
,,1739209624.7091131,-19.221007638782208
,,1739209624.7091162,-38.13080360867914
,,1739209624.709119,-45.120503652039325
,,1739209624.7091222,-45.120503652039325
,,1739209624.709125,-38.13080360867914
,,1739209624.709128,-45.120503652039325
,,1739209624.709131,-38.13080360867914
,,1739209624.709134,-38.13080360867914
,,1739209624.7091372,-45.120503652039325
,,1739209624.70914,-35.57807855764607
,,1739209624.7091432,-21.4469444417791
,,1739209624.709146,-38.13080360867914
,,1739209624.7091491,-45.120503652039325
