CAN Message, 0x1b8:00002e86c344c345,Timestamp,Amplitude
,,1739209670.038814,-45.120503652039325
,,1739209670.038819,-45.120503652039325
,,1739209670.0388238,-38.13080360867914
,,1739209670.0388288,-45.120503652039325
,,1739209670.0388336,-45.120503652039325
,,1739209670.0388384,-33.981070128970906
,,1739209670.0388434,-45.120503652039325
,,1739209670.0388482,-33.981070128970906
,,1739209670.0388532,-30.49652367304973
,,1739209670.038858,-32.816014438256545
,,1739209670.0388627,-38.13080360867914
,,1739209670.0388677,-45.120503652039325
,,1739209670.0388725,-28.992665084841946
,,1739209670.0388775,-35.57807855764607
,,1739209670.0388825,-45.120503652039325
,,1739209670.038887,-45.120503652039325
,,1739209670.038892,-38.13080360867914
,,1739209670.0388968,-38.13080360867914
,,1739209670.0389016,-45.120503652039325
,,1739209670.0389066,-38.13080360867914
,,1739209670.038911,-30.49652367304973
,,1739209670.0389163,-20.001670042250552
,,1739209670.038921,-45.120503652039325
,,1739209670.038926,-45.120503652039325
,,1739209670.038931,-45.120503652039325
,,1739209670.0389357,-45.120503652039325
,,1739209670.038941,-38.13080360867914
,,1739209670.0389454,-38.13080360867914
,,1739209670.0389502,-38.13080360867914
,,1739209670.0389552,-38.13080360867914
,,1739209670.03896,-38.13080360867914
,,1739209670.038965,-38.13080360867914
,,1739209670.0389698,-32.816014438256545
,,1739209670.0389743,-38.13080360867914
,,1739209670.0389795,-38.13080360867914
,,1739209670.0389843,-35.57807855764607
,,1739209670.0389893,-31.141103565318915
,,1739209670.038994,-45.120503652039325
,,1739209670.0389988,-45.120503652039325
,,1739209670.0390038,-45.120503652039325
,,1739209670.0390086,-45.120503652039325
,,1739209670.0390136,-45.120503652039325
,,1739209670.0390184,-33.981070128970906
,,1739209670.0390232,-38.13080360867914
,,1739209670.0390282,-28.992665084841946
,,1739209670.039033,-21.021172418726344
,,1739209670.039038,-35.57807855764607
,,1739209670.0390427,-45.120503652039325
,,1739209670.0390477,-30.49652367304976
,,1739209670.0390525,-31.141103565318915
,,1739209670.0390573,-17.75653862927286
,,1739209670.0390625,-45.120503652039325
,,1739209670.039067,-45.120503652039325
,,1739209670.0390718,-33.981070128970906
,,1739209670.0390768,-35.57807855764607
,,1739209670.0390816,-45.120503652039325
,,1739209670.0390866,-25.82631439489636
,,1739209670.039091,-30.49652367304973
,,1739209670.039096,-45.120503652039325
,,1739209670.0391011,-18.636903542229973
,,1739209670.039106,-25.82631439489636
,,1739209670.039111,-45.120503652039325
,,1739209670.0391157,-32.816014438256545
,,1739209670.0391204,-38.13080360867914
,,1739209670.0391254,-27.267205301931607
,,1739209670.0391302,-33.981070128970906
,,1739209670.0391352,-45.120503652039325
,,1739209670.03914,-38.13080360867914
,,1739209670.0391448,-38.13080360867914
,,1739209670.0391498,-10.100331503767816
,,1739209670.0391543,-24.589719217205094
,,1739209670.0391595,-30.49652367304973
,,1739209670.0391643,-45.120503652039325
,,1739209670.039169,-38.13080360867914
,,1739209670.039174,-38.13080360867914
,,1739209670.0391788,-45.120503652039325
,,1739209670.0391836,-28.992665084841946
,,1739209670.0391886,-33.981070128970906
,,1739209670.0391934,-45.120503652039325
,,1739209670.0391984,-29.438486411369333
,,1739209670.0392032,-32.81601443825658
,,1739209670.039208,-38.13080360867914
,,1739209670.039213,-31.141103565318915
,,1739209670.0392177,-45.120503652039325
,,1739209670.0392227,-33.981070128970906
,,1739209670.0392275,-29.438486411369333
,,1739209670.0392325,-38.13080360867914
,,1739209670.0392373,-35.57807855764607
,,1739209670.039242,-45.120503652039325
,,1739209670.039247,-38.13080360867914
,,1739209670.0392518,-45.120503652039325
,,1739209670.0392566,-45.120503652039325
,,1739209670.0392616,-45.120503652039325
,,1739209670.0392663,-28.58837851428586
,,1739209670.0392714,-35.57807855764607
,,1739209670.039276,-45.120503652039325
,,1739209670.039281,-45.120503652039325
,,1739209670.039286,-33.98107012897096
,,1739209670.039291,-29.438486411369347
,,1739209670.0392957,-32.816014438256545
,,1739209670.0393004,-45.120503652039325
,,1739209670.0393052,-38.13080360867914
,,1739209670.0393102,-38.13080360867914
,,1739209670.039315,-33.981070128970906
,,1739209670.03932,-45.120503652039325
,,1739209670.0393248,-29.43848641136937
,,1739209670.0393295,-45.120503652039325
,,1739209670.0393343,-45.120503652039325
,,1739209670.0393393,-45.120503652039325
,,1739209670.0393443,-45.120503652039325
,,1739209670.039349,-38.13080360867914
,,1739209670.0393538,-45.120503652039325
,,1739209670.0393589,-38.13080360867914
,,1739209670.0393636,-27.8777449560314
,,1739209670.0393686,-38.13080360867914
,,1739209670.0393734,-45.120503652039325
,,1739209670.0393782,-38.13080360867914
,,1739209670.0393832,-35.57807855764607
,,1739209670.039388,-35.57807855764607
,,1739209670.039393,-45.120503652039325
,,1739209670.0393977,-32.816014438256545
,,1739209670.0394025,-22.84163660590255
,,1739209670.0394075,-45.120503652039325
,,1739209670.0394125,-45.120503652039325
,,1739209670.0394173,-45.120503652039325
