CAN Message, 0x1bb:000038d2376c971c,Timestamp,Amplitude
,,1739209763.0387278,-35.57807855764607
,,1739209763.0387282,-38.13080360867914
,,1739209763.0387287,-45.120503652039325
,,1739209763.0387292,-32.816014438256545
,,1739209763.0387297,-32.816014438256545
,,1739209763.03873,-45.120503652039325
,,1739209763.0387306,-38.13080360867914
,,1739209763.038731,-38.13080360867914
,,1739209763.0387316,-45.120503652039325
,,1739209763.038732,-45.120503652039325
,,1739209763.0387323,-38.13080360867914
,,1739209763.038733,-31.141103565318943
,,1739209763.0387335,-38.13080360867914
,,1739209763.038734,-33.981070128970906
,,1739209763.0387344,-45.120503652039325
,,1739209763.038735,-45.120503652039325
,,1739209763.0387354,-45.120503652039325
,,1739209763.038736,-38.13080360867914
,,1739209763.0387363,-38.13080360867914
,,1739209763.0387368,-35.57807855764607
,,1739209763.0387373,-45.120503652039325
,,1739209763.0387378,-30.49652367304973
,,1739209763.0387385,-28.992665084841946
,,1739209763.0387387,-45.120503652039325
,,1739209763.0387392,-45.120503652039325
,,1739209763.0387397,-33.981070128970906
,,1739209763.0387402,-45.120503652039325
,,1739209763.0387406,-27.8777449560314
,,1739209763.038741,-25.826314394896357
,,1739209763.0387416,-45.120503652039325
,,1739209763.038742,-38.13080360867914
,,1739209763.0387423,-32.816014438256545
,,1739209763.038743,-38.13080360867914
,,1739209763.0387435,-33.981070128970906
,,1739209763.038744,-35.57807855764607
,,1739209763.0387444,-38.13080360867914
,,1739209763.038745,-38.13080360867914
,,1739209763.0387454,-45.120503652039325
,,1739209763.038746,-45.120503652039325
,,1739209763.038746,-30.49652367304973
,,1739209763.0387466,-30.49652367304973
,,1739209763.038747,-45.120503652039325
,,1739209763.0387475,-35.57807855764607
,,1739209763.038748,-45.120503652039325
,,1739209763.0387485,-35.57807855764607
,,1739209763.038749,-20.888044912671223
,,1739209763.0387497,-23.506823629689546
,,1739209763.03875,-27.8777449560314
,,1739209763.0387504,-30.49652367304973
,,1739209763.038751,-23.506823629689546
,,1739209763.0387514,-11.76592464514545
,,1739209763.0387518,-12.62362937398628
,,1739209763.0387523,-22.54371790334745
,,1739209763.0387528,-38.13080360867914
,,1739209763.0387533,-45.120503652039325
,,1739209763.0387535,-45.120503652039325
,,1739209763.0387542,-26.487275050834715
,,1739209763.0387547,-38.13080360867914
,,1739209763.0387552,-45.120503652039325
,,1739209763.0387557,-45.120503652039325
,,1739209763.038756,-45.120503652039325
,,1739209763.0387566,-45.120503652039325
,,1739209763.038757,-45.120503652039325
,,1739209763.0387576,-45.120503652039325
,,1739209763.038758,-38.13080360867914
,,1739209763.0387585,-38.13080360867914
,,1739209763.038759,-38.13080360867914
,,1739209763.0387597,-45.120503652039325
,,1739209763.03876,-32.81601443825658
,,1739209763.0387604,-23.273589343863318
,,1739209763.038761,-15.851936562542368
,,1739209763.0387614,-30.49652367304973
,,1739209763.038762,-31.141103565318915
,,1739209763.0387623,-35.57807855764607
,,1739209763.0387628,-45.120503652039325
,,1739209763.0387633,-35.57807855764607
,,1739209763.0387638,-28.992665084841967
,,1739209763.0387642,-45.120503652039325
,,1739209763.0387647,-45.120503652039325
,,1739209763.0387652,-38.13080360867914
,,1739209763.0387657,-31.141103565318915
,,1739209763.038766,-33.981070128970906
,,1739209763.0387666,-45.120503652039325
,,1739209763.038767,-45.120503652039325
,,1739209763.0387676,-38.13080360867914
,,1739209763.038768,-45.120503652039325
,,1739209763.0387683,-33.981070128970906
,,1739209763.038769,-45.120503652039325
,,1739209763.0387695,-33.981070128970906
,,1739209763.03877,-31.141103565318915
,,1739209763.0387704,-45.120503652039325
,,1739209763.038771,-45.120503652039325
,,1739209763.0387714,-45.120503652039325
,,1739209763.038772,-33.98107012897096
,,1739209763.0387723,-45.120503652039325
,,1739209763.0387728,-38.13080360867914
,,1739209763.0387733,-45.120503652039325
,,1739209763.0387738,-25.82631439489636
,,1739209763.0387745,-18.087589870852675
,,1739209763.0387747,-20.63344045298849
