CAN Message, 0x150:0500a04bdb97462b,Timestamp,Amplitude
,,1739209755.3703802,-45.120503652039325
,,1739209755.3703885,-45.120503652039325
,,1739209755.3703964,-45.120503652039325
,,1739209755.3704045,-45.120503652039325
,,1739209755.3704126,-45.120503652039325
,,1739209755.3704207,-38.13080360867914
,,1739209755.3704288,-38.13080360867914
,,1739209755.370437,-45.120503652039325
,,1739209755.3704448,-45.120503652039325
,,1739209755.370453,-45.120503652039325
,,1739209755.370461,-38.13080360867914
,,1739209755.370469,-38.13080360867914
,,1739209755.3704772,-45.120503652039325
,,1739209755.3704853,-35.57807855764607
,,1739209755.3704934,-30.49652367304973
,,1739209755.3705015,-45.120503652039325
,,1739209755.3705096,-45.120503652039325
,,1739209755.3705175,-38.13080360867914
,,1739209755.3705258,-45.120503652039325
,,1739209755.3713586,-38.13080360867914
,,1739209755.371366,-38.13080360867914
,,1739209755.3713734,-33.981070128970906
,,1739209755.3713808,-45.120503652039325
,,1739209755.3713882,-38.13080360867914
,,1739209755.3713958,-35.57807855764607
,,1739209755.3714032,-45.120503652039325
,,1739209755.3714106,-45.120503652039325
,,1739209755.371418,-38.13080360867914
,,1739209755.3714254,-38.13080360867914
,,1739209755.3714328,-38.13080360867914
,,1739209755.3714402,-45.120503652039325
,,1739209755.3714476,-38.13080360867914
,,1739209755.371455,-45.120503652039325
,,1739209755.3714623,-33.981070128970906
,,1739209755.3714695,-33.981070128970906
,,1739209755.3714774,-38.13080360867914
,,1739209755.3714848,-38.13080360867914
,,1739209755.371492,-33.981070128970906
,,1739209755.3714995,-45.120503652039325
,,1739209755.371507,-45.120503652039325
,,1739209755.3715143,-38.13080360867914
,,1739209755.3715217,-38.13080360867914
,,1739209755.371529,-45.120503652039325
,,1739209755.3715365,-35.57807855764607
,,1739209755.371544,-35.57807855764607
,,1739209755.3715513,-45.120503652039325
,,1739209755.371559,-45.120503652039325
,,1739209755.3715663,-35.57807855764607
,,1739209755.3715737,-45.120503652039325
,,1739209755.371581,-23.50682362968953
,,1739209755.3715885,-13.450285694136726
,,1739209755.371596,-45.120503652039325
,,1739209755.3716033,-38.13080360867914
,,1739209755.3716106,-38.13080360867914
,,1739209755.371618,-38.13080360867914
,,1739209755.3716254,-38.13080360867914
,,1739209755.3716328,-35.57807855764607
,,1739209755.3716404,-45.120503652039325
,,1739209755.3716478,-38.13080360867914
,,1739209755.3716552,-45.120503652039325
,,1739209755.3716626,-38.13080360867914
,,1739209755.37167,-38.13080360867914
,,1739209755.3716774,-45.120503652039325
,,1739209755.3716848,-38.13080360867914
,,1739209755.3716922,-32.816014438256545
,,1739209755.3716996,-45.120503652039325
,,1739209755.371707,-45.120503652039325
,,1739209755.3717144,-38.13080360867914
,,1739209755.371722,-38.13080360867914
,,1739209755.3717294,-45.120503652039325
,,1739209755.3717368,-33.98107012897096
,,1739209755.3717442,-45.120503652039325
,,1739209755.3717515,-32.816014438256545
,,1739209755.371759,-26.035653463252824
,,1739209755.3717663,-21.522148828640407
,,1739209755.3717735,-30.49652367304973
,,1739209755.371781,-31.14110356531892
,,1739209755.3717885,-25.62660358559016
,,1739209755.371796,-15.347841527766366
,,1739209755.3718035,-10.122258693643492
,,1739209755.371811,-27.267205301931607
,,1739209755.3718183,-33.981070128970906
,,1739209755.3718257,-32.816014438256545
,,1739209755.371833,-45.120503652039325
,,1739209755.3718405,-38.13080360867914
,,1739209755.371848,-35.57807855764607
,,1739209755.3718553,-25.25278630937684
,,1739209755.3718626,-33.981070128970906
,,1739209755.37187,-45.120503652039325
,,1739209755.3718777,-38.13080360867914
,,1739209755.371885,-32.816014438256545
,,1739209755.3718925,-45.120503652039325
,,1739209755.3718998,-33.981070128970906
,,1739209755.3719072,-38.13080360867914
,,1739209755.3719146,-27.267205301931607
,,1739209755.371922,-38.13080360867914
,,1739209755.3719294,-38.13080360867914
,,1739209755.3719368,-38.13080360867914
,,1739209755.3719442,-31.141103565318915
,,1739209755.3719516,-38.13080360867914
,,1739209755.3719592,-45.120503652039325
,,1739209755.3719666,-38.13080360867914
,,1739209755.371974,-25.62660358559016
,,1739209755.3719814,-38.13080360867914
,,1739209755.3719888,-45.120503652039325
,,1739209755.3719962,-33.981070128970906
,,1739209755.3720036,-29.43848641136937
,,1739209755.372011,-15.03024623117019
,,1739209755.3720183,-16.517123586329355
,,1739209755.3720255,-38.13080360867914
,,1739209755.372033,-29.438486411369333
,,1739209755.3720407,-38.13080360867914
,,1739209755.372048,-35.57807855764607
,,1739209755.3720555,-38.13080360867914
,,1739209755.372063,-28.58837851428589
,,1739209755.3720703,-38.13080360867914
,,1739209755.3720777,-35.57807855764607
,,1739209755.372085,-45.120503652039325
,,1739209755.3720925,-38.13080360867914
,,1739209755.3721,-33.981070128970906
,,1739209755.3721073,-38.13080360867914
,,1739209755.372115,-35.57807855764607
,,1739209755.3721223,-30.49652367304973
,,1739209755.3721297,-38.13080360867914
,,1739209755.372137,-38.13080360867914
,,1739209755.3721445,-33.981070128970906
,,1739209755.372152,-25.62660358559016
,,1739209755.3721592,-16.329544857038563
,,1739209755.3721666,-33.981070128970906
,,1739209755.372174,-38.13080360867914
,,1739209755.3721814,-31.141103565318915
,,1739209755.3721888,-33.981070128970906
,,1739209755.3721962,-45.120503652039325
,,1739209755.3722038,-45.120503652039325
,,1739209755.3722112,-28.58837851428586
,,1739209755.3722186,-25.826314394896364
,,1739209755.372226,-38.13080360867914
,,1739209755.3722334,-38.13080360867914
,,1739209755.3722408,-38.13080360867914
,,1739209755.3722482,-33.981070128970906
,,1739209755.3722556,-35.57807855764607
