CAN Message, 0x1d3:0000e6660639f91a,Timestamp,Amplitude
,,1739209630.2571995,-35.57807855764607
,,1739209630.257203,-35.57807855764607
,,1739209630.257207,-45.120503652039325
,,1739209630.2572107,-45.120503652039325
,,1739209630.2572143,-35.57807855764607
,,1739209630.257218,-35.57807855764607
,,1739209630.257222,-45.120503652039325
,,1739209630.2572255,-38.13080360867914
,,1739209630.257229,-35.57807855764607
,,1739209630.2572331,-45.120503652039325
,,1739209630.2572367,-38.13080360867914
,,1739209630.2572403,-35.57807855764607
,,1739209630.257244,-38.13080360867914
,,1739209630.257248,-38.13080360867914
,,1739209630.2572515,-38.13080360867914
,,1739209630.2572553,-38.13080360867914
,,1739209630.2572591,-45.120503652039325
,,1739209630.2572627,-45.120503652039325
,,1739209630.2572663,-45.120503652039325
,,1739209630.2572703,-45.120503652039325
,,1739209630.257274,-38.13080360867914
,,1739209630.2572775,-24.438645034577675
,,1739209630.2572813,-26.487275050834725
,,1739209630.257285,-38.13080360867914
,,1739209630.257289,-45.120503652039325
,,1739209630.2572925,-45.120503652039325
,,1739209630.2572963,-38.13080360867914
,,1739209630.2573,-35.57807855764607
,,1739209630.2573037,-33.981070128970906
,,1739209630.2573073,-45.120503652039325
,,1739209630.257311,-45.120503652039325
,,1739209630.257315,-38.13080360867914
,,1739209630.2573185,-35.57807855764607
,,1739209630.2573223,-32.816014438256545
,,1739209630.257326,-45.120503652039325
,,1739209630.2573297,-38.13080360867914
,,1739209630.2573335,-38.13080360867914
,,1739209630.257337,-45.120503652039325
,,1739209630.257341,-38.13080360867914
,,1739209630.2573445,-31.141103565318915
,,1739209630.2573483,-45.120503652039325
,,1739209630.257352,-38.13080360867914
,,1739209630.2573557,-45.120503652039325
,,1739209630.2573595,-45.120503652039325
,,1739209630.257363,-35.57807855764607
,,1739209630.257367,-24.15140352195873
,,1739209630.2573707,-38.13080360867914
,,1739209630.2573743,-38.13080360867914
,,1739209630.257378,-38.13080360867914
,,1739209630.2573817,-26.991370085610736
,,1739209630.2573855,-12.823685228862534
,,1739209630.2573893,-20.88804491267121
,,1739209630.257393,-26.991370085610736
,,1739209630.2573967,-45.120503652039325
,,1739209630.2574005,-45.120503652039325
,,1739209630.257404,-38.13080360867914
,,1739209630.2574077,-32.816014438256545
,,1739209630.2574117,-32.816014438256545
,,1739209630.2574153,-45.120503652039325
,,1739209630.2574189,-24.74623867263306
,,1739209630.2574227,-27.267205301931607
,,1739209630.2574265,-33.981070128970906
,,1739209630.25743,-38.13080360867914
,,1739209630.257434,-33.981070128970906
,,1739209630.2574377,-38.13080360867914
,,1739209630.2574413,-45.120503652039325
,,1739209630.2574449,-45.120503652039325
,,1739209630.257449,-33.981070128970906
,,1739209630.2574525,-38.13080360867914
,,1739209630.257456,-38.13080360867914
,,1739209630.25746,-35.57807855764607
,,1739209630.2574637,-33.981070128970906
,,1739209630.2574673,-38.13080360867914
,,1739209630.257471,-38.13080360867914
,,1739209630.257475,-25.25278630937684
,,1739209630.2574785,-32.816014438256545
,,1739209630.257482,-32.816014438256545
,,1739209630.257486,-35.57807855764607
,,1739209630.2574897,-45.120503652039325
,,1739209630.2574933,-38.13080360867914
,,1739209630.257497,-32.816014438256545
,,1739209630.2575006,-38.13080360867914
,,1739209630.2575045,-45.120503652039325
,,1739209630.257508,-31.141103565318915
,,1739209630.257512,-33.981070128970906
,,1739209630.2575157,-45.120503652039325
,,1739209630.2575192,-38.13080360867914
,,1739209630.257523,-45.120503652039325
,,1739209630.2575266,-22.74004262075133
,,1739209630.2575305,-24.151403521958727
,,1739209630.2575345,-45.120503652039325
,,1739209630.2575378,-35.57807855764607
,,1739209630.2575417,-45.120503652039325
,,1739209630.2575452,-45.120503652039325
,,1739209630.257549,-33.981070128970906
,,1739209630.2575529,-35.57807855764607
,,1739209630.2575564,-31.141103565318943
,,1739209630.2575605,-24.29264994887477
,,1739209630.2575638,-9.698475827699006
,,1739209630.2575676,-16.127771778863256
,,1739209630.2575717,-26.991370085610736
,,1739209630.257575,-38.13080360867914
,,1739209630.2575788,-38.13080360867914
,,1739209630.2575824,-45.120503652039325
,,1739209630.2575862,-45.120503652039325
,,1739209630.25759,-38.13080360867914
,,1739209630.2575936,-38.13080360867914
,,1739209630.2575974,-38.13080360867914
,,1739209630.257601,-35.57807855764607
,,1739209630.2576048,-38.13080360867914
,,1739209630.2576084,-45.120503652039325
,,1739209630.2576122,-33.981070128970906
,,1739209630.257616,-28.992665084841946
,,1739209630.2576196,-38.13080360867914
,,1739209630.2576234,-38.13080360867914
,,1739209630.257627,-38.13080360867914
,,1739209630.2576308,-21.67658091518819
,,1739209630.2576346,-32.816014438256545
,,1739209630.2576382,-45.120503652039325
,,1739209630.257642,-35.57807855764607
,,1739209630.2576456,-33.981070128970906
,,1739209630.2576494,-45.120503652039325
,,1739209630.2576532,-31.141103565318943
,,1739209630.2576568,-45.120503652039325
,,1739209630.2576606,-35.57807855764607
,,1739209630.2576642,-45.120503652039325
,,1739209630.257668,-38.13080360867914
,,1739209630.2576718,-13.898344869311025
,,1739209630.2576754,-27.267205301931607
,,1739209630.2576792,-38.13080360867914
,,1739209630.2576828,-45.120503652039325
,,1739209630.2576866,-38.13080360867914
,,1739209630.2576904,-25.25278630937684
,,1739209630.257694,-45.120503652039325
,,1739209630.2576978,-35.57807855764607
,,1739209630.2577014,-45.120503652039325
,,1739209630.2577052,-35.57807855764607
,,1739209630.2577088,-32.816014438256545
,,1739209630.2577126,-45.120503652039325
,,1739209630.2577164,-38.13080360867914
,,1739209630.25772,-38.13080360867914
,,1739209630.2577238,-33.981070128970906
,,1739209630.2577274,-38.13080360867914
,,1739209630.2577312,-38.13080360867914
,,1739209630.257735,-45.120503652039325
,,1739209630.2577386,-33.981070128970906
,,1739209630.2577424,-23.75329798047523
,,1739209630.257746,-45.120503652039325
,,1739209630.2577498,-27.8777449560314
,,1739209630.2577536,-45.120503652039325
,,1739209630.2577572,-45.120503652039325
,,1739209630.257761,-38.13080360867914
,,1739209630.2577646,-38.13080360867914
,,1739209630.2577684,-45.120503652039325
,,1739209630.2577722,-45.120503652039325
,,1739209630.2577758,-45.120503652039325
,,1739209630.2577796,-38.13080360867914
,,1739209630.2577832,-38.13080360867914
,,1739209630.257787,-38.13080360867914
,,1739209630.2577908,-28.58837851428586
,,1739209630.2577944,-20.888044912671223
