CAN Message, 0x1b8:0100f25db1a0e0dc,Timestamp,Amplitude
,,1739209767.0743794,-33.981070128970906
,,1739209767.0743809,-45.120503652039325
,,1739209767.0743823,-31.141103565318893
,,1739209767.074384,-27.8777449560314
,,1739209767.0743854,-45.120503652039325
,,1739209767.0743868,-38.13080360867914
,,1739209767.0743885,-45.120503652039325
,,1739209767.07439,-45.120503652039325
,,1739209767.0743914,-45.120503652039325
,,1739209767.0743928,-38.13080360867914
,,1739209767.0743945,-45.120503652039325
,,1739209767.074396,-38.13080360867914
,,1739209767.074397,-38.13080360867914
,,1739209767.0743988,-45.120503652039325
,,1739209767.0744004,-35.57807855764607
,,1739209767.074402,-30.49652367304973
,,1739209767.0744033,-27.877744956031417
,,1739209767.0744047,-33.981070128970906
,,1739209767.0744064,-38.13080360867914
,,1739209767.0744078,-45.120503652039325
,,1739209767.0744092,-32.816014438256545
,,1739209767.074411,-23.506823629689546
,,1739209767.0744123,-31.141103565318943
,,1739209767.0744138,-38.13080360867914
,,1739209767.0744152,-38.13080360867914
,,1739209767.0744169,-45.120503652039325
,,1739209767.0744183,-35.57807855764607
,,1739209767.0744195,-31.141103565318893
,,1739209767.0744212,-45.120503652039325
,,1739209767.0744228,-45.120503652039325
,,1739209767.0744245,-35.57807855764607
,,1739209767.0744257,-38.13080360867914
,,1739209767.0744271,-45.120503652039325
,,1739209767.0744288,-45.120503652039325
,,1739209767.0744302,-38.13080360867914
,,1739209767.0744317,-35.57807855764607
,,1739209767.074433,-45.120503652039325
,,1739209767.0744348,-45.120503652039325
,,1739209767.0744362,-35.57807855764607
,,1739209767.0744376,-29.438486411369333
,,1739209767.074439,-45.120503652039325
,,1739209767.0744407,-45.120503652039325
,,1739209767.074442,-45.120503652039325
,,1739209767.0744436,-28.58837851428586
,,1739209767.074445,-45.120503652039325
,,1739209767.074447,-21.598678470925663
,,1739209767.074448,-32.816014438256545
,,1739209767.0744495,-26.991370085610736
,,1739209767.074451,-31.141103565318915
,,1739209767.0744526,-24.15140352195873
,,1739209767.074454,-10.61031913048472
,,1739209767.0744555,-24.438645034577675
,,1739209767.0744572,-38.13080360867914
,,1739209767.0744586,-35.57807855764607
,,1739209767.07446,-33.981070128970906
,,1739209767.0744617,-45.120503652039325
,,1739209767.0744631,-38.13080360867914
,,1739209767.0744646,-45.120503652039325
,,1739209767.074466,-38.13080360867914
,,1739209767.0744674,-28.992665084841967
,,1739209767.074469,-35.57807855764607
,,1739209767.0744703,-35.57807855764607
,,1739209767.074472,-38.13080360867914
,,1739209767.0744734,-45.120503652039325
,,1739209767.074475,-38.13080360867914
,,1739209767.0744765,-45.120503652039325
,,1739209767.074478,-45.120503652039325
,,1739209767.074479,-38.13080360867914
,,1739209767.074481,-38.13080360867914
,,1739209767.0744824,-9.49876501839281
,,1739209767.074484,-25.82631439489636
,,1739209767.0744853,-35.57807855764607
,,1739209767.074487,-38.13080360867914
,,1739209767.0744884,-38.13080360867914
,,1739209767.0744898,-38.13080360867914
,,1739209767.0744915,-27.267205301931607
,,1739209767.074493,-27.267205301931607
,,1739209767.0744944,-33.981070128970906
,,1739209767.0744958,-33.981070128970906
,,1739209767.0744977,-38.13080360867914
,,1739209767.074499,-32.816014438256545
,,1739209767.0745003,-38.13080360867914
,,1739209767.0745018,-45.120503652039325
,,1739209767.0745034,-31.141103565318915
,,1739209767.0745049,-33.981070128970906
,,1739209767.0745063,-45.120503652039325
,,1739209767.0745077,-38.13080360867914
,,1739209767.0745094,-45.120503652039325
,,1739209767.0745108,-31.141103565318915
,,1739209767.0745122,-35.57807855764607
,,1739209767.0745137,-38.13080360867914
,,1739209767.074515,-38.13080360867914
,,1739209767.0745168,-33.981070128970906
,,1739209767.0745182,-38.13080360867914
,,1739209767.0745196,-38.13080360867914
,,1739209767.0745213,-31.141103565318915
,,1739209767.0745227,-28.992665084841946
,,1739209767.0745242,-38.13080360867914
,,1739209767.0745256,-45.120503652039325
,,1739209767.0745273,-38.13080360867914
,,1739209767.0745287,-33.981070128970906
,,1739209767.07453,-45.120503652039325
,,1739209767.0745318,-45.120503652039325
,,1739209767.0745332,-38.13080360867914
,,1739209767.074535,-31.141103565318915
,,1739209767.074536,-45.120503652039325
,,1739209767.0745378,-45.120503652039325
,,1739209767.0745392,-45.120503652039325
,,1739209767.0745406,-30.49652367304973
,,1739209767.074542,-45.120503652039325
,,1739209767.0745437,-33.981070128970906
,,1739209767.0745451,-45.120503652039325
,,1739209767.0745466,-38.13080360867914
,,1739209767.074548,-38.13080360867914
,,1739209767.0745497,-33.981070128970906
,,1739209767.074551,-45.120503652039325
,,1739209767.0745523,-28.992665084841946
,,1739209767.074554,-24.29264994887477
,,1739209767.0745556,-38.13080360867914
,,1739209767.074557,-45.120503652039325
,,1739209767.0745585,-38.13080360867914
,,1739209767.07456,-35.57807855764607
,,1739209767.0745616,-38.13080360867914
,,1739209767.074563,-38.13080360867914
,,1739209767.0745645,-26.03565346325281
,,1739209767.074566,-24.438645034577675
,,1739209767.0745676,-14.71843737629218
,,1739209767.074569,-10.256198863494957
,,1739209767.0745704,-27.8777449560314
,,1739209767.074572,-38.13080360867914
,,1739209767.0745735,-38.13080360867914
,,1739209767.074575,-17.952126419044045
,,1739209767.0745764,-28.21854285175415
,,1739209767.074578,-45.120503652039325
,,1739209767.0745797,-33.981070128970906
,,1739209767.074581,-45.120503652039325
,,1739209767.0745823,-31.141103565318915
,,1739209767.074584,-45.120503652039325
,,1739209767.0745854,-33.981070128970906
,,1739209767.0745869,-45.120503652039325
,,1739209767.0745883,-38.13080360867914
,,1739209767.07459,-35.57807855764607
,,1739209767.0745914,-38.13080360867914
,,1739209767.0745928,-45.120503652039325
,,1739209767.0745945,-31.141103565318915
,,1739209767.074596,-29.438486411369333
,,1739209767.0745974,-20.001670042250552
,,1739209767.0745988,-45.120503652039325
,,1739209767.0746002,-45.120503652039325
,,1739209767.074602,-45.120503652039325
,,1739209767.0746033,-45.120503652039325
,,1739209767.0746047,-38.13080360867914
,,1739209767.0746064,-35.57807855764607
,,1739209767.0746078,-38.13080360867914
,,1739209767.0746093,-45.120503652039325
,,1739209767.0746107,-45.120503652039325
,,1739209767.0746124,-38.13080360867914
,,1739209767.0746138,-45.120503652039325
,,1739209767.0746152,-35.57807855764607
,,1739209767.074617,-32.816014438256545
,,1739209767.0746183,-38.13080360867914
,,1739209767.0746198,-45.120503652039325
,,1739209767.0746212,-35.57807855764607
,,1739209767.0746226,-38.13080360867914
,,1739209767.0746243,-38.13080360867914
