CAN Message, 0x1d3:00006797e9c12c86,Timestamp,Amplitude
,,1739209598.7867403,-45.120503652039325
,,1739209598.78675,-38.13080360867914
,,1739209598.78676,-38.13080360867914
,,1739209598.7867696,-38.13080360867914
,,1739209598.7867794,-38.13080360867914
,,1739209598.7867892,-38.13080360867914
,,1739209598.786799,-45.120503652039325
,,1739209598.7868087,-38.13080360867914
,,1739209598.7868185,-45.120503652039325
,,1739209598.7868285,-45.120503652039325
,,1739209598.786838,-38.13080360867914
,,1739209598.7868478,-38.13080360867914
,,1739209598.7868576,-45.120503652039325
,,1739209598.7868674,-38.13080360867914
,,1739209598.7868772,-35.57807855764607
,,1739209598.786887,-45.120503652039325
,,1739209598.7868967,-33.981070128970906
,,1739209598.7869065,-38.13080360867914
,,1739209598.7869165,-45.120503652039325
,,1739209598.786926,-38.13080360867914
,,1739209598.7869358,-32.816014438256545
,,1739209598.7869456,-35.57807855764607
,,1739209598.7869554,-45.120503652039325
,,1739209598.7869651,-45.120503652039325
,,1739209598.786975,-38.13080360867914
,,1739209598.7869847,-35.57807855764607
,,1739209598.7869945,-45.120503652039325
,,1739209598.7870042,-45.120503652039325
,,1739209598.787014,-45.120503652039325
,,1739209598.7870238,-38.13080360867914
,,1739209598.7870336,-45.120503652039325
,,1739209598.787043,-38.13080360867914
,,1739209598.787053,-45.120503652039325
,,1739209598.787063,-45.120503652039325
,,1739209598.787073,-32.816014438256545
,,1739209598.7870824,-45.120503652039325
,,1739209598.7870922,-33.981070128970906
,,1739209598.787102,-45.120503652039325
,,1739209598.7871118,-45.120503652039325
,,1739209598.7871215,-45.120503652039325
,,1739209598.7871313,-30.49652367304973
,,1739209598.787141,-31.141103565318893
,,1739209598.7871509,-45.120503652039325
,,1739209598.7871606,-35.57807855764607
,,1739209598.7871704,-38.13080360867914
,,1739209598.7871802,-45.120503652039325
,,1739209598.78719,-38.13080360867914
,,1739209598.7871995,-33.981070128970906
,,1739209598.7872095,-31.14110356531892
,,1739209598.7872193,-20.001670042250552
,,1739209598.787229,-9.312393925429827
,,1739209598.7872388,-32.816014438256545
,,1739209598.7872486,-35.57807855764607
,,1739209598.7872584,-45.120503652039325
,,1739209598.7872682,-38.13080360867914
,,1739209598.787278,-45.120503652039325
,,1739209598.7872877,-27.8777449560314
,,1739209598.7872975,-26.0356534632528
,,1739209598.7873073,-45.120503652039325
,,1739209598.787317,-45.120503652039325
,,1739209598.7873268,-35.57807855764607
,,1739209598.7873366,-32.816014438256545
,,1739209598.7873464,-45.120503652039325
,,1739209598.787356,-33.981070128970906
,,1739209598.787366,-45.120503652039325
,,1739209598.7873757,-38.13080360867914
,,1739209598.7873857,-38.13080360867914
,,1739209598.7873952,-38.13080360867914
,,1739209598.787405,-45.120503652039325
,,1739209598.7874148,-45.120503652039325
,,1739209598.7874246,-38.13080360867914
,,1739209598.7874343,-38.13080360867914
,,1739209598.787444,-45.120503652039325
,,1739209598.787454,-25.077289914212862
,,1739209598.7874637,-22.448786368009163
,,1739209598.7874734,-38.13080360867914
,,1739209598.7874832,-38.13080360867914
,,1739209598.787493,-30.49652367304976
,,1739209598.7875028,-19.089059925837468
,,1739209598.7875123,-15.914053637971415
,,1739209598.7875223,-38.13080360867914
,,1739209598.787532,-22.44878636800916
,,1739209598.787542,-45.120503652039325
,,1739209598.7875516,-45.120503652039325
,,1739209598.7875614,-32.816014438256545
,,1739209598.7875712,-32.816014438256545
,,1739209598.787581,-45.120503652039325
,,1739209598.7875907,-38.13080360867914
,,1739209598.7876005,-38.13080360867914
,,1739209598.7876103,-45.120503652039325
,,1739209598.78762,-38.13080360867914
,,1739209598.7876298,-45.120503652039325
,,1739209598.7876396,-33.981070128970906
,,1739209598.7876494,-25.826314394896357
,,1739209598.7876592,-38.13080360867914
,,1739209598.787669,-35.57807855764607
,,1739209598.7876787,-38.13080360867914
,,1739209598.7876885,-38.13080360867914
,,1739209598.7876985,-45.120503652039325
,,1739209598.787708,-45.120503652039325
,,1739209598.7877178,-38.13080360867914
,,1739209598.7877276,-31.14110356531892
,,1739209598.7877374,-18.192034459266992
,,1739209598.7877471,-22.44878636800916
,,1739209598.787757,-45.120503652039325
,,1739209598.7877667,-28.992665084841946
,,1739209598.7877765,-26.03565346325281
,,1739209598.7877865,-10.359436483637376
,,1739209598.7877965,-13.643740409628302
