CAN Message, 0x150:040004690ab754b4,Timestamp,Amplitude
,,1739209693.8353405,-45.120503652039325
,,1739209693.8353453,-45.120503652039325
,,1739209693.8353505,-45.120503652039325
,,1739209693.8353553,-45.120503652039325
,,1739209693.8353603,-45.120503652039325
,,1739209693.8353653,-38.13080360867914
,,1739209693.8353703,-45.120503652039325
,,1739209693.8353753,-38.13080360867914
,,1739209693.8353803,-45.120503652039325
,,1739209693.835385,-35.57807855764607
,,1739209693.8353903,-32.816014438256545
,,1739209693.835395,-45.120503652039325
,,1739209693.8354006,-45.120503652039325
,,1739209693.8354056,-33.981070128970906
,,1739209693.8354106,-35.57807855764607
,,1739209693.8354156,-45.120503652039325
,,1739209693.8354206,-38.13080360867914
,,1739209693.8354256,-38.13080360867914
,,1739209693.8354306,-38.13080360867914
,,1739209693.8354356,-38.13080360867914
,,1739209693.8354406,-38.13080360867914
,,1739209693.8354456,-38.13080360867914
,,1739209693.8354506,-45.120503652039325
,,1739209693.8354557,-45.120503652039325
,,1739209693.835461,-38.13080360867914
,,1739209693.8354657,-45.120503652039325
,,1739209693.835471,-38.13080360867914
,,1739209693.835476,-38.13080360867914
,,1739209693.835481,-32.816014438256545
,,1739209693.835486,-45.120503652039325
,,1739209693.835491,-45.120503652039325
,,1739209693.835496,-45.120503652039325
,,1739209693.835501,-45.120503652039325
,,1739209693.835506,-38.13080360867914
,,1739209693.835511,-29.438486411369333
,,1739209693.835516,-38.13080360867914
,,1739209693.835521,-35.57807855764607
,,1739209693.835526,-45.120503652039325
,,1739209693.835531,-45.120503652039325
,,1739209693.835536,-38.13080360867914
,,1739209693.835541,-32.816014438256545
,,1739209693.835546,-45.120503652039325
,,1739209693.835551,-45.120503652039325
,,1739209693.8355565,-38.13080360867914
,,1739209693.8355613,-35.57807855764607
,,1739209693.8355663,-45.120503652039325
,,1739209693.8355713,-45.120503652039325
,,1739209693.8355763,-38.13080360867914
,,1739209693.8355813,-38.13080360867914
,,1739209693.8355863,-25.82631439489636
,,1739209693.8355913,-11.280555757621965
,,1739209693.8355963,-15.7103612149836
,,1739209693.835601,-24.589719217205094
,,1739209693.8356063,-32.816014438256545
,,1739209693.835611,-45.120503652039325
,,1739209693.8356164,-38.13080360867914
,,1739209693.8356214,-38.13080360867914
,,1739209693.8356264,-38.13080360867914
,,1739209693.8356316,-26.991370085610736
,,1739209693.8356366,-38.13080360867914
,,1739209693.8356416,-45.120503652039325
,,1739209693.8356466,-35.57807855764607
,,1739209693.8356516,-32.816014438256545
,,1739209693.8356566,-38.13080360867914
,,1739209693.8356616,-45.120503652039325
,,1739209693.835667,-45.120503652039325
,,1739209693.8356717,-45.120503652039325
,,1739209693.835677,-45.120503652039325
,,1739209693.8356817,-45.120503652039325
,,1739209693.8356867,-45.120503652039325
,,1739209693.8356917,-31.141103565318915
,,1739209693.8356967,-31.141103565318915
,,1739209693.8357017,-45.120503652039325
,,1739209693.8357067,-38.13080360867914
,,1739209693.835712,-16.971371839288555
,,1739209693.835717,-28.992665084841946
,,1739209693.835722,-45.120503652039325
,,1739209693.835727,-35.57807855764607
,,1739209693.835732,-31.141103565318915
,,1739209693.835737,-8.987372037484693
,,1739209693.835742,-21.67658091518819
,,1739209693.835747,-28.992665084841946
,,1739209693.835752,-38.13080360867914
,,1739209693.835757,-33.981070128970906
,,1739209693.835762,-45.120503652039325
,,1739209693.835767,-38.13080360867914
