CAN Message, 0x150:04001cd58b93c527,Timestamp,Amplitude
,,1739209635.4872603,-45.120503652039325
,,1739209635.487264,-38.13080360867914
,,1739209635.4872675,-30.49652367304973
,,1739209635.4872708,-45.120503652039325
,,1739209635.4872744,-45.120503652039325
,,1739209635.487278,-45.120503652039325
,,1739209635.4872816,-33.981070128970906
,,1739209635.4872851,-45.120503652039325
,,1739209635.4872885,-45.120503652039325
,,1739209635.487292,-38.13080360867914
,,1739209635.4872956,-45.120503652039325
,,1739209635.4872992,-38.13080360867914
,,1739209635.4873028,-45.120503652039325
,,1739209635.4873064,-32.816014438256545
,,1739209635.4873097,-45.120503652039325
,,1739209635.4873133,-45.120503652039325
,,1739209635.4873168,-45.120503652039325
,,1739209635.4873204,-38.13080360867914
,,1739209635.487324,-33.981070128970906
,,1739209635.487327,-45.120503652039325
,,1739209635.487331,-38.13080360867914
,,1739209635.4873345,-38.13080360867914
,,1739209635.487338,-33.981070128970906
,,1739209635.4873416,-45.120503652039325
,,1739209635.487345,-45.120503652039325
,,1739209635.4873486,-45.120503652039325
,,1739209635.487352,-45.120503652039325
,,1739209635.4873557,-45.120503652039325
,,1739209635.4873593,-38.13080360867914
,,1739209635.4873626,-38.13080360867914
,,1739209635.4873662,-45.120503652039325
,,1739209635.4873698,-38.13080360867914
,,1739209635.4873734,-45.120503652039325
,,1739209635.487377,-35.57807855764607
,,1739209635.4873805,-33.981070128970906
,,1739209635.4873838,-35.57807855764607
,,1739209635.4873874,-38.13080360867914
,,1739209635.487391,-35.57807855764607
,,1739209635.4873946,-30.49652367304973
,,1739209635.487398,-45.120503652039325
,,1739209635.4874015,-45.120503652039325
,,1739209635.487405,-45.120503652039325
,,1739209635.4874086,-45.120503652039325
,,1739209635.4874122,-45.120503652039325
,,1739209635.4874158,-38.13080360867914
,,1739209635.4874191,-45.120503652039325
,,1739209635.4874227,-45.120503652039325
,,1739209635.4874263,-45.120503652039325
,,1739209635.48743,-38.13080360867914
,,1739209635.4874334,-28.58837851428586
,,1739209635.487437,-13.631393720945724
,,1739209635.4874403,-31.141103565318915
,,1739209635.487444,-35.57807855764607
,,1739209635.4874475,-33.981070128970906
,,1739209635.487451,-38.13080360867914
,,1739209635.487455,-38.13080360867914
,,1739209635.487458,-45.120503652039325
,,1739209635.4874616,-45.120503652039325
,,1739209635.4874651,-31.141103565318915
,,1739209635.4874687,-35.57807855764607
,,1739209635.4874723,-33.981070128970906
,,1739209635.4874756,-38.13080360867914
,,1739209635.4874792,-45.120503652039325
,,1739209635.4874828,-45.120503652039325
,,1739209635.4874864,-38.13080360867914
,,1739209635.48749,-38.13080360867914
,,1739209635.4874935,-26.487275050834715
,,1739209635.4874969,-33.981070128970906
,,1739209635.4875004,-33.981070128970906
,,1739209635.487504,-45.120503652039325
,,1739209635.4875076,-45.120503652039325
,,1739209635.4875112,-38.13080360867914
,,1739209635.4875145,-38.13080360867914
,,1739209635.487518,-33.981070128970906
,,1739209635.4875216,-25.82631439489636
,,1739209635.4875252,-33.981070128970906
,,1739209635.4875288,-38.13080360867914
,,1739209635.487532,-31.141103565318915
,,1739209635.4875357,-21.598678470925663
,,1739209635.4875393,-16.91848905718289
,,1739209635.4875429,-33.981070128970906
,,1739209635.4875464,-38.13080360867914
,,1739209635.4875498,-31.141103565318915
,,1739209635.4875534,-32.816014438256545
,,1739209635.487557,-35.57807855764607
,,1739209635.4875605,-45.120503652039325
,,1739209635.487564,-38.13080360867914
,,1739209635.4875677,-35.57807855764607
,,1739209635.487571,-35.57807855764607
,,1739209635.4875746,-38.13080360867914
,,1739209635.4875782,-26.03565346325281
,,1739209635.4875815,-28.58837851428586
,,1739209635.4875853,-33.981070128970906
,,1739209635.4875886,-38.13080360867914
,,1739209635.4875922,-45.120503652039325
,,1739209635.4875958,-45.120503652039325
,,1739209635.4875994,-38.13080360867914
,,1739209635.487603,-38.13080360867914
,,1739209635.4876063,-45.120503652039325
,,1739209635.48761,-45.120503652039325
,,1739209635.4876134,-38.13080360867914
,,1739209635.487617,-33.981070128970906
,,1739209635.4876206,-26.99137008561072
,,1739209635.4876242,-29.438486411369347
,,1739209635.4876275,-38.13080360867914
,,1739209635.487631,-38.13080360867914
,,1739209635.487635,-28.992665084841946
,,1739209635.4876382,-31.141103565318943
,,1739209635.4876418,-38.13080360867914
,,1739209635.4876451,-35.57807855764607
,,1739209635.4876487,-38.13080360867914
,,1739209635.4876523,-28.992665084841946
,,1739209635.487656,-45.120503652039325
,,1739209635.4876597,-45.120503652039325
,,1739209635.4876628,-45.120503652039325
,,1739209635.4876664,-38.13080360867914
,,1739209635.48767,-32.816014438256545
,,1739209635.4876735,-23.506823629689546
,,1739209635.487677,-45.120503652039325
,,1739209635.487681,-33.981070128970906
,,1739209635.487684,-35.57807855764607
,,1739209635.4876876,-45.120503652039325
,,1739209635.4876912,-45.120503652039325
,,1739209635.4876947,-31.141103565318943
,,1739209635.4876983,-35.57807855764607
,,1739209635.4877017,-26.99137008561072
