CAN Message, 0x24:0e66c06ea24f837d,Timestamp,Amplitude
,,1739209773.685103,-45.120503652039325
,,1739209773.6851065,-45.120503652039325
,,1739209773.6851096,-38.13080360867914
,,1739209773.6851127,-38.13080360867914
,,1739209773.685116,-45.120503652039325
,,1739209773.6851194,-38.13080360867914
,,1739209773.6851225,-45.120503652039325
,,1739209773.6851258,-38.13080360867914
,,1739209773.6851292,-35.57807855764607
,,1739209773.6851325,-45.120503652039325
,,1739209773.6851356,-45.120503652039325
,,1739209773.6851387,-38.13080360867914
,,1739209773.685142,-38.13080360867914
,,1739209773.6851454,-45.120503652039325
,,1739209773.6851485,-38.13080360867914
,,1739209773.6851518,-45.120503652039325
,,1739209773.6851552,-45.120503652039325
,,1739209773.6851585,-45.120503652039325
,,1739209773.6851616,-45.120503652039325
,,1739209773.685165,-33.981070128970906
,,1739209773.685168,-38.13080360867914
,,1739209773.6851714,-38.13080360867914
,,1739209773.6851747,-45.120503652039325
,,1739209773.6851778,-38.13080360867914
,,1739209773.6851811,-33.981070128970906
,,1739209773.6851845,-38.13080360867914
,,1739209773.6851876,-38.13080360867914
,,1739209773.685191,-35.57807855764607
,,1739209773.685194,-32.816014438256545
,,1739209773.6851974,-45.120503652039325
,,1739209773.6852007,-45.120503652039325
,,1739209773.6852038,-45.120503652039325
,,1739209773.6852071,-32.816014438256545
,,1739209773.6852105,-38.13080360867914
,,1739209773.6852136,-45.120503652039325
,,1739209773.685217,-45.120503652039325
,,1739209773.6852202,-45.120503652039325
,,1739209773.685223,-45.120503652039325
,,1739209773.685227,-38.13080360867914
,,1739209773.68523,-38.13080360867914
,,1739209773.685233,-33.98107012897096
,,1739209773.6852365,-45.120503652039325
,,1739209773.6852398,-38.13080360867914
,,1739209773.685243,-45.120503652039325
,,1739209773.6852462,-45.120503652039325
,,1739209773.6852496,-38.13080360867914
,,1739209773.685253,-45.120503652039325
,,1739209773.685256,-32.816014438256545
,,1739209773.685259,-31.141103565318915
,,1739209773.6852624,-24.15140352195872
,,1739209773.6852658,-17.952126419044045
,,1739209773.6852689,-45.120503652039325
,,1739209773.6852722,-32.816014438256545
,,1739209773.6852756,-38.13080360867914
,,1739209773.685279,-38.13080360867914
,,1739209773.685282,-38.13080360867914
,,1739209773.685285,-45.120503652039325
,,1739209773.6852884,-45.120503652039325
,,1739209773.6852918,-38.13080360867914
,,1739209773.685295,-38.13080360867914
,,1739209773.6852982,-38.13080360867914
,,1739209773.6853015,-38.13080360867914
,,1739209773.6853049,-38.13080360867914
,,1739209773.685308,-38.13080360867914
,,1739209773.6853113,-45.120503652039325
,,1739209773.6853144,-45.120503652039325
,,1739209773.6853178,-45.120503652039325
,,1739209773.685321,-45.120503652039325
,,1739209773.6853242,-45.120503652039325
,,1739209773.6853275,-33.981070128970906
,,1739209773.6853309,-45.120503652039325
,,1739209773.685334,-38.13080360867914
,,1739209773.6853373,-21.676580915188183
,,1739209773.6853406,-27.87774495603143
,,1739209773.6853435,-28.58837851428589
,,1739209773.685347,-30.49652367304973
,,1739209773.6853504,-30.49652367304973
,,1739209773.6853535,-27.87774495603141
,,1739209773.6853569,-13.756469170699392
,,1739209773.6853602,-12.460539947088504
,,1739209773.6853633,-26.991370085610747
,,1739209773.6853666,-31.141103565318915
,,1739209773.6853695,-45.120503652039325
,,1739209773.685373,-45.120503652039325
,,1739209773.6853764,-32.816014438256545
,,1739209773.6853795,-33.981070128970906
,,1739209773.6853828,-38.13080360867914
,,1739209773.6853862,-45.120503652039325
,,1739209773.6853893,-30.49652367304976
,,1739209773.6853926,-45.120503652039325
,,1739209773.685396,-38.13080360867914
,,1739209773.685399,-45.120503652039325
,,1739209773.6854024,-31.141103565318915
,,1739209773.6854055,-33.981070128970906
,,1739209773.6854088,-38.13080360867914
,,1739209773.6854122,-33.981070128970906
,,1739209773.6854155,-45.120503652039325
,,1739209773.6854186,-45.120503652039325
,,1739209773.685422,-38.13080360867914
,,1739209773.685425,-33.981070128970906
,,1739209773.6854284,-33.981070128970906
,,1739209773.6854317,-32.816014438256545
,,1739209773.6854348,-31.141103565318915
,,1739209773.6854382,-45.120503652039325
,,1739209773.6854415,-38.13080360867914
,,1739209773.6854446,-33.981070128970906
,,1739209773.685448,-45.120503652039325
,,1739209773.6854513,-18.263086266016654
,,1739209773.6854544,-23.75329798047522
,,1739209773.6854577,-45.120503652039325
,,1739209773.685461,-32.816014438256545
,,1739209773.685464,-38.13080360867914
,,1739209773.6854675,-26.99137008561072
,,1739209773.6854708,-26.99137008561072
,,1739209773.685474,-45.120503652039325
,,1739209773.6854773,-33.981070128970906
,,1739209773.6854804,-38.13080360867914
,,1739209773.6854837,-28.992665084841967
,,1739209773.685487,-33.981070128970906
,,1739209773.68549,-38.13080360867914
,,1739209773.6854937,-28.992665084841946
,,1739209773.6854968,-28.58837851428586
,,1739209773.6855,-33.981070128970906
,,1739209773.6855032,-30.49652367304973
,,1739209773.6855066,-31.141103565318915
,,1739209773.6855097,-26.991370085610757
,,1739209773.685513,-15.851936562542368
,,1739209773.6855164,-12.441749458850314
,,1739209773.6855197,-32.816014438256545
,,1739209773.6855228,-31.141103565318915
,,1739209773.685526,-45.120503652039325
,,1739209773.6855292,-35.57807855764607
,,1739209773.6855326,-38.13080360867914
,,1739209773.6855357,-45.120503652039325
,,1739209773.685539,-45.120503652039325
,,1739209773.6855423,-38.13080360867914
,,1739209773.6855454,-33.981070128970906
,,1739209773.6855488,-38.13080360867914
,,1739209773.685552,-38.13080360867914
,,1739209773.6855552,-38.13080360867914
,,1739209773.6855586,-31.141103565318915
,,1739209773.685562,-33.981070128970906
,,1739209773.685565,-33.981070128970906
,,1739209773.6855683,-45.120503652039325
,,1739209773.6855717,-45.120503652039325
,,1739209773.6855748,-27.8777449560314
,,1739209773.685578,-33.981070128970906
,,1739209773.6855814,-45.120503652039325
,,1739209773.6855843,-31.141103565318915
,,1739209773.685588,-26.487275050834715
,,1739209773.685591,-20.001670042250552
,,1739209773.6855943,-25.25278630937684
,,1739209773.6855977,-31.141103565318915
,,1739209773.6856008,-24.15140352195872
,,1739209773.685604,-29.43848641136937
,,1739209773.6856074,-9.997663019220754
,,1739209773.6856103,-13.643740409628302
,,1739209773.685614,-33.98107012897096
,,1739209773.6856172,-31.141103565318893
,,1739209773.6856203,-45.120503652039325
,,1739209773.6856236,-45.120503652039325
,,1739209773.685627,-45.120503652039325
,,1739209773.68563,-45.120503652039325
