CAN Message, 0x24:0ccc9d2dd57350db,Timestamp,Amplitude
,,1739209584.5489206,-38.13080360867914
,,1739209584.5489242,-38.13080360867914
,,1739209584.5489278,-45.120503652039325
,,1739209584.5489316,-35.57807855764607
,,1739209584.5489352,-45.120503652039325
,,1739209584.5489388,-38.13080360867914
,,1739209584.5489423,-45.120503652039325
,,1739209584.548946,-38.13080360867914
,,1739209584.5489497,-35.57807855764607
,,1739209584.548953,-38.13080360867914
,,1739209584.5489566,-45.120503652039325
,,1739209584.5489604,-33.981070128970906
,,1739209584.548964,-35.57807855764607
,,1739209584.5489676,-38.13080360867914
,,1739209584.5489712,-45.120503652039325
,,1739209584.5489748,-45.120503652039325
,,1739209584.5489783,-38.13080360867914
,,1739209584.548982,-38.13080360867914
,,1739209584.5489855,-38.13080360867914
,,1739209584.5489893,-45.120503652039325
,,1739209584.5489929,-35.57807855764607
,,1739209584.5489964,-30.49652367304976
,,1739209584.549,-45.120503652039325
,,1739209584.5490036,-38.13080360867914
,,1739209584.5490072,-38.13080360867914
,,1739209584.5490108,-38.13080360867914
,,1739209584.5490143,-45.120503652039325
,,1739209584.549018,-45.120503652039325
,,1739209584.5490215,-45.120503652039325
,,1739209584.5490253,-38.13080360867914
,,1739209584.5490289,-45.120503652039325
,,1739209584.5490324,-45.120503652039325
,,1739209584.549036,-38.13080360867914
,,1739209584.5490396,-31.141103565318915
,,1739209584.5490432,-45.120503652039325
,,1739209584.549047,-45.120503652039325
,,1739209584.5490506,-38.13080360867914
,,1739209584.549054,-33.981070128970906
,,1739209584.5490575,-45.120503652039325
,,1739209584.5490613,-38.13080360867914
,,1739209584.5490649,-31.141103565318915
,,1739209584.5490685,-24.15140352195873
,,1739209584.5490725,-45.120503652039325
,,1739209584.5490758,-38.13080360867914
,,1739209584.5490794,-45.120503652039325
,,1739209584.549083,-32.816014438256545
,,1739209584.5490866,-33.981070128970906
,,1739209584.54909,-38.13080360867914
,,1739209584.5490935,-30.49652367304973
,,1739209584.5490973,-32.81601443825658
,,1739209584.549101,-15.047294122811843
,,1739209584.5491047,-20.16506027657481
,,1739209584.5491085,-35.57807855764607
,,1739209584.5491118,-31.141103565318915
,,1739209584.5491154,-45.120503652039325
,,1739209584.549119,-38.13080360867914
,,1739209584.5491226,-45.120503652039325
,,1739209584.549126,-24.15140352195873
,,1739209584.54913,-32.816014438256545
,,1739209584.5491335,-38.13080360867914
,,1739209584.549137,-35.57807855764607
,,1739209584.5491407,-38.13080360867914
