CAN Message, 0x98:0000bac5a14e4bd1,Timestamp,Amplitude
,,1739209747.391498,-32.816014438256545
,,1739209747.3915002,-38.13080360867914
,,1739209747.3915029,-45.120503652039325
,,1739209747.3915052,-35.57807855764607
,,1739209747.3915076,-45.120503652039325
,,1739209747.39151,-35.57807855764607
,,1739209747.3915124,-35.57807855764607
,,1739209747.3915148,-38.13080360867914
,,1739209747.3915172,-33.981070128970906
,,1739209747.3915195,-35.57807855764607
,,1739209747.391522,-38.13080360867914
,,1739209747.3915243,-45.120503652039325
,,1739209747.3915267,-45.120503652039325
,,1739209747.391529,-45.120503652039325
,,1739209747.3915317,-38.13080360867914
,,1739209747.391534,-45.120503652039325
,,1739209747.3915362,-35.57807855764607
,,1739209747.3915386,-45.120503652039325
,,1739209747.391541,-45.120503652039325
,,1739209747.3915434,-38.13080360867914
,,1739209747.3915458,-38.13080360867914
,,1739209747.3915482,-38.13080360867914
,,1739209747.3915503,-45.120503652039325
,,1739209747.391553,-45.120503652039325
,,1739209747.3915553,-45.120503652039325
,,1739209747.3915577,-38.13080360867914
,,1739209747.39156,-38.13080360867914
,,1739209747.3915627,-45.120503652039325
,,1739209747.391565,-38.13080360867914
,,1739209747.3915677,-38.13080360867914
,,1739209747.39157,-38.13080360867914
,,1739209747.3915722,-38.13080360867914
,,1739209747.3915746,-35.57807855764607
,,1739209747.391577,-45.120503652039325
,,1739209747.3915794,-45.120503652039325
,,1739209747.3915818,-38.13080360867914
,,1739209747.3915842,-38.13080360867914
,,1739209747.3915863,-38.13080360867914
,,1739209747.391589,-38.13080360867914
,,1739209747.3915913,-38.13080360867914
,,1739209747.3915937,-38.13080360867914
,,1739209747.391596,-35.57807855764607
,,1739209747.3915985,-38.13080360867914
,,1739209747.3916008,-45.120503652039325
,,1739209747.3916032,-45.120503652039325
,,1739209747.3916056,-38.13080360867914
,,1739209747.391608,-35.57807855764607
,,1739209747.3916104,-38.13080360867914
,,1739209747.3916128,-33.981070128970906
,,1739209747.3916152,-31.141103565318943
,,1739209747.3916175,-9.748611389602846
,,1739209747.39162,-38.13080360867914
,,1739209747.3916223,-38.13080360867914
,,1739209747.391625,-38.13080360867914
,,1739209747.3916273,-45.120503652039325
,,1739209747.3916297,-45.120503652039325
,,1739209747.391632,-45.120503652039325
,,1739209747.3916345,-38.13080360867914
,,1739209747.3916368,-45.120503652039325
,,1739209747.3916392,-38.13080360867914
,,1739209747.3916416,-45.120503652039325
,,1739209747.391644,-35.57807855764607
,,1739209747.3916464,-35.57807855764607
,,1739209747.3916488,-45.120503652039325
,,1739209747.3916512,-45.120503652039325
,,1739209747.3916535,-32.816014438256545
,,1739209747.391656,-35.57807855764607
,,1739209747.3916583,-38.13080360867914
,,1739209747.3916607,-45.120503652039325
,,1739209747.391663,-26.991370085610736
,,1739209747.3916657,-26.991370085610736
,,1739209747.3916678,-45.120503652039325
,,1739209747.3916702,-45.120503652039325
,,1739209747.3916726,-25.826314394896357
,,1739209747.391675,-24.151403521958727
,,1739209747.3916774,-45.120503652039325
,,1739209747.3916798,-28.992665084841946
,,1739209747.3916824,-28.992665084841967
,,1739209747.3916848,-18.48349439814281
,,1739209747.3916872,-13.558041748065843
,,1739209747.3916895,-31.141103565318915
,,1739209747.391692,-33.981070128970906
,,1739209747.3916943,-35.57807855764607
,,1739209747.3916967,-45.120503652039325
,,1739209747.391699,-32.816014438256545
,,1739209747.3917017,-38.13080360867914
,,1739209747.3917038,-32.81601443825658
,,1739209747.3917062,-38.13080360867914
,,1739209747.3917086,-45.120503652039325
,,1739209747.391711,-45.120503652039325
,,1739209747.3917134,-45.120503652039325
,,1739209747.3917158,-38.13080360867914
,,1739209747.391718,-38.13080360867914
,,1739209747.3917203,-32.816014438256545
,,1739209747.391723,-29.438486411369333
,,1739209747.3917253,-38.13080360867914
,,1739209747.3917277,-32.816014438256545
,,1739209747.39173,-45.120503652039325
,,1739209747.3917325,-38.13080360867914
,,1739209747.3917348,-35.57807855764607
,,1739209747.3917372,-45.120503652039325
,,1739209747.3917396,-31.141103565318915
,,1739209747.3917422,-24.589719217205094
,,1739209747.3917446,-26.991370085610747
,,1739209747.391747,-38.13080360867914
,,1739209747.3917494,-31.141103565318915
,,1739209747.3917518,-31.141103565318943
,,1739209747.3917542,-20.001670042250552
,,1739209747.3917563,-17.389956718396665
,,1739209747.391759,-45.120503652039325
,,1739209747.3917613,-31.141103565318915
,,1739209747.3917637,-38.13080360867914
,,1739209747.391766,-33.981070128970906
,,1739209747.3917685,-38.13080360867914
,,1739209747.3917708,-31.141103565318915
,,1739209747.3917732,-45.120503652039325
,,1739209747.3917756,-28.992665084841946
,,1739209747.391778,-16.73831143296303
,,1739209747.3917804,-27.267205301931607
,,1739209747.3917828,-38.13080360867914
,,1739209747.3917851,-38.13080360867914
,,1739209747.3917875,-31.141103565318893
,,1739209747.39179,-26.99137008561072
,,1739209747.3917923,-38.13080360867914
,,1739209747.3917947,-33.981070128970906
,,1739209747.391797,-31.141103565318915
,,1739209747.3917994,-20.27750525857143
,,1739209747.391802,-18.521341651340787
,,1739209747.3918045,-31.141103565318915
,,1739209747.3918068,-38.13080360867914
,,1739209747.3918092,-33.981070128970906
,,1739209747.3918116,-35.57807855764607
,,1739209747.391814,-35.57807855764607
,,1739209747.3918164,-45.120503652039325
,,1739209747.3918188,-38.13080360867914
,,1739209747.3918211,-35.57807855764607
,,1739209747.3918235,-35.57807855764607
,,1739209747.391826,-45.120503652039325
,,1739209747.3918283,-33.981070128970906
,,1739209747.3918307,-35.57807855764607
,,1739209747.391833,-45.120503652039325
,,1739209747.3918357,-38.13080360867914
,,1739209747.3918378,-27.877744956031417
,,1739209747.3918402,-38.13080360867914
,,1739209747.3918426,-45.120503652039325
,,1739209747.391845,-38.13080360867914
,,1739209747.3918474,-28.992665084841946
,,1739209747.3918498,-33.981070128970906
,,1739209747.391852,-33.981070128970906
,,1739209747.3918543,-31.141103565318915
,,1739209747.391857,-19.54543163298272
,,1739209747.3918593,-23.50682362968953
,,1739209747.391862,-33.981070128970906
,,1739209747.3918643,-28.58837851428586
,,1739209747.3918667,-26.991370085610768
,,1739209747.391869,-12.056253376532416
,,1739209747.3918717,-11.921119252236204
,,1739209747.3918738,-29.43848641136937
,,1739209747.3918762,-31.141103565318893
,,1739209747.3918786,-38.13080360867914
,,1739209747.391881,-38.13080360867914
,,1739209747.3918834,-38.13080360867914
,,1739209747.3918858,-30.49652367304973
,,1739209747.391888,-31.141103565318915
,,1739209747.3918903,-38.13080360867914
,,1739209747.391893,-45.120503652039325
,,1739209747.3918953,-38.13080360867914
,,1739209747.3918977,-31.141103565318915
,,1739209747.3919,-38.13080360867914
,,1739209747.3919024,-45.120503652039325
,,1739209747.3919048,-33.981070128970906
,,1739209747.3919072,-28.992665084841946
,,1739209747.3919096,-45.120503652039325
,,1739209747.391912,-45.120503652039325
,,1739209747.3919144,-38.13080360867914
