CAN Message, 0x150:04007aac3d842bf6,Timestamp,Amplitude
,,1739209586.3929498,-35.57807855764607
,,1739209586.392954,-45.120503652039325
,,1739209586.3929584,-45.120503652039325
,,1739209586.3929625,-45.120503652039325
,,1739209586.3929667,-45.120503652039325
,,1739209586.392971,-38.13080360867914
,,1739209586.392975,-35.57807855764607
,,1739209586.3929794,-45.120503652039325
,,1739209586.3929837,-38.13080360867914
,,1739209586.392988,-38.13080360867914
,,1739209586.3929925,-45.120503652039325
,,1739209586.3929963,-38.13080360867914
,,1739209586.3930006,-38.13080360867914
,,1739209586.393005,-38.13080360867914
,,1739209586.3930092,-45.120503652039325
,,1739209586.3930137,-38.13080360867914
,,1739209586.3930175,-33.981070128970906
,,1739209586.3930218,-45.120503652039325
,,1739209586.393026,-45.120503652039325
,,1739209586.3930304,-45.120503652039325
,,1739209586.3930345,-45.120503652039325
,,1739209586.3930387,-45.120503652039325
,,1739209586.393043,-45.120503652039325
,,1739209586.393047,-45.120503652039325
,,1739209586.3930516,-45.120503652039325
,,1739209586.3930557,-38.13080360867914
,,1739209586.39306,-38.13080360867914
,,1739209586.3930645,-45.120503652039325
,,1739209586.3930686,-38.13080360867914
,,1739209586.3930726,-45.120503652039325
,,1739209586.393077,-45.120503652039325
,,1739209586.3930812,-38.13080360867914
,,1739209586.3930857,-45.120503652039325
,,1739209586.3930898,-45.120503652039325
,,1739209586.3930938,-45.120503652039325
,,1739209586.393098,-33.981070128970906
,,1739209586.3931024,-35.57807855764607
,,1739209586.3931067,-45.120503652039325
,,1739209586.3931108,-45.120503652039325
,,1739209586.393115,-38.13080360867914
,,1739209586.393119,-45.120503652039325
,,1739209586.3931236,-45.120503652039325
,,1739209586.393128,-45.120503652039325
,,1739209586.393132,-45.120503652039325
,,1739209586.3931365,-45.120503652039325
,,1739209586.3931406,-38.13080360867914
,,1739209586.3931448,-38.13080360867914
,,1739209586.393149,-38.13080360867914
,,1739209586.3931532,-45.120503652039325
,,1739209586.3931575,-31.141103565318893
,,1739209586.3931618,-14.71843737629218
,,1739209586.3931658,-31.141103565318915
,,1739209586.39317,-45.120503652039325
,,1739209586.3931744,-33.981070128970906
,,1739209586.3931787,-38.13080360867914
,,1739209586.393183,-45.120503652039325
,,1739209586.393187,-33.981070128970906
,,1739209586.393191,-45.120503652039325
,,1739209586.3931956,-45.120503652039325
,,1739209586.3932,-33.981070128970906
,,1739209586.393204,-38.13080360867914
,,1739209586.3932085,-38.13080360867914
,,1739209586.3932126,-45.120503652039325
,,1739209586.3932168,-45.120503652039325
,,1739209586.3932211,-38.13080360867914
,,1739209586.3932252,-31.141103565318893
,,1739209586.3932295,-31.141103565318893
,,1739209586.3932338,-45.120503652039325
,,1739209586.393238,-35.57807855764607
,,1739209586.393242,-32.816014438256545
,,1739209586.3932464,-38.13080360867914
,,1739209586.3932507,-38.13080360867914
,,1739209586.393255,-35.57807855764607
,,1739209586.393259,-38.13080360867914
,,1739209586.393263,-45.120503652039325
,,1739209586.3932676,-45.120503652039325
,,1739209586.393272,-33.981070128970906
,,1739209586.3932762,-38.13080360867914
,,1739209586.3932805,-26.487275050834725
,,1739209586.3932846,-23.75329798047523
,,1739209586.3932889,-33.981070128970906
,,1739209586.3932931,-31.141103565318943
,,1739209586.3932972,-38.13080360867914
,,1739209586.3933015,-38.13080360867914
,,1739209586.3933058,-45.120503652039325
,,1739209586.39331,-45.120503652039325
,,1739209586.3933144,-45.120503652039325
,,1739209586.3933184,-38.13080360867914
,,1739209586.3933227,-38.13080360867914
,,1739209586.393327,-29.438486411369333
,,1739209586.3933313,-31.141103565318893
,,1739209586.393335,-38.13080360867914
,,1739209586.3933396,-38.13080360867914
,,1739209586.393344,-45.120503652039325
,,1739209586.3933482,-38.13080360867914
,,1739209586.3933525,-38.13080360867914
,,1739209586.3933566,-45.120503652039325
