CAN Message, 0x150:0100ac668f1c7f90,Timestamp,Amplitude
,,1739209692.569486,-32.816014438256545
,,1739209692.569487,-45.120503652039325
,,1739209692.5694888,-45.120503652039325
,,1739209692.56949,-38.13080360867914
,,1739209692.5694911,-38.13080360867914
,,1739209692.5694926,-45.120503652039325
,,1739209692.5694938,-45.120503652039325
,,1739209692.5694952,-33.981070128970906
,,1739209692.5694964,-38.13080360867914
,,1739209692.5694976,-38.13080360867914
,,1739209692.569499,-45.120503652039325
,,1739209692.5695002,-38.13080360867914
,,1739209692.5695016,-38.13080360867914
,,1739209692.5695028,-38.13080360867914
,,1739209692.569504,-38.13080360867914
,,1739209692.5695057,-45.120503652039325
,,1739209692.5695066,-38.13080360867914
,,1739209692.569508,-38.13080360867914
,,1739209692.5695093,-45.120503652039325
,,1739209692.5695105,-35.57807855764607
,,1739209692.569512,-35.57807855764607
,,1739209692.569513,-45.120503652039325
,,1739209692.5695145,-45.120503652039325
,,1739209692.5695157,-31.141103565318915
,,1739209692.569517,-45.120503652039325
,,1739209692.5695183,-45.120503652039325
,,1739209692.5695195,-45.120503652039325
,,1739209692.5695207,-33.981070128970906
,,1739209692.569522,-45.120503652039325
,,1739209692.569523,-45.120503652039325
,,1739209692.5695248,-45.120503652039325
,,1739209692.569526,-38.13080360867914
,,1739209692.5695271,-38.13080360867914
,,1739209692.5695286,-45.120503652039325
,,1739209692.5695298,-45.120503652039325
,,1739209692.5695312,-45.120503652039325
,,1739209692.5695324,-45.120503652039325
,,1739209692.5740428,-38.13080360867914
,,1739209692.57405,-38.13080360867914
,,1739209692.5740569,-38.13080360867914
,,1739209692.574064,-32.816014438256545
,,1739209692.574071,-38.13080360867914
,,1739209692.5740778,-45.120503652039325
,,1739209692.574085,-35.57807855764607
,,1739209692.574092,-38.13080360867914
,,1739209692.574099,-38.13080360867914
,,1739209692.574106,-38.13080360867914
,,1739209692.574113,-45.120503652039325
,,1739209692.57412,-31.141103565318893
,,1739209692.574127,-23.50682362968953
,,1739209692.574134,-17.75653862927286
,,1739209692.574141,-31.141103565318893
,,1739209692.5741482,-45.120503652039325
,,1739209692.574155,-38.13080360867914
,,1739209692.574162,-38.13080360867914
,,1739209692.5741692,-38.13080360867914
,,1739209692.574176,-45.120503652039325
,,1739209692.5741832,-45.120503652039325
,,1739209692.57419,-33.981070128970906
,,1739209692.5741973,-45.120503652039325
,,1739209692.5742042,-33.981070128970906
,,1739209692.5742111,-33.981070128970906
,,1739209692.5742185,-38.13080360867914
,,1739209692.5742252,-45.120503652039325
,,1739209692.5742323,-38.13080360867914
,,1739209692.5742393,-33.981070128970906
,,1739209692.5742464,-38.13080360867914
,,1739209692.574253,-38.13080360867914
,,1739209692.5742602,-29.438486411369357
,,1739209692.5742674,-26.99137008561072
,,1739209692.5742743,-38.13080360867914
,,1739209692.5742817,-45.120503652039325
,,1739209692.5742884,-45.120503652039325
,,1739209692.5742953,-31.141103565318893
,,1739209692.5743024,-30.49652367304973
,,1739209692.574309,-45.120503652039325
,,1739209692.5743165,-45.120503652039325
,,1739209692.5743234,-38.13080360867914
,,1739209692.5743306,-38.13080360867914
,,1739209692.5743375,-33.981070128970906
,,1739209692.5743444,-38.13080360867914
,,1739209692.5743515,-38.13080360867914
,,1739209692.5743585,-45.120503652039325
,,1739209692.5743656,-38.13080360867914
,,1739209692.5743723,-33.981070128970906
,,1739209692.5743797,-31.141103565318915
,,1739209692.5743866,-38.13080360867914
,,1739209692.5743935,-38.13080360867914
,,1739209692.574401,-38.13080360867914
,,1739209692.5744076,-30.49652367304973
,,1739209692.5744147,-45.120503652039325
,,1739209692.5744216,-35.57807855764607
,,1739209692.5744286,-35.57807855764607
,,1739209692.5744357,-38.13080360867914
,,1739209692.5744426,-45.120503652039325
,,1739209692.5744498,-45.120503652039325
,,1739209692.5744567,-33.981070128970906
,,1739209692.5744638,-29.438486411369347
,,1739209692.5744708,-38.13080360867914
,,1739209692.5744777,-35.57807855764607
,,1739209692.5744848,-38.13080360867914
,,1739209692.5744915,-45.120503652039325
,,1739209692.574499,-19.497575007474538
,,1739209692.5745058,-31.141103565318915
,,1739209692.574513,-45.120503652039325
,,1739209692.57452,-45.120503652039325
,,1739209692.5745268,-31.141103565318893
,,1739209692.574534,-15.851936562542374
,,1739209692.5745409,-25.25278630937684
,,1739209692.574548,-26.99137008561072
,,1739209692.574555,-45.120503652039325
,,1739209692.5745618,-38.13080360867914
,,1739209692.574569,-38.13080360867914
,,1739209692.574576,-27.267205301931607
,,1739209692.574583,-33.981070128970906
,,1739209692.57459,-38.13080360867914
,,1739209692.5745971,-23.75329798047523
,,1739209692.574604,-22.54371790334745
,,1739209692.574611,-31.141103565318915
,,1739209692.574618,-38.13080360867914
,,1739209692.574625,-45.120503652039325
