CAN Message, 0x1b8:0300db52c752e74e,Timestamp,Amplitude
,,1739209651.126068,-45.120503652039325
,,1739209651.126071,-38.13080360867914
,,1739209651.126074,-38.13080360867914
,,1739209651.126077,-35.57807855764607
,,1739209651.1260798,-45.120503652039325
,,1739209651.126083,-35.57807855764607
,,1739209651.1260858,-38.13080360867914
,,1739209651.1260886,-38.13080360867914
,,1739209651.1260917,-38.13080360867914
,,1739209651.1260946,-35.57807855764607
,,1739209651.1260974,-35.57807855764607
,,1739209651.1261003,-28.992665084841946
,,1739209651.1261034,-38.13080360867914
,,1739209651.1261065,-45.120503652039325
,,1739209651.1261091,-38.13080360867914
,,1739209651.1261122,-38.13080360867914
,,1739209651.126115,-45.120503652039325
,,1739209651.126118,-45.120503652039325
,,1739209651.1261208,-45.120503652039325
,,1739209651.126124,-33.98107012897096
,,1739209651.1261268,-45.120503652039325
,,1739209651.1261296,-38.13080360867914
,,1739209651.1261327,-38.13080360867914
,,1739209651.1261356,-45.120503652039325
,,1739209651.1261384,-38.13080360867914
,,1739209651.1261413,-45.120503652039325
,,1739209651.1261444,-38.13080360867914
,,1739209651.1261473,-26.487275050834715
,,1739209651.12615,-35.57807855764607
,,1739209651.1261532,-45.120503652039325
,,1739209651.126156,-38.13080360867914
,,1739209651.126159,-38.13080360867914
,,1739209651.1261618,-45.120503652039325
,,1739209651.126165,-45.120503652039325
,,1739209651.1261678,-45.120503652039325
,,1739209651.1261706,-38.13080360867914
,,1739209651.1261735,-45.120503652039325
,,1739209651.1261766,-45.120503652039325
,,1739209651.1261797,-45.120503652039325
,,1739209651.1261826,-38.13080360867914
,,1739209651.1261854,-35.57807855764607
,,1739209651.1261885,-45.120503652039325
,,1739209651.1261911,-45.120503652039325
,,1739209651.1261942,-45.120503652039325
,,1739209651.126197,-38.13080360867914
,,1739209651.1262,-38.13080360867914
,,1739209651.126203,-45.120503652039325
,,1739209651.126206,-38.13080360867914
,,1739209651.1262088,-31.141103565318915
,,1739209651.1262116,-33.981070128970906
,,1739209651.1262147,-13.71856686625298
,,1739209651.1262176,-21.228842808393967
,,1739209651.1262205,-33.981070128970906
,,1739209651.1262236,-33.981070128970906
,,1739209651.1262264,-45.120503652039325
,,1739209651.1262293,-32.816014438256545
,,1739209651.1262324,-38.13080360867914
,,1739209651.1262352,-45.120503652039325
,,1739209651.126238,-38.13080360867914
,,1739209651.126241,-45.120503652039325
,,1739209651.126244,-38.13080360867914
,,1739209651.126247,-38.13080360867914
,,1739209651.1262498,-38.13080360867914
,,1739209651.126253,-35.57807855764607
,,1739209651.1262558,-35.57807855764607
,,1739209651.1262586,-45.120503652039325
,,1739209651.1262617,-38.13080360867914
,,1739209651.1262646,-33.981070128970906
,,1739209651.1262674,-33.981070128970906
,,1739209651.1262703,-45.120503652039325
,,1739209651.1262734,-45.120503652039325
,,1739209651.1262765,-45.120503652039325
,,1739209651.126279,-33.981070128970906
,,1739209651.1262822,-45.120503652039325
,,1739209651.126285,-20.165060276574795
,,1739209651.126288,-38.13080360867914
,,1739209651.1262908,-32.81601443825658
,,1739209651.126294,-45.120503652039325
,,1739209651.1262968,-31.141103565318915
,,1739209651.1262996,-8.518491638232472
,,1739209651.1263027,-26.99137008561072
,,1739209651.1263056,-45.120503652039325
,,1739209651.1263084,-32.816014438256545
,,1739209651.1263113,-45.120503652039325
,,1739209651.1263144,-45.120503652039325
,,1739209651.1263173,-38.13080360867914
,,1739209651.12632,-45.120503652039325
,,1739209651.1263232,-38.13080360867914
,,1739209651.126326,-38.13080360867914
,,1739209651.126329,-45.120503652039325
,,1739209651.1263318,-45.120503652039325
,,1739209651.126335,-32.816014438256545
,,1739209651.1263378,-23.38864096791655
,,1739209651.1263406,-45.120503652039325
,,1739209651.1263435,-45.120503652039325
,,1739209651.1263466,-38.13080360867914
,,1739209651.1263494,-35.57807855764607
,,1739209651.1263523,-38.13080360867914
,,1739209651.1263554,-45.120503652039325
,,1739209651.1263585,-33.981070128970906
,,1739209651.1263611,-26.99137008561072
,,1739209651.1263642,-35.57807855764607
,,1739209651.126367,-35.57807855764607
,,1739209651.12637,-38.13080360867914
,,1739209651.126373,-28.992665084841946
,,1739209651.126376,-32.816014438256545
,,1739209651.1263788,-45.120503652039325
,,1739209651.1263816,-28.58837851428586
,,1739209651.1263847,-19.642756598161068
,,1739209651.1263876,-45.120503652039325
,,1739209651.1263905,-45.120503652039325
,,1739209651.1263936,-38.13080360867914
,,1739209651.1263964,-27.267205301931607
,,1739209651.1263993,-38.13080360867914
,,1739209651.1264024,-45.120503652039325
,,1739209651.1264052,-38.13080360867914
,,1739209651.126408,-32.816014438256545
,,1739209651.126411,-32.81601443825658
,,1739209651.126414,-45.120503652039325
,,1739209651.126417,-33.981070128970906
,,1739209651.1264198,-31.141103565318915
,,1739209651.126423,-33.981070128970906
,,1739209651.1264255,-38.13080360867914
,,1739209651.1264286,-38.13080360867914
,,1739209651.1264317,-33.981070128970906
,,1739209651.1264346,-45.120503652039325
,,1739209651.1264374,-45.120503652039325
,,1739209651.1264403,-9.773897893754848
,,1739209651.1264434,-23.38864096791655
,,1739209651.1264462,-45.120503652039325
,,1739209651.126449,-30.49652367304973
,,1739209651.126452,-45.120503652039325
,,1739209651.126455,-33.981070128970906
,,1739209651.126458,-31.141103565318915
,,1739209651.1264608,-45.120503652039325
,,1739209651.126464,-38.13080360867914
,,1739209651.1264668,-31.141103565318915
,,1739209651.1264696,-38.13080360867914
,,1739209651.1264727,-38.13080360867914
,,1739209651.1264756,-38.13080360867914
,,1739209651.1264784,-38.13080360867914
,,1739209651.1264813,-31.141103565318915
,,1739209651.1264844,-38.13080360867914
,,1739209651.1264873,-38.13080360867914
,,1739209651.12649,-33.981070128970906
,,1739209651.1264932,-33.981070128970906
,,1739209651.126496,-38.13080360867914
,,1739209651.126499,-45.120503652039325
,,1739209651.1265018,-33.981070128970906
,,1739209651.126505,-29.438486411369357
,,1739209651.1265078,-28.992665084841946
,,1739209651.1265106,-20.88804491267121
,,1739209651.1265135,-45.120503652039325
,,1739209651.1265166,-29.438486411369333
,,1739209651.1265194,-45.120503652039325
,,1739209651.1265223,-22.84163660590256
,,1739209651.1265254,-9.326097680641322
,,1739209651.1265285,-26.487275050834715
,,1739209651.1265311,-38.13080360867914
,,1739209651.1265342,-38.13080360867914
,,1739209651.126537,-45.120503652039325
,,1739209651.12654,-35.57807855764607
,,1739209651.126543,-38.13080360867914
,,1739209651.126546,-38.13080360867914
,,1739209651.1265488,-33.981070128970906
,,1739209651.1265516,-31.141103565318915
,,1739209651.1265547,-45.120503652039325
,,1739209651.1265576,-45.120503652039325
,,1739209651.1265604,-38.13080360867914
,,1739209651.1265635,-33.981070128970906
,,1739209651.1265664,-38.13080360867914
,,1739209651.1265693,-38.13080360867914
,,1739209651.1265724,-31.141103565318915
,,1739209651.1265752,-33.981070128970906
,,1739209651.126578,-31.141103565318915
,,1739209651.126581,-17.217652011706875
,,1739209651.126584,-38.13080360867914
,,1739209651.126587,-31.141103565318943
,,1739209651.1265898,-45.120503652039325
,,1739209651.1265929,-38.13080360867914
,,1739209651.1265955,-38.13080360867914
,,1739209651.1265986,-45.120503652039325
,,1739209651.1266017,-45.120503652039325
,,1739209651.1266046,-31.141103565318915
,,1739209651.1266074,-21.598678470925663
,,1739209651.1266105,-17.16170347859854
,,1739209651.1266134,-33.981070128970906
,,1739209651.1266162,-33.981070128970906
,,1739209651.126619,-45.120503652039325
,,1739209651.126622,-18.0533258286717
,,1739209651.126625,-23.75329798047522
,,1739209651.126628,-45.120503652039325
,,1739209651.1266308,-38.13080360867914
,,1739209651.126634,-35.57807855764607
,,1739209651.1266367,-35.57807855764607
,,1739209651.1266396,-45.120503652039325
,,1739209651.1266427,-45.120503652039325
,,1739209651.1266456,-45.120503652039325
,,1739209651.1266484,-45.120503652039325
,,1739209651.1266513,-33.981070128970906
,,1739209651.1266544,-45.120503652039325
,,1739209651.1266572,-32.81601443825658
,,1739209651.12666,-45.120503652039325
,,1739209651.1266632,-30.49652367304973
,,1739209651.126666,-13.643740409628302
,,1739209651.126669,-29.438486411369357
,,1739209651.1266718,-45.120503652039325
