CAN Message, 0x77:3ccbaee27e52acd7,Timestamp,Amplitude
,,1739209706.9703422,-38.13080360867914
,,1739209706.9703584,-45.120503652039325
,,1739209706.9703748,-38.13080360867914
,,1739209706.970391,-38.13080360867914
,,1739209706.9704072,-45.120503652039325
,,1739209706.9704237,-38.13080360867914
,,1739209706.97044,-38.13080360867914
,,1739209706.9704564,-38.13080360867914
,,1739209706.9704726,-45.120503652039325
,,1739209706.9704888,-35.57807855764607
,,1739209706.9705052,-45.120503652039325
,,1739209706.9705217,-45.120503652039325
,,1739209706.970538,-45.120503652039325
,,1739209706.970554,-38.13080360867914
,,1739209706.9705706,-38.13080360867914
,,1739209706.9705868,-45.120503652039325
,,1739209707.0095532,-45.120503652039325
,,1739209707.009561,-38.13080360867914
,,1739209707.0095692,-32.816014438256545
,,1739209707.009577,-38.13080360867914
,,1739209707.009585,-45.120503652039325
,,1739209707.0095928,-45.120503652039325
,,1739209707.0096009,-33.981070128970906
,,1739209707.0096087,-32.816014438256545
,,1739209707.0096166,-33.981070128970906
,,1739209707.0096245,-38.13080360867914
,,1739209707.0096326,-38.13080360867914
,,1739209707.0096405,-45.120503652039325
,,1739209707.0096483,-45.120503652039325
,,1739209707.0096562,-38.13080360867914
,,1739209707.0096643,-38.13080360867914
,,1739209707.0096722,-38.13080360867914
,,1739209707.00968,-45.120503652039325
,,1739209707.009688,-38.13080360867914
,,1739209707.009696,-35.57807855764607
,,1739209707.009704,-38.13080360867914
,,1739209707.0097115,-38.13080360867914
,,1739209707.0097198,-45.120503652039325
,,1739209707.0097277,-45.120503652039325
,,1739209707.0097356,-45.120503652039325
,,1739209707.0097437,-45.120503652039325
,,1739209707.0097516,-38.13080360867914
,,1739209707.0097594,-45.120503652039325
,,1739209707.0097673,-45.120503652039325
,,1739209707.0097752,-38.13080360867914
,,1739209707.0097833,-35.57807855764607
,,1739209707.0097911,-45.120503652039325
,,1739209707.009799,-33.981070128970906
,,1739209707.0098069,-26.99137008561072
,,1739209707.009815,-26.99137008561072
,,1739209707.0098228,-13.781922400005946
,,1739209707.0098307,-9.479763862267824
,,1739209707.0098386,-27.877744956031417
,,1739209707.0098467,-31.141103565318915
,,1739209707.0098546,-38.13080360867914
,,1739209707.0098624,-45.120503652039325
,,1739209707.0098703,-45.120503652039325
,,1739209707.0098784,-45.120503652039325
,,1739209707.0098865,-45.120503652039325
,,1739209707.009894,-45.120503652039325
,,1739209707.0099022,-32.816014438256545
,,1739209707.00991,-38.13080360867914
,,1739209707.009918,-45.120503652039325
,,1739209707.0099258,-38.13080360867914
,,1739209707.009934,-45.120503652039325
,,1739209707.0099418,-33.981070128970906
,,1739209707.0099497,-31.141103565318893
,,1739209707.0099576,-45.120503652039325
,,1739209707.0099657,-45.120503652039325
,,1739209707.0099735,-45.120503652039325
,,1739209707.0099814,-38.13080360867914
,,1739209707.0099893,-35.57807855764607
,,1739209707.0099974,-45.120503652039325
,,1739209707.0100052,-35.57807855764607
,,1739209707.010013,-25.62660358559016
,,1739209707.010021,-28.58837851428589
,,1739209707.010029,-29.438486411369333
,,1739209707.010037,-38.13080360867914
,,1739209707.0100448,-38.13080360867914
,,1739209707.010053,-18.263086266016654
,,1739209707.0100608,-18.598040242006057
,,1739209707.010069,-32.816014438256545
,,1739209707.0100763,-32.816014438256545
,,1739209707.0100846,-38.13080360867914
,,1739209707.0100925,-28.58837851428586
,,1739209707.0101004,-32.816014438256545
,,1739209707.0101082,-35.57807855764607
,,1739209707.0101163,-45.120503652039325
,,1739209707.0101242,-27.267205301931607
,,1739209707.010132,-28.992665084841946
,,1739209707.01014,-45.120503652039325
,,1739209707.010148,-45.120503652039325
,,1739209707.010156,-31.141103565318915
,,1739209707.0101638,-32.816014438256545
,,1739209707.0101717,-38.13080360867914
,,1739209707.0101798,-45.120503652039325
,,1739209707.0101876,-45.120503652039325
,,1739209707.0101955,-45.120503652039325
,,1739209707.0102034,-45.120503652039325
,,1739209707.0102117,-45.120503652039325
,,1739209707.010219,-31.141103565318915
,,1739209707.0102272,-30.49652367304973
,,1739209707.0102353,-38.13080360867914
,,1739209707.0102432,-17.724780207538373
,,1739209707.010251,-23.50682362968953
,,1739209707.010259,-31.141103565318943
,,1739209707.010267,-30.49652367304973
,,1739209707.010275,-31.141103565318943
,,1739209707.0102828,-8.583555698888471
,,1739209707.0102906,-15.87254369406017
,,1739209707.0102987,-31.141103565318943
,,1739209707.0103066,-29.438486411369333
,,1739209707.0103145,-33.981070128970906
,,1739209707.0103223,-45.120503652039325
,,1739209707.0103304,-38.13080360867914
,,1739209707.0103383,-31.141103565318893
,,1739209707.0103462,-45.120503652039325
,,1739209707.010354,-25.62660358559016
,,1739209707.010362,-20.95409857865648
,,1739209707.01037,-45.120503652039325
,,1739209707.010378,-33.981070128970906
,,1739209707.010386,-32.816014438256545
,,1739209707.010394,-38.13080360867914
,,1739209707.0104015,-38.13080360867914
,,1739209707.0104096,-38.13080360867914
,,1739209707.0104177,-30.49652367304973
,,1739209707.0104256,-32.816014438256545
,,1739209707.0104334,-23.38864096791655
,,1739209707.0104413,-26.99137008561072
,,1739209707.0104494,-33.981070128970906
,,1739209707.0104573,-45.120503652039325
,,1739209707.0104651,-38.13080360867914
,,1739209707.010473,-33.981070128970906
,,1739209707.010481,-32.816014438256545
,,1739209707.010489,-45.120503652039325
,,1739209707.0104969,-33.981070128970906
,,1739209707.0105047,-45.120503652039325
,,1739209707.0105128,-38.13080360867914
,,1739209707.0105207,-38.13080360867914
,,1739209707.0105286,-38.13080360867914
,,1739209707.0105364,-38.13080360867914
,,1739209707.0105443,-28.58837851428586
,,1739209707.0105524,-38.13080360867914
,,1739209707.0105605,-38.13080360867914
,,1739209707.0105684,-38.13080360867914
,,1739209707.0105762,-29.438486411369357
,,1739209707.010584,-38.13080360867914
,,1739209707.010592,-38.13080360867914
,,1739209707.0106,-45.120503652039325
,,1739209707.010608,-38.13080360867914
,,1739209707.0106158,-38.13080360867914
,,1739209707.0106237,-22.54371790334745
,,1739209707.0106318,-31.141103565318915
,,1739209707.0106397,-27.267205301931607
,,1739209707.0106475,-33.981070128970906
,,1739209707.0106554,-35.57807855764607
,,1739209707.0106635,-16.51712358632935
,,1739209707.0106714,-21.598678470925663
,,1739209707.0106792,-38.13080360867914
,,1739209707.010687,-35.57807855764607
,,1739209707.0106952,-38.13080360867914
,,1739209707.010703,-24.589719217205094
,,1739209707.010711,-33.981070128970906
,,1739209707.010719,-38.13080360867914
,,1739209707.010727,-45.120503652039325
,,1739209707.0107348,-38.13080360867914
,,1739209707.010743,-45.120503652039325
,,1739209707.0107508,-45.120503652039325
,,1739209707.0107586,-45.120503652039325
,,1739209707.0107665,-45.120503652039325
,,1739209707.0107744,-45.120503652039325
,,1739209707.0107825,-38.13080360867914
,,1739209707.0107903,-38.13080360867914
,,1739209707.0107982,-28.992665084841946
,,1739209707.010806,-38.13080360867914
,,1739209707.0108142,-45.120503652039325
,,1739209707.010822,-33.981070128970906
