CAN Message, 0x98:0000e6524f95a2e5,Timestamp,Amplitude
,,1739209824.5068984,-38.13080360867914
,,1739209824.5069067,-45.120503652039325
,,1739209824.506915,-38.13080360867914
,,1739209824.506924,-45.120503652039325
,,1739209824.5069325,-45.120503652039325
,,1739209824.5069408,-38.13080360867914
,,1739209824.5069494,-45.120503652039325
,,1739209824.506958,-45.120503652039325
,,1739209824.5069664,-45.120503652039325
,,1739209824.506975,-45.120503652039325
,,1739209824.5069835,-45.120503652039325
,,1739209824.506992,-30.49652367304973
,,1739209824.5070004,-28.58837851428586
,,1739209824.507009,-45.120503652039325
,,1739209824.5070174,-45.120503652039325
,,1739209824.507026,-35.57807855764607
,,1739209824.5070343,-35.57807855764607
,,1739209824.507043,-45.120503652039325
,,1739209824.5070517,-45.120503652039325
,,1739209824.50706,-38.13080360867914
,,1739209824.5070684,-45.120503652039325
,,1739209824.507077,-38.13080360867914
,,1739209824.5070856,-45.120503652039325
,,1739209824.507094,-38.13080360867914
,,1739209824.5071025,-33.981070128970906
,,1739209824.507111,-45.120503652039325
,,1739209824.5071194,-45.120503652039325
,,1739209824.507128,-38.13080360867914
,,1739209824.5071366,-38.13080360867914
,,1739209824.5071452,-45.120503652039325
,,1739209824.5071535,-38.13080360867914
,,1739209824.507162,-45.120503652039325
,,1739209824.507171,-38.13080360867914
,,1739209824.507179,-45.120503652039325
,,1739209824.5071876,-45.120503652039325
,,1739209824.5071962,-35.57807855764607
,,1739209824.5072043,-33.981070128970906
,,1739209824.507213,-32.816014438256545
,,1739209824.5072217,-38.13080360867914
,,1739209824.50723,-38.13080360867914
,,1739209824.5072386,-32.816014438256545
,,1739209824.5072472,-38.13080360867914
,,1739209824.5072556,-45.120503652039325
,,1739209824.507264,-38.13080360867914
,,1739209824.5072727,-45.120503652039325
,,1739209824.507281,-45.120503652039325
,,1739209824.5072896,-45.120503652039325
,,1739209824.5072982,-35.57807855764607
,,1739209824.5073068,-45.120503652039325
,,1739209824.5073152,-28.58837851428586
,,1739209824.5073235,-9.570769068706896
,,1739209824.5073323,-27.87774495603141
,,1739209824.507341,-45.120503652039325
,,1739209824.5073493,-33.981070128970906
,,1739209824.5073578,-38.13080360867914
,,1739209824.5073662,-45.120503652039325
,,1739209824.5073748,-33.981070128970906
,,1739209824.507383,-45.120503652039325
,,1739209824.5073917,-45.120503652039325
,,1739209824.5074005,-45.120503652039325
,,1739209824.5074089,-35.57807855764607
,,1739209824.5074172,-35.57807855764607
,,1739209824.5074258,-38.13080360867914
,,1739209824.5074344,-45.120503652039325
,,1739209824.5074427,-35.57807855764607
,,1739209824.5074513,-38.13080360867914
,,1739209824.50746,-38.13080360867914
,,1739209824.5074682,-38.13080360867914
,,1739209824.5074768,-38.13080360867914
,,1739209824.5074854,-38.13080360867914
,,1739209824.507494,-38.13080360867914
,,1739209824.5075023,-45.120503652039325
,,1739209824.507511,-25.82631439489636
,,1739209824.5075195,-33.98107012897096
,,1739209824.5075278,-18.836614351536173
,,1739209824.5075364,-33.981070128970906
,,1739209824.507545,-32.816014438256545
,,1739209824.507553,-27.877744956031417
,,1739209824.507562,-18.08758987085268
,,1739209824.5075705,-8.383844889582274
,,1739209824.5075788,-26.99137008561072
,,1739209824.5075874,-45.120503652039325
,,1739209824.507596,-33.981070128970906
,,1739209824.5076044,-38.13080360867914
,,1739209824.507613,-31.141103565318915
,,1739209824.5076215,-33.981070128970906
,,1739209824.50763,-38.13080360867914
,,1739209824.5076385,-33.981070128970906
,,1739209824.507647,-38.13080360867914
,,1739209824.5076554,-45.120503652039325
,,1739209824.507664,-38.13080360867914
,,1739209824.5076723,-38.13080360867914
,,1739209824.5076811,-26.487275050834725
,,1739209824.5076897,-27.267205301931607
,,1739209824.507698,-38.13080360867914
,,1739209824.5077066,-45.120503652039325
,,1739209824.507715,-38.13080360867914
,,1739209824.5077236,-38.13080360867914
,,1739209824.5077322,-33.981070128970906
,,1739209824.5077405,-45.120503652039325
,,1739209824.507749,-45.120503652039325
,,1739209824.5077577,-38.13080360867914
,,1739209824.507766,-31.141103565318915
,,1739209824.5077746,-33.981070128970906
,,1739209824.5077832,-33.981070128970906
,,1739209824.5077915,-31.141103565318915
,,1739209824.5078,-32.81601443825658
,,1739209824.5078087,-17.75653862927286
,,1739209824.507817,-14.608978427565477
,,1739209824.5078256,-33.98107012897096
,,1739209824.5078342,-32.816014438256545
,,1739209824.5078428,-33.981070128970906
,,1739209824.5078511,-31.141103565318915
,,1739209824.5078597,-28.992665084841946
,,1739209824.5078683,-38.13080360867914
,,1739209824.5078766,-45.120503652039325
,,1739209824.5078852,-38.13080360867914
,,1739209824.5078938,-32.816014438256545
,,1739209824.507902,-45.120503652039325
,,1739209824.5079107,-45.120503652039325
,,1739209824.5079193,-45.120503652039325
,,1739209824.5079277,-29.438486411369333
,,1739209824.5079362,-35.57807855764607
,,1739209824.5079448,-38.13080360867914
,,1739209824.5079532,-33.981070128970906
,,1739209824.5079618,-28.58837851428589
,,1739209824.5079703,-22.54371790334745
,,1739209824.507979,-10.622635182181554
,,1739209824.5079873,-28.992665084841946
,,1739209824.5079958,-38.13080360867914
,,1739209824.5080042,-38.13080360867914
,,1739209824.5080128,-35.57807855764607
,,1739209824.5080214,-38.13080360867914
,,1739209824.50803,-27.267205301931607
,,1739209824.5080383,-45.120503652039325
,,1739209824.5080469,-35.57807855764607
,,1739209824.5080554,-45.120503652039325
,,1739209824.5080638,-38.13080360867914
,,1739209824.5080724,-38.13080360867914
,,1739209824.508081,-45.120503652039325
,,1739209824.5080893,-38.13080360867914
,,1739209824.508098,-28.992665084841967
,,1739209824.5081065,-45.120503652039325
,,1739209824.5081148,-35.57807855764607
,,1739209824.5081234,-38.13080360867914
,,1739209824.508132,-45.120503652039325
,,1739209824.5081403,-35.57807855764607
,,1739209824.508149,-45.120503652039325
,,1739209824.5081575,-45.120503652039325
,,1739209824.5081658,-33.981070128970906
,,1739209824.5081744,-24.438645034577675
,,1739209824.508183,-22.264930561961563
,,1739209824.508191,-33.981070128970906
,,1739209824.5082,-33.981070128970906
,,1739209824.5082085,-32.81601443825658
,,1739209824.508217,-14.686880871827997
,,1739209824.5082254,-11.125497038893188
,,1739209824.508234,-33.98107012897096
,,1739209824.5082426,-31.141103565318893
,,1739209824.508251,-38.13080360867914
,,1739209824.5082595,-35.57807855764607
,,1739209824.508268,-30.49652367304976
,,1739209824.5082765,-45.120503652039325
,,1739209824.508285,-32.816014438256545
,,1739209824.5082936,-35.57807855764607
,,1739209824.508302,-45.120503652039325
,,1739209824.5083106,-45.120503652039325
,,1739209824.5083191,-35.57807855764607
,,1739209824.5083275,-38.13080360867914
,,1739209824.508336,-35.57807855764607
,,1739209824.508345,-45.120503652039325
,,1739209824.508353,-38.13080360867914
,,1739209824.5083616,-32.816014438256545
,,1739209824.5083702,-38.13080360867914
,,1739209824.5083787,-33.98107012897096
,,1739209824.508387,-35.57807855764607
,,1739209824.5083957,-38.13080360867914
,,1739209824.5084045,-45.120503652039325
,,1739209824.5084126,-45.120503652039325
,,1739209824.5084212,-32.816014438256545
,,1739209824.5084298,-45.120503652039325
,,1739209824.508438,-38.13080360867914
,,1739209824.5084467,-35.57807855764607
,,1739209824.5084553,-45.120503652039325
,,1739209824.5084636,-33.981070128970906
,,1739209824.5084722,-45.120503652039325
,,1739209824.5084808,-45.120503652039325
,,1739209824.5084891,-29.438486411369333
,,1739209824.5084977,-38.13080360867914
,,1739209824.5085063,-11.60834019864587
,,1739209824.5085146,-16.041018435916566
,,1739209824.5085232,-35.57807855764607
,,1739209824.5085318,-29.438486411369333
,,1739209824.5085402,-45.120503652039325
,,1739209824.5085487,-45.120503652039325
,,1739209824.508557,-45.120503652039325
,,1739209824.508566,-45.120503652039325
,,1739209824.5085742,-31.141103565318915
,,1739209824.5085828,-20.88804491267121
,,1739209824.5085914,-19.64275659816107
